year,cod_ine,nom_mun,nom_prov,poblacion,ganador,ganador_por,color,ganador_bloque,ganador_por_bloque,color_bloque,partido_1,partido_2,partido_3,partido_4,partido_5,partido_7,partido_8,partido_99
2012,08001,Abrera,Barcelona,8682,PSC,20.16,#da1f35,No nacionalistas,67.37,#fa8c00,17.62,20.16,9.31,15.69,12.76,2.79,1,8.99
2012,08002,Aguilar de Segarra,Barcelona,201,CiU,59.09,#1e4a8e,Nacionalismo/independentismo,86.36,#18a1cd,59.09,1.95,15.58,3.25,5.19,9.09,2.6,1.3
2012,08003,Alella,Barcelona,7010,CiU,45.27,#1e4a8e,Nacionalismo/independentismo,64.82,#18a1cd,45.27,6.21,15.1,12.38,6.49,3.29,1.16,2.54
2012,08004,Alpens,Barcelona,234,CiU,64.02,#1e4a8e,Nacionalismo/independentismo,92.99,#18a1cd,64.02,0.47,20.09,0,5.14,5.14,3.74,0
2012,08005,L'Ametlla del Vallès,Barcelona,5988,CiU,46.98,#1e4a8e,Nacionalismo/independentismo,67.76,#18a1cd,46.98,5.13,15.94,9.99,7.18,2.7,2.14,3.26
2012,08006,Arenys de Mar,Barcelona,11152,CiU,41.37,#1e4a8e,Nacionalismo/independentismo,64.69,#18a1cd,41.37,8.89,17.41,10.84,7.62,4.13,1.78,2.86
2012,08007,Arenys de Munt,Barcelona,6359,CiU,44.3,#1e4a8e,Nacionalismo/independentismo,72.14,#18a1cd,44.3,6.28,20.97,6.49,6.75,4.66,2.21,3.86
2012,08008,Argençola,Barcelona,188,CiU,44.35,#1e4a8e,Nacionalismo/independentismo,83.06,#18a1cd,44.35,0.81,31.45,8.06,4.03,4.84,2.42,0
2012,08009,Argentona,Barcelona,8952,CiU,40.66,#1e4a8e,Nacionalismo/independentismo,60.9,#18a1cd,40.66,9.38,14.96,11.27,7.29,4.14,1.14,3.89
2012,08010,Artés,Barcelona,4128,CiU,42.23,#1e4a8e,Nacionalismo/independentismo,72.66,#18a1cd,42.23,7.95,22.68,5.84,3.92,6.34,1.41,4.430000000000001
2012,08011,Avià,Barcelona,1763,CiU,53.86,#1e4a8e,Nacionalismo/independentismo,87.73,#18a1cd,53.86,2.28,25.13,3.01,2.79,6.54,2.2,2.13
2012,08012,Avinyó,Barcelona,1711,CiU,56.69,#1e4a8e,Nacionalismo/independentismo,85.52,#18a1cd,56.69,3.1,23.95,4.29,3.1,3.62,1.26,1.47
2012,08013,Avinyonet del Penedès,Barcelona,1226,CiU,47.84,#1e4a8e,Nacionalismo/independentismo,68.37,#18a1cd,47.84,7.44,15.98,7.55,8.55,3.44,1.11,3.44
2012,08014,Aiguafreda,Barcelona,1937,CiU,48.86,#1e4a8e,Nacionalismo/independentismo,74.34,#18a1cd,48.86,6.79,18.55,6.18,6.45,3.97,2.96,2.34
2012,08015,Badalona,Barcelona,155329,PSC,19.66,#da1f35,No nacionalistas,65.84,#fa8c00,19.11,19.66,10.17,17.75,12.99,2.33,0.92,5.36
2012,08016,Bagà,Barcelona,1942,CiU,46.46,#1e4a8e,Nacionalismo/independentismo,71,#18a1cd,46.46,11.88,18.88,4.46,4.95,3.89,1.77,3.3200000000000003
2012,08017,Balenyà,Barcelona,2766,CiU,41.29,#1e4a8e,Nacionalismo/independentismo,67.23,#18a1cd,41.29,10.74,19.92,7.23,6.47,3.61,2.41,4.46
2012,08018,Balsareny,Barcelona,2646,CiU,36.64,#1e4a8e,Nacionalismo/independentismo,60.88,#18a1cd,36.64,14.83,16.88,6.09,7.75,6.09,1.27,4.43
2012,08019,Barcelona,Barcelona,1136091,CiU,29.44,#1e4a8e,No nacionalistas,51.16,#fa8c00,29.44,12.19,13.08,14.86,11.96,3.95,1.14,3.91
2012,08020,Begues,Barcelona,4670,CiU,37.51,#1e4a8e,Nacionalismo/independentismo,60.39,#18a1cd,37.51,7.68,17.57,9.94,8.76,3.98,1.33,3.68
2012,08021,Bellprat,Barcelona,78,CiU,48.98,#1e4a8e,Nacionalismo/independentismo,75.51,#18a1cd,48.98,10.2,14.29,8.16,0,12.24,0,4.08
2012,08022,Berga,Barcelona,12326,CiU,45.61,#1e4a8e,Nacionalismo/independentismo,76.09,#18a1cd,45.61,7.83,21.48,6.11,4.75,6.88,2.12,2.1999999999999997
2012,08023,Bigues i Riells,Barcelona,6527,CiU,34.53,#1e4a8e,Nacionalismo/independentismo,56.47,#18a1cd,34.53,9.85,17.68,12.03,8.29,2.88,1.38,4.9
2012,08024,Borredà,Barcelona,406,CiU,50.99,#1e4a8e,Nacionalismo/independentismo,80.26,#18a1cd,50.99,5.92,18.42,4.93,2.3,8.22,2.63,0.99
2012,08025,El Bruc,Barcelona,1482,CiU,36.65,#1e4a8e,Nacionalismo/independentismo,61.65,#18a1cd,36.65,8.81,16.38,7.95,9.66,7.67,0.95,5.2
2012,08026,El Brull,Barcelona,188,CiU,68.32,#1e4a8e,Nacionalismo/independentismo,89.44,#18a1cd,68.32,0.62,12.42,3.11,2.48,4.35,4.35,3.1
2012,08027,Les Cabanyes,Barcelona,694,CiU,46.25,#1e4a8e,Nacionalismo/independentismo,70,#18a1cd,46.25,9.46,17.5,6.79,7.68,5.54,0.71,2.16
2012,08028,Cabrera d'Anoia,Barcelona,1047,CiU,21.63,#1e4a8e,No nacionalistas,57.22,#fa8c00,21.63,20.71,14.57,13.5,9.51,2.61,1.69,9.36
2012,08029,Cabrera de Mar,Barcelona,3433,CiU,53.28,#1e4a8e,Nacionalismo/independentismo,70.99,#18a1cd,53.28,4.09,13.47,10.32,5.8,2.9,1.34,2.73
2012,08030,Cabrils,Barcelona,4893,CiU,51.73,#1e4a8e,Nacionalismo/independentismo,70.86,#18a1cd,51.73,4.97,14.42,9.16,5.72,2.84,1.87,2.26
2012,08031,Calaf,Barcelona,2283,CiU,46.37,#1e4a8e,Nacionalismo/independentismo,68.13,#18a1cd,46.37,9.46,17.06,8.53,5.05,2.96,1.74,5.12
2012,08032,Caldes d'Estrac,Barcelona,1970,CiU,45.15,#1e4a8e,Nacionalismo/independentismo,65.56,#18a1cd,45.15,8.99,15.89,9.42,7.69,3.59,0.93,2.37
2012,08033,Caldes de Montbui,Barcelona,12565,CiU,34.56,#1e4a8e,Nacionalismo/independentismo,59.04,#18a1cd,34.56,12.45,19.01,9.81,7.8,4.12,1.35,3.53
2012,08034,Calders,Barcelona,746,CiU,54.77,#1e4a8e,Nacionalismo/independentismo,84.59,#18a1cd,54.77,2.6,22.36,5.2,3.64,5.03,2.43,2.9499999999999997
2012,08035,Calella,Barcelona,12213,CiU,39.18,#1e4a8e,Nacionalismo/independentismo,61.27,#18a1cd,39.18,10.7,17.59,11.72,6.76,3.05,1.45,4.14
2012,08036,Calonge de Segarra,Barcelona,169,CiU,58.96,#1e4a8e,Nacionalismo/independentismo,85.08,#18a1cd,58.96,0.75,20.15,7.46,2.99,5.97,0,3.74
2012,08037,Calldetenes,Barcelona,1846,CiU,54.55,#1e4a8e,Nacionalismo/independentismo,87.08,#18a1cd,54.55,2.36,22.83,3.43,2.22,5.39,4.31,2.9
2012,08038,Callús,Barcelona,1381,CiU,47.83,#1e4a8e,Nacionalismo/independentismo,73.36,#18a1cd,47.83,8.27,19.58,5.05,5.55,3.23,2.72,3.83
2012,08039,Campins,Barcelona,375,CiU,43.67,#1e4a8e,Nacionalismo/independentismo,74.34,#18a1cd,43.67,2,20,4,13,6.67,4,4.67
2012,08040,Canet de Mar,Barcelona,10567,CiU,36.78,#1e4a8e,Nacionalismo/independentismo,61.38,#18a1cd,36.78,8.83,19.44,10.72,9.26,3.51,1.65,3.38
2012,08041,Canovelles,Barcelona,10116,PSC,24.71,#da1f35,No nacionalistas,70.86,#fa8c00,18.07,24.71,6.48,15.67,9.91,1.98,0.71,8.29
2012,08042,Cànoves i Samalús,Barcelona,2180,CiU,30.92,#1e4a8e,No nacionalistas,49.97,#fa8c00,30.92,15.3,12.65,14.07,7.81,3.16,1.68,4.46
2012,08043,Canyelles,Barcelona,3110,CiU,29.1,#1e4a8e,No nacionalistas,54.3,#fa8c00,29.1,17.37,10.56,15.77,9.29,3.41,1.07,5.35
2012,08044,Capellades,Barcelona,4231,CiU,32.73,#1e4a8e,Nacionalismo/independentismo,58.12,#18a1cd,32.73,14.51,15.96,10.91,5.86,8.22,1.21,4.88
2012,08045,Capolat,Barcelona,69,CiU,58.93,#1e4a8e,Nacionalismo/independentismo,96.43,#18a1cd,58.93,0,23.21,0,3.57,8.93,5.36,0
2012,08046,Cardedeu,Barcelona,12683,CiU,35.72,#1e4a8e,Nacionalismo/independentismo,59.5,#18a1cd,35.72,9.49,16.84,9.09,10.1,5.19,1.75,3.86
2012,08047,Cardona,Barcelona,4093,CiU,35.89,#1e4a8e,Nacionalismo/independentismo,60.11,#18a1cd,35.89,13.54,19.43,10.31,5.01,3.5,1.29,4.23
2012,08048,Carme,Barcelona,618,CiU,48.17,#1e4a8e,Nacionalismo/independentismo,79.79,#18a1cd,48.17,4.73,26.67,6.88,3.66,4.09,0.86,2.16
2012,08049,Casserres,Barcelona,1335,CiU,53.97,#1e4a8e,Nacionalismo/independentismo,86.81,#18a1cd,53.97,3.37,26.19,4.07,2.48,5.26,1.39,2.29
2012,08050,Castellar del Riu,Barcelona,143,CiU,67.27,#1e4a8e,Nacionalismo/independentismo,93.63,#18a1cd,67.27,0.91,20,0.91,1.82,5.45,0.91,1.82
2012,08051,Castellar del Vallès,Barcelona,17496,CiU,33.04,#1e4a8e,Nacionalismo/independentismo,53.99,#18a1cd,33.04,13.64,15.71,9.19,9.65,4.08,1.16,4.69
2012,08052,Castellar de n'Hug,Barcelona,140,CiU,69.44,#1e4a8e,Nacionalismo/independentismo,91.65,#18a1cd,69.44,0,14.81,6.48,0.93,3.7,3.7,0.93
2012,08053,Castellbell i el Vilar,Barcelona,2846,CiU,38.35,#1e4a8e,Nacionalismo/independentismo,58.86,#18a1cd,38.35,15.67,17.04,9.97,5.41,1.99,1.48,3.82
2012,08054,Castellbisbal,Barcelona,8774,CiU,24.51,#1e4a8e,No nacionalistas,55.85,#fa8c00,24.51,15.47,13.33,12.75,11.02,2.66,2.11,6.4
2012,08055,Castellcir,Barcelona,486,CiU,39.34,#1e4a8e,Nacionalismo/independentismo,76.78,#18a1cd,39.34,3.01,29.51,4.92,5.46,5.74,2.19,5.74
2012,08056,Castelldefels,Barcelona,39758,CiU,22.49,#1e4a8e,No nacionalistas,64.86,#fa8c00,22.49,15.32,8.73,20.84,11.29,1.44,0.77,5.26
2012,08057,Castell de l'Areny,Barcelona,59,CiU,62.96,#1e4a8e,Nacionalismo/independentismo,92.59,#18a1cd,62.96,3.7,16.67,0,1.85,9.26,3.7,0
2012,08058,Castellet i la Gornal,Barcelona,1728,CiU,32.88,#1e4a8e,Nacionalismo/independentismo,52.88,#18a1cd,32.88,14.25,14.25,13.06,9.04,4.38,1.37,4.93
2012,08059,Castellfollit del Boix,Barcelona,328,CiU,52.36,#1e4a8e,Nacionalismo/independentismo,82.83,#18a1cd,52.36,3.86,22.32,3.43,3.86,4.72,3.43,3.44
2012,08060,Castellfollit de Riubregós,Barcelona,164,CiU,64.71,#1e4a8e,Nacionalismo/independentismo,83.1,#18a1cd,64.71,3.68,11.03,6.62,2.94,6.62,0.74,2.21
2012,08061,Castellgalí,Barcelona,1494,CiU,33.66,#1e4a8e,Nacionalismo/independentismo,49.62,#18a1cd,33.66,15.37,10.51,11.58,9.63,3.21,2.24,5.16
2012,08062,Castellnou de Bages,Barcelona,906,CiU,38.1,#1e4a8e,Nacionalismo/independentismo,59.79,#18a1cd,38.1,11.6,16.11,9.64,8.58,3.92,1.66,3.46
2012,08063,Castellolí,Barcelona,432,CiU,58.63,#1e4a8e,Nacionalismo/independentismo,83.56,#18a1cd,58.63,3.56,21.92,3.84,5.48,2.19,0.82,1.37
2012,08064,Castellterçol,Barcelona,1861,CiU,46.16,#1e4a8e,Nacionalismo/independentismo,77.19,#18a1cd,46.16,6.63,25.71,5.04,5.67,4.01,1.31,3.39
2012,08065,Castellví de la Marca,Barcelona,1211,CiU,55.21,#1e4a8e,Nacionalismo/independentismo,78.49,#18a1cd,55.21,6.32,14.97,5.21,5.32,6.54,1.77,2.88
2012,08066,Castellví de Rosanes,Barcelona,1309,CiU,31.09,#1e4a8e,Nacionalismo/independentismo,49.59,#18a1cd,31.09,14.39,15.55,13.45,10.82,2.21,0.74,4.12
2012,08067,Centelles,Barcelona,5646,CiU,47.05,#1e4a8e,Nacionalismo/independentismo,73.15,#18a1cd,47.05,8.38,19.61,5.7,5.94,3.62,2.87,3.5
2012,08068,Cervelló,Barcelona,6632,CiU,31.11,#1e4a8e,Nacionalismo/independentismo,51.34,#18a1cd,31.11,13.28,15.13,12.39,8.72,3.13,1.97,5.21
2012,08069,Collbató,Barcelona,3035,CiU,36.08,#1e4a8e,Nacionalismo/independentismo,60.87,#18a1cd,36.08,7.86,18.93,10.61,8.41,3.57,2.29,4.07
2012,08070,Collsuspina,Barcelona,273,CiU,58.69,#1e4a8e,Nacionalismo/independentismo,86.86,#18a1cd,58.69,1.88,20.19,3.29,4.23,5.16,2.82,2.35
2012,08071,Copons,Barcelona,246,CiU,50.26,#1e4a8e,Nacionalismo/independentismo,81.48,#18a1cd,50.26,4.23,23.81,3.7,7.94,6.35,1.06,1.59
2012,08072,Corbera de Llobregat,Barcelona,9901,CiU,34.35,#1e4a8e,Nacionalismo/independentismo,54.66,#18a1cd,34.35,10.24,14.97,11.32,8.69,3.67,1.67,5.23
2012,08073,Cornellà de Llobregat,Barcelona,60523,PSC,27,#da1f35,No nacionalistas,76.76,#fa8c00,11.45,27,7.49,16,15.45,2.3,0.54,6.7
2012,08074,Cubelles,Barcelona,10363,CiU,25.23,#1e4a8e,No nacionalistas,56.78,#fa8c00,25.23,14.64,11.91,15.32,10.78,2.89,1.29,5.0200000000000005
2012,08075,Dosrius,Barcelona,3873,CiU,35.85,#1e4a8e,Nacionalismo/independentismo,51.55,#18a1cd,35.85,12,12.92,13.95,9.5,1.59,1.19,4.63
2012,08076,Esparreguera,Barcelona,15991,CiU,25.73,#1e4a8e,No nacionalistas,54.48,#fa8c00,25.73,15.95,13.09,11.63,11.12,3.94,1.17,7.57
2012,08077,Esplugues de Llobregat,Barcelona,34032,PSC,22.09,#da1f35,No nacionalistas,68.17,#fa8c00,19.2,22.09,8.13,18.31,11.85,2.56,0.73,5.33
2012,08078,L'Espunyola,Barcelona,217,CiU,60.36,#1e4a8e,Nacionalismo/independentismo,86.39,#18a1cd,60.36,3.55,18.93,3.55,1.78,3.55,3.55,1.18
2012,08079,L'Estany,Barcelona,345,CiU,52.01,#1e4a8e,Nacionalismo/independentismo,87.24,#18a1cd,52.01,5.7,31.54,2.01,2.68,2.35,1.34,0.34
2012,08080,Fígols,Barcelona,38,CiU,30.3,#1e4a8e,Nacionalismo/independentismo,63.63,#18a1cd,30.3,18.18,24.24,12.12,0,3.03,6.06,6.06
2012,08081,Fogars de Montclús,Barcelona,344,CiU,54.65,#1e4a8e,Nacionalismo/independentismo,86.82,#18a1cd,54.65,0,19.77,3.1,5.81,8.91,3.49,1.56
2012,08082,Fogars de la Selva,Barcelona,1135,CiU,25.49,#1e4a8e,No nacionalistas,60.27,#fa8c00,25.49,19.01,10.7,13.66,8.73,1.41,0.99,6.62
2012,08083,Folgueroles,Barcelona,1637,CiU,56.47,#1e4a8e,Nacionalismo/independentismo,90.89,#18a1cd,56.47,2.23,27.47,1.25,2.78,3.82,3.13,1.12
2012,08084,Fonollosa,Barcelona,1141,CiU,43.08,#1e4a8e,Nacionalismo/independentismo,69.81,#18a1cd,43.08,6.8,20.88,8.95,4.77,4.3,1.55,5.14
2012,08085,Font-rubí,Barcelona,1021,CiU,56.93,#1e4a8e,Nacionalismo/independentismo,82.24,#18a1cd,56.93,4.41,18.39,5.92,3.65,4.53,2.39,1.89
2012,08086,Les Franqueses del Vallès,Barcelona,13289,CiU,28.7,#1e4a8e,No nacionalistas,53.58,#fa8c00,28.7,14.25,12.06,12.27,10.35,2.59,1,5.91
2012,08087,Gallifa,Barcelona,157,CiU,54.55,#1e4a8e,Nacionalismo/independentismo,76.52,#18a1cd,54.55,2.27,9.09,6.06,8.33,6.82,6.06,3.04
2012,08088,La Garriga,Barcelona,11323,CiU,41.29,#1e4a8e,Nacionalismo/independentismo,66.49,#18a1cd,41.29,8.46,17.79,7.9,7.72,4.16,3.25,2.96
2012,08089,Gavà,Barcelona,33430,CiU,20.52,#1e4a8e,No nacionalistas,65.66,#fa8c00,20.52,20.41,9.16,15.25,10.43,2.12,0.78,5.78
2012,08090,Gaià,Barcelona,125,CiU,57.29,#1e4a8e,Nacionalismo/independentismo,84.37,#18a1cd,57.29,1.04,23.96,5.21,7.29,3.12,0,2.08
2012,08091,Gelida,Barcelona,5109,CiU,31.61,#1e4a8e,Nacionalismo/independentismo,54.15,#18a1cd,31.61,13.36,15.62,8.96,11.45,5.34,1.58,4.51
2012,08092,Gironella,Barcelona,3902,CiU,43.72,#1e4a8e,Nacionalismo/independentismo,72.81,#18a1cd,43.72,8.4,23.34,6.19,6.7,3.84,1.91,3.4
2012,08093,Gisclareny,Barcelona,30,CiU,44,#1e4a8e,Nacionalismo/independentismo,92,#18a1cd,44,0,36,0,0,8,4,0
2012,08094,La Granada,Barcelona,1517,CiU,40.89,#1e4a8e,Nacionalismo/independentismo,69.22,#18a1cd,40.89,7.59,19.39,7.5,9.36,4.72,4.22,2.95
2012,08095,Granera,Barcelona,70,CiU,54.1,#1e4a8e,Nacionalismo/independentismo,77.05,#18a1cd,54.1,6.56,16.39,6.56,4.92,3.28,3.28,0
2012,08096,Granollers,Barcelona,40898,CiU,31.95,#1e4a8e,No nacionalistas,50.27,#fa8c00,31.95,15.15,12.54,11.84,9.18,2.7,1.24,4.96
2012,08097,Gualba,Barcelona,1008,CiU,44.44,#1e4a8e,Nacionalismo/independentismo,74.83,#18a1cd,44.44,6.02,23.83,3.21,7.5,5.76,0.8,2.26
2012,08098,Sant Salvador de Guardiola,Barcelona,2369,CiU,37.23,#1e4a8e,Nacionalismo/independentismo,59.74,#18a1cd,37.23,9.28,15.34,11.26,7.42,5.13,2.04,5.37
2012,08099,Guardiola de Berguedà,Barcelona,797,CiU,51.75,#1e4a8e,Nacionalismo/independentismo,74.48,#18a1cd,51.75,10.31,16.61,5.59,4.2,4.9,1.22,2.08
2012,08100,Gurb,Barcelona,1952,CiU,64.39,#1e4a8e,Nacionalismo/independentismo,87.48,#18a1cd,64.39,1.66,18.28,4.09,1.96,2.08,2.73,1.84
2012,08101,L'Hospitalet de Llobregat,Barcelona,169960,PSC,24.86,#da1f35,No nacionalistas,73.63,#fa8c00,14.32,24.86,7.86,17.56,12.95,2.13,0.7,7.74
2012,08102,Igualada,Barcelona,27906,CiU,43.35,#1e4a8e,Nacionalismo/independentismo,64.75,#18a1cd,43.35,9.21,16.81,9.3,6.4,3.04,1.55,4.99
2012,08103,Jorba,Barcelona,627,CiU,45.67,#1e4a8e,Nacionalismo/independentismo,72.73,#18a1cd,45.67,3.59,21.78,7.4,4.65,3.59,1.69,4.4399999999999995
2012,08104,La Llacuna,Barcelona,703,CiU,46.85,#1e4a8e,Nacionalismo/independentismo,81.85,#18a1cd,46.85,2.22,30,5.93,6.67,3.52,1.48,1.6700000000000002
2012,08105,La Llagosta,Barcelona,9609,PSC,25.98,#da1f35,No nacionalistas,79.29,#fa8c00,11.99,25.98,5.51,17.34,18.14,1.21,0.5,7.03
2012,08106,Llinars del Vallès,Barcelona,6982,CiU,32.31,#1e4a8e,Nacionalismo/independentismo,56.45,#18a1cd,32.31,11.38,18.48,11.81,7.58,3.62,2.04,4.7299999999999995
2012,08107,Lliçà d'Amunt,Barcelona,11095,CiU,23.12,#1e4a8e,No nacionalistas,59.61,#fa8c00,23.12,16.1,12.76,16.46,10.42,2.17,1.06,6.09
2012,08108,Lliçà de Vall,Barcelona,4957,CiU,28.13,#1e4a8e,No nacionalistas,56.39,#fa8c00,28.13,14.97,10.77,15.29,11.61,1.78,0.93,3.87
2012,08109,Lluçà,Barcelona,194,CiU,47.95,#1e4a8e,Nacionalismo/independentismo,86.55,#18a1cd,47.95,0,30.41,8.19,2.92,7.02,1.17,1.75
2012,08110,Malgrat de Mar,Barcelona,13342,CiU,32.04,#1e4a8e,Nacionalismo/independentismo,49.71,#18a1cd,32.04,17.17,14.27,12.92,8.17,2.14,1.26,5.36
2012,08111,Malla,Barcelona,219,CiU,69.95,#1e4a8e,Nacionalismo/independentismo,93.27,#18a1cd,69.95,0,20.21,4.15,0.52,2.07,1.04,2.08
2012,08112,Manlleu,Barcelona,12892,CiU,42.67,#1e4a8e,Nacionalismo/independentismo,67.26,#18a1cd,42.67,9.91,19.23,7.86,5.73,3.21,2.15,4.68
2012,08113,Manresa,Barcelona,52163,CiU,41.8,#1e4a8e,Nacionalismo/independentismo,64.55,#18a1cd,41.8,10.6,16.75,9.15,6.76,4.18,1.82,3.64
2012,08114,Martorell,Barcelona,17845,CiU,23.46,#1e4a8e,No nacionalistas,58.64,#fa8c00,23.46,17.72,12.08,13.08,13.28,3.38,0.96,5.65
2012,08115,Martorelles,Barcelona,3891,CiU,26.09,#1e4a8e,No nacionalistas,55.88,#fa8c00,26.09,14.34,13.29,12.61,13.51,1.91,0.79,6.069999999999999
2012,08116,Les Masies de Roda,Barcelona,595,CiU,59.37,#1e4a8e,Nacionalismo/independentismo,87.79,#18a1cd,59.37,1.89,21.47,2.74,1.68,2.74,4.21,2.73
2012,08117,Les Masies de Voltregà,Barcelona,2412,CiU,50.87,#1e4a8e,Nacionalismo/independentismo,74.4,#18a1cd,50.87,7.92,19.05,7.18,3.54,3.06,1.42,3.81
2012,08118,El Masnou,Barcelona,17030,CiU,37.03,#1e4a8e,Nacionalismo/independentismo,58.47,#18a1cd,37.03,8.76,16.02,11.1,10.36,4.34,1.08,4.05
2012,08119,Masquefa,Barcelona,6079,CiU,25.5,#1e4a8e,No nacionalistas,54.33,#fa8c00,25.5,14.2,13.81,13.36,10.58,2.46,1.77,7.45
2012,08120,Matadepera,Barcelona,6506,CiU,62.98,#1e4a8e,Nacionalismo/independentismo,78.82,#18a1cd,62.98,2.45,12.31,10.15,2.54,1.86,1.67,1.25
2012,08121,Mataró,Barcelona,84965,CiU,28.14,#1e4a8e,No nacionalistas,55.51,#fa8c00,28.14,16,10.9,14.56,9.26,2.89,1.2,7.31
2012,08122,Mediona,Barcelona,1745,CiU,31.89,#1e4a8e,Nacionalismo/independentismo,62.72,#18a1cd,31.89,11.01,24.14,8.28,9.52,5.37,1.32,5.02
2012,08123,Molins de Rei,Barcelona,18708,CiU,30.55,#1e4a8e,Nacionalismo/independentismo,54.78,#18a1cd,30.55,13.71,16.76,8.51,10.89,6.31,1.16,4.08
2012,08124,Mollet del Vallès,Barcelona,36448,PSC,21.12,#da1f35,No nacionalistas,65.51,#fa8c00,19.57,21.12,10.02,12.98,14.01,2.26,0.86,6.71
2012,08125,Montcada i Reixac,Barcelona,24692,PSC,20.04,#da1f35,No nacionalistas,66.67,#fa8c00,18.49,20.04,9.98,13.06,14.65,2.8,0.6,6.7299999999999995
2012,08126,Montgat,Barcelona,8399,CiU,27.05,#1e4a8e,No nacionalistas,53.16,#fa8c00,27.05,12.9,13.74,11.98,12.25,2.89,1.39,4.63
2012,08127,Monistrol de Montserrat,Barcelona,2252,CiU,36.26,#1e4a8e,Nacionalismo/independentismo,63.26,#18a1cd,36.26,12.11,20.61,8.64,7.01,4.69,1.7,3.4
2012,08128,Monistrol de Calders,Barcelona,549,CiU,42.75,#1e4a8e,Nacionalismo/independentismo,79.71,#18a1cd,42.75,6.28,23.19,7.97,3.86,12.32,1.45,1.21
2012,08129,Muntanyola,Barcelona,444,CiU,43.95,#1e4a8e,Nacionalismo/independentismo,79.94,#18a1cd,43.95,1.18,29.5,4.72,7.37,4.13,2.36,3.23
2012,08130,Montclar,Barcelona,97,CiU,67.14,#1e4a8e,Nacionalismo/independentismo,88.57,#18a1cd,67.14,2.86,12.86,2.86,2.86,8.57,0,1.43
2012,08131,Montesquiu,Barcelona,711,CiU,48.08,#1e4a8e,Nacionalismo/independentismo,84.09,#18a1cd,48.08,5.94,26.63,2.11,2.49,7.85,1.53,1.72
2012,08132,Montmajor,Barcelona,384,CiU,67.52,#1e4a8e,Nacionalismo/independentismo,87.13,#18a1cd,67.52,2.57,15.11,3.86,2.89,3.54,0.96,1.61
2012,08133,Montmaneu,Barcelona,143,CiU,70.71,#1e4a8e,Nacionalismo/independentismo,82.83,#18a1cd,70.71,0,8.08,9.09,2.02,2.02,2.02,0
2012,08134,Figaró-Montmany,Barcelona,787,CiU,43.18,#1e4a8e,Nacionalismo/independentismo,70.46,#18a1cd,43.18,6.04,17.27,7.43,7.77,7.25,2.76,3.47
2012,08135,Montmeló,Barcelona,6584,PSC,20.85,#da1f35,No nacionalistas,70.67,#fa8c00,16.66,20.85,7.84,15.56,19.53,2.68,0.64,6.19
2012,08136,Montornès del Vallès,Barcelona,11143,ICV-EUiA,21.32,#909497,No nacionalistas,73.15,#fa8c00,16.02,16.93,6.38,16.87,21.32,1.62,0.58,6.42
2012,08137,Montseny,Barcelona,255,CiU,59.35,#1e4a8e,Nacionalismo/independentismo,86.93,#18a1cd,59.35,4.21,21.03,1.4,5.14,4.21,2.34,0.47
2012,08138,Moià,Barcelona,4017,CiU,41.62,#1e4a8e,Nacionalismo/independentismo,74.41,#18a1cd,41.62,7.17,25.08,6.42,5.57,5.54,2.17,3.13
2012,08139,Mura,Barcelona,169,CiU,51.01,#1e4a8e,Nacionalismo/independentismo,86.58,#18a1cd,51.01,9.4,28.19,1.34,2.68,4.7,2.68,0
2012,08140,Navarcles,Barcelona,4652,CiU,40.21,#1e4a8e,Nacionalismo/independentismo,62.76,#18a1cd,40.21,13.5,16.41,8.38,7.69,3.95,2.19,3.26
2012,08141,Navàs,Barcelona,4604,CiU,41.97,#1e4a8e,Nacionalismo/independentismo,73.62,#18a1cd,41.97,9.58,18.93,5.61,4.42,10.69,2.03,3.62
2012,08142,La Nou de Berguedà,Barcelona,126,CiU,52,#1e4a8e,Nacionalismo/independentismo,85,#18a1cd,52,8,21,3,1,11,1,1
2012,08143,Òdena,Barcelona,2715,CiU,35.85,#1e4a8e,Nacionalismo/independentismo,54.14,#18a1cd,35.85,16.76,15.02,10.01,6.15,2.67,0.6,5.7
2012,08144,Olvan,Barcelona,756,CiU,49.02,#1e4a8e,Nacionalismo/independentismo,80.81,#18a1cd,49.02,4.8,23.8,5.33,2.49,5.68,2.31,2.67
2012,08145,Olèrdola,Barcelona,2621,CiU,41.2,#1e4a8e,Nacionalismo/independentismo,63.9,#18a1cd,41.2,9.83,15.03,6.88,9.09,5.36,2.31,3.89
2012,08146,Olesa de Bonesvalls,Barcelona,1307,CiU,26.63,#1e4a8e,No nacionalistas,52.83,#fa8c00,26.63,14.16,14.61,11.8,10,3.37,1.01,5.63
2012,08147,Olesa de Montserrat,Barcelona,16916,CiU,26.94,#1e4a8e,No nacionalistas,52.1,#fa8c00,26.94,15.09,14.8,10.6,12.17,3.73,0.91,5.93
2012,08148,Olivella,Barcelona,2250,CiU,26.74,#1e4a8e,No nacionalistas,54.44,#fa8c00,26.74,13.63,11.93,14.74,11.33,3.56,1.93,5.7
2012,08149,Olost,Barcelona,991,CiU,52.44,#1e4a8e,Nacionalismo/independentismo,87.97,#18a1cd,52.44,3.17,29.85,3.3,2.38,3.17,2.51,1.46
2012,08150,Orís,Barcelona,233,CiU,60.64,#1e4a8e,Nacionalismo/independentismo,82.45,#18a1cd,60.64,3.72,13.3,4.79,4.79,6.91,1.6,2.12
