year,cod_ine,nom_mun,nom_prov,poblacion,ganador,ganador_por,color,ganador_bloque,ganador_por_bloque,color_bloque,votos_partido_1,votos_partido_3,votos_partido_4,votos_partido_5,votos_partido_6,votos_partido_7,votos_partido_8,votos_partido_99,por_voto_partido_1,por_voto_partido_3,por_voto_partido_4,por_voto_partido_5,por_voto_partido_6,por_voto_partido_7,por_voto_partido_8,por_voto_partido_99
2015,08090,Gaià,Barcelona,129,JxSí,80.4,#00c4b2,Nacionalismo/independentismo,93.8,#18a1cd,90,1,0,2,10,NA,NA,5,80.4,0.9,0,1.8,8.9,NA,NA,4.5
2015,08091,Gelida,Barcelona,5266,JxSí,43.2,#00c4b2,Nacionalismo/independentismo,56,#18a1cd,1804,553,382,224,448,NA,NA,136,43.2,13.2,9.2,5.4,10.7,NA,NA,3.3
2015,08092,Gironella,Barcelona,3776,JxSí,66.2,#00c4b2,Nacionalismo/independentismo,79.1,#18a1cd,2024,214,109,175,303,NA,NA,97,66.2,7,3.6,5.7,9.9,NA,NA,3.2
2015,08093,Gisclareny,Barcelona,26,JxSí,87,#00c4b2,Nacionalismo/independentismo,95.7,#18a1cd,20,0,0,0,2,NA,NA,0,87,0,0,0,8.7,NA,NA,0
2015,08094,La Granada,Barcelona,1538,JxSí,61.8,#00c4b2,Nacionalismo/independentismo,71.9,#18a1cd,799,112,70,62,107,NA,NA,35,61.8,8.7,5.4,4.8,8.3,NA,NA,2.7
2015,08095,Granera,Barcelona,72,JxSí,67.2,#00c4b2,Nacionalismo/independentismo,84.5,#18a1cd,39,2,0,3,7,NA,NA,3,67.2,3.5,0,5.2,12.1,NA,NA,5.2
2015,08096,Granollers,Barcelona,42390,JxSí,39.5,#00c4b2,No nacionalistas,50.1,#fa8c00,12952,4704,2535,2409,2496,NA,NA,1079,39.5,14.4,7.7,7.3,7.6,NA,NA,3.3
2015,08097,Gualba,Barcelona,1016,JxSí,66,#00c4b2,Nacionalismo/independentismo,78.8,#18a1cd,568,46,36,23,97,NA,NA,21,66,5.3,4.2,2.7,11.3,NA,NA,2.4
2015,08098,Sant Salvador de Guardiola,Barcelona,2380,JxSí,44.7,#00c4b2,Nacionalismo/independentismo,55.6,#18a1cd,860,154,171,158,156,NA,NA,84,44.7,8,8.9,8.2,8.1,NA,NA,4.4
2015,08099,Guardiola de Berguedà,Barcelona,753,JxSí,58.5,#00c4b2,Nacionalismo/independentismo,75.3,#18a1cd,346,57,35,17,84,NA,NA,21,58.5,9.6,5.9,2.9,14.2,NA,NA,3.6
2015,08100,Gurb,Barcelona,1988,JxSí,79.7,#00c4b2,Nacionalismo/independentismo,90.2,#18a1cd,1417,33,18,49,122,NA,NA,70,79.7,1.9,1,2.8,6.9,NA,NA,3.9
2015,08101,L'Hospitalet de Llobregat,Barcelona,174741,Cs,23.6,#da5b1f,No nacionalistas,72.9,#fa8c00,23843,28947,16855,14336,7528,NA,NA,4152,18.9,23,13.4,11.4,6,NA,NA,3.3
2015,08102,Igualada,Barcelona,28271,JxSí,54.7,#00c4b2,Nacionalismo/independentismo,65.6,#18a1cd,12258,1924,1153,1452,1819,NA,NA,779,54.7,8.6,5.2,6.5,8.1,NA,NA,3.5
2015,08103,Jorba,Barcelona,635,JxSí,59.4,#00c4b2,Nacionalismo/independentismo,75.2,#18a1cd,306,28,19,34,51,NA,NA,33,59.4,5.4,3.7,6.6,9.9,NA,NA,6.4
2015,08104,La Llacuna,Barcelona,685,JxSí,71.3,#00c4b2,Nacionalismo/independentismo,87.4,#18a1cd,412,15,6,24,78,NA,NA,17,71.3,2.6,1,4.2,13.5,NA,NA,3
2015,08105,La Llagosta,Barcelona,9598,Cs,25.7,#da5b1f,No nacionalistas,79,#fa8c00,1077,1821,1136,785,309,NA,NA,239,14.8,25.1,15.6,10.8,4.2,NA,NA,3.3
2015,08106,Llinars del Vallès,Barcelona,7200,JxSí,45.5,#00c4b2,Nacionalismo/independentismo,57.9,#18a1cd,2578,564,350,447,544,NA,NA,206,45.5,10,6.2,7.9,9.6,NA,NA,3.6
2015,08107,Lliçà d'Amunt,Barcelona,11445,JxSí,31.3,#00c4b2,No nacionalistas,59.7,#fa8c00,2772,1263,964,862,581,NA,NA,266,31.3,14.2,10.9,9.7,6.6,NA,NA,3
2015,08108,Lliçà de Vall,Barcelona,4990,JxSí,33.7,#00c4b2,No nacionalistas,57.3,#fa8c00,1359,480,442,434,232,NA,NA,143,33.7,11.9,11,10.8,5.8,NA,NA,3.5
2015,08109,Lluçà,Barcelona,213,JxSí,60.9,#00c4b2,Nacionalismo/independentismo,93.2,#18a1cd,117,0,3,10,55,NA,NA,7,60.9,0,1.6,5.2,28.6,NA,NA,3.6
2015,08110,Malgrat de Mar,Barcelona,13378,JxSí,41.3,#00c4b2,Nacionalismo/independentismo,50.1,#18a1cd,4120,1580,800,774,687,NA,NA,298,41.3,15.8,8,7.8,6.9,NA,NA,3
2015,08111,Malla,Barcelona,217,JxSí,77.1,#00c4b2,Nacionalismo/independentismo,89.6,#18a1cd,155,1,2,13,19,NA,NA,6,77.1,0.5,1,6.5,9.4,NA,NA,3
2015,08112,Manlleu,Barcelona,12936,JxSí,59.4,#00c4b2,Nacionalismo/independentismo,69.2,#18a1cd,6031,851,446,517,783,NA,NA,250,59.4,8.4,4.4,5.1,7.7,NA,NA,2.5
2015,08113,Manresa,Barcelona,52037,JxSí,54.3,#00c4b2,Nacionalismo/independentismo,65.4,#18a1cd,21608,3771,2123,2362,3454,NA,NA,1239,54.3,9.5,5.3,5.9,8.7,NA,NA,3.1
2015,08114,Martorell,Barcelona,18323,JxSí,30.8,#00c4b2,No nacionalistas,59.4,#fa8c00,4256,2266,1710,1094,988,NA,NA,451,30.8,16.4,12.4,7.9,7.2,NA,NA,3.3
2015,08115,Martorelles,Barcelona,3806,JxSí,33.8,#00c4b2,No nacionalistas,55.9,#fa8c00,1016,408,371,214,223,NA,NA,119,33.8,13.6,12.3,7.1,7.4,NA,NA,4
2015,08116,Les Masies de Roda,Barcelona,584,JxSí,78.1,#00c4b2,Nacionalismo/independentismo,88,#18a1cd,402,20,9,14,34,NA,NA,20,78.1,3.9,1.8,2.7,6.6,NA,NA,3.9
2015,08117,Les Masies de Voltregà,Barcelona,2447,JxSí,65.8,#00c4b2,Nacionalismo/independentismo,76.8,#18a1cd,1358,178,54,100,179,NA,NA,56,65.8,8.6,2.6,4.8,8.7,NA,NA,2.7
2015,08118,El Masnou,Barcelona,17496,JxSí,47.9,#00c4b2,Nacionalismo/independentismo,60.6,#18a1cd,6811,1107,1173,989,1473,NA,NA,474,47.9,7.8,8.2,7,10.4,NA,NA,3.3
2015,08119,Masquefa,Barcelona,6171,JxSí,33.6,#00c4b2,No nacionalistas,56.7,#fa8c00,1616,650,540,410,338,NA,NA,180,33.6,13.5,11.2,8.5,7,NA,NA,3.7
2015,08120,Matadepera,Barcelona,6779,JxSí,69.3,#00c4b2,Nacionalismo/independentismo,79.6,#18a1cd,4079,110,91,349,278,NA,NA,351,69.3,1.9,1.6,5.9,4.7,NA,NA,6
2015,08121,Mataró,Barcelona,86199,JxSí,35.1,#00c4b2,No nacionalistas,55.6,#fa8c00,23371,10010,5831,5993,4490,NA,NA,2236,35.1,15.1,8.8,9,6.8,NA,NA,3.4
2015,08122,Mediona,Barcelona,1692,JxSí,47.6,#00c4b2,Nacionalismo/independentismo,65.3,#18a1cd,604,142,97,83,204,NA,NA,36,47.6,11.2,7.6,6.5,16.1,NA,NA,2.8
2015,08123,Molins de Rei,Barcelona,19105,JxSí,43.6,#00c4b2,Nacionalismo/independentismo,56.2,#18a1cd,6851,2082,1385,779,1572,NA,NA,564,43.6,13.2,8.8,5,10,NA,NA,3.6
2015,08124,Mollet del Vallès,Barcelona,36757,JxSí,25.9,#00c4b2,No nacionalistas,65.9,#fa8c00,7292,4967,4461,2325,1708,NA,NA,896,25.9,17.6,15.8,8.2,6.1,NA,NA,3.2
2015,08125,Montcada i Reixac,Barcelona,25019,JxSí,24.2,#00c4b2,No nacionalistas,66.9,#fa8c00,4601,3062,3262,1607,1231,NA,NA,653,24.2,16.1,17.2,8.4,6.5,NA,NA,3.4
