cod_mun,municipio,ccaa,provincia,d_previo,pob,d_actual,variacion
40119,Martín Miguel,Castilla y León,Segovia,80.12,236,79.9,-0.21999999999999886
40120,Martín Muñoz de la Dehesa,Castilla y León,Segovia,86.67,245,92.94,6.269999999999996
40121,Martín Muñoz de las Posadas,Castilla y León,Segovia,75.5,261,73.59,-1.9099999999999966
40122,Marugán,Castilla y León,Segovia,75.95,730,63.05,-12.900000000000006
40123,Matabuena,Castilla y León,Segovia,69.5,175,82.11,12.61
40124,Mata de Cuéllar,Castilla y León,Segovia,72.22,263,70.79,-1.4299999999999926
40125,La Matilla,Castilla y León,Segovia,63.16,77,82.19,19.03
40126,Melque de Cercos,Castilla y León,Segovia,65.67,62,78.78,13.11
40127,Membibre de la Hoz,Castilla y León,Segovia,69.44,39,91.42,21.980000000000004
40128,Migueláñez,Castilla y León,Segovia,71.54,130,84.42,12.879999999999995
40129,Montejo de Arévalo,Castilla y León,Segovia,74.84,171,76.66,1.8199999999999932
40130,Montejo de la Vega de la Serrezuela,Castilla y León,Segovia,74.8,138,85.45,10.650000000000006
40131,Monterrubio,Castilla y León,Segovia,88.24,60,88.46,0.21999999999999886
40132,Moral de Hornuez,Castilla y León,Segovia,57.78,45,85.71,27.929999999999993
40134,Mozoncillo,Castilla y León,Segovia,75.43,858,83,7.569999999999993
40135,Muñopedro,Castilla y León,Segovia,76.53,317,81.46,4.929999999999993
40136,Muñoveros,Castilla y León,Segovia,77.45,127,74.5,-2.950000000000003
40138,Nava de la Asunción,Castilla y León,Segovia,75.4,2751,74.08,-1.3200000000000074
40139,Navafría,Castilla y León,Segovia,76.08,290,80.32,4.239999999999995
40140,Navalilla,Castilla y León,Segovia,71.05,99,66.23,-4.819999999999993
40141,Navalmanzano,Castilla y León,Segovia,71.05,1033,70.2,-0.8499999999999943
40142,Navares de Ayuso,Castilla y León,Segovia,75,50,84.78,9.780000000000001
40143,Navares de Enmedio,Castilla y León,Segovia,82.93,91,86.25,3.319999999999993
40144,Navares de las Cuevas,Castilla y León,Segovia,93.75,22,47.05,-46.7
40145,Navas de Oro,Castilla y León,Segovia,75.05,1272,83.67,8.620000000000005
40146,Navas de San Antonio,Castilla y León,Segovia,79.23,356,84.45,5.219999999999999
40148,Nieva,Castilla y León,Segovia,71.43,255,87.98,16.549999999999997
40149,Olombrada,Castilla y León,Segovia,72.03,517,77.95,5.920000000000002
40150,Orejana,Castilla y León,Segovia,70,67,85.48,15.480000000000004
40151,Ortigosa de Pestaño,Castilla y León,Segovia,72.09,46,75.6,3.509999999999991
40152,Otero de Herreros,Castilla y León,Segovia,78.55,962,84.75,6.200000000000003
40154,Pajarejos,Castilla y León,Segovia,81.82,24,95.45,13.63000000000001
40155,Palazuelos de Eresma,Castilla y León,Segovia,74.93,5743,67.39,-7.540000000000006
40156,Pedraza,Castilla y León,Segovia,71.32,341,78.62,7.300000000000011
40157,Pelayos del Arroyo,Castilla y León,Segovia,76.92,46,72.72,-4.200000000000003
40158,Perosillo,Castilla y León,Segovia,73.33,16,68.75,-4.579999999999998
40159,Pinarejos,Castilla y León,Segovia,72.31,173,84.67,12.36
40160,Pinarnegrillo,Castilla y León,Segovia,69.89,106,80.85,10.959999999999994
40161,Carabias,Castilla y León,Segovia,75,44,82.05,7.049999999999997
40162,Prádena,Castilla y León,Segovia,71.84,501,72.97,1.1299999999999955
40163,Puebla de Pedraza,Castilla y León,Segovia,83.33,48,98.11,14.780000000000001
40164,Rapariegos,Castilla y León,Segovia,70.43,198,82.48,12.049999999999997
40165,Rebollo,Castilla y León,Segovia,72.6,75,85.91,13.310000000000002
40166,Remondo,Castilla y León,Segovia,80.08,298,77.11,-2.969999999999999
40168,Riaguas de San Bartolomé,Castilla y León,Segovia,74.07,29,85.18,11.110000000000014
40170,Riaza,Castilla y León,Segovia,73.89,2128,74.33,0.4399999999999977
40171,Ribota,Castilla y León,Segovia,80,48,69.04,-10.959999999999994
40172,Riofrío de Riaza,Castilla y León,Segovia,70.21,37,88.88,18.67
40173,Roda de Eresma,Castilla y León,Segovia,85.71,225,69.36,-16.349999999999994
40174,Sacramenia,Castilla y León,Segovia,71.79,358,85.35,13.559999999999988
40176,Samboal,Castilla y León,Segovia,77.42,464,82.14,4.719999999999999
40177,San Cristóbal de Cuéllar,Castilla y León,Segovia,76.26,152,65.06,-11.200000000000003
40178,San Cristóbal de la Vega,Castilla y León,Segovia,71.76,88,89.47,17.709999999999994
40179,Sanchonuño,Castilla y León,Segovia,80.65,998,79.47,-1.1800000000000068
40180,Sangarcía,Castilla y León,Segovia,77.9,303,80.62,2.719999999999999
40181,Real Sitio de San Ildefonso,Castilla y León,Segovia,74.18,5188,69.48,-4.700000000000003
40182,San Martín y Mudrián,Castilla y León,Segovia,66.27,235,83.23,16.960000000000008
40183,San Miguel de Bernuy,Castilla y León,Segovia,89.74,135,89.81,0.07000000000000739
40184,San Pedro de Gaíllos,Castilla y León,Segovia,80,282,74.32,-5.680000000000007
40185,Santa María la Real de Nieva,Castilla y León,Segovia,70,883,75.99,5.989999999999995
40186,Santa Marta del Cerro,Castilla y León,Segovia,82.86,39,67.3,-15.560000000000002
40188,Santiuste de Pedraza,Castilla y León,Segovia,75.9,80,83.75,7.849999999999994
40189,Santiuste de San Juan Bautista,Castilla y León,Segovia,73.04,539,72.04,-1
40190,Santo Domingo de Pirón,Castilla y León,Segovia,86.05,47,85.36,-0.6899999999999977
40191,Santo Tomé del Puerto,Castilla y León,Segovia,72.22,252,79.06,6.840000000000003
40192,Sauquillo de Cabezas,Castilla y León,Segovia,79.1,139,81.39,2.2900000000000063
40193,Sebúlcor,Castilla y León,Segovia,71.23,265,87.62,16.39
40194,Segovia,Castilla y León,Segovia,73.11,50802,65.98,-7.1299999999999955
40195,Sepúlveda,Castilla y León,Segovia,73.84,1001,71.34,-2.5
40196,Sequera de Fresno,Castilla y León,Segovia,80,43,84.84,4.840000000000003
40198,Sotillo,Castilla y León,Segovia,83.33,29,95.83,12.5
40199,Sotosalbos,Castilla y León,Segovia,75.25,133,75.89,0.6400000000000006
40200,Tabanera la Luenga,Castilla y León,Segovia,73.68,52,76.19,2.509999999999991
40201,Tolocirio,Castilla y León,Segovia,88.1,42,80,-8.099999999999994
40202,Torreadrada,Castilla y León,Segovia,58.93,52,89.58,30.65
40203,Torrecaballeros,Castilla y León,Segovia,76.29,1410,70.59,-5.700000000000003
40204,Torrecilla del Pinar,Castilla y León,Segovia,70.34,179,62.77,-7.57
40205,Torreiglesias,Castilla y León,Segovia,69.74,263,84.64,14.900000000000006
40206,Torre Val de San Pedro,Castilla y León,Segovia,77.78,193,81.98,4.200000000000003
40207,Trescasas,Castilla y León,Segovia,73.94,1090,73.83,-0.10999999999999943
40208,Turégano,Castilla y León,Segovia,75.41,978,75.6,0.18999999999999773
40210,Urueñas,Castilla y León,Segovia,71.13,104,78.72,7.590000000000003
40211,Valdeprados,Castilla y León,Segovia,81.82,64,94.73,12.91000000000001
40212,Valdevacas de Montejo,Castilla y León,Segovia,73.08,31,100,26.92
40213,Valdevacas y Guijar,Castilla y León,Segovia,83.87,93,79.26,-4.609999999999999
40214,Valseca,Castilla y León,Segovia,80.81,223,71.57,-9.240000000000009
40215,Valtiendas,Castilla y León,Segovia,83.54,82,71.62,-11.920000000000002
40216,Valverde del Majano,Castilla y León,Segovia,80.64,1107,75.44,-5.200000000000003
40218,Valle de Tabladillo,Castilla y León,Segovia,70,76,84.28,14.280000000000001
40219,Vallelado,Castilla y León,Segovia,66.67,721,71.74,5.069999999999993
40220,Valleruela de Pedraza,Castilla y León,Segovia,71.88,79,91.17,19.290000000000006
40221,Valleruela de Sepúlveda,Castilla y León,Segovia,76,53,92.3,16.299999999999997
40222,Veganzones,Castilla y León,Segovia,83.23,212,87.28,4.049999999999997
40223,Vegas de Matute,Castilla y León,Segovia,75.32,325,62.27,-13.04999999999999
40224,Ventosilla y Tejadilla,Castilla y León,Segovia,83.33,18,86.66,3.3299999999999983
40225,Villacastín,Castilla y León,Segovia,75.76,1524,79.56,3.799999999999997
40228,Villaverde de Íscar,Castilla y León,Segovia,73.43,577,76.98,3.549999999999997
40229,Villaverde de Montejo,Castilla y León,Segovia,84.62,28,73.91,-10.710000000000008
40230,Villeguillo,Castilla y León,Segovia,70.97,114,73,2.030000000000001
40231,Yanguas de Eresma,Castilla y León,Segovia,79,125,86.36,7.359999999999999
40233,Zarzuela del Monte,Castilla y León,Segovia,69.92,499,78.5,8.579999999999998
40234,Zarzuela del Pinar,Castilla y León,Segovia,74.13,413,83.56,9.430000000000007
40901,Ortigosa del Monte,Castilla y León,Segovia,77.48,567,78.39,0.9099999999999966
40902,Cozuelos de Fuentidueña,Castilla y León,Segovia,69.03,117,77.77,8.739999999999995
40903,Marazoleja,Castilla y León,Segovia,81.33,103,91.02,9.689999999999998
40904,Navas de Riofrío,Castilla y León,Segovia,83.14,413,80.83,-2.3100000000000023
40905,Cuevas de Provanco,Castilla y León,Segovia,73.08,129,80.32,7.239999999999995
40906,San Cristóbal de Segovia,Castilla y León,Segovia,79.15,3110,66.51,-12.64
42001,Abejar,Castilla y León,Soria,68.8,273,77.17,8.370000000000005
42003,Adradas,Castilla y León,Soria,75.38,60,90.62,15.240000000000009
42004,Ágreda,Castilla y León,Soria,69.65,2983,74.84,5.189999999999998
42006,Alconaba,Castilla y León,Soria,68.18,199,75.58,7.3999999999999915
42007,Alcubilla de Avellaneda,Castilla y León,Soria,74.07,119,100,25.930000000000007
42008,Alcubilla de las Peñas,Castilla y León,Soria,75.93,54,79.59,3.6599999999999966
42009,Aldealafuente,Castilla y León,Soria,75.32,80,88.31,12.990000000000009
42010,Aldealices,Castilla y León,Soria,71.43,22,77.77,6.339999999999989
42011,Aldealpozo,Castilla y León,Soria,68.75,18,93.33,24.58
42012,Aldealseñor,Castilla y León,Soria,75.86,27,86.95,11.090000000000003
42013,Aldehuela de Periáñez,Castilla y León,Soria,64.71,35,93.33,28.620000000000005
42014,Las Aldehuelas,Castilla y León,Soria,61.4,58,82.75,21.35
42015,Alentisque,Castilla y León,Soria,66.67,26,76.92,10.25
42016,Aliud,Castilla y León,Soria,65,22,71.42,6.420000000000002
42017,Almajano,Castilla y León,Soria,75.57,178,73.91,-1.6599999999999966
42018,Almaluez,Castilla y León,Soria,74.02,132,68.59,-5.429999999999993
42019,Almarza,Castilla y León,Soria,66.47,612,82.57,16.099999999999994
42020,Almazán,Castilla y León,Soria,65.52,5438,70.17,4.650000000000006
42021,Almazul,Castilla y León,Soria,70.77,60,74.19,3.4200000000000017
42022,Almenar de Soria,Castilla y León,Soria,71.36,233,73.57,2.2099999999999937
42023,Alpanseque,Castilla y León,Soria,84.21,53,75.47,-8.739999999999995
42024,Arancón,Castilla y León,Soria,76.19,82,87.8,11.61
42025,Arcos de Jalón,Castilla y León,Soria,65.87,1507,71.51,5.640000000000001
42026,Arenillas,Castilla y León,Soria,89.29,53,0,-89.29
42027,Arévalo de la Sierra,Castilla y León,Soria,66.67,72,70.83,4.159999999999997
42028,Ausejo de la Sierra,Castilla y León,Soria,76,93,84.52,8.519999999999996
42029,Baraona,Castilla y León,Soria,71.76,128,78.57,6.809999999999988
42030,Barca,Castilla y León,Soria,75.82,110,67.36,-8.459999999999994
42031,Barcones,Castilla y León,Soria,68,26,78.26,10.260000000000005
42032,Bayubas de Abajo,Castilla y León,Soria,69.57,139,71.42,1.8500000000000085
42033,Bayubas de Arriba,Castilla y León,Soria,96,60,80.7,-15.299999999999997
42034,Beratón,Castilla y León,Soria,60.98,36,92.5,31.520000000000003
42035,Berlanga de Duero,Castilla y León,Soria,63.56,870,74.68,11.120000000000005
42036,Blacos,Castilla y León,Soria,82.5,39,92.68,10.180000000000007
42037,Bliecos,Castilla y León,Soria,46.43,27,53.84,7.410000000000004
42038,Borjabad,Castilla y León,Soria,66.67,33,82.75,16.08
42039,Borobia,Castilla y León,Soria,66.67,239,73.97,7.299999999999997
42041,Buberos,Castilla y León,Soria,74.19,29,82.14,7.950000000000003
42042,Buitrago,Castilla y León,Soria,79.25,71,81.96,2.7099999999999937
42043,Burgo de Osma-Ciudad de Osma,Castilla y León,Soria,68.19,5023,65.87,-2.319999999999993
42044,Cabrejas del Campo,Castilla y León,Soria,69.81,50,75,5.189999999999998
42045,Cabrejas del Pinar,Castilla y León,Soria,64.1,325,83.59,19.49000000000001
42046,Calatañazor,Castilla y León,Soria,69.57,47,85.71,16.14
42048,Caltojar,Castilla y León,Soria,86.67,53,66.1,-20.570000000000007
42049,Candilichera,Castilla y León,Soria,65.74,95,75,9.260000000000005
42050,Cañamaque,Castilla y León,Soria,62.96,25,52,-10.96
42051,Carabantes,Castilla y León,Soria,60,13,80,20
42052,Caracena,Castilla y León,Soria,87.5,14,66.66,-20.840000000000003
42053,Carrascosa de Abajo,Castilla y León,Soria,80.95,17,70.58,-10.370000000000005
42054,Carrascosa de la Sierra,Castilla y León,Soria,66.67,18,0,-66.67
42055,Casarejos,Castilla y León,Soria,71.52,154,88.11,16.590000000000003
42056,Castilfrío de la Sierra,Castilla y León,Soria,89.29,37,82.35,-6.940000000000012
42057,Castilruiz,Castilla y León,Soria,48.28,150,62.09,13.810000000000002
42058,Castillejo de Robledo,Castilla y León,Soria,71.84,108,83.14,11.299999999999997
42059,Centenera de Andaluz,Castilla y León,Soria,70,22,79.16,9.159999999999997
42060,Cerbón,Castilla y León,Soria,57.14,30,66.66,9.519999999999996
42061,Cidones,Castilla y León,Soria,69.63,306,67.75,-1.8799999999999955
42062,Cigudosa,Castilla y León,Soria,50,19,57.14,7.140000000000001
42063,Cihuela,Castilla y León,Soria,68.89,43,94.73,25.840000000000003
42064,Ciria,Castilla y León,Soria,78.31,74,71.42,-6.890000000000001
42065,Cirujales del Río,Castilla y León,Soria,78.26,20,95,16.739999999999995
42068,Coscurita,Castilla y León,Soria,75.32,68,63.23,-12.089999999999996
42069,Covaleda,Castilla y León,Soria,60.42,1601,71.89,11.469999999999999
42070,Cubilla,Castilla y León,Soria,74.19,25,78.26,4.070000000000007
42071,Cubo de la Solana,Castilla y León,Soria,57.86,166,69.12,11.260000000000005
42073,Cueva de Ágreda,Castilla y León,Soria,76.71,72,84.84,8.13000000000001
42075,Dévanos,Castilla y León,Soria,64.1,77,100,35.900000000000006
42076,Deza,Castilla y León,Soria,74.5,194,63.9,-10.600000000000001
42078,Duruelo de la Sierra,Castilla y León,Soria,65.3,1063,85.83,20.53
42079,Escobosa de Almazán,Castilla y León,Soria,80.95,20,100,19.049999999999997
42080,Espeja de San Marcelino,Castilla y León,Soria,70.59,151,84.93,14.340000000000003
42081,Espejón,Castilla y León,Soria,69.84,136,84.87,15.030000000000001
42082,Estepa de San Juan,Castilla y León,Soria,100,10,100,0
42083,Frechilla de Almazán,Castilla y León,Soria,76.92,21,77.27,0.3499999999999943
42084,Fresno de Caracena,Castilla y León,Soria,75,19,91.3,16.299999999999997
42085,Fuentearmegil,Castilla y León,Soria,59.78,154,100,40.22
42086,Fuentecambrón,Castilla y León,Soria,57.58,33,56.25,-1.3299999999999983
42087,Fuentecantos,Castilla y León,Soria,88.24,67,89.65,1.4100000000000108
42088,Fuentelmonge,Castilla y León,Soria,72.58,62,76.66,4.079999999999998
42089,Fuentelsaz de Soria,Castilla y León,Soria,77.19,63,82.75,5.560000000000002
42090,Fuentepinilla,Castilla y León,Soria,78.31,81,75.64,-2.6700000000000017
42092,Fuentes de Magaña,Castilla y León,Soria,65.57,54,75,9.430000000000007
42093,Fuentestrún,Castilla y León,Soria,77.78,39,97.22,19.439999999999998
42094,Garray,Castilla y León,Soria,75.17,759,79.86,4.689999999999998
42095,Golmayo,Castilla y León,Soria,70.46,2893,67.91,-2.549999999999997
42096,Gómara,Castilla y León,Soria,54.1,291,60.96,6.859999999999999
42097,Gormaz,Castilla y León,Soria,64.29,25,61.9,-2.3900000000000077
42098,Herrera de Soria,Castilla y León,Soria,87.5,11,90.9,3.4000000000000057
42100,Hinojosa del Campo,Castilla y León,Soria,80,26,0,-80
42103,Langa de Duero,Castilla y León,Soria,70.53,706,71.97,1.4399999999999977
42105,Liceras,Castilla y León,Soria,85.11,48,93.47,8.36
42106,La Losilla,Castilla y León,Soria,84.62,13,100,15.379999999999995
42107,Magaña,Castilla y León,Soria,68.57,66,83.6,15.030000000000001
42108,Maján,Castilla y León,Soria,70,8,88.88,18.879999999999995
42110,Matalebreras,Castilla y León,Soria,79.63,66,100,20.370000000000005
42111,Matamala de Almazán,Castilla y León,Soria,66.79,269,77.86,11.069999999999993
42113,Medinaceli,Castilla y León,Soria,72.55,658,81.6,9.049999999999997
42115,Miño de Medinaceli,Castilla y León,Soria,76.4,83,91.02,14.61999999999999
42116,Miño de San Esteban,Castilla y León,Soria,81.08,44,91.89,10.810000000000002
42117,Molinos de Duero,Castilla y León,Soria,75.97,169,81.95,5.980000000000004
42118,Momblona,Castilla y León,Soria,52.38,18,66.66,14.279999999999994
42119,Monteagudo de las Vicarías,Castilla y León,Soria,55.32,186,66.91,11.589999999999996
42120,Montejo de Tiermes,Castilla y León,Soria,66.41,141,76.86,10.450000000000003
42121,Montenegro de Cameros,Castilla y León,Soria,72.22,46,81.25,9.030000000000001
42123,Morón de Almazán,Castilla y León,Soria,65.61,198,78.97,13.36
42124,Muriel de la Fuente,Castilla y León,Soria,48.21,57,88,39.79
42125,Muriel Viejo,Castilla y León,Soria,77.46,78,84.28,6.820000000000007
42127,Nafría de Ucero,Castilla y León,Soria,70.27,31,87.17,16.900000000000006
42128,Narros,Castilla y León,Soria,88.89,49,96.77,7.8799999999999955
42129,Navaleno,Castilla y León,Soria,71.53,745,78.35,6.819999999999993
42130,Nepas,Castilla y León,Soria,82.35,51,100,17.650000000000006
42131,Nolay,Castilla y León,Soria,78,57,55.1,-22.9
42132,Noviercas,Castilla y León,Soria,72.86,156,68.75,-4.109999999999999
42134,Ólvega,Castilla y León,Soria,70.73,3673,70.9,0.1700000000000017
42135,Oncala,Castilla y León,Soria,57.97,65,87.09,29.120000000000005
42139,Pinilla del Campo,Castilla y León,Soria,76.19,19,83.33,7.140000000000001
42140,Portillo de Soria,Castilla y León,Soria,73.33,13,69.23,-4.099999999999994
42141,La Póveda de Soria,Castilla y León,Soria,58.42,114,92.63,34.209999999999994
42142,Pozalmuro,Castilla y León,Soria,85.71,52,85.36,-0.3499999999999943
42144,Quintana Redonda,Castilla y León,Soria,72.08,503,84.69,12.61
42145,Quintanas de Gormaz,Castilla y León,Soria,81.4,137,87.38,5.97999999999999
42148,Quiñonería,Castilla y León,Soria,100,10,100,0
42149,Los Rábanos,Castilla y León,Soria,70.73,458,80.2,9.469999999999999
42151,Rebollar,Castilla y León,Soria,71.05,38,NA,NA
42152,Recuerda,Castilla y León,Soria,70.15,67,86.88,16.72999999999999
42153,Rello,Castilla y León,Soria,83.33,14,90,6.670000000000002
42154,Renieblas,Castilla y León,Soria,73.79,109,86.11,12.319999999999993
42154,Renieblas,Castilla y León,Soria,73.79,109,77.14,3.3499999999999943
42155,Retortillo de Soria,Castilla y León,Soria,56.85,152,50.37,-6.480000000000004
42156,Reznos,Castilla y León,Soria,72.41,25,76,3.5900000000000034
42157,La Riba de Escalote,Castilla y León,Soria,90,9,63.63,-26.369999999999997
42158,Rioseco de Soria,Castilla y León,Soria,75.26,129,74.74,-0.5200000000000102
42159,Rollamienta,Castilla y León,Soria,87.18,45,95.55,8.36999999999999
42160,El Royo,Castilla y León,Soria,71.95,250,77.45,5.5
42161,Salduero,Castilla y León,Soria,72.79,145,80,7.209999999999994
42162,San Esteban de Gormaz,Castilla y León,Soria,64.97,2910,67.93,2.960000000000008
42163,San Felices,Castilla y León,Soria,54,61,67.27,13.269999999999996
42164,San Leonardo de Yagüe,Castilla y León,Soria,66.01,2037,72.81,6.799999999999997
42165,San Pedro Manrique,Castilla y León,Soria,59.42,643,73.86,14.439999999999998
42166,Santa Cruz de Yanguas,Castilla y León,Soria,69.09,57,90.74,21.64999999999999
42167,Santa María de Huerta,Castilla y León,Soria,69.36,250,75.67,6.310000000000002
42168,Santa María de las Hoyas,Castilla y León,Soria,67.59,96,100,32.41
42171,Serón de Nágima,Castilla y León,Soria,64.86,117,65.93,1.0700000000000074
42172,Soliedra,Castilla y León,Soria,92.86,31,0,-92.86
42173,Soria,Castilla y León,Soria,65.58,39450,59.63,-5.949999999999996
42174,Sotillo del Rincón,Castilla y León,Soria,69.54,189,78.21,8.669999999999987
42175,Suellacabras,Castilla y León,Soria,72.73,27,86.2,13.469999999999999
42176,Tajahuerce,Castilla y León,Soria,77.78,24,86.95,9.170000000000002
42177,Tajueco,Castilla y León,Soria,68.85,58,88.67,19.820000000000007
42178,Talveila,Castilla y León,Soria,71.72,109,66.33,-5.390000000000001
42181,Tardelcuende,Castilla y León,Soria,73.18,432,86.62,13.439999999999998
42182,Taroda,Castilla y León,Soria,79.59,46,0,-79.59
42183,Tejado,Castilla y León,Soria,72.55,91,76.92,4.3700000000000045
42184,Torlengua,Castilla y León,Soria,65.45,49,90,24.549999999999997
42185,Torreblacos,Castilla y León,Soria,83.33,26,88.46,5.1299999999999955
42187,Torrubia de Soria,Castilla y León,Soria,75.86,60,94.54,18.680000000000007
42188,Trévago,Castilla y León,Soria,76.09,60,90.74,14.649999999999991
42189,Ucero,Castilla y León,Soria,75.44,85,81.15,5.710000000000008
42190,Vadillo,Castilla y León,Soria,64.89,81,85.36,20.47
42191,Valdeavellano de Tera,Castilla y León,Soria,63.39,207,70.74,7.349999999999994
42192,Valdegeña,Castilla y León,Soria,61.11,39,78.37,17.260000000000005
42193,Valdelagua del Cerro,Castilla y León,Soria,50,13,88.88,38.879999999999995
42194,Valdemaluque,Castilla y León,Soria,70.14,148,80.91,10.769999999999996
42195,Valdenebro,Castilla y León,Soria,59.3,90,63.63,4.330000000000005
42196,Valdeprado,Castilla y León,Soria,100,9,100,0
42197,Valderrodilla,Castilla y León,Soria,79.41,65,84.12,4.710000000000008
42198,Valtajeros,Castilla y León,Soria,47.37,22,88.23,40.86000000000001
42200,Velamazán,Castilla y León,Soria,66.22,66,71.64,5.420000000000002
42201,Velilla de la Sierra,Castilla y León,Soria,91.3,28,96.42,5.1200000000000045
42202,Velilla de los Ajos,Castilla y León,Soria,57.89,18,68.75,10.86
42204,Viana de Duero,Castilla y León,Soria,69.81,54,81.63,11.819999999999993
42205,Villaciervos,Castilla y León,Soria,76.62,78,86.58,9.959999999999994
42206,Villanueva de Gormaz,Castilla y León,Soria,62.5,8,50,-12.5
42207,Villar del Ala,Castilla y León,Soria,87.5,48,87.75,0.25
42208,Villar del Campo,Castilla y León,Soria,60,26,91.66,31.659999999999997
42209,Villar del Río,Castilla y León,Soria,64.18,161,78.47,14.289999999999992
42211,Los Villares de Soria,Castilla y León,Soria,79.76,78,79.22,-0.5400000000000063
42212,Villasayas,Castilla y León,Soria,78.95,65,81.03,2.0799999999999983
42213,Villaseca de Arciel,Castilla y León,Soria,68,24,0,-68
42215,Vinuesa,Castilla y León,Soria,64.73,840,73.67,8.939999999999998
42216,Vizmanos,Castilla y León,Soria,76.92,26,81.48,4.560000000000002
42217,Vozmediano,Castilla y León,Soria,75.76,35,88.57,12.809999999999988
42218,Yanguas,Castilla y León,Soria,64.71,106,87.5,22.790000000000006
42219,Yelo,Castilla y León,Soria,85,44,84.21,-0.7900000000000063
47001,Adalia,Castilla y León,Valladolid,82.69,54,78.43,-4.259999999999991
47002,Aguasal,Castilla y León,Valladolid,100,19,100,0
47003,Aguilar de Campos,Castilla y León,Valladolid,81.07,276,78.37,-2.6999999999999886
47004,Alaejos,Castilla y León,Valladolid,77.36,1385,81.58,4.219999999999999
47005,Alcazarén,Castilla y León,Valladolid,70.75,643,76.72,5.969999999999999
47006,Aldea de San Miguel,Castilla y León,Valladolid,81.87,214,80.32,-1.5500000000000114
47007,Aldeamayor de San Martín,Castilla y León,Valladolid,73.73,5896,66.95,-6.780000000000001
47008,Almenara de Adaja,Castilla y León,Valladolid,59.09,23,82.6,23.50999999999999
47009,Amusquillo,Castilla y León,Valladolid,85.71,99,75.51,-10.199999999999989
47010,Arroyo de la Encomienda,Castilla y León,Valladolid,78.28,21369,64.87,-13.409999999999997
47011,Ataquines,Castilla y León,Valladolid,84.12,548,90.3,6.179999999999993
47012,Bahabón,Castilla y León,Valladolid,72,93,85.18,13.180000000000007
47013,Barcial de la Loma,Castilla y León,Valladolid,84.62,96,85.71,1.0899999999999892
47014,Barruelo del Valle,Castilla y León,Valladolid,81.25,43,86.66,5.409999999999997
47015,Becilla de Valderaduey,Castilla y León,Valladolid,72.88,211,68.42,-4.459999999999994
47016,Benafarces,Castilla y León,Valladolid,84.62,68,96.96,12.33999999999999
47017,Bercero,Castilla y León,Valladolid,76.84,179,77.05,0.20999999999999375
47018,Berceruelo,Castilla y León,Valladolid,86.11,38,91.66,5.549999999999997
47018,Berceruelo,Castilla y León,Valladolid,86.11,38,74.43,-11.679999999999993
47019,Berrueces,Castilla y León,Valladolid,73.91,101,82.92,9.010000000000005
47020,Bobadilla del Campo,Castilla y León,Valladolid,78.52,281,86.53,8.010000000000005
47021,Bocigas,Castilla y León,Valladolid,78.08,77,72.22,-5.859999999999999
47022,Bocos de Duero,Castilla y León,Valladolid,88.14,85,92.98,4.840000000000003
47023,Boecillo,Castilla y León,Valladolid,77.49,4304,65.25,-12.239999999999995
47024,Bolaños de Campos,Castilla y León,Valladolid,76.23,246,90.29,14.060000000000002
47025,Brahojos de Medina,Castilla y León,Valladolid,74.56,103,77,2.4399999999999977
47026,Bustillo de Chaves,Castilla y León,Valladolid,74,68,58.82,-15.18
47027,Cabezón de Pisuerga,Castilla y León,Valladolid,73.56,3769,67.73,-5.829999999999998
47028,Cabezón de Valderaduey,Castilla y León,Valladolid,56.67,42,65.38,8.709999999999994
47029,Cabreros del Monte,Castilla y León,Valladolid,74,53,85.41,11.409999999999997
47030,Campaspero,Castilla y León,Valladolid,72.73,1042,71.67,-1.0600000000000023
47031,El Campillo,Castilla y León,Valladolid,73.82,202,NA,NA
47032,Camporredondo,Castilla y León,Valladolid,69.39,156,81.33,11.939999999999998
47033,Canalejas de Peñafiel,Castilla y León,Valladolid,73.66,237,74.74,1.0799999999999983
47034,Canillas de Esgueva,Castilla y León,Valladolid,77.33,69,69.11,-8.219999999999999
47035,Carpio,Castilla y León,Valladolid,73.14,967,80.14,7
47036,Casasola de Arión,Castilla y León,Valladolid,77.94,217,81.67,3.730000000000004
47037,Castrejón de Trabancos,Castilla y León,Valladolid,79.5,177,80.12,0.6200000000000045
47038,Castrillo de Duero,Castilla y León,Valladolid,61,116,84.11,23.11
47039,Castrillo-Tejeriego,Castilla y León,Valladolid,73.46,161,82.23,8.77000000000001
47040,Castrobol,Castilla y León,Valladolid,75,56,61.53,-13.469999999999999
47041,Castrodeza,Castilla y León,Valladolid,71.43,149,79.56,8.129999999999995
47042,Castromembibre,Castilla y León,Valladolid,76.47,51,74.46,-2.010000000000005
47043,Castromonte,Castilla y León,Valladolid,78.76,314,85.47,6.709999999999994
47044,Castronuevo de Esgueva,Castilla y León,Valladolid,84.52,394,73.96,-10.560000000000002
47045,Castronuño,Castilla y León,Valladolid,76.23,812,84.77,8.539999999999992
47046,Castroponce,Castilla y León,Valladolid,79.84,139,85.21,5.36999999999999
47047,Castroverde de Cerrato,Castilla y León,Valladolid,68.34,203,68.98,0.6400000000000006
47048,Ceinos de Campos,Castilla y León,Valladolid,70.86,197,80.95,10.090000000000003
47049,Cervillego de la Cruz,Castilla y León,Valladolid,63.74,91,88.42,24.68
47050,Cigales,Castilla y León,Valladolid,69.42,5286,61.98,-7.440000000000005
47051,Ciguñuela,Castilla y León,Valladolid,80.56,356,80.12,-0.4399999999999977
