cod_mun,municipio,provincia,zona_iso,d_previo,d_actual,variacion,pob
22223,Sopeira,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,92
22230,Torla-Ordesa,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,329
22233,Torre la Ribera,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,97
22243,Valle de Bardají,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,56
22244,Valle de Lierp,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,60
22246,Beranuy,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,68
22247,Viacamp y Litera,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,40
22249,Villanova,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,175
22250,Villanúa,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,552
22252,Yebra de Basa,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,161
22253,Yésero,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,63
22901,Valle de Hecho,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,801
22902,Puente la Reina de Jaca,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,276
22907,Aínsa-Sobrarbe,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,2291
22069,Broto,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,603
22072,Caldearenas,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,243
22113,La Fueva,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,615
22114,Gistaín,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,122
22177,Perarrúa,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,112
22182,Plan,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,284
22227,Tella-Sin,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,227
22229,Tolva,Huesca,Pirineo oscense,34,30.6,3.3999999999999986,124
09011,Alfoz de Bricia,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,71
09012,Alfoz de Santa Gadea,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,99
09014,Los Altos,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,201
09025,Arija,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,113
09045,Basconcillos del Tozo,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,299
09124,Espinosa de los Monteros,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,1632
09175,Humada,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,115
09215,Merindad de Sotoscueva,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,427
09216,Merindad de Valdeporres,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,418
09227,Montorio,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,151
09244,Padrones de Bureba,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,69
09306,Rebolledo de la Torre,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,95
09328,Rucandio,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,69
09361,Sargentes de la Lora,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,128
09413,Valle de Valdebezana,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,474
09415,Valle de Valdelucio,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,326
09905,Valle de Sedano,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,426
09395,Tubilla del Agua,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,140
09398,Úrbel del Castillo,Burgos,Cordillera Cantábrica de Burgos,34,30.5,3.5,62
08003,Alella,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,10110
08006,Arenys de Mar,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,16280
08007,Arenys de Munt,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,9391
08009,Argentona,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,12845
08015,Badalona,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,224301
08019,Barcelona,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,1655956
08020,Begues,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,7429
08029,Cabrera de Mar,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,4948
08030,Cabrils,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,7803
08032,Caldes d'Estrac,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,3213
08035,Calella,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,19762
08040,Canet de Mar,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,15014
08043,Canyelles,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,5201
08056,Castelldefels,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,68327
08072,Corbera de Llobregat,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,15529
08073,Cornellà de Llobregat,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,90076
08074,Cubelles,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,16950
08075,Dosrius,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,5920
08077,Esplugues de Llobregat,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,46968
08089,Gavà,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,47498
08101,L'Hospitalet de Llobregat,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,276617
08110,Malgrat de Mar,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,19150
08118,El Masnou,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,24176
08121,Mataró,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,129613
08123,Molins de Rei,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,26568
08126,Montgat,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,12458
08145,Olèrdola,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,3951
08155,Palafolls,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,9823
08157,Pallejà,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,11715
08158,El Papiol,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,4318
08163,Pineda de Mar,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,28840
08169,El Prat de Llobregat,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,65409
08172,Premià de Mar,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,28702
08193,Sant Iscle de Vallalta,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,1445
08194,Sant Adrià de Besòs,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,37906
08197,Sant Andreu de Llavaneres,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,11839
08200,Sant Boi de Llobregat,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,83667
08203,Sant Cebrià de Vallalta,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,3791
08204,Sant Climent de Llobregat,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,4190
08211,Sant Feliu de Llobregat,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,45956
08219,Vilassar de Mar,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,21039
08221,Sant Just Desvern,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,20478
08230,Premià de Dalt,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,10528
08231,Sant Pere de Ribes,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,31702
08235,Sant Pol de Mar,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,5771
08244,Santa Coloma de Cervelló,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,8373
08245,Santa Coloma de Gramenet,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,119195
08261,Santa Susanna,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,3854
08263,Sant Vicenç dels Horts,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,28422
08264,Sant Vicenç de Montalt,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,6707
08270,Sitges,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,32086
08281,Teià,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,6682
08282,Tiana,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,9220
08295,Vallirana,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,15795
08296,Vallromanes,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,2709
08301,Viladecans,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,66615
08307,Vilanova i la Geltrú,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,68768
08905,La Palma de Cervelló,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,3036
08058,Castellet i la Gornal,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,2569
08068,Cervelló,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,9461
08148,Olivella,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,4417
08153,Òrrius,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,799
08214,Vilassar de Dalt,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,9254
08217,Sant Joan Despí,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,34552
08284,Tordera,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,18421
08289,Torrelles de Llobregat,Barcelona,Litoral de Barcelona,34,30.4,3.6000000000000014,6217
17001,Agullana,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,921
17003,Albanyà,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,170
17006,Alp,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,1721
17014,La Vajol,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,97
17024,Bolvir,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,508
17036,Campdevànol,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,3215
17037,Campelles,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,165
17039,Camprodon,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,2487
17043,Queralbs,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,197
17061,Das,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,258
17069,Fontanals de Cerdanya,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,532
17078,Ger,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,510
17080,Gombrèn,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,202
17082,Guils de Cerdanya,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,601
17091,Llanars,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,535
17094,Llívia,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,1511
17096,Les Llosses,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,202
17099,Meranges,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,116
17102,Maçanet de Cabrenys,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,755
17107,Molló,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,376
17109,Montagut i Oix,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,981
17112,Ogassa,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,228
17125,Pardines,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,169
17134,Planoles,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,314
17141,Puigcerdà,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,9775
17145,Ribes de Freser,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,1836
17147,Ripoll,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,10818
17170,Vallfogona de Ripollès,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,222
17177,Sant Pau de Segúries,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,742
17192,Setcases,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,187
17201,Toses,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,189
17206,Urús,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,212
17207,La Vall d'en Bas,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,3177
17208,La Vall de Bianya,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,1359
17212,Vidrà,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,179
17224,Vilallonga de Ter,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,401
17084,Isòvol,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,338
17086,La Jonquera,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,3351
17149,Riudaura,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,524
17167,Sant Joan de les Abadesses,Girona,Pirineo de Girona,34,30.3,3.6999999999999993,3295
48004,Amoroto,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,392
48007,Munitibar-Arbatzegi Gerrikaitz,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,471
48010,Arrieta,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,580
48012,Bakio,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,2813
48014,Barrika,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,1542
48016,Berango,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,7472
48017,Bermeo,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,16911
48018,Berriatua,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,1215
48021,Busturia,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,1643
48028,Ea,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,826
48030,Etxebarria,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,783
48031,Elantxobe,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,349
48033,Ereño,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,276
48035,Fruiz,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,550
48041,Gautegiz Arteaga,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,888
48043,Gorliz,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,6067
48044,Getxo,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,76297
48046,Gernika-Lumo,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,17012
48047,Gizaburuaga,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,196
48048,Ibarrangelu,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,694
48049,Ispaster,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,734
48052,Larrabetzu,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,2056
48053,Laukiz,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,1225
48054,Leioa,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,32472
48056,Lemoiz,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,1315
48057,Lekeitio,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,7141
48060,Markina-Xemein,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,5021
48063,Mendexa,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,424
48064,Meñaka,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,763
48066,Morga,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,415
48067,Muxika,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,1516
48068,Mundaka,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,1842
48069,Mungia,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,17865
48070,Aulesti,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,654
48071,Muskiz,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,7342
48073,Ondarroa,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,8207
48076,Sukarrieta,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,354
48077,Plentzia,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,4369
48078,Portugalete,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,44648
48079,Errigoiti,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,510
48084,Sestao,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,27780
48085,Sopela/Sopelana,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,14857
48089,Urduliz,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,5468
48901,Derio,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,7064
48902,Erandio,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,24426
48903,Loiu,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,2296
48904,Sondika,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,4525
48905,Zamudio,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,3290
48906,Forua,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,915
48907,Kortezubi,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,445
48908,Murueta,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,338
48909,Nabarniz,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,269
48911,Ajangiz,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,478
48915,Ziortza-Bolibar,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,399
48038,Gamiz-Fika,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,1394
48040,Gatika,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,1624
48061,Maruri-Jatabe,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,1069
48062,Mendata,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,385
48081,Lezama,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,2448
48082,Santurtzi,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,46089
48913,Zierbena,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,1496
48914,Arratzu,Vizcaya,Bizkaia litora,34,30.2,3.8000000000000007,429
38007,Barlovento,Santa Cruz de Tenerife,Santa Cruz de Tenerife-Este de La Palma,34,30.2,3.8000000000000007,1992
38008,Breña Alta,Santa Cruz de Tenerife,Santa Cruz de Tenerife-Este de La Palma,34,30.2,3.8000000000000007,7315
38009,Breña Baja,Santa Cruz de Tenerife,Santa Cruz de Tenerife-Este de La Palma,34,30.2,3.8000000000000007,5966
38030,Puntallana,Santa Cruz de Tenerife,Santa Cruz de Tenerife-Este de La Palma,34,30.2,3.8000000000000007,2612
38033,San Andrés y Sauces,Santa Cruz de Tenerife,Santa Cruz de Tenerife-Este de La Palma,34,30.2,3.8000000000000007,4301
38037,Santa Cruz de la Palma,Santa Cruz de Tenerife,Santa Cruz de Tenerife-Este de La Palma,34,30.2,3.8000000000000007,15522
38053,Villa de Mazo,Santa Cruz de Tenerife,Santa Cruz de Tenerife-Este de La Palma,34,30.2,3.8000000000000007,4938
15002,Ames,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,32478
15003,Aranga,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,1819
15006,Arzúa,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,5905
15007,A Baña,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,3337
15010,Boimorto,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,1847
15012,Boqueixón,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,4156
15013,Brión,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,8143
15018,A Capela,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,1187
15027,Coirós,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,1923
15032,Curtis,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,4124
15038,Frades,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,2255
15039,Irixoa,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,1316
15046,Melide,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,7563
15047,Mesía,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,2417
15059,Ordes,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,12663
15060,Oroso,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,7620
15066,O Pino,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,4546
15070,As Pontes de García Rodríguez,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,9868
15077,Santa Comba,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,9317
15078,Santiago de Compostela,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,98716
15079,Santiso,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,1472
15080,Sobrado,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,1771
15081,As Somozas,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,1061
15082,Teo,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,19104
15083,Toques,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,1075
15084,Tordoia,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,3193
15085,Touro,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,3389
15089,Vedra,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,5019
15090,Vilasantar,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,1236
15050,Monfero,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,1842
15056,Negreira,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,6903
15086,Trazo,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,3025
15088,Val do Dubra,A Coruña,Interior de A Coruña,34,29.9,4.100000000000001,3770
12014,Ares del Maestrat,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,174
12026,Benassal,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,1027
12038,Castellfort,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,187
12042,Catí,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,726
12045,Cinctorres,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,427
12061,Forcall,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,472
12068,Herbés,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,63
12075,La Mata de Morella,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,178
12080,Morella,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,2503
12083,Olocau del Rey,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,125
12087,Palanques,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,36
12091,Portell de Morella,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,167
12093,La Pobla de Benifassà,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,235
12112,Todolella,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,147
12129,Vilafranca/Villafranca del Cid,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,2150
12134,Vilar de Canes,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,159
12137,Villores,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,54
12141,Zorita del Maestrazgo,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,118
12119,La Torre d'En Besora,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,164
12127,Vallibona,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,62
12037,Castell de Cabres,Castellón,Interior norte de Castellón,36,29.9,6.100000000000001,19
15011,Boiro,A Coruña,Suroeste de A Coruña,34,29.9,4.100000000000001,18950
15033,Dodro,A Coruña,Suroeste de A Coruña,34,29.9,4.100000000000001,2664
15042,Lousame,A Coruña,Suroeste de A Coruña,34,29.9,4.100000000000001,3163
15053,Muros,A Coruña,Suroeste de A Coruña,34,29.9,4.100000000000001,8246
15057,Noia,A Coruña,Suroeste de A Coruña,34,29.9,4.100000000000001,14107
15062,Outes,A Coruña,Suroeste de A Coruña,34,29.9,4.100000000000001,6087
15065,Padrón,A Coruña,Suroeste de A Coruña,34,29.9,4.100000000000001,8368
15067,A Pobra do Caramiñal,A Coruña,Suroeste de A Coruña,34,29.9,4.100000000000001,9216
15071,Porto do Son,A Coruña,Suroeste de A Coruña,34,29.9,4.100000000000001,9149
15072,Rianxo,A Coruña,Suroeste de A Coruña,34,29.9,4.100000000000001,10864
15073,Ribeira,A Coruña,Suroeste de A Coruña,34,29.9,4.100000000000001,27009
15074,Rois,A Coruña,Suroeste de A Coruña,34,29.9,4.100000000000001,4395
31022,Arantza,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,610
31024,Arano,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,110
31050,Baztan,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,7818
31054,Bertizarana,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,652
31081,Donamaria,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,455
31082,Etxalar,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,835
31087,Elgorriaga,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,205
31090,Eratsun,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,157
31102,Ezkurra,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,143
31117,Goizueta,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,708
31129,Ituren,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,531
31137,Beintza-Labaien,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,219
31149,Leitza,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,3028
31153,Lesaka,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,2739
31221,Doneztebe/Santesteban,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,1862
31226,Sunbilla,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,682
31239,Urdazubi/Urdax,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,374
31244,Urroz,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,179
31250,Bera,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,3811
31259,Igantzi,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,576
31263,Zubieta,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,290
31264,Zugarramurdi,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,241
31187,Oiz,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,134
31213,Saldías,Navarra,Vertiente catábrica de Navarra,36,29.8,6.199999999999999,124
36002,Barro,Pontevedra,Rias Baixas,34,29.5,4.5,3665
36003,Baiona,Pontevedra,Rias Baixas,34,29.5,4.5,12525
36004,Bueu,Pontevedra,Rias Baixas,34,29.5,4.5,11918
36005,Caldas de Reis,Pontevedra,Rias Baixas,34,29.5,4.5,9618
36006,Cambados,Pontevedra,Rias Baixas,34,29.5,4.5,13774
36008,Cangas,Pontevedra,Rias Baixas,34,29.5,4.5,26808
36010,Catoira,Pontevedra,Rias Baixas,34,29.5,4.5,3285
36021,Gondomar,Pontevedra,Rias Baixas,34,29.5,4.5,15099
36022,O Grove,Pontevedra,Rias Baixas,34,29.5,4.5,10883
36026,Marín,Pontevedra,Rias Baixas,34,29.5,4.5,24202
