cod_mun,municipio,provincia,poblacion,partido_ganador,por_votos,siglas_partido,color,partido_mapa
29024,Benalauría,Málaga,434,PARTIDO POPULAR,50.46,PP,#009ade,PP
29025,Benalmádena,Málaga,73160,PARTIDO POPULAR,43.67,PP,#009ade,PP
29026,Benamargosa,Málaga,1519,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,42.31,PSOE-A,#da1f35,PSOE
29027,Benamocarra,Málaga,3085,POR MI PUEBLO,62.08,POR MI PUEBLO,#747d88,Otros
29028,Benaoján,Málaga,1459,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,40.17,PSOE-A,#da1f35,PSOE
29029,Benarrabá,Málaga,446,PARTIDO POPULAR,79.34,PP,#009ade,PP
29030,El Borge,Málaga,921,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,60.73,PSOE-A,#da1f35,PSOE
29031,El Burgo,Málaga,1791,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,42.02,CON ANDALUCIA,#930011,IU
29032,Campillos,Málaga,8372,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,38.04,PSOE-A,#da1f35,PSOE
29033,Canillas de Aceituno,Málaga,1722,PARTIDO POPULAR,59.94,PP,#009ade,PP
29034,Canillas de Albaida,Málaga,796,PARTIDO POPULAR,71.54,PP,#009ade,PP
29035,Cañete la Real,Málaga,1584,PARTIDO POPULAR,51.44,PP,#009ade,PP
29036,Carratraca,Málaga,718,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,43.67,CON ANDALUCIA,#930011,IU
29037,Cartajima,Málaga,256,PARTIDO POPULAR,52.58,PP,#009ade,PP
29038,Cártama,Málaga,27712,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,46.61,PSOE-A,#da1f35,PSOE
29039,Casabermeja,Málaga,3813,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,40.09,CON ANDALUCIA,#930011,IU
29040,Casarabonela,Málaga,2524,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,54.26,PSOE-A,#da1f35,PSOE
29041,Casares,Málaga,7700,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,52.23,CON ANDALUCIA,#930011,IU
29042,Coín,Málaga,24309,PARTIDO POPULAR,49.44,PP,#009ade,PP
29043,Colmenar,Málaga,3488,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,52.36,PSOE-A,#da1f35,PSOE
29044,Comares,Málaga,1320,PARTIDO POPULAR,45.92,PP,#009ade,PP
29045,Cómpeta,Málaga,3814,POR MI PUEBLO,47.67,POR MI PUEBLO,#747d88,Otros
29046,Cortes de la Frontera,Málaga,2986,PARTIDO POPULAR,58.58,PP,#009ade,PP
29047,Cuevas Bajas,Málaga,1353,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,59.98,PSOE-A,#da1f35,PSOE
29048,Cuevas del Becerro,Málaga,1609,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,39.56,PSOE-A,#da1f35,PSOE
29049,Cuevas de San Marcos,Málaga,3632,PARTIDO POPULAR,54.53,PP,#009ade,PP
29050,Cútar,Málaga,590,PARTIDO POPULAR,55.16,PP,#009ade,PP
29051,Estepona,Málaga,74493,PARTIDO POPULAR,60.8,PP,#009ade,PP
29052,Faraján,Málaga,270,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,64.36,PSOE-A,#da1f35,PSOE
29053,Frigiliana,Málaga,3282,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,54.12,PSOE-A,#da1f35,PSOE
29054,Fuengirola,Málaga,83226,PARTIDO POPULAR,55.68,PP,#009ade,PP
29055,Fuente de Piedra,Málaga,2787,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,61.83,PSOE-A,#da1f35,PSOE
29056,Gaucín,Málaga,1608,PARTIDO POPULAR,61.42,PP,#009ade,PP
29057,Genalguacil,Málaga,393,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,70.85,PSOE-A,#da1f35,PSOE
29058,Guaro,Málaga,2302,PARTIDO POPULAR,58.22,PP,#009ade,PP
29059,Humilladero,Málaga,3282,PARTIDO POPULAR,34.94,PP,#009ade,PP
29060,Igualeja,Málaga,729,POR MI PUEBLO,47.08,POR MI PUEBLO,#747d88,Otros
29061,Istán,Málaga,1587,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,45.72,CON ANDALUCIA,#930011,IU
29062,Iznate,Málaga,899,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,54.35,PSOE-A,#da1f35,PSOE
29063,Jimera de Líbar,Málaga,403,PARTIDO POPULAR,75,PP,#009ade,PP
29064,Jubrique,Málaga,545,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,69.57,PSOE-A,#da1f35,PSOE
29065,Júzcar,Málaga,247,PARTIDO POPULAR,57.89,PP,#009ade,PP
29066,Macharaviaya,Málaga,513,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,64.94,PSOE-A,#da1f35,PSOE
29067,Málaga,Málaga,579076,PARTIDO POPULAR,49.18,PP,#009ade,PP
29068,Manilva,Málaga,17157,COMPROMISO MANILVA,28.39,COMPROMISO MANILVA,#838677,Otros
29069,Marbella,Málaga,150725,PARTIDO POPULAR,40.78,PP,#009ade,PP
29070,Mijas,Málaga,89502,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,33.62,PSOE-A,#da1f35,PSOE
29071,Moclinejo,Málaga,1243,PARTIDO POPULAR,49.94,PP,#009ade,PP
29072,Mollina,Málaga,5376,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,56.97,PSOE-A,#da1f35,PSOE
29073,Monda,Málaga,2844,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,51.49,CON ANDALUCIA,#930011,IU
29074,Montejaque,Málaga,938,PARTIDO POPULAR,69.45,PP,#009ade,PP
29075,Nerja,Málaga,21450,PARTIDO POPULAR,51.12,PP,#009ade,PP
29076,Ojén,Málaga,4218,POR MI PUEBLO,46.84,POR MI PUEBLO,#747d88,Otros
29077,Parauta,Málaga,272,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,88.14,PSOE-A,#da1f35,PSOE
29079,Periana,Málaga,3234,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,32.52,PSOE-A,#da1f35,PSOE
29080,Pizarra,Málaga,9661,PARTIDO POPULAR,64.33,PP,#009ade,PP
29081,Pujerra,Málaga,274,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,54.22,PSOE-A,#da1f35,PSOE
29082,Rincón de la Victoria,Málaga,50569,PARTIDO POPULAR,45.67,PP,#009ade,PP
29083,Riogordo,Málaga,2762,PARTIDO POPULAR,60.77,PP,#009ade,PP
29084,Ronda,Málaga,33401,PARTIDO POPULAR,45.22,PP,#009ade,PP
29085,Salares,Málaga,175,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,55.93,PSOE-A,#da1f35,PSOE
29086,Sayalonga,Málaga,1641,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,59.27,PSOE-A,#da1f35,PSOE
29087,Sedella,Málaga,598,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,70.43,CON ANDALUCIA,#930011,IU
29088,Sierra de Yeguas,Málaga,3393,PARTIDO POPULAR,51.93,PP,#009ade,PP
29089,Teba,Málaga,3729,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,63.84,CON ANDALUCIA,#930011,IU
29090,Tolox,Málaga,2309,PARTIDO POPULAR,62.5,PP,#009ade,PP
29091,Torrox,Málaga,19997,PARTIDO POPULAR,48.53,PP,#009ade,PP
29092,Totalán,Málaga,750,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,42.83,PSOE-A,#da1f35,PSOE
29093,Valle de Abdalajís,Málaga,2473,PARTIDO POPULAR,49.56,PP,#009ade,PP
29094,Vélez-Málaga,Málaga,83899,PARTIDO POPULAR,32.11,PP,#009ade,PP
29095,Villanueva de Algaidas,Málaga,4146,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,61.59,PSOE-A,#da1f35,PSOE
29096,Villanueva del Rosario,Málaga,3339,PARTIDO POPULAR,50.08,PP,#009ade,PP
29097,Villanueva del Trabuco,Málaga,5340,TRABUCO SOLUCION INDEPENDIENTE,44.63,TRABUCOSI,#757a88,Otros
29098,Villanueva de Tapia,Málaga,1417,IZQUIERDA UNIDA ANDALUCIA-UNIDAS POR PRIEGO Y ALDEAS,51.28,CON ANDALUCIA,#930011,IU
29099,Viñuela,Málaga,2106,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,67.44,PSOE-A,#da1f35,PSOE
29100,Yunquera,Málaga,2841,PARTIDO POPULAR,51.8,PP,#009ade,PP
29901,Torremolinos,Málaga,68819,PARTIDO POPULAR,57.45,PP,#009ade,PP
29902,Villanueva de la Concepción,Málaga,3295,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,54.93,PSOE-A,#da1f35,PSOE
29903,Montecorto,Málaga,582,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,58,PSOE-A,#da1f35,PSOE
29904,Serrato,Málaga,458,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,58.68,PSOE-A,#da1f35,PSOE
30001,Abanilla,Murcia,6146,PARTIDO POPULAR,46.55,PP,#009ade,PP
30002,Abarán,Murcia,12992,PARTIDO POPULAR,31.75,PP,#009ade,PP
30003,Águilas,Murcia,36403,PARTIDO SOCIALISTA OBRERO ESPAÑOL,48.44,PSOE,#da1f35,PSOE
30004,Albudeite,Murcia,1390,PARTIDO POPULAR,46.78,PP,#009ade,PP
30005,Alcantarilla,Murcia,42630,PARTIDO POPULAR,55.76,PP,#009ade,PP
30006,Aledo,Murcia,1110,ADELANTE ANDALUCÍA,47.62,AA,#17a062,Adelante Andalucía
30007,Alguazas,Murcia,9965,UNIDOS POR ALGÁMITAS,39.29,UXA,#7d7588,Otros
30008,Alhama de Murcia,Murcia,22691,PARTIDO POPULAR,37.9,PP,#009ade,PP
30009,Archena,Murcia,19622,PARTIDO POPULAR,60.32,PP,#009ade,PP
30010,Beniel,Murcia,11578,PARTIDO SOCIALISTA OBRERO ESPAÑOL,52.41,PSOE,#da1f35,PSOE
30011,Blanca,Murcia,6681,PARTIDO POPULAR,43.4,PP,#009ade,PP
30012,Bullas,Murcia,11627,PARTIDO SOCIALISTA OBRERO ESPAÑOL,53.55,PSOE,#da1f35,PSOE
30013,Calasparra,Murcia,10163,PARTIDO SOCIALISTA OBRERO ESPAÑOL,50.59,PSOE,#da1f35,PSOE
30014,Campos del Río,Murcia,2090,PARTIDO SOCIALISTA OBRERO ESPAÑOL,55.17,PSOE,#da1f35,PSOE
30015,Caravaca de la Cruz,Murcia,25722,PARTIDO POPULAR,67.24,PP,#009ade,PP
30016,Cartagena,Murcia,216961,PARTIDO POPULAR,34.32,PP,#009ade,PP
30017,Cehegín,Murcia,14710,PARTIDO POPULAR,32.41,PP,#009ade,PP
30018,Ceutí,Murcia,12391,PARTIDO SOCIALISTA OBRERO ESPAÑOL,46.54,PSOE,#da1f35,PSOE
30019,Cieza,Murcia,35298,PARTIDO SOCIALISTA OBRERO ESPAÑOL,39.38,PSOE,#da1f35,PSOE
30020,Fortuna,Murcia,10843,PARTIDO POPULAR,58.12,PP,#009ade,PP
30021,Fuente Álamo de Murcia,Murcia,17589,PARTIDO POPULAR,38.17,PP,#009ade,PP
30022,Jumilla,Murcia,26596,PARTIDO POPULAR,42.34,PP,#009ade,PP
30023,Librilla,Murcia,5619,PARTIDO POPULAR,40.92,PP,#009ade,PP
30024,Lorca,Murcia,97151,PARTIDO POPULAR,40.93,PP,#009ade,PP
30025,Lorquí,Murcia,7510,PARTIDO SOCIALISTA OBRERO ESPAÑOL,50.03,PSOE,#da1f35,PSOE
30026,Mazarrón,Murcia,33700,PARTIDO POPULAR,31.65,PP,#009ade,PP
30027,Molina de Segura,Murcia,74762,PARTIDO SOCIALISTA OBRERO ESPAÑOL,38.44,PSOE,#da1f35,PSOE
30028,Moratalla,Murcia,7753,PARTIDO POPULAR,54.18,PP,#009ade,PP
30029,Mula,Murcia,17231,PARTIDO SOCIALISTA OBRERO ESPAÑOL,49.84,PSOE,#da1f35,PSOE
30030,Murcia,Murcia,462979,PARTIDO POPULAR,45.36,PP,#009ade,PP
30031,Ojós,Murcia,522,PARTIDO POPULAR,58.64,PP,#009ade,PP
30032,Pliego,Murcia,3901,PARTIDO POPULAR,51.09,PP,#009ade,PP
30033,Puerto Lumbreras,Murcia,16564,PARTIDO SOCIALISTA OBRERO ESPAÑOL,42.37,PSOE,#da1f35,PSOE
30034,Ricote,Murcia,1275,PARTIDO POPULAR,47.61,PP,#009ade,PP
30035,San Javier,Murcia,34468,PARTIDO POPULAR,49.55,PP,#009ade,PP
30036,San Pedro del Pinatar,Murcia,26827,PARTIDO POPULAR,39.66,PP,#009ade,PP
30037,Torre-Pacheco,Murcia,38140,PARTIDO POPULAR,34.72,PP,#009ade,PP
30038,Las Torres de Cotillas,Murcia,21980,PARTIDO SOCIALISTA OBRERO ESPAÑOL,43,PSOE,#da1f35,PSOE
30039,Totana,Murcia,32329,PARTIDO POPULAR,28.92,PP,#009ade,PP
30040,Ulea,Murcia,882,PARTIDO POPULAR,62.5,PP,#009ade,PP
30041,La Unión,Murcia,20656,PARTIDO POPULAR,37.98,PP,#009ade,PP
30042,Villanueva del Río Segura,Murcia,3469,PARTIDO SOCIALISTA OBRERO ESPAÑOL,50.57,PSOE,#da1f35,PSOE
30043,Yecla,Murcia,35234,PARTIDO POPULAR,43.6,PP,#009ade,PP
30901,Santomera,Murcia,16125,PARTIDO POPULAR,47.92,PP,#009ade,PP
30902,Los Alcázares,Murcia,17603,PARTIDO SOCIALISTA OBRERO ESPAÑOL,69,PSOE,#da1f35,PSOE
31001,Abáigar,Navarra,80,INDEPENDENTS PER ARGELAGUER,40,IPA,#838677,Otros
31002,Abárzuza/Abartzuza,Navarra,527,AGRUPACION INDEPENDIENTE ELKEA,88.19,AGRUPACION INDEPENDIENTE ELKEA,#888375,Otros
31003,Abaurregaina/Abaurrea Alta,Navarra,120,EH BILDU,64.47,EH BILDU,#22b194,EH Bildu
31004,Abaurrepea/Abaurrea Baja,Navarra,31,AGRUPACION INDEPENDIENTE SAN MARTIN,52.17,AISM,#888375,Otros
31005,Aberin,Navarra,371,AGRUPACION INDEPENDIENTE ABERIN MUNIAIN,92.62,AIAM,#888375,Otros
31006,Ablitas,Navarra,2557,UNION DEL PUEBLO NAVARRO,59.54,U.P.N.,#a00406,UPN
31007,Adiós,Navarra,165,AGRUPACION VECINAL ADIOS,43.79,AGRUPACION VECINAL ADIOS,#778188,Otros
31008,Aguilar de Codés,Navarra,76,AGRUPACION INDEPENDIENTE DE AGUILAR DE CODES,58.82,A.I.A.D.C.,#888375,Otros
31009,Aibar/Oibar,Navarra,784,AGRUPACION ELECTORAL INDEPENDIENTE DE IZQUIERDA DE AIBAR,75.93,AGEIZIA,#7e877d,Otros
31010,Altsasu/Alsasua,Navarra,7504,GEROA BAI,59.99,GBAI,#b74444,Geroa Bai
31011,Allín/Allin,Navarra,879,COALICION INDEPENDIENTE VALLE DE ALLIN,55.79,C.I.V.A,#818778,Otros
31012,Allo,Navarra,939,PARTIDO SOCIALISTA DE NAVARRA-PSOE,83.44,PSN-PSOE,#da1f35,PSOE
31013,Améscoa Baja,Navarra,732,AGRUPACION INDEPENDIENTE AMESCOA BAJA,91.48,AGRUPACION INDEPENDIENTE AMESCOA BAJA,#888375,Otros
31014,Ancín/Antzin,Navarra,332,AGRUPACIÓN INDEPENDIENTE DE LAYANA,68.16,A.I.L.,#888375,Otros
31015,Andosilla,Navarra,2818,UNION DEL PUEBLO NAVARRO,53.78,U.P.N.,#a00406,UPN
31016,Ansoáin/Antsoain,Navarra,10588,EH BILDU,35.71,EH BILDU,#22b194,EH Bildu
31017,Anue,Navarra,490,AGRUPACION BURDINDOGI,85.47,AGRUPACION BURDINDOGI,#788488,Otros
31018,Añorbe,Navarra,605,AGRUPACIÓN ELECTORAL AÑORBE AVANZA,73.61,AGRUPACIÓN ELECTORAL AÑORBE AVANZA,#7e877d,Otros
31019,Aoiz/Agoitz,Navarra,2892,EH BILDU,80.87,EH BILDU,#22b194,EH Bildu
31020,Araitz,Navarra,512,EH BILDU,79.53,EH BILDU,#22b194,EH Bildu
31023,Aranguren,Navarra,12156,CANDIDATURA POPULAR DEL VALLE DE ARANGUREN,59.37,CPVA,#7f8879,Otros
31024,Arano,Navarra,111,HERRI AIERRIZ,67.27,H.A.,#7b8684,Otros
31025,Arakil,Navarra,967,EH BILDU,75.68,EH BILDU,#22b194,EH Bildu
31026,Aras,Navarra,154,AGRUPACION INDEPENDIENTE TRES ARAS,64,A.I.T.A.,#888375,Otros
31027,Arbizu,Navarra,1124,EH BILDU,77.41,EH BILDU,#22b194,EH Bildu
31028,Arce/Artzi,Navarra,278,ARTZIBAR HERRI TALDEA,55.17,A.H.T.,#888575,Otros
31029,Los Arcos,Navarra,1139,INDEPENDIENTES POR LOS ARCOS,57.08,ILA,#838677,Otros
31030,Arellano,Navarra,156,ADELANTE ARELLANO,34.62,ADELANTE ARELLANO,#868576,Otros
31032,Arguedas,Navarra,2312,UNION DEL PUEBLO NAVARRO,54.55,U.P.N.,#a00406,UPN
31033,Aria,Navarra,48,AGRUPACION INDEPENDIENTE ALFAJARIN,55.56,AIA,#888375,Otros
31035,Armañanzas,Navarra,51,PARTIDO SOCIALISTA DE NAVARRA - PSOE,70.59,PSN - PSPE,#da1f35,PSOE
31036,Arróniz,Navarra,1036,PARTIDO SOCIALISTA DE NAVARRA-PSOE,72.22,PSN-PSOE,#da1f35,PSOE
31037,Arruazu,Navarra,106,BATZALARRE,77.33,BATZALARRE,#7d8781,Otros
31038,Artajona,Navarra,1762,ARTAJONA GESTIÓN Y DESARROLLO (AGD),51.68,AGD,#82757f,Otros
31039,Artazu,Navarra,113,AGRUPACION DE ELECTORES,55.07,AE,#82757f,Otros
31041,Ayegui/Aiegi,Navarra,2488,AYEGUI UNIDO,52.9,AU,#888575,Otros
31042,Azagra,Navarra,3802,UNION DEL PUEBLO NAVARRO,59.6,U.P.N.,#a00406,UPN
31043,Azuelo,Navarra,26,GEROA BAI,51.85,GEROA BAI,#b74444,Geroa Bai
31044,Bakaiku,Navarra,355,EH BILDU,81.29,EH BILDU,#22b194,EH Bildu
31046,Barbarin,Navarra,48,SAN BORONDÓN,44.83,S.B.,#7a8688,Otros
31048,Barillas,Navarra,257,AGRUPACION INDEPENDIENTE DE BARILLAS,85.26,A.I.B.,#888375,Otros
31049,Basaburua,Navarra,842,EH BILDU,84.31,EH BILDU,#22b194,EH Bildu
31050,Baztan,Navarra,7851,EH BILDU,39.2,EH BILDU,#22b194,EH Bildu
31053,Berbinzana,Navarra,648,PIEDRAMILLERA BIZIRIK,65.75,P.B,#887876,Amunt
31054,Bertizarana,Navarra,599,BERTIZARANAKO TALDEA,80.95,BERTIZARANAKO TALDEA,#7f8879,Otros
31055,Betelu,Navarra,369,ARRITXU TALDEA,90.4,ARRITXU TALDEA,#818778,Otros
31056,Biurrun-Olcoz,Navarra,235,AGRUPACION INDEPENDIENTE DE BIURRUN-OLCOZ,48.31,AGRUPACION INDEPENDIENTE DE BIURRUN-OLCOZ,#888375,Otros
31057,Buñuel,Navarra,2223,CAMBIAR BINEFAR (CAMBIAR),30.87,CB,#888575,Otros
31060,Burlada/Burlata,Navarra,20398,EH BILDU,25.76,EH BILDU,#22b194,EH Bildu
31061,El Busto,Navarra,51,INDEPENDIENTES DE EL BUSTO,38.89,IEB,#838677,Otros
31062,Cabanillas,Navarra,1370,PARTIDO SOCIALISTA DE NAVARRA-PSOE,59.41,PSN-PSOE,#da1f35,PSOE
31063,Cabredo,Navarra,78,EH BILDU,36.07,EH BILDU,#22b194,EH Bildu
31064,Cadreita,Navarra,2083,UNION DEL PUEBLO NAVARRO,52.26,U.P.N.,#a00406,UPN
31065,Caparroso,Navarra,2783,PARTIDO SOCIALISTA DE NAVARRA-PSOE,44.38,PSN-PSOE,#da1f35,PSOE
31066,Cárcar,Navarra,1124,PARTIDO SOCIALISTA DE NAVARRA-PSOE,55.99,PSN-PSOE,#da1f35,PSOE
31067,Carcastillo,Navarra,2428,AGRUPACION INDEPENDIENTES POR CAMPOLARA,55.6,IC,#888375,Otros
31068,Cascante,Navarra,3950,UNION DEL PUEBLO NAVARRO,57.17,U.P.N.,#a00406,UPN
31069,Cáseda,Navarra,946,AGRUPACION SAN ZOILO DE CASEDA,35.06,ASZC,#888075,Otros
31070,Castejón,Navarra,4311,PODEMOS + IZQUIERDA UNIDA + BATZARRE + ALIANZA VERDE + BERDEAK EQUO,33.31,PODEMOS + IZQUIERDA UNIDA + BATZARRE + ALIANZA VERDE +,#b865c1,Podemos
31071,Castillonuevo,Navarra,16,CASTILLONUEVO-GAZTELUBERRI AURRERA,54.55,C-G,#887c76,Otros
31072,Cintruénigo,Navarra,8106,UNION DEL PUEBLO NAVARRO,44.9,U.P.N.,#a00406,UPN
31073,Ziordia,Navarra,346,EH BILDU,68.57,EH BILDU,#22b194,EH Bildu
31074,Cirauqui/Zirauki,Navarra,465,CANDIDATURA ASAMBLEARIA INDEPENDIENTE,87.94,CAI,#888075,Otros
31075,Ciriza/Ziritza,Navarra,161,CASEDA AVANZA,46.15,C.A.,#888175,Otros
31076,Cizur,Navarra,3920,HACIENDO CENDEA,54.09,HC,#868576,Otros
31077,Corella,Navarra,8336,ALTERNATIVA CORELLANA INDEPENDIENTE,35.37,ACI,#888375,Otros
31078,Cortes,Navarra,3184,UNION DEL PUEBLO NAVARRO,47.29,U.P.N.,#a00406,UPN
31079,Desojo,Navarra,68,PARTIDO SOCIALISTA DE NAVARRA-PSOE,73.81,PSN-PSOE,#da1f35,PSOE
31081,Donamaria,Navarra,465,HERRIARENGATIK,89.12,HERRIARENGATIK,#888575,Otros
31082,Etxalar,Navarra,830,HERRI TALDEA,54.2,HT,#888375,Otros
31083,Echarri/Etxarri,Navarra,71,CANDIDATURA POPULAR ERROTABIDEA,50,C.P.E.,#888175,Otros
31084,Etxarri Aranatz,Navarra,2506,EH BILDU,77.84,EH BILDU,#22b194,EH Bildu
31085,Etxauri,Navarra,633,EH BILDU,84.97,EH BILDU,#22b194,EH Bildu
31086,Valle de Egüés/Eguesibar,Navarra,21795,UNION DEL PUEBLO NAVARRO,23.26,U.P.N.,#a00406,UPN
31087,Elgorriaga,Navarra,215,AGRUPACION INDEPENDIENTE ELGORRIAGA,50.43,AGRUPACION INDEPENDIENTE ELGORRIAGA,#888375,Otros
31088,Noáin (Valle de Elorz)/Noain (Elortzibar),Navarra,8367,UNION DEL PUEBLO NAVARRO,32.23,U.P.N.,#a00406,UPN
31089,Enériz/Eneritz,Navarra,297,AGRUPACION ELECTORES ESPEJA,93.45,AEE,#82757f,Otros
31091,Ergoiena,Navarra,373,BATZARRAMENDI,67.42,BATZARRAMENDI,#887e76,Otros
31092,Erro,Navarra,796,AGRUPACION INDEPENDIENTE VALLE DE ERRO,39.66,AIVE,#888375,Otros
31095,Esparza de Salazar/Espartza Zaraitzu,Navarra,74,AGEREGI,53.97,AGEREGI,#7d7588,Otros
31096,Espronceda,Navarra,105,AGRUPACION INDEPENDIENTE ENGUIDANOS,51.09,AIE,#888375,Otros
31097,Estella-Lizarra,Navarra,13977,UNION DEL PUEBLO NAVARRO,36.84,U.P.N.,#a00406,UPN
31098,Esteribar,Navarra,2792,EH BILDU,35.02,EH BILDU,#22b194,EH Bildu
31100,Eulate,Navarra,275,AGRUPACION ELECTORES ESPEJA,96.9,AEE,#82757f,Otros
31101,Ezcabarte,Navarra,1817,AGRUPACIÓN INDEPENDIENTE VECINOS POR EZCABARTE-EZKABARTEAREN ALDEBIZLAGUNAK,58.69,AIVE-EAB,#888375,Otros
31102,Ezkurra,Navarra,138,"AGRUPACIÓN DE ELECTORES ""IDOIA""",47.62,"AGRUPACIÓN DE ELECTORES ""IDOIA""",#82757f,Otros
31103,Ezprogui,Navarra,47,AGRUPACION INDEPENDIENTE ENGUIDANOS,44.83,AIE,#888375,Otros
31104,Falces,Navarra,2332,FALCES EN POSITIVO,37.34,FEP,#7a7788,Otros
31105,Fitero,Navarra,2046,UNION DEL PUEBLO NAVARRO,63.98,U.P.N.,#a00406,UPN
31106,Fontellas,Navarra,1016,PARTIDO SOCIALISTA DE NAVARRA-PSOE,55.37,PSN-PSOE,#da1f35,PSOE
31107,Funes,Navarra,2504,UNION DEL PUEBLO NAVARRO,56.7,U.P.N.,#a00406,UPN
31108,Fustiñana,Navarra,2459,POR FUSTIÑANA,47.46,POR FUSTIÑANA,#887e76,Otros
31109,Galar,Navarra,2299,AGRUPACION INDEPENDIENTE CENDEA DE GALAR,49.1,AICG,#888375,Otros
31110,Gallipienzo/Galipentzu,Navarra,103,VECINDARIO DE GALLIPIENZO,58.82,VG,#747d88,Otros
31111,Gallués/Galoze,Navarra,92,AGRUPACION ELECTORAL INDEPENDIENTE VIRGEN DE ARBURUA,39.44,AEIVA,#7e877d,Otros
31112,Garaioa,Navarra,91,AGRUPACION INDEPENDIENTE ALFAJARIN,38.3,AIA,#888375,Otros
31114,Garínoain,Navarra,534,AGRUPACIÓN KATALAIN,95.33,AK,#787988,Otros
31116,Genevilla,Navarra,57,AGRUPACION INDEPENDIENTE EL ENCINEDO,46.3,A.I.E.E.,#888375,Otros
31117,Goizueta,Navarra,694,EH BILDU,97.55,EH BILDU,#22b194,EH Bildu
31118,Goñi,Navarra,163,INDEPENDIENTES DEL VALLE DE GOÑI,51.89,IVG,#838677,Otros
31119,Güesa/Gorza,Navarra,34,AGRUPACIÓN INDEPENDIENTE DE GÜESA/GORZA,50,AIG,#888375,Otros
31120,Guesálaz/Gesalatz,Navarra,438,GANAR HIJAR (GANAR),44.88,GH,#7b8684,Otros
31121,Guirguillano,Navarra,70,AGRUPACION INDEPENDIENTE ALFAJARIN,37.04,AIA,#888375,Otros
31122,Huarte/Uharte,Navarra,7312,EH BILDU,36.84,EH BILDU,#22b194,EH Bildu
31123,Uharte Arakil,Navarra,791,EH BILDU,79.03,EH BILDU,#22b194,EH Bildu
31124,Ibargoiti,Navarra,282,AGRUPACION VALDALIGA INDEPENDIENTE REGIONALISTA,98.18,AVI,#888075,Otros
31125,Igúzquiza,Navarra,307,AGRUPACION INDEPENDIENTE CAMINO DEL VALLE,50.92,AGRUPACION INDEPENDIENTE CAMINO DEL VALLE,#888375,Otros
31126,Imotz,Navarra,418,EH BILDU,76.92,EH BILDU,#22b194,EH Bildu
31127,Irañeta,Navarra,167,ORBELA,56.25,ORBELA,#82757f,Otros
31129,Ituren,Navarra,515,EH BILDU,92.77,EH BILDU,#22b194,EH Bildu
31131,Iza/Itza,Navarra,1328,UNIDOS POR IZA,55.59,UPI,#7f7583,Otros
31132,Izagaondoa,Navarra,162,ASOCIACION RURAL IZAGAONDOA (ARIZA),45.16,ARIZA,#788488,Otros
