cod_ine,mun,pob,nombre_completo,partido_alcalde,partido_ganador,segundo,gobierna
08057,Castell de l'Areny,72,Pedro Raja Carmona,JxCat-JUNTS,JxCat-JUNTS,-,Lista más votada
08052,Castellar de n'Hug,167,Salvador Juncà Armengou,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08050,Castellar del Riu,171,Adrià Solé Giralt,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08051,Castellar del Vallès,24659,Ignasi Gimenez Renom,SOM DE CASTELLAR-PSC-CP,SOM DE CASTELLAR-PSC-CP,ERC - AM,Lista más votada
08053,Castellbell i el Vilar,3853,Mª Montserrat Badia Moreno,PSOE,PSOE,ERC-AM,Lista más votada
08054,Castellbisbal,12610,Joan Playà Guirado,ALTpCB-ECG,ALTpCB-ECG,PSC-CP,Lista más votada
08055,Castellcir,753,Eduard Guiteras Paré,araC-AM,araC-AM,JxCAT - JUNTS,Lista más votada
08056,Castelldefels,67226,Maria Asuncion Miranda Cuervas,PSOE,PP,PSC-CP,Otro
08058,Castellet i la Gornal,2452,Xavier Revuelta Esteve,PSOE,PSOE,ERC - AM,Lista más votada
08060,Castellfollit de Riubregós,163,Jordi Cases Camats,JxCat-JUNTS,JxCat-JUNTS,SPC-AM,Lista más votada
08059,Castellfollit del Boix,448,Celesti Rius Prat,ICB,ICB,JxCAT-JUNTS,Lista más votada
08061,Castellgalí,2179,Cristòfol Gimeno Iglesias,PSOE,PSOE,ERC-AM,Lista más votada
08062,Castellnou de Bages,1420,Domènec Òrrit I Pujol,ERC,ERC,CP,Lista más votada
08063,Castellolí,653,Joan Serra Muset,PUC-AM,PUC-AM,JUNTS,Lista más votada
08064,Castellterçol,2632,Isaac Burgos Lozano,CeP,CeP,JxCat - JUNTS,Lista más votada
08065,Castellví de la Marca,1597,Xavier Ramos I Pujol,JxCat-JUNTS,JxCat-JUNTS,ERC - AM,Lista más votada
08066,Castellví de Rosanes,1996,Adria Camino Fideu,ED-JUNTS,ED-JUNTS,Junts per Castellví - CP,Lista más votada
08067,Centelles,7595,Josep Paré Aregall,PSOE,PSOE,ARAJUNTS - AM,Lista más votada
08268,Cercs,1190,Jesús Calderer Palau,JxCat-JUNTS,JxCat-JUNTS,TfC-AM,Lista más votada
08266,Cerdanyola del Vallès,57217,Carlos Cordon Nuñez,PSOE,PSOE,ERC - AM,Lista más votada
08068,Cervelló,9233,José Ignacio Aparicio Ciria,M'estimo Cervelló-PSC-CP,M'estimo Cervelló-PSC-CP,ERC - SUMEN- MES- AM,Lista más votada
08069,Collbató,4655,Miquel Sola Navarro,ERC-GIC-AM,ERC-GIC-AM,SDEC-CP,Lista más votada
08070,Collsuspina,387,Oriol Batlló I Farriol,AC-AM,AC-AM,JxCAT-JUNTS,Lista más votada
08071,Copons,322,Alejandro Prehn Faura,AC,AC,JC-AM,Lista más votada
08072,Corbera de Llobregat,15017,Maria Montserrat Febrero I Piera,ERC,ERC,PSC - U- M - CP,Lista más votada
08073,Cornellà de Llobregat,89300,Antonio Balmón Arévalo,PSOE,PSOE,ERC / AM,Lista más votada
08074,Cubelles,16051,Rosa Montserrat Fonoll Ventura,UC-11,UC-11,PSC - CP,Lista más votada
08075,Dosrius,5685,Silvia Garrido Galera,PSOE,PSOE,ERC - AM,Lista más votada
08076,Esparreguera,22358,Eduard Rivas Mateo,PSOE,PSOE,ERC - AM,Lista más votada
08077,Esplugues de Llobregat,46777,Pilar Díaz Romero,PSC CP,PSC CP,ERC - GxE -  AM,Lista más votada
08078,"Espunyola, L'",258,Albert Altarriba Romagosa,PdR-AM,PdR-AM,JxCAT-JUNTS,Lista más votada
08079,"Estany, L'",408,Salvador Tresserra I Purtí,ERC,ERC,JxCAT-JUNTS,Lista más votada
08134,Figaró-Montmany,1127,Ramon Garcia Gonzalez,TPF,TPF,ERC -ACORD-AM,Lista más votada
08080,Fígols,46,Antonio Garcia Diaz,JxCat-JUNTS,JxCat-JUNTS,-,Lista más votada
08082,Fogars de la Selva,1540,Josep Vilà Camps,IF,IF,AF-CP,Lista más votada
08081,Fogars de Montclús,467,Albert Rovira I Rovira,JxCat-JUNTS,JxCat-JUNTS,ERC -AM,Lista más votada
08083,Folgueroles,2269,Xavier Roviró Alemany,DF-AM,DF-AM,JxCAT - JUNTS,Lista más votada
08084,Fonollosa,1495,Eloi Hernàndez I Mosella,JUNTS-ERC-AM,JUNTS-ERC-AM,-,Lista más votada
08085,Font-rubí,1440,Xavier Lluch Llopart,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08086,"Franqueses del Vallès, Les",20351,Francesc Colomé I Tenas,JxCat-JUNTS,JxCat-JUNTS,PSC-CP,Lista más votada
08090,Gaià,189,Enric Armengou Vall De Vilaramó,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08087,Gallifa,183,Mateu Comalrena De Sobregrau I Esteve,JxCat-JUNTS,JxCat-JUNTS,DEMÒCRATES,Lista más votada
08088,"Garriga, La",16733,Dolors Castellà I Puig,ERC-ACORD-AM,ERC-ACORD-AM,JUNTS,Lista más votada
08089,Gavà,46931,Gemma Badia I Cequier,PSOE,PSOE,ERC-EV-PU-AM,Lista más votada
08091,Gelida,7723,Lluïsa Llop Fernàndez,ERC,PSC-GELIDA-CP,ERC - AM,Otro
08092,Gironella,4916,David Font Simon,JxCat-JUNTS,JxCat-JUNTS,ERC-AR-AM,Lista más votada
08093,Gisclareny,27,Joan Tor Tomas,ERC,ERC,-,Lista más votada
08094,"Granada, La",2207,Joan Cols Canals,JxCat-JUNTS,ENTESA-AM,JUNTS,Otro
08095,Granera,85,Pere Genescà Girbau,JxCat-JUNTS,JxCat-JUNTS,ERC - AM,Lista más votada
08096,Granollers,62475,Alba Barnusell Ortuño,PSOE,PSOE,ERC-AM,Lista más votada
08097,Gualba,1585,Marc Uriach Cortinas,JxCat-JUNTS,JxCat-JUNTS,Acord per Gualba-ERC-AM,Lista más votada
08099,Guardiola de Berguedà,929,Josep Pere Lara Tristante,JxCat-JUNTS,JxCat-JUNTS,Ad'EG,Lista más votada
08100,Gurb,2705,Josep Casassas I Jordà,UxG-AM,JxCat-JUNTS,UxG - AM,Otro
08101,"Hospitalet de Llobregat, L'",264657,Núria Marín Martínez,PSOE,PSOE,ERC-AM,Lista más votada
08162,"Hostalets de Pierola, Els",3064,Gerard Parcerisas Valls,ERC,ERC,SUMEM-CP,Lista más votada
08102,Igualada,40875,Marc Castells Berzosa,JxCat-JUNTS,JxCat-JUNTS,ERC - AM,Lista más votada
08103,Jorba,825,David Sanchez Garcia,ERC,ERC,JUNTS,Lista más votada
08104,"Llacuna, La",917,Josep Parera Tort,CXLL-JUNTS,CXLL-JUNTS,JLL-ERC-AM,Lista más votada
08105,"Llagosta, La",13259,Oscar Sierra Gaona,PSOE,PSOE,ERC - AM,Lista más votada
08107,Lliçà d'Amunt,15673,Ignacio Simón Ortoll,PSOE,PSOE,ERC-AM,Lista más votada
08108,Lliçà de Vall,6580,Marta Bertran I Ramon,ERC,ERC,JUNTS,Lista más votada
08106,Llinars del Vallès,10116,Martí Pujol I Casals,ERC,ERC,PSC-CP,Lista más votada
08109,Lluçà,271,Glòria Colom Puigbò,IpLiSE-AM,IpLiSE-AM,-,Lista más votada
08110,Malgrat de Mar,18950,Sonia Viñolas Mollfulleda,PSOE,PSOE,JxM,Lista más votada
08111,Malla,276,Eudald Sentmartí Castañé,UPM,UPM,-,Lista más votada
08112,Manlleu,20804,Àlex Garrido I Serra,ERC-JFM-AM,ERC-JFM-AM,JxCAT-JUNTS,Lista más votada
08113,Manresa,78192,Marc Aloy I Guàrdia,ERC,ERC,JxCAT - JUNTS,Lista más votada
08242,Marganell,271,Veronica Hirano Effing,JxCat-JUNTS,JxCat-JUNTS,APM,Lista más votada
08114,Martorell,28667,Xavier Fonollosa Comas,JxCat-JUNTS,JxCat-JUNTS,PSC-CP,Lista más votada
08115,Martorelles,4823,Marc Candela I Callado,ERC,ERC,PSC-MAPM-CP,Lista más votada
08116,"Masies de Roda, Les",704,Jordi Vistós I Mas,MRI-ERC-AM,MRI-ERC-AM,JxCAT - JUNTS,Lista más votada
08117,"Masies de Voltregà, Les",3178,Verònica Ruiz Leiva,CP,CP,JxCAT-JUNTS,Lista más votada
08118,"Masnou, El",23848,Jaume Oliveras I Maristany,ERC-AM-AM,ERC-AM-AM,FM-ECG,Lista más votada
08119,Masquefa,9623,Xavier Boquete Saiz,JxCat-JUNTS,JxCat-JUNTS,PSC-CP,Lista más votada
08120,Matadepera,9672,Nil López Crespo,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08121,Mataró,129120,David Bote Paz,PSOE,PSOE,ERC - MES - AM,Lista más votada
08122,Mediona,2419,Juli Silvestre I Martinez,SOM MEDIONA-ERC-AM,SOM MEDIONA-ERC-AM,SpM-CP,Lista más votada
08138,Moià,6474,Dionís Guiteras I Rubio,aramoià-AM,aramoià-AM,JxCAT - JUNTS,Lista más votada
08123,Molins de Rei,26104,Xavier (Xavi) Paz Penche,PSOE,PSOE,JxM - Junts,Lista más votada
08124,Mollet del Vallès,51151,Mireia Dionisio Calé,PSOE,PSOE,Ara Mollet ERC-MES-AM,Lista más votada
08128,Monistrol de Calders,716,Ramon Vancells Casacuberta,CUP-AMUNT,CUP-AMUNT,JxCAT - JUNTS,Lista más votada
08127,Monistrol de Montserrat,3178,Joan Miguel I Rodríguez,ERC,ERC,CUP-AMUNT,Lista más votada
08125,Montcada i Reixac,36794,Laura Campos Ferrer,ECPMIR-ECG,ECPMIR-ECG,PSC-CP,Lista más votada
08130,Montclar,136,Raquel Sala Prat,M-AM,M-AM,-,Lista más votada
08131,Montesquiu,1048,Maria Núria Soler Sucarrat,SM-AMUNT,ERC,SM - AMUNT,Otro
08126,Montgat,12260,Merce Marin I Planas,JxCat-JUNTS,ERC,PSC-CP,Otro
08132,Montmajor,472,Maria Del Mar Monell Davins,FP-AM,FP-AM,JxCAT-JUNTS,Lista más votada
08133,Montmaneu,158,Àngel Farré Carulla,TFM-JUNTS,TFM-JUNTS,JM-ERC-AM,Lista más votada
08135,Montmeló,8798,Pedro Rodriguez Rodriguez,PSOE,PSOE,CANVIEM -ECG,Lista más votada
08136,Montornès del Vallès,16804,José Antonio Montero Domínguez,MEC-ECG,MEC-ECG,PSC-CP,Lista más votada
08137,Montseny,362,Núria Masnou I Pujol,ERC,ERC,AMD-CP,Lista más votada
08129,Muntanyola,655,Carles Morera I Calm,IpM-ERC-AM,IpM-ERC-AM,TFM,Lista más votada
08139,Mura,231,Montserrat Playà Camps,JxCat-JUNTS,JxCat-JUNTS,MAV-AMUNT,Lista más votada
08140,Navarcles,6068,Alba Pérez I Subirana,AraN-AM,AraN-AM,JXCAT -JUNTS,Lista más votada
08141,Navàs,5973,Genís Rovira Barat,CUP-AMUNT,CUP-AMUNT,ERC - AM,Lista más votada
08142,"Nou de Berguedà, La",176,Josep Maria Peixó Cerarols,SOM POBLE,SOM POBLE,-,Lista más votada
08143,Òdena,3681,Francisco Guisado Santano,PSC-ÒDENA PROGRÉS-CP,FEM-AM,PSC-ÒDENA PROGRÉS-CP,Otro
08145,Olèrdola,3847,Lucas Ramirez Búrdalo,ApO,ApO,ERC-AM,Lista más votada
08146,Olesa de Bonesvalls,1923,Pedro Juan Juan,PSOE,PSOE,ERC / ESQUERRA,Lista más votada
08147,Olesa de Montserrat,24132,Miquel Riera Rey,BO-ECG,BO-ECG,PSC-CP,Lista más votada
08148,Olivella,4127,Marta Verdejo Sanchez,PSOE,PSOE,ERC - AM,Lista más votada
08149,Olost,1190,Josep Maria Freixanet I Mayans,OiSC-AM,OiSC-AM,-,Lista más votada
08144,Olvan,874,Sebastià Prat Guilaña,CUP-AMUNT,CUP-AMUNT,ERC-AM,Lista más votada
08150,Orís,339,Arnau Basco Cirera,JxCat-JUNTS,JxCat-JUNTS,IpO - AM,Lista más votada
08151,Oristà,547,Marc Sucarrats Sabatés,JxCat-JUNTS,JxCat-JUNTS,-,Lista más votada
08152,Orpí,154,Imma Palet Rubió,IO-AM,IO-AM,JUNTS,Lista más votada
08153,Òrrius,779,Jordi Rull I Claus,ERC,ERC,JUNTS,Lista más votada
08154,Pacs del Penedès,915,Montserrat Mascaró Gras,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08155,Palafolls,9646,Francesc Alemany Martínez,ERC,ERC,PSC-CP,Lista más votada
08156,Palau-solità i Plegamans,14917,Oriol Lozano Rocabruna,ERC,ERC,PSC-CP,Lista más votada
08157,Pallejà,11636,Ascensión (Ascen) Ratia Checa,EP-ECG,EP-ECG,PSC-CP,Lista más votada
08905,"Palma de Cervelló, La",3015,Xavier González Alemany,LPS-ECG,LPS-ECG,JxCat-JUNTS,Lista más votada
08158,"Papiol, El",4232,Joan Borràs I Alborch,ERC,ERC,Sumem per el Papiol-CP,Lista más votada
08159,Parets del Vallès,18907,Francisco Juzgado Molla,PSOE,PSOE,ERC-AM,Lista más votada
08160,Perafita,412,Ramon Casals Costa,JxCat-JUNTS,JxCat-JUNTS,PAP-AMUNT,Lista más votada
08161,Piera,16411,Josep Llopart Gardela,JxCat-JUNTS,ERC,PSC-CP,Otro
08163,Pineda de Mar,27974,Xavier Amor Martín,PSOE,PSOE,ERC-JuntsxPineda-AM,Lista más votada
08164,"Pla del Penedès, El",1306,Vanessa Gascó Molner,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08165,"Pobla de Claramunt, La",2207,Antoni Mabras Marimon,P!,JxCat-JUNTS,P!,Otro
08166,"Pobla de Lillet, La",1063,Enric Pla Aramberri,ERC,ERC,JxCAT-JUNTS,Lista más votada
08167,Polinyà,8494,Javier Silva Perez,PSOE,PSOE,ERC - AM,Lista más votada
08182,"Pont de Vilomara i Rocafort, El",4016,Enric Campàs Serra,PSOE,PSOE,ERC-AM,Lista más votada
08168,Pontons,523,Jose Tutusaus Besante,PP,PP,JUNTS,Lista más votada
08169,"Prat de Llobregat, El",65532,Lluis Mijoler Martinez,EPC-ECG,EPC-ECG,PSC-CP,Lista más votada
08171,Prats de Lluçanès,2634,Jordi Bruch Franch,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08170,"Prats de Rei, Els",551,Maria Cristina Mas Soteras,GAP-AM,GAP-AM,-,Lista más votada
08230,Premià de Dalt,10419,Josep Triadó I Bergés,JxCat-JUNTS,JxCat-JUNTS,ERC - AM,Lista más votada
08172,Premià de Mar,28523,Rafael Navarro Álvarez,JxCat-JUNTS,JxCat-JUNTS,ERC - JxP - AM,Lista más votada
08175,Puig-reig,4289,Josep Maria Altarriba Roca (Alti),JxP-R-ERC-AM,JxP-R-ERC-AM,JxCAT-JUNTS,Lista más votada
08174,Puigdàlber,551,Miquel Vallès Esteve,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08176,Pujalt,206,Pere Masana Nadal,JP-AM,JxCat-JUNTS,JP-AM,Otro
08177,"Quar, La",51,Marta Puigantell Busqueta,ERC,ERC,-,Lista más votada
08178,Rajadell,549,Joan Carles Lluch De La Torre,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08179,Rellinars,868,Marta Roqué Aubia,GIR,GIR,ERC-AM,Lista más votada
08180,Ripollet,39139,José María Osuna López,ADR,ADR,PSC-CP,Lista más votada
08181,"Roca del Vallès, La",10676,Albert Gil I Gutiérrez,ERC,ERC,JUNTS,Lista más votada
08183,Roda de Ter,6449,Roger Corominas I Berloso,ERC-RodaRep-AM,IpR,ERC - RodaRep - AM,Otro
08184,Rubí,78549,Ana María Martínez Martínez,PSOE,PSOE,ERC-AM,Lista más votada
08185,Rubió,236,Francisco Miguel Archela Gil,JxCat-JUNTS,JxCat-JUNTS,IR-AM,Lista más votada
08901,Rupit i Pruit,296,Albert Marcé I Pujol,RUPIT PRUIT-AM,RUPIT PRUIT-AM,-,Lista más votada
08187,Sabadell,216204,Marta Farres Falgueras,PSOE,PSOE,ERC -AM,Lista más votada
08188,Sagàs,151,Silvia Triola Costa,AES,AES,-,Lista más votada
08190,Saldes,283,Moisès Masanas López,TsP-AM,TsP-AM,-,Lista más votada
08191,Sallent,6717,Oriol Ribalta I Pineda,ERC,ERC,JxCAT-JUNTS,Lista más votada
08194,Sant Adrià de Besòs,37283,Filomena Cañete Carrillo (Filo),PSOE,PSOE,ERC - AVANCEM - AM,Lista más votada
08195,Sant Agustí de Lluçanès,92,Josep Pujol Boladeras,JxCat-JUNTS,JxCat-JUNTS,-,Lista más votada
08196,Sant Andreu de la Barca,27175,Ana María Alba Aguilera,PSOE,PSOE,FEM - ERC - VxC - AM,Lista más votada
08197,Sant Andreu de Llavaneres,11150,Joan Mora I Buch (Nani),ERC,ERC,JUNTS,Lista más votada
08198,Sant Antoni de Vilamajor,6383,Raül Valentín Del Valle,CANVI,CANVI,PUSA,Lista más votada
08199,Sant Bartomeu del Grau,913,David Puyol Perez,#IxSBG,#IxSBG,SBiALB - AM,Lista más votada
08200,Sant Boi de Llobregat,83755,Lluïsa Moret Sabido,PSOE,PSOE,ERC - AM,Lista más votada
08201,Sant Boi de Lluçanès,573,Marc Parés Muns,TPSB,TPSB,-,Lista más votada
08203,Sant Cebrià de Vallalta,3570,Albert Pla I Besolí,ERC,ERC,AVSC,Lista más votada
08202,Sant Celoni,18176,Raül Garcia Ramírez,JxCat-JUNTS,JxCat-JUNTS,PSC-CP,Lista más votada
08204,Sant Climent de Llobregat,4193,Isidre Sierra Fusté,JxCat-JUNTS,JxCat-JUNTS,GxSC-CP,Lista más votada
08205,Sant Cugat del Vallès,94012,Mireia Ingla I Mas,ERC-MES-AM,JxCat-JUNTS,ERC-MES-AM,Otro
08206,Sant Cugat Sesgarrigues,1004,Jordi Ferrer I Verge,ERC,ERC,SC-PM-CP,Lista más votada
08207,Sant Esteve de Palautordera,2997,Daniel Antonio Fernandez Fuster,JxCat-JUNTS,JxCat-JUNTS,VR-CUP-AMUNT,Lista más votada
08208,Sant Esteve Sesrovires,7771,Enric Carbonell Jorba,PSOE,ERC,PSC - CP,Otro
08210,Sant Feliu de Codines,6406,Maria Mercedes Serrataco Costa,JxCat-JUNTS,JxCat-JUNTS,PRIMÀRIES CODINES,Lista más votada
08211,Sant Feliu de Llobregat,45463,Oriol Bossa I Pradas,ERC,PSOE,SFECP-ECG,Otro
08212,Sant Feliu Sasserra,617,Josep Romero I Beltran,ERC,ERC,-,Lista más votada
08209,Sant Fost de Campsentelles,8997,Maria Montserrat Sanmartí Pratginestós,IUSF,IUSF,ERC -JxSF-AM,Lista más votada
08213,Sant Fruitós de Bages,8936,Àdria Mazcuñan I Claret,ERC,GfP,ERC - AM,Otro
08215,Sant Hipòlit de Voltregà,3547,Gerard Sancho Vilalta,JxCat-JUNTS,JxCat-JUNTS,CP,Lista más votada
08193,Sant Iscle de Vallalta,1438,Eduard Turon Mainat,SPSI-ECG,SPSI-ECG,ERC-AM,Lista más votada
08216,Sant Jaume de Frontanyà,28,Manel Anselmo Amador,CxSJF-CP,CxSJF-CP,SJF-AMUNT,Lista más votada
08218,Sant Joan de Vilatorrada,10871,Jordi Solernou Vilalta,AXSJ,AXSJ,PSC-CP,Lista más votada
08217,Sant Joan Despí,34130,Maria Belén García Criado,PSOE,PSOE,ERC - AM,Lista más votada
08903,Sant Julià de Cerdanyola,235,Agustí Elias Cunill,Cerdanyola-AM,Cerdanyola-AM,-,Lista más votada
08220,Sant Julià de Vilatorta,3152,Joan Carles Rodríguez Casadevall,AVV-AM,AVV-AM,-,Lista más votada
08221,Sant Just Desvern,19379,Joan Basagañas Camps,PSOE,PSOE,JxCAT-JUNTS,Lista más votada
08222,Sant Llorenç d'Hortons,2459,Jordi Ferrer Durich,POBLE 20-JUNTS,POBLE 20-JUNTS,Entesa - ERC - AM,Lista más votada
08223,Sant Llorenç Savall,2514,Joan Solà Herms (Patau),ERC,ERC,CUP-AMunt,Lista más votada
08225,Sant Martí d'Albars,107,Ramon Padrós Ferrer,JxCat-JUNTS,JxCat-JUNTS,ISMA-AM,Lista más votada
08224,Sant Martí de Centelles,1186,Nuria Roca Carrasco,IPSM,IPSM,GdSMC - AM,Lista más votada
08226,Sant Martí de Tous,1236,David Alquezar Claramunt,ERC,ERC,CUP TOUS-AMUNT,Lista más votada
08227,Sant Martí Sarroca,3286,Josep Maria Padullés Altisent,FOMENENC,FOMENENC,JUNTSxCAT-JUNTS,Lista más votada
08228,Sant Martí Sesgueioles,344,Rosa Narbona Agustín,SMA-AM,SMA-AM,JUNTS,Lista más votada
08229,Sant Mateu de Bages,614,Josep Maria Junyent Serra,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08231,Sant Pere de Ribes,31525,Abigail Garrido Tinta,PSOE,PSOE,CONSTRUÏM,Lista más votada
08232,Sant Pere de Riudebitlles,2411,Joan Llort Vives,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08233,Sant Pere de Torelló,2488,Jordi Fàbrega I Colomer,EPS-AM,EPS-AM,-,Lista más votada
08234,Sant Pere de Vilamajor,4671,Pamela Isus I Sauri,ERC,ERC,ISP,Lista más votada
08189,Sant Pere Sallavinera,159,Matias Bosch Bacardit,JxCat-JUNTS,JxCat-JUNTS,IEPS-AM,Lista más votada
08235,Sant Pol de Mar,5538,Albert Zanca I Brossa,ERC,JxCat-JUNTS,ERC-AM,Otro
08236,Sant Quintí de Mediona,2367,Pol Pagès I Pont,ERC,ERC,JxSQM,Lista más votada
08237,Sant Quirze de Besora,2145,David Sola Rota,SP-AMunt,JxCat-JUNTS,ERC - AM,Otro
08238,Sant Quirze del Vallès,20156,Elisabeth Oliveras Jorba,Junts-ERC-AM,Junts-ERC-AM,JUNTS,Lista más votada
08239,Sant Quirze Safaja,660,Anna Guixà I Fisas,JxCat-JUNTS,JxCat-JUNTS,ISQS-CP,Lista más votada
08240,Sant Sadurní d'Anoia,12840,Anton Amat Ibañez,JxCat-JUNTS,ERC,JUNTS,Otro
08241,Sant Sadurní d'Osormort,76,Enric Riera Santaeulària,JxCat-JUNTS,JxCat-JUNTS,CP,Lista más votada
08098,Sant Salvador de Guardiola,3243,Georgina Mercadal I Viñals,Sumem-AM,JxCat-JUNTS,Sumem - AM,Otro
08262,Sant Vicenç de Castellet,9868,Adriana Delgado I Herreros,ERC,ERC,JUNTS,Lista más votada
08264,Sant Vicenç de Montalt,6523,Víctor Llasera Alsina,JxCat-JUNTS,JxCat-JUNTS,PSC-CP,Lista más votada
08265,Sant Vicenç de Torelló,2077,Èric Sibina I Màrquez,SUMEM-AM,SUMEM-AM,ISVVB,Lista más votada
08263,Sant Vicenç dels Horts,28115,Miguel Comino Haro,PSC-SVH en +-CP,PSC-SVH en +-CP,JUNTS x SVH - ERC - AM,Lista más votada
08243,Santa Cecília de Voltregà,179,Joan Senmarti Escarra,JxCat-JUNTS,JxCat-JUNTS,ISC - AM,Lista más votada
08244,Santa Coloma de Cervelló,8273,Jordi Bartolomé I Fernández,COL·LABOREM-ERC-AM,COL·LABOREM-ERC-AM,P-ECG,Lista más votada
08245,Santa Coloma de Gramenet,119289,Núria Parlon Gil,PSOE,PSOE,Cs,Lista más votada
08246,Santa Eugènia de Berga,2259,Xavier Fernández Sala,JxCat-JUNTS,JxCat-JUNTS,AraSí - ERC - AM,Lista más votada
08247,Santa Eulàlia de Riuprimer,1409,Xevi Rovira I Montells,IpR-AM,IpR-AM,-,Lista más votada
08248,Santa Eulàlia de Ronçana,7538,Francesc Bonet Nieto,POBLE UNIT,POBLE UNIT,ERC-AM,Lista más votada
08249,Santa Fe del Penedès,378,Jordi Bosch Morgades,JxCat-JUNTS,JxCat-JUNTS,AISF-FIC,Lista más votada
08250,Santa Margarida de Montbui,10192,Jesus Miguel Juarez Tamayo,AM-LVDVDM,AM-LVDVDM,PSC-CP,Lista más votada
08251,Santa Margarida i els Monjos,7664,Immaculada Ferret Raventós,PSOE,PSOE,ERC-AM,Lista más votada
08258,Santa Maria d'Oló,1065,Xavier Baraut I Roca,OLÓ SOM TOTS-ERC-AM,OLÓ SOM TOTS-ERC-AM,-,Lista más votada
08253,Santa Maria de Besora,161,Camilo Adam Vilarrasa,IpB,IpB,ISMB - AM,Lista más votada
08254,Santa Maria de Corcó,2198,Àlex Montanyà I Rifà,AUD-ERC-AM,AUD-ERC-AM,JxCAT-JUNTS,Lista más votada
08256,Santa Maria de Martorelles,882,Rodolf Casas Bonet,JxCat-JUNTS,SMEC-ECG,ERC-AC,Otro
08255,Santa Maria de Merlès,180,Josep Costa Garet,JxCat-JUNTS,JxCat-JUNTS,-,Lista más votada
08257,Santa Maria de Miralles,129,Pere Argelich Pujadó,JxCat-JUNTS,JxCat-JUNTS,MD-AM,Lista más votada
08259,Santa Maria de Palautordera,9666,Jordi Xena Ibañez,JxCat-JUNTS,JxCat-JUNTS,ERC-PD-AM,Lista más votada
08260,Santa Perpètua de Mogoda,26033,Isabel Garcia Ripoll,SPMENCOMÚ-ECG,SPMENCOMÚ-ECG,ERC-ARA-AM,Lista más votada
08261,Santa Susanna,3650,Joan Campolier Montsant,AIS-JUNTS,AIS-JUNTS,ERC-SEE-AM,Lista más votada
08192,Santpedor,7566,Xavier Codina I Casas,ERC,ERC,JUNTS,Lista más votada
08267,Sentmenat,9347,Marc Verneda Urbano,ACSENT,ACSENT,PSC - CP,Lista más votada
08269,Seva,3696,Maria Anna Pineda I Mir,ERC,ERC,JxCat-JUNTS,Lista más votada
08270,Sitges,30217,Aurora Carbonell I Abella,ERC,ERC,JUNTS,Lista más votada
08271,Sobremunt,78,Albert Güell Vallbona,IPS,IPS,-,Lista más votada
08272,Sora,211,Janna Locher Casas,JxCat-JUNTS,JxCat-JUNTS,IpS - AM,Lista más votada
08273,Subirats,3149,Pere Pons Vendrell,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
08274,Súria,5923,Albert Coberó Aymerich,PSOE,PSOE,ERC-AM,Lista más votada
08276,Tagamanent,325,Ignasi Martínez Murciano,ADT-ERC-AM,ADT-ERC-AM,-,Lista más votada
08277,Talamanca,222,Rosa Verneda Rabell,JxCat-JUNTS,JxCat-JUNTS,FEM TALAMANCA - AM,Lista más votada
08278,Taradell,6687,Mercè Cabanas Solà,ERC,ERC,JxCAT-JUNTS,Lista más votada
08275,Tavèrnoles,329,Josep Antoni De La Mora Costas,TAV-JxCAT-JUNTS,TAV-JxCAT-JUNTS,ERC - AM,Lista más votada
08280,Tavertet,113,Albert Prado Olmos,JxCat-JUNTS,JxCat-JUNTS,ERC - AM,Lista más votada
08281,Teià,6532,Andreu Bosch I Rodoreda,CaT-ERC-AM,CaT-ERC-AM,JxCAT-JUNTS,Lista más votada
08279,Terrassa,223011,Jordi Ballart Pastor,TxT,TxT,PSC-CP,Lista más votada
08282,Tiana,9009,Isaac Salvatierra Pujol,JxCat-JUNTS,JxCat-JUNTS,ERC - AM,Lista más votada
08283,Tona,8368,Amadeu Lleopart Costa,AT,JxCat-JUNTS,AT,Otro
08284,Tordera,17788,Joan Carles Garcia Cañizares,JxCat-JUNTS,JxCat-JUNTS,ERC-GdT-JOVENT-AM,Lista más votada
08285,Torelló,14553,Marçal Ortuño I Jolis,ERC-JpT-AM,ERC-JpT-AM,CUP-SP-AMUNT,Lista más votada
08286,"Torre de Claramunt, La",3852,Jaume Riba Bayo,JxCat-JUNTS,JxCat-JUNTS,PSC-CP,Lista más votada
08287,Torrelavit,1429,Manuel Raventós I Cuyàs,ERC,JxCat-JUNTS,ERC-AM,Otro
08288,Torrelles de Foix,2479,Sergi Vallès Domingo,JxCat-JUNTS,JxCat-JUNTS,ERC-AM,Lista más votada
