cod_ine,mun,pob,nombre_completo,partido_alcalde,partido_ganador,segundo,gobierna
28169,Venturada,2387,Daniel Alvarez Ruiz,IM,IM,SOMOS,Lista más votada
28171,Villa del Prado,6837,Héctor Ortega Otero,PSOE,PP,P.S.O.E.,Otro
28170,Villaconejos,3464,Adolfo Pacheco Sánchez,PP,PP,P.S.O.E.,Lista más votada
28172,Villalbilla,15049,Antonio Barahona Menor,PIM-Villalbilla,PIM-Villalbilla,PP,Lista más votada
28173,Villamanrique de Tajo,762,Antonia Ayuso García,PP,PP,P.S.O.E.,Lista más votada
28174,Villamanta,2643,Valentín Pereira Fresno,PSOE,PSOE,PP,Lista más votada
28175,Villamantilla,1514,Juan Antonio De La Morena Doca,PP,PP,P.S.O.E.,Lista más votada
28176,Villanueva de la Cañada,22580,Luis Manuel Partida Brunete,PP,PP,Cs,Lista más votada
28178,Villanueva de Perales,1599,José María Barrado Jiménez,PSOE,PSOE,GvVP,Lista más votada
28177,Villanueva del Pardillo,17310,Eduardo Fernández Navarro,PL-VP,PL-VP,VOX,Lista más votada
28179,Villar del Olmo,2211,Lucila Toledo Moreno,PP,PP,P.S.O.E.,Lista más votada
28180,Villarejo de Salvanés,7552,Jesús Díaz Roboso,Cs,Cs,P.S.O.E.,Lista más votada
28181,Villaviciosa de Odón,28030,Raúl Martín Galán,PP,PP,VOX,Lista más votada
28182,Villavieja del Lozoya,276,Aranzazu Reguera Carretero,JV,PSOE,JV,Otro
28183,Zarzalejo,1786,Rafael Herranz Ventura,PP,PP,PODEMOS - IU - EQUO,Lista más votada
29001,Alameda,5453,Jose Garcia Orejuela,ADELANTE,ADELANTE,PSOE-A,Lista más votada
29002,Alcaucín,2366,Ágata Noemí Gonzalez Martin,PSOE,PSOE,Cs,Lista más votada
29003,Alfarnate,1057,Juan Jesús Gallardo Khmarti,PSOE,PSOE,PP,Lista más votada
29004,Alfarnatejo,358,Daniel Benítez Zamora,PSOE,PSOE,PP,Lista más votada
29005,Algarrobo,6551,Alberto Pérez Gil,PSOE,PSOE,PP,Lista más votada
29006,Algatocín,825,Jose Manuel Lopez Gutierrez,PP,PP,PSOE-A,Lista más votada
29007,Alhaurín de la Torre,41868,Joaquín Villanova Rueda,PP,PP,PSOE-A,Lista más votada
29008,Alhaurín el Grande,26095,Antonia Jesús Ledesma Sánchez,PP,PP,PSOE-A,Lista más votada
29009,Almáchar,1843,Antonio Yuste Gámez,PSOE,PSOE,I.U. ANDALUCIA,Lista más votada
29010,Almargen,1944,María Del Carmen Romero García,ADELANTE,ADELANTE,PSOE-A,Lista más votada
29011,Almogía,3859,Cristóbal Torreblanca Sánchez,PSOE,PSOE,PP,Lista más votada
29012,Álora,13336,Francisco Jesús Martínez Subires,PSOE,PSOE,PP,Lista más votada
29013,Alozaina,2090,Antonio Pérez Rueda,PSOE,PSOE,PP,Lista más votada
29014,Alpandeire,261,María Dolores Bullón Ayala,GIA-P,GIA-P,PSOE-A,Lista más votada
29015,Antequera,41348,Manuel Jesus Baron Rios,PP,PP,PSOE-A,Lista más votada
29016,Árchez,398,Maria Del Carmen Moreno Cordoba,PP,PP,I.U. ANDALUCIA,Lista más votada
29017,Archidona,8114,Mercedes Montero Frías,PSOE,PSOE,ADELANTE,Lista más votada
29018,Ardales,2518,Juan Alberto Naranjo Moral,ADELANTE,ADELANTE,PSOE-A,Lista más votada
29019,Arenas,1181,Manuel Rios Sanchez,PP,PP,I.U. ANDALUCIA,Lista más votada
29020,Arriate,4112,Francisco Javier Anet Rueda,PSOE,PSOE,IU- ANDALUCIA,Lista más votada
29021,Atajate,179,María Auxiliadora Sánchez González,PSOE,PSOE,PP,Lista más votada
29022,Benadalid,236,Antonio Vera Vázquez,AEBENADALID UNIDO,AEBENADALID UNIDO,PSOE-A,Lista más votada
29023,Benahavís,7829,Jose Antonio Mena Castilla,PP,PP,PSOE-A,Lista más votada
29024,Benalauría,436,Eugenio Márquez Villanueva,PSOE,PSOE,PP,Lista más votada
29025,Benalmádena,70204,Victoriano Navas Perez,PSOE,PSOE,PP,Lista más votada
29026,Benamargosa,1535,Salvador Arcas Sánchez,PSOE,PP,PSOE-A,Otro
29027,Benamocarra,3030,Abdeslam Jesus Aoulad Ben Salem Lucena,POR MI PUEBLO,POR MI PUEBLO,PSOE-A,Lista más votada
29028,Benaoján,1470,Isabel Soraya García Mesa,PSOE,PSOE,APB,Lista más votada
29029,Benarrabá,438,Silvestre Barroso Jarillo,PP,PP,PSOE-A,Lista más votada
29030,"Borge, El",906,Raul Vallejo Díaz,PSOE,PSOE,I.U. ANDALUCIA,Lista más votada
29031,"Burgo, El",1805,Jose Joaquín García Ramírez,IU-ANDALUCIA,IU-ANDALUCIA,PSOE-A,Lista más votada
29032,Campillos,8301,Francisco Guerrero Cuadrado,ADELANTE,ADELANTE,PSOE-A,Lista más votada
29035,Cañete la Real,1633,Josefa Jurado Corrales,PSOE,PSOE,ADELANTE,Lista más votada
29033,Canillas de Aceituno,1704,Vicente Campos Gonzalez,PP,PP,PSOE-A,Lista más votada
29034,Canillas de Albaida,811,Jorge Martin Perez,PP,PP,PSOE-A,Lista más votada
29036,Carratraca,719,Francisca Jimenez Morilla,PSOE,PSOE,PP,Lista más votada
29037,Cartajima,259,Francisco Javier Benítez Tirado,PSOE,PSOE,-,Lista más votada
29038,Cártama,27436,Jorge Gallardo Gandulla,PSOE,PSOE,Cs,Lista más votada
29039,Casabermeja,3712,José María García Fernández,PSOE,ADELANTE,PSOE-A,Otro
29040,Casarabonela,2532,Antonio Campos Campos,PSOE,PSOE,PP,Lista más votada
29041,Casares,7342,Jose Carrasco Martinez,IU,IU,PSOE-A,Lista más votada
29042,Coín,23375,Francisco Javier Santos Cantos,PP,PP,PSOE-A,Lista más votada
29043,Colmenar,3450,José Martín García,PSOE,PSOE,PP,Lista más votada
29044,Comares,1349,Manuel Robles Robles,PP,PP,PSOE-A,Lista más votada
29045,Cómpeta,3866,Obdulio Perez Fernandez,PP,PP,PSOE-A,Lista más votada
29046,Cortes de la Frontera,3034,Jose Damian Garcia Berbén,VECINOS,VECINOS,PSOE-A,Lista más votada
29047,Cuevas Bajas,1355,Manuel Lara Pedrosa,PSOE,PSOE,ADELANTE,Lista más votada
29049,Cuevas de San Marcos,3614,José María Molina Ruz,PP,PP,PSOE-A,Lista más votada
29048,Cuevas del Becerro,1601,Ana María García Picón,ADELANTE,PSOE,ADELANTE,Otro
29050,Cútar,602,Francisco Javier Ruiz Merida,PP,PP,PSOE-A,Lista más votada
29051,Estepona,71925,Jose Maria Garcia Urbano,PP,PP,PSOE-A,Lista más votada
29052,Faraján,250,Fernando Fernández Bautista,PSOE,PSOE,-,Lista más votada
29053,Frigiliana,3198,Alejandro Herrero Platero,PSOE,PSOE,PP,Lista más votada
29054,Fuengirola,82585,Ana Maria Mula Redruello,PP,PP,PSOE-A,Lista más votada
29055,Fuente de Piedra,2770,Siro Pachón Gómez,PSOE,PSOE,ADELANTE,Lista más votada
29056,Gaucín,1595,Pedro Godino Martin,PP,PP,PSOE-A,Lista más votada
29057,Genalguacil,391,Miguel Angel Herrera Gutierrez,PSOE,PSOE,PP,Lista más votada
29058,Guaro,2326,José Antonio Carabantes Carretero,Cs,Cs,PSOE-A,Lista más votada
29059,Humilladero,3293,Miguel Asencio Espejo,PSOE,PSOE,ADELANTE,Lista más votada
29060,Igualeja,740,Francisco Ricardo Escalona Macias,PP,PP,PSOE-A,Lista más votada
29061,Istán,1520,José Miguel Marín Marín,IU,IU,PSOE-A,Lista más votada
29062,Iznate,912,Gregorio Antonio Campos Marfil,PSOE,PSOE,PP,Lista más votada
29063,Jimera de Líbar,388,Francisco Javier Lobo Caballero,PP,PP,PSOE-A,Lista más votada
29064,Jubrique,553,Alberto Jesus Benitez Andrades,PSOE,PSOE,PP,Lista más votada
29065,Júzcar,235,Francisco Lozano Fernandez,PP,PP,PSOE-A,Lista más votada
29066,Macharaviaya,524,Antonio Campos Garín,PSOE,PSOE,PP,Lista más votada
29067,Málaga,577405,Francisco Manuel De La Torre Prados,PP,PP,PSOE-A,Lista más votada
29068,Manilva,16849,Mario Jimenez Rodriguez,COMPROMISO MANILVA,IU,COMPROMISO MANILVA,Otro
29069,Marbella,147958,Maria Angeles Muñoz Uriol,PP,PP,PSOE-A,Lista más votada
29070,Mijas,86744,José Antonio González Pérez (Josele),PSOE,PP,PSOE-A,Otro
29071,Moclinejo,1244,José Luis González Paniagua,PSOE,PP,PSOE-A,Otro
29072,Mollina,5341,Eugenio Sevillano Ordoñez,PSOE,PSOE,PP,Lista más votada
29073,Monda,2762,María Remedios Fernández Martín,ADELANTE,ADELANTE,PP,Lista más votada
29903,Montecorto,572,Lidia Escalante Tornay,PSOE,PSOE,MÁS MONTECORTO,Lista más votada
29074,Montejaque,938,Diego Sánchez Sánchez,ADIA,ADIA,PSOE-A,Lista más votada
29075,Nerja,21018,Jose Alberto Armijo Navas,PP,PP,PSOE-A,Lista más votada
29076,Ojén,4023,Jose Antonio Gomez Sanchez,PSOE,PSOE,POR MI PUEBLO,Lista más votada
29077,Parauta,251,Katrin Ortega Márquez,PSOE,PSOE,PP,Lista más votada
29079,Periana,3159,Rafael Torrubia Ortigosa,PSOE,PSOE,I.U. ANDALUCIA,Lista más votada
29080,Pizarra,9572,Félix Francisco Lozano Narváez,PP,PP,PSOE-A,Lista más votada
29081,Pujerra,298,Francisco Macias Guerrero,PSOE,PSOE,PP,Lista más votada
29082,Rincón de la Victoria,49790,José Francisco Salado Escaño,PP,PP,PSOE-A,Lista más votada
29083,Riogordo,2734,Antonio Alés Montesinos,PP,PP,PSOE-A,Lista más votada
29084,Ronda,33624,Maria Paz Fernandez Lobato,PP,PP,PSOE-A,Lista más votada
29085,Salares,173,Pablo Jesus Crespillo Fernandez,PSOE,PSOE,PP,Lista más votada
29086,Sayalonga,1614,Sagrario Fernández Ariza,PSOE,PSOE,PP,Lista más votada
29087,Sedella,592,Francisco Abolafio Rodríguez,IU,IU,PSOE-A,Lista más votada
29904,Serrato,473,Francisco López Arana,PSOE,PSOE,MXS,Lista más votada
29088,Sierra de Yeguas,3386,José María González Gallardo,PSOE,PSOE,PP,Lista más votada
29089,Teba,3727,Cristobal Miguel Corral Maldonado,ADELANTE,ADELANTE,PSOE-A,Lista más votada
29090,Tolox,2203,Bartolomé Guerra Gil,PP,PP,PSOE-A,Lista más votada
29901,Torremolinos,68056,Margarita Del Carmen Del Cid Muñoz,PP,PP,PSOE-A,Lista más votada
29091,Torrox,18937,Oscar Medina España,PP,PP,PSOE-A,Lista más votada
29092,Totalán,725,Miguel Ángel Escaño López,PSOE,PSOE,Cs,Lista más votada
29093,Valle de Abdalajís,2483,José Romero Vegas,ADELANTE,ADELANTE,PP,Lista más votada
29094,Vélez-Málaga,82967,Antonio Moreno Ferrer,PSOE,PP,PSOE-A,Otro
29095,Villanueva de Algaidas,4129,Juan Antonio Cívico Llamas,PSOE,PSOE,AE-POR ALGAIDAS,Lista más votada
29902,Villanueva de la Concepción,3277,Gonzalo Sánchez Hoyos,PSOE,PSOE,PP,Lista más votada
29098,Villanueva de Tapia,1437,Manuel Sillero Granados,PSOE,PSOE,IdPA,Lista más votada
29096,Villanueva del Rosario,3374,Juan Francisco González Lorca,PSOE,PSOE,PP,Lista más votada
29097,Villanueva del Trabuco,5360,Jose Maria Garcia Campos,TSI,TSI,PSOE-A,Lista más votada
29099,Viñuela,2045,José Juan Jiménez López,PSOE,PSOE,POR MI PUEBLO,Lista más votada
29100,Yunquera,2866,Jose Maria Rodriguez Peralta,PP,PP,PSOE-A,Lista más votada
30001,Abanilla,6116,Jose Antonio Blasco Martinez,PP,PSOE,PP,Otro
30002,Abarán,13066,Jesus Gomez Montiel,PSOE,PSOE,PP,Lista más votada
30003,Águilas,35956,Maria Del Carmen Moreno Perez,PSOE,PSOE,PP,Lista más votada
30004,Albudeite,1388,Jesus Garcia Martinez,PP,PSOE,PP,Otro
30005,Alcantarilla,42559,Joaquin Buendia Gomez,PP,PP,P.S.O.E.,Lista más votada
30902,"Alcázares, Los",16935,Mario Gines Perez Cervera,PSOE,PSOE,PP,Lista más votada
30006,Aledo,1083,Francisco Javier Andreo Canovas,Cs,PSOE,Cs,Otro
30007,Alguazas,9842,Silvia Ruiz Serna,PP,PSOE,PP,Otro
30008,Alhama de Murcia,22240,Maria Dolores Guevara Cava (Mariola),PSOE,PSOE,PP,Lista más votada
30009,Archena,19500,Maria Patricia Fernandez Lopez,PP,PP,P.S.O.E.,Lista más votada
30010,Beniel,11508,Maria Carmen Morales Ferrando,PSOE,PSOE,PP,Lista más votada
30011,Blanca,6608,Pedro Luis Molina Cano,PSOE,PSOE,PP,Lista más votada
30012,Bullas,11619,María Dolores Muñoz Valverde,PSOE,PSOE,PP,Lista más votada
30013,Calasparra,10133,Teresa Garcia Sanchez,PSOE,PSOE,PP,Lista más votada
30014,Campos del Río,2061,Maria Jose Perez Ceron,PSOE,PSOE,PP,Lista más votada
30015,Caravaca de la Cruz,25611,Jose Francisco Garcia Fernandez,PP,PSOE,PP,Otro
30016,Cartagena,216365,Noelia María Arroyo Hernández,PP,MC CARTAGENA,PP,Otro
30017,Cehegín,14798,Jeronimo Moya Puerta,Cs,PSOE,PP,Otro
30018,Ceutí,12199,Sonia Almela Martínez,PSOE,PSOE,PP,Lista más votada
30019,Cieza,35301,Pascual Lucas Diaz,PSOE,PSOE,PP,Lista más votada
30020,Fortuna,10512,Catalina Herrero Lopez,PP,PP,P.S.O.E.,Lista más votada
30021,Fuente Álamo de Murcia,17225,Juana María Martínez García,PP,PSOE,PP,Otro
30022,Jumilla,26234,Juana Guardiola Verdú,PSOE,PSOE,PP,Lista más votada
30023,Librilla,5351,Tomas Baño Otalora,PP,PP,P.S.O.E.,Lista más votada
30024,Lorca,96238,Diego Jose Mateos Molina,PSOE,PP,P.S.O.E.,Otro
30025,Lorquí,7320,Joaquín Hernández Gomáriz,PSOE,PSOE,PP,Lista más votada
30026,Mazarrón,32988,Gaspar Miras Lorente,PSOE,PP,P.S.O.E.,Otro
30027,Molina de Segura,73498,Eliseo García Canto,PSOE,PSOE,PP,Lista más votada
30028,Moratalla,7797,Jesus Amo Amo,PSOE,PSOE,PP,Lista más votada
30029,Mula,17074,Juan Jesús Moreno García,PSOE,PSOE,PP,Lista más votada
30030,Murcia,460349,Jose Antonio Serrano Martinez,PSOE,PP,P.S.O.E.,Otro
30031,Ojós,495,Jose Emilio Palazon Marin,PP,PP,Cs,Lista más votada
30032,Pliego,3868,Antonio Huescar Perez,PP,PSOE,PP,Otro
30033,Puerto Lumbreras,16060,Maria De Los Angeles Tunez Garcia,PP,PP,P.S.O.E.,Lista más votada
30034,Ricote,1265,Ruben Carrasco Miñano,PSOE,PSOE,PP,Lista más votada
30035,San Javier,33645,Jose Miguel Luengo Gallego,PP,PP,P.S.O.E.,Lista más votada
30036,San Pedro del Pinatar,26320,Maria Visitacion Martinez Martinez,PP,PP,P.S.O.E.,Lista más votada
30901,Santomera,16154,Inmaculada Sanchez Roca,PSOE,PSOE,PP,Lista más votada
30037,Torre-Pacheco,37299,Antonio Leon Garre,PITP,PITP,P.S.O.E.,Lista más votada
30038,"Torres de Cotillas, Las",21837,Francisco Jesús López Manzanera,PSOE,PSOE,PP,Lista más votada
30039,Totana,32316,Pedro Jose Sanchez Perez,GT-IUVCR,GT-IUVCR,PP,Lista más votada
30040,Ulea,866,Victor Manuel Lopez Abenza,PP,PP,P.S.O.E.,Lista más votada
30041,"Unión, La",20536,Pedro López Milán,PSOE,PSOE,PP,Lista más votada
30042,Villanueva del Río Segura,3268,Jesus Mariano Viciana Ortiz,PSOE,PSOE,PP,Lista más votada
30043,Yecla,35083,María Remedios Lajara Domínguez,PP,PP,P.S.O.E.,Lista más votada
31001,Abáigar,84,Gorka Alegria Saralegui,INDEPENDIENTES POR ABAIGAR,INDEPENDIENTES POR ABAIGAR,-,Lista más votada
31002,Abárzuza/Abartzuza,538,Alberto Pagola Goñi,AIH,AIH,-,Lista más votada
31003,Abaurregaina/Abaurrea Alta,128,Francisco Javier Encaje Araña,GAZTELUBERRI,GAZTELUBERRI,-,Lista más votada
31004,Abaurrepea/Abaurrea Baja,29,María Rosario Salon Arozarena,AESM,ATI,A.E.S.M.,Otro
31005,Aberin,346,Francisco Javier Fernández Velasco,A I Aberín-Muniain,-,-,-
31006,Ablitas,2480,Carlos Bonel Soto,NA+,NA+,PSN-PSOE,Lista más votada
31007,Adiós,167,Miguel Ansa Reta,AEA,AEA,-,Lista más votada
31008,Aguilar de Codés,69,Jesus Angel Amescua Martínez De Rituerto,AIADC,AIADC,-,Lista más votada
31009,Aibar/Oibar,782,Aritz Burguete Blasco,AGEIZIA,AGEIZIA,-,Lista más votada
31011,Allín/Allin,884,Eduardo Marticorena Mortal NA,CIVA,CIVA,A.V.A.,Lista más votada
31012,Allo,925,Susana Castanera Gomez NA,PSOE,PSOE,A.S.A.,Lista más votada
31010,Altsasu/Alsasua,7441,Javier Ollo Martinez,GEROA BAI,GEROA BAI,EH Bildu,Lista más votada
31013,Améscoa Baja,721,Estibaliz Erdocia Ormazabal,AGRUPACION INDEPENDIENTE DE AMESCOA BAJA,AGRUPACION INDEPENDIENTE DE AMESCOA BAJA,AMESKOA MARTXAN,Lista más votada
31014,Ancín/Antzin,330,Isaac Corres Lopez,AIL,AIL,-,Lista más votada
31015,Andosilla,2752,Francisco Javier Sanz Itarte NA,PSOE,NA+,PSN-PSOE,Otro
31018,Añorbe,614,Joaquin Maria Sanz Goñi NA,ADEA,ADEA,-,Lista más votada
31016,Ansoáin/Antsoain,10732,Ander Andoni Oroz Casimiro,EH Bildu,EH Bildu,PSN-PSOE,Lista más votada
31017,Anue,493,Miguel Angel Larrayoz Vidan NA,AGRUPACION BURDINDOGUI,AGRUPACION BURDINDOGUI,AGRUPACION INDEPENDIENTE ANUE (A.I.A.),Lista más votada
31019,Aoiz/Agoitz,2791,Angel Martin Unzue Ayanz NA,EH Bildu,EH Bildu,-,Lista más votada
31020,Araitz,512,Jose Manuel Zubillaga Muguerza NA,EH Bildu,EH Bildu,-,Lista más votada
31025,Arakil,966,Oihana Olaverria Jaca NA,EH Bildu,EH Bildu,-,Lista más votada
31021,Aranarache/Aranaratxe,69,Marta Perez De Albeniz Ruiz,C Gest,-,-,-
31023,Aranguren,11726,Manuel Romero Pardo,CPVA,CPVA,NA+,Lista más votada
31024,Arano,114,Jose Antonio Ruiz Miner,HERRI AIERRIZ,HERRI AIERRIZ,-,Lista más votada
31022,Arantza,606,David Iturria Almandoz NA,EH Bildu,EH Bildu,-,Lista más votada
31026,Aras,153,Jesús Carlos Fernández Rubio,AI Tres Aras,-,-,-
31027,Arbizu,1113,Francisco Javier Razquin Flores,EH Bildu,EH Bildu,-,Lista más votada
31028,Arce/Artzi,253,Carlos Oroz Torrea,AHT,AHT,-,Lista más votada
31029,"Arcos, Los",1132,Javier Chasco Abaigar NA,TPLA,TPLA,I.L.A.,Lista más votada
31030,Arellano,164,Iñaki Urriza Arrastia,AIA,AIA,-,Lista más votada
31031,Areso,275,Jose Otermin Echarri NA,ARESO ERAIKIZ,ARESO ERAIKIZ,-,Lista más votada
31032,Arguedas,2310,Jose Maria Pardo Ayala,PSOE,PSOE,NA+,Lista más votada
31033,Aria,49,Ramon Iturralde Retegui,A I Aria,-,-,-
31034,Aribe,32,Asier Txikirrin Elizondo,AI Aribe,-,-,-
31035,Armañanzas,47,David Pérez De Albéniz Crespo,PSOE,PSOE,-,Lista más votada
31036,Arróniz,1049,Antonio Ángel Moleon Segura,PSOE,PSOE,-,Lista más votada
31037,Arruazu,100,Gorka Ovejero Ganboa,BATZALARRE,BATZALARRE,-,Lista más votada
31038,Artajona,1741,Juan Ramon Elorz Domezain,AGD,AGD,AA,Lista más votada
31039,Artazu,117,Iñaki Arguiñano Azcona,AE,AE,-,Lista más votada
31040,Atez,221,Paula Ibero Baraibar,EH Bildu,EH Bildu,-,Lista más votada
31058,Auritz/Burguete,228,Jose Irigaray Gil,AIA,AIA,GEROA BAI,Lista más votada
31041,Ayegui/Aiegi,2430,Leonardo Camaces Murillo NA,AU,AU,EH Bildu,Lista más votada
31042,Azagra,3781,Ruben Medrano Romeo,NA+,NA+,PSN-PSOE,Lista más votada
31043,Azuelo,27,Roberto Crespo Morentin,GEROA BAI,GEROA BAI,-,Lista más votada
31044,Bakaiku,353,Egoitz Urritza Lazkoz,EH Bildu,EH Bildu,-,Lista más votada
31901,Barañain,19853,Maria Lecumberri Bonilla,NA+,NA+,EH Bildu,Lista más votada
31045,Barásoain,613,Rita Delia Roldan Murillo,AIB,AIB,-,Lista más votada
31046,Barbarin,48,Maria Carmen Puerta Extremera,PB,PB,-,Lista más votada
31047,Bargota,254,Cristina Remírez Marquínez,C Gest,-,-,-
31048,Barillas,236,Jose Ramon Martinez Zardoya NA,AIB1,AIB1,A.I.B.2,Lista más votada
31049,Basaburua,838,Esther Lacasta Perez-Ilzarbe NA,EH Bildu,EH Bildu,-,Lista más votada
31050,Baztan,7863,Joseba Xabier Otondo Bikondoa,EH Bildu,EH Bildu,NA+,Lista más votada
31137,Beintza-Labaien,214,Jon Telletxea Juanenea,HERRIARENGATIK,HERRIARENGATIK,-,Lista más votada
31051,Beire,301,Ainara Gonzalez Rubio NA,BA,BA,-,Lista más votada
31052,Belascoáin,117,Jose Luis Larrea Cenoz NA,AGRUPACION INDEPENDIENTE BELASCOAIN,AGRUPACION INDEPENDIENTE BELASCOAIN,-,Lista más votada
31250,Bera,3759,Aitor Elexpuru Egaña,EH Bildu,EH Bildu,HERRIRAKO,Lista más votada
31053,Berbinzana,677,Angel Diez Asenjo NA,PB,PB,NA+,Lista más votada
31905,Beriáin,4132,Jose Manuel Menendez González,AB-BA,AB-BA,AVB,Lista más votada
31902,Berrioplano/Berriobeiti,7468,Raúl Julio Bator Pérez,NA+,NA+,EH Bildu,Lista más votada
31903,Berriozar,10723,Raul Maiza Gonzalez,EH Bildu,EH Bildu,NA+,Lista más votada
31054,Bertizarana,596,Andres Echenique Iriarte NA,EH Bildu,EH Bildu,-,Lista más votada
31055,Betelu,377,Miguel Javier Recalde Goldaraz,ARBIDE TALDEA,ARBIDE TALDEA,-,Lista más votada
31253,Bidaurreta,165,Enara Rabina Del Río,Urgunea,-,-,-
31056,Biurrun-Olcoz,227,Maria Luisa Serrano Echaves,AGRUPACION BIURRUN-OLCOZ,AGRUPACION BIURRUN-OLCOZ,-,Lista más votada
31057,Buñuel,2238,Maria Teresa Espinosa Saenz,CB,CB,NA+,Lista más votada
31059,Burgui/Burgi,193,Elena Calvo Petroch,C Gest,-,-,-
31060,Burlada/Burlata,19723,Ana Gongora Urzaiz,NA +,NA+,EH BILDU,Otro
31061,"Busto, El",53,Javier Ripa Arizaga,IEB,IEB,-,Lista más votada
31062,Cabanillas,1335,Gustavo Adolfo Rodriguez Aguado,PSOE,PSOE,NA+,Lista más votada
31063,Cabredo,85,Aranzazu Fernández Cayetano NA,AIO,AIO,-,Lista más votada
31064,Cadreita,2045,Berta Pejenaute Prat,NA+,NA+,Partido Socialista de Navarra-PSOE,Lista más votada
31065,Caparroso,2784,Carlos Alcuaz Monente,PSOE,CPF,PSN-PSOE,Otro
31066,Cárcar,1120,Maria Teresa Insausti Sola,PSOE,PSOE,NA+,Lista más votada
31067,Carcastillo,2487,Javier Igal Iguaz NA,IC,IC,NA+,Lista más votada
31068,Cascante,3962,Alberto Manuel Añon Jiménez,NA+,NA+,PSN-PSOE,Lista más votada
31069,Cáseda,952,Jesus Antonio Esparza Iriarte,ASZC,ASZC,IC/KL,Lista más votada
31070,Castejón,4306,David Alvarez Yanguas NA,IU,IU,NA+,Lista más votada
31071,Castillonuevo,18,Jose Hernandez Aristu,NA+,NA+,-,Lista más votada
31193,Cendea de Olza/Oltza Zendea,1868,Moises Garjon Villanueva,OH,OH,INDEPENDIENTES CENDEA DE OLZA,Lista más votada
31072,Cintruénigo,8051,Oscar Bea Trincado,NA+,NA+,PSN-PSOE,Lista más votada
31074,Cirauqui/Zirauki,488,Julio Laita Zabalza,CAI,CAI,-,Lista más votada
31075,Ciriza/Ziritza,163,Maria Cristina Porron Goñi NA,CANDIDATURA ARRILUZE,CANDIDATURA ARRILUZE,-,Lista más votada
31076,Cizur,3890,Rafael Anso Anso NA,NA+,NA+,C.A.,Lista más votada
31077,Corella,8220,Gorka Garcia Izal,ACI,ACI,NA+,Lista más votada
31078,Cortes,3164,Fernando Sierra Estoduto,CET,NA+,PSN-PSOE,Otro
31079,Desojo,72,Ana Rosa Yániz Pérez De Albeniz,DA,DA,A.I.S.P.M.,Lista más votada
31080,Dicastillo,589,Iñaki Suso Espadas,AIM,AIM,-,Lista más votada
31081,Donamaria,451,Natalia Rekarte Oteiza NA,Htik,Htik,DENONGATIK,Lista más votada
31221,Doneztebe/Santesteban,1826,Leire Ortuoste García,EH Bildu,EH Bildu,NA+,Lista más votada
31083,Echarri,78,José María Odériz Azcona,C P Errotabidea,-,-,-
31087,Elgorriaga,214,Ana Mª Otxandorena Juanena,Elgorritarrak,-,-,-
31089,Enériz/Eneritz,296,Raúl Elizalde Villamayor,A E Enériz,-,-,-
31090,Eratsun,146,Ignacio Estanga Michelena,Dagona Eratsun,-,-,-
31091,Ergoiena,366,Emeterio Senar Elso NA,ASKOGAIN,ASKOGAIN,BATZARRAMENDI,Lista más votada
31092,Erro,790,Enrique Garralda Erro,AIVE,AIVE,EH Bildu,Lista más votada
31094,Eslava,106,Ignacio Barber Zulet,C Gest,-,-,-
31095,Esparza de Salazar/Espartza Zaraitzu,74,Itziar Semberoiz Garralda NA,AGEREGI,AGEREGI,-,Lista más votada
31096,Espronceda,103,Lizhet Jhoana Cerpa Paredes NA,AIE,AIE,PSN-PSOE,Lista más votada
31097,Estella/Lizarra,13911,Koldo Leoz Garciandia,EH Bildu,NA+,EH Bildu,Otro
31098,Esteribar,2790,Mikel Gastesi Zabaleta,EH Bildu,EH Bildu,IE,Lista más votada
31099,Etayo,65,Laura Alegria Sos NA,CANDIDATURA INDEPENDIENTE DE ETAYO,CANDIDATURA INDEPENDIENTE DE ETAYO,-,Lista más votada
31082,Etxalar,828,Miguel Maria Irigoyen Sanzberro,HT,HT,EH BILDU,Lista más votada
31084,Etxarri-Aranatz,2489,Silvia Marañon Chasco NA,EH Bildu,EH Bildu,NA+,Lista más votada
31085,Etxauri,645,Idoia Aritzala Etxarren NA,EH Bildu,EH Bildu,-,Lista más votada
31100,Eulate,279,Maria Idoya Martinez De La Hidalga Jaurequi NA,AEE,AEE,-,Lista más votada
31101,Ezcabarte,1809,Pedro Maria Lezaun Esparza,AVE-EAB,AVE-EAB,EH BILDU,Lista más votada
31093,Ezcároz/Ezkaroze,308,Pablo Miqueleiz Compains NA,JASULE,JASULE,-,Lista más votada
31102,Ezkurra,136,Miren Jaione Zabalo Juantorena,Idoia,-,-,-
31103,Ezprogui,43,Alejandro Egea Landarech,C Gest,AGRUPACION INDEPENDIENTE SAN ANDRES,-,Otro
31104,Falces,2316,Sara Fernandez Allo,PSOE,PSOE,SOS Falces,Lista más votada
31105,Fitero,2081,Miguel Aguirre Yanguas NA,NA+,NA+,PSN-PSOE,Lista más votada
31106,Fontellas,999,Andres Agorreta Arriazu NA,PSOE,PSOE,NA+,Lista más votada
31107,Funes,2455,Ignacio Felipe Dominguez Martinez,NA+,NA+,-,Lista más votada
31108,Fustiñana,2490,Sergio Vitas Aguirre,NA+,NA+,PSN-PSOE,Lista más votada
31109,Galar,2274,Oscar Amoztegui Recalde,AICG,AICG,EH BILDU,Lista más votada
31110,Gallipienzo/Galipentzu,102,Ruben Mateo Solanas NA,VG,VG,-,Lista más votada
