indicativo,fecha_falsa,Máxima (media),Mínima (media),Máxima (umbral inferior),Máxima (umbral superior),Mínima (umbral inferior),Mínima (umbral superior),Máxima,Mínima,estacion,provincia,diferencia
C129V,2024-05-04,NA,NA,21.723451393108785,24.914205263506695,16.25864482869305,19.166152156777724,24.2,17.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-05,NA,NA,NA,NA,NA,NA,24.8,18.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-06,23.244558818337023,17.745535198134508,NA,NA,NA,NA,24.6,19.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-07,NA,NA,NA,NA,NA,NA,25,19.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-08,NA,NA,NA,NA,NA,NA,24.6,19.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-09,NA,NA,21.88946079428337,25.04639523315667,16.498416112737647,19.365417298414595,25.5,19.4,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-10,NA,NA,NA,NA,NA,NA,25.7,19.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-11,23.407438918014392,17.944532960767077,NA,NA,NA,NA,24.6,19.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-12,NA,NA,NA,NA,NA,NA,24.1,19.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-13,NA,NA,22.070320033975868,25.165562491590347,16.796491351722363,19.56605337914544,24.3,19.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-14,NA,NA,NA,NA,NA,NA,24.9,19.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-15,23.57490319677211,18.155805472195613,NA,NA,NA,NA,23.9,19.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-16,NA,NA,NA,NA,NA,NA,23.2,17.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-17,NA,NA,NA,NA,NA,NA,25.1,19,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-18,NA,NA,22.25885186316062,25.29877556801001,17.07383414170544,19.76467511685922,23.3,18.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-19,NA,NA,NA,NA,NA,NA,24.9,17.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-20,23.74448858793195,18.36647733564112,NA,NA,NA,NA,22.2,19.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-21,NA,NA,NA,NA,NA,NA,22.3,18.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-22,NA,NA,NA,NA,NA,NA,24.7,19.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-23,NA,NA,22.42417370353579,25.40189387734348,17.335360381394405,19.925572861680823,25.4,19.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-24,NA,NA,NA,NA,NA,NA,23.6,18.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-25,23.878779884681713,18.55584407610399,NA,NA,NA,NA,24.9,18.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-26,NA,NA,NA,NA,NA,NA,26.3,19.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-27,NA,NA,22.59887704502225,25.51092599063566,17.58439876661822,20.089033311283536,25.9,20.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-28,NA,NA,NA,NA,NA,NA,32.6,13.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-29,24.020748382189524,18.74742512856598,NA,NA,NA,NA,34.4,12.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-30,NA,NA,NA,NA,NA,NA,24.9,18.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-31,NA,NA,NA,NA,NA,NA,24.8,19.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-01,NA,NA,22.8261696918724,25.675405964443794,17.804393544842235,20.305652268909594,25.4,19.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-02,NA,NA,NA,NA,NA,NA,25.6,19.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-03,24.22351795932001,18.962700328308323,NA,NA,NA,NA,25.5,19.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-04,NA,NA,NA,NA,NA,NA,24.2,19.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-05,NA,NA,NA,NA,NA,NA,23.7,18.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-06,NA,NA,23.095405815451244,25.876164930907493,18.00685627592784,20.553820523732583,24.6,18.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-07,NA,NA,NA,NA,NA,NA,25.8,20.4,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-08,24.467125599235924,19.19048876364893,NA,NA,NA,NA,25.1,20.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-09,NA,NA,NA,NA,NA,NA,25.3,20.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-10,NA,NA,23.375740595765095,26.093153108167403,18.24432825285344,20.79292534036796,25.2,20.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-11,NA,NA,NA,NA,NA,NA,25.6,20.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-12,24.71475220002942,19.438464260318625,NA,NA,NA,NA,25.4,20.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-13,NA,NA,NA,NA,NA,NA,25.4,19.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-14,NA,NA,NA,NA,NA,NA,25.3,19.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-15,NA,NA,23.706208583972913,26.38150789921347,18.515574179528347,21.091807642574818,26.4,20.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-16,NA,NA,NA,NA,NA,NA,25,20.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-17,25.01065295193976,19.74646001817453,NA,NA,NA,NA,25.2,19.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-18,NA,NA,NA,NA,NA,NA,26.6,19.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-19,NA,NA,24.011241195132577,26.628694675797167,18.787137718922843,21.33640407059499,25.5,20.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-20,NA,NA,NA,NA,NA,NA,25.5,20.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-21,25.275616221656612,20.030000596566925,NA,NA,NA,NA,25.3,20.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-22,NA,NA,NA,NA,NA,NA,25,20.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-23,NA,NA,NA,NA,NA,NA,33.6,21.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-24,NA,NA,24.254001464257883,26.7496662695506,19.053125171207835,21.41811680020619,35.4,17.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-25,NA,NA,NA,NA,NA,NA,34.2,16.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-26,25.45700449515216,20.239567028040717,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-29,NA,NA,24.478950281970327,26.83984818056954,19.32015300522235,21.445232689265655,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-01,25.614358026912853,20.42537515215884,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-03,NA,NA,24.69053093386797,26.974091875489464,19.585978530071294,21.52570233716092,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-05,25.77896691140566,20.609897584694497,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-08,NA,NA,24.875898315652847,27.08539678586496,19.868950801876565,21.576399473845967,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-10,25.91680175449697,20.774248983830308,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-13,NA,NA,25.051463583952714,27.219319401746468,20.129003847137703,21.663410493447767,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-15,26.063043809657497,20.940264299490806,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-17,NA,NA,25.217084465784865,27.398607603128152,20.359647888250265,21.82799336359907,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-19,26.23791662535671,21.118672865980983,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-22,NA,NA,25.373023021485658,27.61205790934213,20.56751016267994,22.031020468289434,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-24,26.422368035118215,21.295971350950396,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-26,NA,NA,25.53549067287481,27.889108632273015,20.734094534550017,22.265741067533952,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-28,26.6118113496906,21.471619331477832,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-07-31,NA,NA,25.69881603205169,28.2461393051326,20.869948140884627,22.56486256951677,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-02,26.81878761347367,21.658109627614632,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-05,NA,NA,25.84843878759791,28.54161975782718,20.986222605193102,22.816386013142385,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-07,26.999759185276208,21.820574156697575,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-09,NA,NA,25.989844274864296,28.792519526068208,21.076272394180855,23.019204607266115,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-11,27.156562545723848,21.960837779558275,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-13,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-14,NA,NA,26.1248965940195,29.015823632497753,21.140609854708508,23.19830126594471,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-15,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-16,27.29840998712297,22.08200033819621,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-18,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-19,NA,NA,26.25361129377379,29.10546954228264,21.196068528523025,23.29662160397029,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-20,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-21,27.40692034778703,22.159596271416863,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-22,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-23,NA,NA,26.391334829544157,29.08837258056785,21.24059222293106,23.326047438847667,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-24,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-25,27.493724315497815,22.201337608992255,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-26,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-27,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-28,NA,NA,26.475098569544553,29.04408174300422,21.254931450525454,23.332728305415632,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-29,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-30,27.54326043297331,22.219953197859635,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-08-31,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-01,NA,NA,26.48696285303768,28.915784855742565,21.232043090849743,23.294377941811913,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-02,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-03,27.53543745511625,22.20536305048972,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-04,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-05,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-06,NA,NA,26.464440340038433,28.75175068829058,21.18837471825367,23.228268011068447,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-07,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-08,27.499261890924085,22.170661534923067,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-09,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-10,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-11,NA,NA,26.42171162386807,28.699741353758764,21.137746127183988,23.20011561639805,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-12,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-13,27.473055050431658,22.14922661130881,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-14,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-15,NA,NA,26.34232967790209,28.697247847783277,21.07132410072461,23.183211697391048,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-16,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-17,27.436653182928925,22.128316180250327,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-18,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-19,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-20,NA,NA,26.229423125938496,28.686819607992938,20.973481173251425,23.1474898883146,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-21,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-22,27.374531141972607,22.07530814372352,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-23,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-24,NA,NA,26.104833421270843,28.69019615899304,20.875203859606646,23.098601650424133,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-25,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-26,27.30038926982088,22.009278787689283,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-27,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-28,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-29,NA,NA,25.9467885816535,28.69480649760603,20.745983275642413,23.036611795027163,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-09-30,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-01,27.20279142746147,21.91707219531233,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-02,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-03,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-04,NA,NA,25.712393257653037,28.65814478521368,20.51913845905843,22.947542493054325,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-05,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-06,27.05280392451376,21.74813446876125,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-07,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-08,NA,NA,25.41531174231004,28.61340760073338,20.225285771638006,22.842654803158176,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-09,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-10,26.8654091147193,21.520513298071705,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-11,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-12,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-13,NA,NA,25.09314630074961,28.523935729037124,19.907411867395552,22.71267630208046,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-14,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-15,26.65205267854918,21.280755547218615,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-16,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-17,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-18,NA,NA,24.693204535056033,28.375275461917493,19.519325760488016,22.552204340364625,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-19,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-20,26.3945245341694,21.009877751828693,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-21,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-22,NA,NA,24.271718493205583,28.191219988761173,19.1003945264843,22.3685300525867,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-23,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-24,26.107515297704985,20.716487096947706,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-25,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-26,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-27,NA,NA,23.928335063760898,28.0089455176056,18.726374434082864,22.16530341377317,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-28,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-29,25.824780196771933,20.43936038961477,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-30,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-10-31,NA,NA,23.60253544017655,27.83019200097263,18.346047332274185,21.93858066880857,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-11-02,25.53372471376676,20.157993197678792,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-11-03,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-11-04,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-11-05,NA,NA,23.288162118153107,27.55629862552605,17.98027075276358,21.698998459803505,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-11-06,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-11-07,25.21683293153199,19.86956012378381,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-11-09,NA,NA,NA,NA,NA,NA,NA,NA,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
