indicativo,fecha_falsa,Máxima (media),Mínima (media),Máxima (umbral inferior),Máxima (umbral superior),Mínima (umbral inferior),Mínima (umbral superior),Máxima,Mínima,estacion,provincia,diferencia
1302F,2024-01-03,NA,NA,NA,NA,NA,NA,7.5,-0.5,Degaña,Asturias,6.60609973615421
1302F,2024-01-04,NA,NA,NA,NA,NA,NA,4.4,-0.9,Degaña,Asturias,6.60609973615421
1302F,2024-01-05,NA,NA,1.6714928628739998,13.515076094908498,-3.765150680131355,3.150821852454905,0,-1.6,Degaña,Asturias,6.60609973615421
1302F,2024-01-06,7.705114856812039,0.0334184036435764,NA,NA,NA,NA,0.4,-1.7,Degaña,Asturias,6.60609973615421
1302F,2024-01-07,NA,NA,NA,NA,NA,NA,3,-6.4,Degaña,Asturias,6.60609973615421
1302F,2024-01-08,NA,NA,NA,NA,NA,NA,3.2,-7.9,Degaña,Asturias,6.60609973615421
1302F,2024-01-09,NA,NA,NA,NA,NA,NA,1.1,-1.9,Degaña,Asturias,6.60609973615421
1302F,2024-01-10,NA,NA,1.0129984686124,12.25343965712582,-4.286579189597373,3.0101371853181225,1.2,-1.1,Degaña,Asturias,6.60609973615421
1302F,2024-01-11,6.61279541534786,-0.490351453111591,NA,NA,NA,NA,-0.7,-4,Degaña,Asturias,6.60609973615421
1302F,2024-01-12,NA,NA,NA,NA,NA,NA,0.6,-4.5,Degaña,Asturias,6.60609973615421
1302F,2024-01-13,NA,NA,NA,NA,NA,NA,7.1,-0.3,Degaña,Asturias,6.60609973615421
1302F,2024-01-14,NA,NA,0.4710831551565232,11.332694298455085,-4.716547999325785,2.8991838106770373,6.1,2.1,Degaña,Asturias,6.60609973615421
1302F,2024-01-15,5.756976090202127,-0.9121825654560988,NA,NA,NA,NA,9.1,0.8,Degaña,Asturias,6.60609973615421
1302F,2024-01-16,NA,NA,NA,NA,NA,NA,9.1,0.7,Degaña,Asturias,6.60609973615421
1302F,2024-01-17,NA,NA,NA,NA,NA,NA,8.3,4.1,Degaña,Asturias,6.60609973615421
1302F,2024-01-18,NA,NA,NA,NA,NA,NA,4.8,0.9,Degaña,Asturias,6.60609973615421
1302F,2024-01-19,NA,NA,0.05024374949596116,10.734379257192534,-5.057555980164272,2.814461824681255,2.4,-5.7,Degaña,Asturias,6.60609973615421
1302F,2024-01-20,5.13243507314622,-1.234831686416355,NA,NA,NA,NA,8.2,-6.2,Degaña,Asturias,6.60609973615421
1302F,2024-01-21,NA,NA,NA,NA,NA,NA,9.7,-0.1,Degaña,Asturias,6.60609973615421
1302F,2024-01-22,NA,NA,NA,NA,NA,NA,9.5,5.7,Degaña,Asturias,6.60609973615421
1302F,2024-01-23,NA,NA,NA,NA,NA,NA,14.8,3.7,Degaña,Asturias,6.60609973615421
1302F,2024-01-24,NA,NA,-0.2433212292446231,10.41083380072309,-5.303146145671377,2.7579960862744093,18.5,4.5,Degaña,Asturias,6.60609973615421
1302F,2024-01-25,4.723211712895649,-1.46035343043638,NA,NA,NA,NA,18.5,4.2,Degaña,Asturias,6.60609973615421
1302F,2024-01-26,NA,NA,NA,NA,NA,NA,17.6,2.7,Degaña,Asturias,6.60609973615421
1302F,2024-01-27,NA,NA,NA,NA,NA,NA,18.9,6.5,Degaña,Asturias,6.60609973615421
1302F,2024-01-28,NA,NA,-0.4022474463881602,10.48714647192046,-5.411410416808276,2.7452605574346163,14,6.7,Degaña,Asturias,6.60609973615421
1302F,2024-01-29,4.579921970687878,-1.5633104370821609,NA,NA,NA,NA,14.7,4.1,Degaña,Asturias,6.60609973615421
1302F,2024-01-30,NA,NA,NA,NA,NA,NA,14.4,2.5,Degaña,Asturias,6.60609973615421
1302F,2024-01-31,NA,NA,NA,NA,NA,NA,16.7,3.1,Degaña,Asturias,6.60609973615421
1302F,2024-02-01,NA,NA,NA,NA,NA,NA,14.5,3,Degaña,Asturias,6.60609973615421
1302F,2024-02-02,NA,NA,-0.4376375023684115,10.848920202412588,-5.431229269558223,2.7655332689367795,15.9,5.4,Degaña,Asturias,6.60609973615421
1302F,2024-02-03,4.658301796947641,-1.568300481887288,NA,NA,NA,NA,17.2,3,Degaña,Asturias,6.60609973615421
1302F,2024-02-04,NA,NA,NA,NA,NA,NA,15.8,2.2,Degaña,Asturias,6.60609973615421
1302F,2024-02-05,NA,NA,NA,NA,NA,NA,14.2,2,Degaña,Asturias,6.60609973615421
1302F,2024-02-06,NA,NA,-0.3215004416515498,11.414573143477527,-5.437602603106166,2.7850143689403084,13.8,1.5,Degaña,Asturias,6.60609973615421
1302F,2024-02-07,4.9536889001228985,-1.4953407936983054,NA,NA,NA,NA,8.7,1.1,Degaña,Asturias,6.60609973615421
1302F,2024-02-08,NA,NA,NA,NA,NA,NA,6.6,3.7,Degaña,Asturias,6.60609973615421
1302F,2024-02-09,NA,NA,NA,NA,NA,NA,6.1,0.9,Degaña,Asturias,6.60609973615421
1302F,2024-02-10,NA,NA,NA,NA,NA,NA,1.9,-1.2,Degaña,Asturias,6.60609973615421
1302F,2024-02-11,NA,NA,-0.01421119758988044,12.331088475137005,-5.42406410964859,2.786541245229947,3.5,-0.8,Degaña,Asturias,6.60609973615421
1302F,2024-02-12,5.545290521550537,-1.3213571515100018,NA,NA,NA,NA,8.8,2.9,Degaña,Asturias,6.60609973615421
1302F,2024-02-13,NA,NA,NA,NA,NA,NA,13.7,2.1,Degaña,Asturias,6.60609973615421
1302F,2024-02-14,NA,NA,NA,NA,NA,NA,13.3,6,Degaña,Asturias,6.60609973615421
1302F,2024-02-15,NA,NA,NA,NA,NA,NA,12.9,3.9,Degaña,Asturias,6.60609973615421
1302F,2024-02-16,NA,NA,0.2804423450705727,13.130788187324098,-5.330193187054926,2.8468332978396496,10.1,0.3,Degaña,Asturias,6.60609973615421
1302F,2024-02-17,6.112942657330014,-1.1228720756001116,NA,NA,NA,NA,14.9,-0.4,Degaña,Asturias,6.60609973615421
1302F,2024-02-18,NA,NA,NA,NA,NA,NA,16.2,3.4,Degaña,Asturias,6.60609973615421
1302F,2024-02-19,NA,NA,NA,NA,NA,NA,15.2,4.3,Degaña,Asturias,6.60609973615421
1302F,2024-02-20,NA,NA,0.7161525938365115,13.903596071804056,-5.049640243959348,2.9611606835529174,17.9,1.4,Degaña,Asturias,6.60609973615421
1302F,2024-02-21,6.818913959715105,-0.8193917206429618,NA,NA,NA,NA,11.4,3.5,Degaña,Asturias,6.60609973615421
1302F,2024-02-22,NA,NA,NA,NA,NA,NA,8,-1.4,Degaña,Asturias,6.60609973615421
1302F,2024-02-23,NA,NA,NA,NA,NA,NA,-0.1,-2.2,Degaña,Asturias,6.60609973615421
1302F,2024-02-24,NA,NA,NA,NA,NA,NA,2.7,-2.3,Degaña,Asturias,6.60609973615421
1302F,2024-02-25,NA,NA,1.1708189232691912,14.695975278849785,-4.722436978215003,3.137987656040378,6.8,1.6,Degaña,Asturias,6.60609973615421
1302F,2024-02-26,7.568735998862018,-0.4852239687137022,NA,NA,NA,NA,2,-2,Degaña,Asturias,6.60609973615421
1302F,2024-02-27,NA,NA,NA,NA,NA,NA,1.5,-2,Degaña,Asturias,6.60609973615421
1302F,2024-02-28,NA,NA,NA,NA,NA,NA,7.3,-0.6,Degaña,Asturias,6.60609973615421
1302F,2024-02-29,NA,NA,NA,NA,NA,NA,3,-1.9,Degaña,Asturias,6.60609973615421
1302F,2024-03-01,NA,NA,1.3922851241002971,15.461406770175175,-4.503776179418073,3.428448034394531,3.2,-2,Degaña,Asturias,6.60609973615421
1302F,2024-03-02,NA,NA,NA,NA,NA,NA,0.9,-3,Degaña,Asturias,6.60609973615421
1302F,2024-03-03,8.172774478909181,-0.22560019561915015,NA,NA,NA,NA,1.1,-2.8,Degaña,Asturias,6.60609973615421
1302F,2024-03-04,NA,NA,NA,NA,NA,NA,5.6,-0.4,Degaña,Asturias,6.60609973615421
1302F,2024-03-05,NA,NA,1.450035814864511,16.263411922203822,-4.312934559897782,3.8277419951115945,5.5,-1.7,Degaña,Asturias,6.60609973615421
1302F,2024-03-06,NA,NA,NA,NA,NA,NA,8.3,-2.5,Degaña,Asturias,6.60609973615421
1302F,2024-03-07,8.744364968218175,0.02419352012549457,NA,NA,NA,NA,4.8,0.3,Degaña,Asturias,6.60609973615421
1302F,2024-03-08,NA,NA,NA,NA,NA,NA,3.7,-0.6,Degaña,Asturias,6.60609973615421
1302F,2024-03-09,NA,NA,NA,NA,NA,NA,1.2,-1.5,Degaña,Asturias,6.60609973615421
1302F,2024-03-10,NA,NA,1.5601925958552028,16.870784311239703,-4.136387380500736,4.178605189294873,2.2,-0.5,Degaña,Asturias,6.60609973615421
1302F,2024-03-11,NA,NA,NA,NA,NA,NA,4.9,0.5,Degaña,Asturias,6.60609973615421
1302F,2024-03-12,9.165449001309264,0.23119014579734287,NA,NA,NA,NA,11.8,-0.9,Degaña,Asturias,6.60609973615421
1302F,2024-03-13,NA,NA,NA,NA,NA,NA,14.1,3.1,Degaña,Asturias,6.60609973615421
1302F,2024-03-14,NA,NA,1.627744735837288,17.22142061267579,-4.076511818939828,4.469367985573308,11,3.9,Degaña,Asturias,6.60609973615421
1302F,2024-03-15,NA,NA,NA,NA,NA,NA,12.1,0.7,Degaña,Asturias,6.60609973615421
1302F,2024-03-16,9.337814883551363,0.3041838387556693,NA,NA,NA,NA,12.1,2.4,Degaña,Asturias,6.60609973615421
1302F,2024-03-17,NA,NA,NA,NA,NA,NA,14.3,3.9,Degaña,Asturias,6.60609973615421
1302F,2024-03-18,NA,NA,NA,NA,NA,NA,16.4,2.7,Degaña,Asturias,6.60609973615421
1302F,2024-03-19,NA,NA,1.7399906685572222,17.54134017613554,-3.977342359445815,4.798029520094651,16.5,3.1,Degaña,Asturias,6.60609973615421
1302F,2024-03-20,NA,NA,NA,NA,NA,NA,14.5,3.4,Degaña,Asturias,6.60609973615421
1302F,2024-03-21,9.498293703743288,0.3999714338261228,NA,NA,NA,NA,18.6,5.2,Degaña,Asturias,6.60609973615421
1302F,2024-03-22,NA,NA,NA,NA,NA,NA,22.9,7.6,Degaña,Asturias,6.60609973615421
1302F,2024-03-23,NA,NA,NA,NA,NA,NA,14.8,3.4,Degaña,Asturias,6.60609973615421
1302F,2024-03-24,NA,NA,2.057088652842606,18.001263529530604,-3.636119015138742,5.256919737165964,15.8,-0.5,Degaña,Asturias,6.60609973615421
1302F,2024-03-25,NA,NA,NA,NA,NA,NA,9.8,-2.2,Degaña,Asturias,6.60609973615421
1302F,2024-03-26,9.84722607164972,0.6971606914787504,NA,NA,NA,NA,2.7,-4,Degaña,Asturias,6.60609973615421
1302F,2024-03-27,NA,NA,NA,NA,NA,NA,2.9,-2.4,Degaña,Asturias,6.60609973615421
1302F,2024-03-28,NA,NA,2.5044242975531437,18.46408296567215,-3.138860916217287,5.814194834714535,2.8,-2.4,Degaña,Asturias,6.60609973615421
1302F,2024-03-29,NA,NA,NA,NA,NA,NA,4.7,-0.1,Degaña,Asturias,6.60609973615421
1302F,2024-03-30,10.22749825596398,1.1071463219076412,NA,NA,NA,NA,6.1,-0.5,Degaña,Asturias,6.60609973615421
1302F,2024-03-31,NA,NA,NA,NA,NA,NA,7,-1.4,Degaña,Asturias,6.60609973615421
1302F,2024-04-01,NA,NA,NA,NA,NA,NA,4.8,-0.5,Degaña,Asturias,6.60609973615421
1302F,2024-04-02,NA,NA,2.9801695237792627,18.860091917155376,-2.6724913384314997,6.296161044547349,5.4,1.8,Degaña,Asturias,6.60609973615421
1302F,2024-04-03,NA,NA,NA,NA,NA,NA,12.5,4.2,Degaña,Asturias,6.60609973615421
1302F,2024-04-04,10.631276106189238,1.5042504663291345,NA,NA,NA,NA,13.1,3.9,Degaña,Asturias,6.60609973615421
1302F,2024-04-05,NA,NA,NA,NA,NA,NA,17.6,8.6,Degaña,Asturias,6.60609973615421
1302F,2024-04-06,NA,NA,NA,NA,NA,NA,15.2,6.9,Degaña,Asturias,6.60609973615421
1302F,2024-04-07,NA,NA,3.5610740138721995,19.214864388636013,-2.1439944043891885,6.762773366727537,13.5,2.3,Degaña,Asturias,6.60609973615421
1302F,2024-04-08,NA,NA,NA,NA,NA,NA,7.6,-0.5,Degaña,Asturias,6.60609973615421
1302F,2024-04-09,11.120440160047526,1.9576179958071955,NA,NA,NA,NA,9.2,-1,Degaña,Asturias,6.60609973615421
1302F,2024-04-10,NA,NA,NA,NA,NA,NA,15.9,-0.4,Degaña,Asturias,6.60609973615421
1302F,2024-04-11,NA,NA,4.145284325077137,19.569358031106315,-1.6314394900860285,7.201815422804964,24.4,5.2,Degaña,Asturias,6.60609973615421
1302F,2024-04-12,NA,NA,NA,NA,NA,NA,27.7,8.1,Degaña,Asturias,6.60609973615421
1302F,2024-04-13,11.633250154744038,2.4093255041795416,NA,NA,NA,NA,26.6,10.5,Degaña,Asturias,6.60609973615421
1302F,2024-04-14,NA,NA,NA,NA,NA,NA,25.5,9.2,Degaña,Asturias,6.60609973615421
1302F,2024-04-15,NA,NA,NA,NA,NA,NA,18.4,5,Degaña,Asturias,6.60609973615421
1302F,2024-04-16,NA,NA,4.642985756777444,19.885375140754892,-1.2495274100566958,7.536423436771799,14.7,2.6,Degaña,Asturias,6.60609973615421
1302F,2024-04-17,NA,NA,NA,NA,NA,NA,15.4,-0.1,Degaña,Asturias,6.60609973615421
1302F,2024-04-18,12.105767504471125,2.775853746217066,NA,NA,NA,NA,16.6,0.8,Degaña,Asturias,6.60609973615421
1302F,2024-04-19,NA,NA,NA,NA,NA,NA,21.1,5.7,Degaña,Asturias,6.60609973615421
1302F,2024-04-20,NA,NA,5.151106295796368,20.11800462186879,-0.9183406264141928,7.792004756304292,19.7,7.1,Degaña,Asturias,6.60609973615421
1302F,2024-04-21,NA,NA,NA,NA,NA,NA,18,4.1,Degaña,Asturias,6.60609973615421
1302F,2024-04-22,12.578412018664606,3.115268873888448,NA,NA,NA,NA,14,-0.8,Degaña,Asturias,6.60609973615421
1302F,2024-04-23,NA,NA,NA,NA,NA,NA,8.5,-1.3,Degaña,Asturias,6.60609973615421
1302F,2024-04-24,NA,NA,NA,NA,NA,NA,14.9,-1.7,Degaña,Asturias,6.60609973615421
1302F,2024-04-25,NA,NA,5.547413961113849,20.494477263065875,-0.641323973600565,8.076834525423548,7,1,Degaña,Asturias,6.60609973615421
1302F,2024-04-26,NA,NA,NA,NA,NA,NA,8.9,2.1,Degaña,Asturias,6.60609973615421
1302F,2024-04-27,13.025022374898665,3.4276150226018975,NA,NA,NA,NA,3.8,0.3,Degaña,Asturias,6.60609973615421
1302F,2024-04-28,NA,NA,NA,NA,NA,NA,6.9,0.2,Degaña,Asturias,6.60609973615421
1302F,2024-04-29,NA,NA,NA,NA,NA,NA,12.1,-1.2,Degaña,Asturias,6.60609973615421
1302F,2024-04-30,NA,NA,5.683192334121935,20.972840932791307,-0.5372090585101237,8.29623146282586,6.9,0.4,Degaña,Asturias,6.60609973615421
1302F,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-05-02,13.346515158961536,3.61289136833654,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-05-04,NA,NA,5.833150325987277,21.49925180794673,-0.43468828580206686,8.537378030042136,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-05-06,13.68381339008682,3.808818608766547,NA,NA,NA,NA,8.5,1,Degaña,Asturias,6.60609973615421
1302F,2024-05-07,NA,NA,NA,NA,NA,NA,15.6,1.7,Degaña,Asturias,6.60609973615421
1302F,2024-05-08,NA,NA,NA,NA,NA,NA,21.9,4.9,Degaña,Asturias,6.60609973615421
1302F,2024-05-09,NA,NA,6.282740679948658,22.195361569625195,-0.14833940417048305,8.984527998760651,23.1,6.9,Degaña,Asturias,6.60609973615421
1302F,2024-05-10,NA,NA,NA,NA,NA,NA,23.1,8.2,Degaña,Asturias,6.60609973615421
1302F,2024-05-11,14.264366305445668,4.202803054864465,NA,NA,NA,NA,20.2,7,Degaña,Asturias,6.60609973615421
1302F,2024-05-12,NA,NA,NA,NA,NA,NA,19.2,5.6,Degaña,Asturias,6.60609973615421
1302F,2024-05-13,NA,NA,6.890275624199179,23.105404915665993,0.23152365397781963,9.591277957178114,10.9,4.1,Degaña,Asturias,6.60609973615421
1302F,2024-05-14,NA,NA,NA,NA,NA,NA,7.9,2.2,Degaña,Asturias,6.60609973615421
1302F,2024-05-15,15.036238470814682,4.731039525102629,NA,NA,NA,NA,6.9,1.2,Degaña,Asturias,6.60609973615421
1302F,2024-05-16,NA,NA,NA,NA,NA,NA,7.4,1.2,Degaña,Asturias,6.60609973615421
1302F,2024-05-17,NA,NA,NA,NA,NA,NA,8.3,3.5,Degaña,Asturias,6.60609973615421
1302F,2024-05-18,NA,NA,7.4222778502083955,23.70458432358952,0.6140370001097278,10.0068871853407,8,3.9,Degaña,Asturias,6.60609973615421
1302F,2024-05-19,NA,NA,NA,NA,NA,NA,9.4,3.9,Degaña,Asturias,6.60609973615421
1302F,2024-05-20,15.581780293504558,5.159168083479395,NA,NA,NA,NA,11.9,2.1,Degaña,Asturias,6.60609973615421
1302F,2024-05-21,NA,NA,NA,NA,NA,NA,12.7,5,Degaña,Asturias,6.60609973615421
1302F,2024-05-22,NA,NA,NA,NA,NA,NA,9.7,1.4,Degaña,Asturias,6.60609973615421
1302F,2024-05-23,NA,NA,7.825303319759961,23.915155151361297,0.9625566838582948,10.15993570959854,13.9,-0.2,Degaña,Asturias,6.60609973615421
1302F,2024-05-24,NA,NA,NA,NA,NA,NA,20.7,3.1,Degaña,Asturias,6.60609973615421
1302F,2024-05-25,15.800050471537622,5.437821794799026,NA,NA,NA,NA,20.3,6.5,Degaña,Asturias,6.60609973615421
1302F,2024-05-26,NA,NA,NA,NA,NA,NA,16.5,5.8,Degaña,Asturias,6.60609973615421
1302F,2024-05-27,NA,NA,8.278480494117813,24.10472577279629,1.339847240551883,10.343524430302727,19.2,3.3,Degaña,Asturias,6.60609973615421
1302F,2024-05-28,NA,NA,NA,NA,NA,NA,24,5.6,Degaña,Asturias,6.60609973615421
1302F,2024-05-29,16.03697245759828,5.731373191541109,NA,NA,NA,NA,24.6,7.1,Degaña,Asturias,6.60609973615421
1302F,2024-05-30,NA,NA,NA,NA,NA,NA,19.7,5.9,Degaña,Asturias,6.60609973615421
1302F,2024-05-31,NA,NA,NA,NA,NA,NA,18.7,1.3,Degaña,Asturias,6.60609973615421
1302F,2024-06-01,NA,NA,8.93324011693401,24.472516006008465,1.8446353501064148,10.77639341247308,19.3,2.3,Degaña,Asturias,6.60609973615421
1302F,2024-06-02,NA,NA,NA,NA,NA,NA,20.6,6.9,Degaña,Asturias,6.60609973615421
1302F,2024-06-03,16.523005947224913,6.164029473426523,NA,NA,NA,NA,23.2,9,Degaña,Asturias,6.60609973615421
1302F,2024-06-04,NA,NA,NA,NA,NA,NA,25.1,8.8,Degaña,Asturias,6.60609973615421
1302F,2024-06-05,NA,NA,NA,NA,NA,NA,25.1,9.6,Degaña,Asturias,6.60609973615421
1302F,2024-06-06,NA,NA,9.717560397011736,24.845659919007577,2.4702937581205173,11.309690389989395,23,11,Degaña,Asturias,6.60609973615421
1302F,2024-06-07,NA,NA,NA,NA,NA,NA,28.7,11.4,Degaña,Asturias,6.60609973615421
1302F,2024-06-08,17.093861323186715,6.672262059053313,NA,NA,NA,NA,17.2,8.8,Degaña,Asturias,6.60609973615421
1302F,2024-06-09,NA,NA,NA,NA,NA,NA,12.3,7,Degaña,Asturias,6.60609973615421
1302F,2024-06-10,NA,NA,10.526450527847294,25.36239465725828,3.042730027811637,11.83705601855835,17.3,3.5,Degaña,Asturias,6.60609973615421
1302F,2024-06-11,NA,NA,NA,NA,NA,NA,16.6,2.8,Degaña,Asturias,6.60609973615421
1302F,2024-06-12,17.772485042847272,7.217881730499177,NA,NA,NA,NA,15.3,5.4,Degaña,Asturias,6.60609973615421
1302F,2024-06-13,NA,NA,NA,NA,NA,NA,18.2,6.6,Degaña,Asturias,6.60609973615421
1302F,2024-06-14,NA,NA,NA,NA,NA,NA,17.9,6.4,Degaña,Asturias,6.60609973615421
1302F,2024-06-15,NA,NA,11.41329478324244,26.14105173459865,3.623982698758496,12.503857830787418,17.3,4.6,Degaña,Asturias,6.60609973615421
1302F,2024-06-16,NA,NA,NA,NA,NA,NA,17.1,8.5,Degaña,Asturias,6.60609973615421
1302F,2024-06-17,18.65065903808994,7.87553950406304,NA,NA,NA,NA,19.3,9.3,Degaña,Asturias,6.60609973615421
1302F,2024-06-18,NA,NA,NA,NA,NA,NA,16,8,Degaña,Asturias,6.60609973615421
1302F,2024-06-19,NA,NA,12.266875240034786,26.84195798889357,4.1360545458589915,13.08243076230029,15.1,5.5,Degaña,Asturias,6.60609973615421
1302F,2024-06-20,NA,NA,NA,NA,NA,NA,10.6,6.9,Degaña,Asturias,6.60609973615421
1302F,2024-06-21,19.49390026384579,8.469171252825923,NA,NA,NA,NA,20.9,5.7,Degaña,Asturias,6.60609973615421
1302F,2024-06-22,NA,NA,NA,NA,NA,NA,19.7,8.4,Degaña,Asturias,6.60609973615421
1302F,2024-06-23,NA,NA,NA,NA,NA,NA,21.9,7.9,Degaña,Asturias,6.60609973615421
1302F,2024-06-24,NA,NA,13.210206218708562,27.471737753803115,4.560554537600989,13.547137844164304,26.4,9.8,Degaña,Asturias,6.60609973615421
1302F,2024-06-25,NA,NA,NA,NA,NA,NA,26.1,13.9,Degaña,Asturias,6.60609973615421
1302F,2024-06-26,20.38728273743121,9.026841544291376,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-06-29,NA,NA,14.200181536338825,28.09172062908326,4.948349289699744,13.968579417122838,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-01,21.320816655232093,9.57611406287228,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-03,NA,NA,14.86918030862687,28.342176379761582,5.242369671524815,14.115044562226254,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-05,21.88445938043502,9.88461142301222,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-08,NA,NA,15.300572163821032,28.217174766637893,5.415262343486074,13.9388493708458,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-10,22.153884215462877,9.976942066003076,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-13,NA,NA,15.64074082697688,28.12944182490282,5.577376662984952,13.799354936403796,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-15,22.354834364249168,10.01896403146606,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-17,NA,NA,15.944770398674974,28.1929872097958,5.797537242580208,13.830731791782524,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-19,22.543286692047236,10.010707489196184,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-22,NA,NA,16.17389905651515,28.26013199663089,5.999863378413647,13.88296452026512,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-24,22.668208974402557,9.949581250784172,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-26,NA,NA,16.30219759590435,28.37396590185169,6.1179285337483025,13.911189651196866,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-28,22.75441038655924,9.94592110874298,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-07-31,NA,NA,16.313780160284544,28.55325445596448,6.199939544964185,13.922825823558462,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-02,22.76704313556867,9.937822567189071,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-05,NA,NA,16.298450940909863,28.6561607917812,6.225512659197612,13.934078801282068,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-07,22.75447437273407,9.930443677740987,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-09,NA,NA,16.343209744471146,28.700782790439376,6.1316713569424195,13.985713110086731,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-11,22.77651079370286,9.950557283053122,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-13,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-14,NA,NA,16.319995449883336,28.70661223379188,5.972698185970101,14.040996253284913,NA,NA,Degaña,Asturias,6.60609973615421
1302F,2024-08-15,NA,NA,NA,NA,NA,NA,NA,NA,Degaña,Asturias,6.60609973615421
