cod_ine,mun_norm,prov_norm,ccaa_norm,municipio,provincia,ccaa
22234,torrente-de-cinca,huesca,aragon,Torrente de Cinca,Huesca,Aragón
22235,torres-de-alcanadre,huesca,aragon,Torres de Alcanadre,Huesca,Aragón
22236,torres-de-barbues,huesca,aragon,Torres de Barbués,Huesca,Aragón
22239,tramaced,huesca,aragon,Tramaced,Huesca,Aragón
22242,valfarta,huesca,aragon,Valfarta,Huesca,Aragón
22243,valle-de-bardaji,huesca,aragon,Valle de Bardají,Huesca,Aragón
22901,valle-de-hecho,huesca,aragon,Valle de Hecho,Huesca,Aragón
22244,valle-de-lierp,huesca,aragon,Valle de Lierp,Huesca,Aragón
22245,velilla-de-cinca,huesca,aragon,Velilla de Cinca,Huesca,Aragón
22909,vencillon,huesca,aragon,Vencillón,Huesca,Aragón
22247,viacamp-y-litera,huesca,aragon,Viacamp y Litera,Huesca,Aragón
22248,vicien,huesca,aragon,Vicién,Huesca,Aragón
22249,villanova,huesca,aragon,Villanova,Huesca,Aragón
22250,villanua,huesca,aragon,Villanúa,Huesca,Aragón
22251,villanueva-de-sigena,huesca,aragon,Villanueva de Sigena,Huesca,Aragón
22252,yebra-de-basa,huesca,aragon,Yebra de Basa,Huesca,Aragón
22253,yesero,huesca,aragon,Yésero,Huesca,Aragón
22254,zaidin,huesca,aragon,Zaidín,Huesca,Aragón
23001,albanchez-de-magina,jaen,andalucia,Albanchez de Mágina,Jaén,Andalucía
23002,alcala-la-real,jaen,andalucia,Alcalá la Real,Jaén,Andalucía
23003,alcaudete,jaen,andalucia,Alcaudete,Jaén,Andalucía
23004,aldeaquemada,jaen,andalucia,Aldeaquemada,Jaén,Andalucía
23005,andujar,jaen,andalucia,Andújar,Jaén,Andalucía
23006,arjona,jaen,andalucia,Arjona,Jaén,Andalucía
23007,arjonilla,jaen,andalucia,Arjonilla,Jaén,Andalucía
23008,arquillos,jaen,andalucia,Arquillos,Jaén,Andalucía
23905,arroyo-del-ojanco,jaen,andalucia,Arroyo del Ojanco,Jaén,Andalucía
23009,baeza,jaen,andalucia,Baeza,Jaén,Andalucía
23010,bailen,jaen,andalucia,Bailén,Jaén,Andalucía
23011,banos-de-la-encina,jaen,andalucia,Baños de la Encina,Jaén,Andalucía
23012,beas-de-segura,jaen,andalucia,Beas de Segura,Jaén,Andalucía
23902,bedmar-y-garciez,jaen,andalucia,Bedmar y Garcíez,Jaén,Andalucía
23014,begijar,jaen,andalucia,Begíjar,Jaén,Andalucía
23015,belmez-de-la-moraleda,jaen,andalucia,Bélmez de la Moraleda,Jaén,Andalucía
23016,benatae,jaen,andalucia,Benatae,Jaén,Andalucía
23017,cabra-del-santo-cristo,jaen,andalucia,Cabra del Santo Cristo,Jaén,Andalucía
23018,cambil,jaen,andalucia,Cambil,Jaén,Andalucía
23019,campillo-de-arenas,jaen,andalucia,Campillo de Arenas,Jaén,Andalucía
23020,canena,jaen,andalucia,Canena,Jaén,Andalucía
23021,carboneros,jaen,andalucia,Carboneros,Jaén,Andalucía
23901,carcheles,jaen,andalucia,Cárcheles,Jaén,Andalucía
23024,la-carolina,jaen,andalucia,La Carolina,Jaén,Andalucía
23025,castellar,jaen,andalucia,Castellar,Jaén,Andalucía
23026,castillo-de-locubin,jaen,andalucia,Castillo de Locubín,Jaén,Andalucía
23027,cazalilla,jaen,andalucia,Cazalilla,Jaén,Andalucía
23028,cazorla,jaen,andalucia,Cazorla,Jaén,Andalucía
23029,chiclana-de-segura,jaen,andalucia,Chiclana de Segura,Jaén,Andalucía
23030,chilluevar,jaen,andalucia,Chilluévar,Jaén,Andalucía
23031,escanuela,jaen,andalucia,Escañuela,Jaén,Andalucía
23032,espeluy,jaen,andalucia,Espeluy,Jaén,Andalucía
23033,frailes,jaen,andalucia,Frailes,Jaén,Andalucía
23034,fuensanta-de-martos,jaen,andalucia,Fuensanta de Martos,Jaén,Andalucía
23035,fuerte-del-rey,jaen,andalucia,Fuerte del Rey,Jaén,Andalucía
23037,genave,jaen,andalucia,Génave,Jaén,Andalucía
23038,la-guardia-de-jaen,jaen,andalucia,La Guardia de Jaén,Jaén,Andalucía
23039,guarroman,jaen,andalucia,Guarromán,Jaén,Andalucía
23041,higuera-de-calatrava,jaen,andalucia,Higuera de Calatrava,Jaén,Andalucía
23042,hinojares,jaen,andalucia,Hinojares,Jaén,Andalucía
23043,hornos,jaen,andalucia,Hornos,Jaén,Andalucía
23044,huelma,jaen,andalucia,Huelma,Jaén,Andalucía
23045,huesa,jaen,andalucia,Huesa,Jaén,Andalucía
23046,ibros,jaen,andalucia,Ibros,Jaén,Andalucía
23047,la-iruela,jaen,andalucia,La Iruela,Jaén,Andalucía
23048,iznatoraf,jaen,andalucia,Iznatoraf,Jaén,Andalucía
23049,jabalquinto,jaen,andalucia,Jabalquinto,Jaén,Andalucía
23050,jaen,jaen,andalucia,Jaén,Jaén,Andalucía
23051,jamilena,jaen,andalucia,Jamilena,Jaén,Andalucía
23052,jimena,jaen,andalucia,Jimena,Jaén,Andalucía
23053,jodar,jaen,andalucia,Jódar,Jaén,Andalucía
23040,lahiguera,jaen,andalucia,Lahiguera,Jaén,Andalucía
23054,larva,jaen,andalucia,Larva,Jaén,Andalucía
23055,linares,jaen,andalucia,Linares,Jaén,Andalucía
23056,lopera,jaen,andalucia,Lopera,Jaén,Andalucía
23057,lupion,jaen,andalucia,Lupión,Jaén,Andalucía
23058,mancha-real,jaen,andalucia,Mancha Real,Jaén,Andalucía
23059,marmolejo,jaen,andalucia,Marmolejo,Jaén,Andalucía
23060,martos,jaen,andalucia,Martos,Jaén,Andalucía
23061,mengibar,jaen,andalucia,Mengíbar,Jaén,Andalucía
23062,montizon,jaen,andalucia,Montizón,Jaén,Andalucía
23063,navas-de-san-juan,jaen,andalucia,Navas de San Juan,Jaén,Andalucía
23064,noalejo,jaen,andalucia,Noalejo,Jaén,Andalucía
23065,orcera,jaen,andalucia,Orcera,Jaén,Andalucía
23066,peal-de-becerro,jaen,andalucia,Peal de Becerro,Jaén,Andalucía
23067,pegalajar,jaen,andalucia,Pegalajar,Jaén,Andalucía
23069,porcuna,jaen,andalucia,Porcuna,Jaén,Andalucía
23070,pozo-alcon,jaen,andalucia,Pozo Alcón,Jaén,Andalucía
23071,puente-de-genave,jaen,andalucia,Puente de Génave,Jaén,Andalucía
23072,la-puerta-de-segura,jaen,andalucia,La Puerta de Segura,Jaén,Andalucía
23073,quesada,jaen,andalucia,Quesada,Jaén,Andalucía
23074,rus,jaen,andalucia,Rus,Jaén,Andalucía
23075,sabiote,jaen,andalucia,Sabiote,Jaén,Andalucía
23076,santa-elena,jaen,andalucia,Santa Elena,Jaén,Andalucía
23077,santiago-de-calatrava,jaen,andalucia,Santiago de Calatrava,Jaén,Andalucía
23904,santiago-pontones,jaen,andalucia,Santiago-Pontones,Jaén,Andalucía
23079,santisteban-del-puerto,jaen,andalucia,Santisteban del Puerto,Jaén,Andalucía
23080,santo-tome,jaen,andalucia,Santo Tomé,Jaén,Andalucía
23081,segura-de-la-sierra,jaen,andalucia,Segura de la Sierra,Jaén,Andalucía
23082,siles,jaen,andalucia,Siles,Jaén,Andalucía
23084,sorihuela-del-guadalimar,jaen,andalucia,Sorihuela del Guadalimar,Jaén,Andalucía
23085,torreblascopedro,jaen,andalucia,Torreblascopedro,Jaén,Andalucía
23086,torredelcampo,jaen,andalucia,Torredelcampo,Jaén,Andalucía
23087,torredonjimeno,jaen,andalucia,Torredonjimeno,Jaén,Andalucía
23088,torreperogil,jaen,andalucia,Torreperogil,Jaén,Andalucía
23090,torres,jaen,andalucia,Torres,Jaén,Andalucía
23091,torres-de-albanchez,jaen,andalucia,Torres de Albánchez,Jaén,Andalucía
23092,ubeda,jaen,andalucia,Úbeda,Jaén,Andalucía
23093,valdepenas-de-jaen,jaen,andalucia,Valdepeñas de Jaén,Jaén,Andalucía
23094,vilches,jaen,andalucia,Vilches,Jaén,Andalucía
23095,villacarrillo,jaen,andalucia,Villacarrillo,Jaén,Andalucía
23096,villanueva-de-la-reina,jaen,andalucia,Villanueva de la Reina,Jaén,Andalucía
23097,villanueva-del-arzobispo,jaen,andalucia,Villanueva del Arzobispo,Jaén,Andalucía
23098,villardompardo,jaen,andalucia,Villardompardo,Jaén,Andalucía
23099,los-villares,jaen,andalucia,Los Villares,Jaén,Andalucía
23101,villarrodrigo,jaen,andalucia,Villarrodrigo,Jaén,Andalucía
23903,villatorres,jaen,andalucia,Villatorres,Jaén,Andalucía
26001,abalos,la-rioja,la-rioja,Ábalos,La Rioja,La Rioja
26002,agoncillo,la-rioja,la-rioja,Agoncillo,La Rioja,La Rioja
26003,aguilar-del-rio-alhama,la-rioja,la-rioja,Aguilar del Río Alhama,La Rioja,La Rioja
26004,ajamil-de-cameros,la-rioja,la-rioja,Ajamil de Cameros,La Rioja,La Rioja
26005,albelda-de-iregua,la-rioja,la-rioja,Albelda de Iregua,La Rioja,La Rioja
26006,alberite,la-rioja,la-rioja,Alberite,La Rioja,La Rioja
26007,alcanadre,la-rioja,la-rioja,Alcanadre,La Rioja,La Rioja
26008,aldeanueva-de-ebro,la-rioja,la-rioja,Aldeanueva de Ebro,La Rioja,La Rioja
26009,alesanco,la-rioja,la-rioja,Alesanco,La Rioja,La Rioja
26010,aleson,la-rioja,la-rioja,Alesón,La Rioja,La Rioja
26011,alfaro,la-rioja,la-rioja,Alfaro,La Rioja,La Rioja
26012,almarza-de-cameros,la-rioja,la-rioja,Almarza de Cameros,La Rioja,La Rioja
26013,anguciana,la-rioja,la-rioja,Anguciana,La Rioja,La Rioja
26014,anguiano,la-rioja,la-rioja,Anguiano,La Rioja,La Rioja
26015,arenzana-de-abajo,la-rioja,la-rioja,Arenzana de Abajo,La Rioja,La Rioja
26016,arenzana-de-arriba,la-rioja,la-rioja,Arenzana de Arriba,La Rioja,La Rioja
26017,arnedillo,la-rioja,la-rioja,Arnedillo,La Rioja,La Rioja
26018,arnedo,la-rioja,la-rioja,Arnedo,La Rioja,La Rioja
26019,arrubal,la-rioja,la-rioja,Arrúbal,La Rioja,La Rioja
26020,ausejo,la-rioja,la-rioja,Ausejo,La Rioja,La Rioja
26021,autol,la-rioja,la-rioja,Autol,La Rioja,La Rioja
26022,azofra,la-rioja,la-rioja,Azofra,La Rioja,La Rioja
26023,badaran,la-rioja,la-rioja,Badarán,La Rioja,La Rioja
26024,banares,la-rioja,la-rioja,Bañares,La Rioja,La Rioja
26026,banos-de-rio-tobia,la-rioja,la-rioja,Baños de Río Tobía,La Rioja,La Rioja
26025,banos-de-rioja,la-rioja,la-rioja,Baños de Rioja,La Rioja,La Rioja
26027,berceo,la-rioja,la-rioja,Berceo,La Rioja,La Rioja
26028,bergasa,la-rioja,la-rioja,Bergasa,La Rioja,La Rioja
26029,bergasillas-bajera,la-rioja,la-rioja,Bergasillas Bajera,La Rioja,La Rioja
26030,bezares,la-rioja,la-rioja,Bezares,La Rioja,La Rioja
26031,bobadilla,la-rioja,la-rioja,Bobadilla,La Rioja,La Rioja
26032,brieva-de-cameros,la-rioja,la-rioja,Brieva de Cameros,La Rioja,La Rioja
26033,brinas,la-rioja,la-rioja,Briñas,La Rioja,La Rioja
26034,briones,la-rioja,la-rioja,Briones,La Rioja,La Rioja
26035,cabezon-de-cameros,la-rioja,la-rioja,Cabezón de Cameros,La Rioja,La Rioja
26036,calahorra,la-rioja,la-rioja,Calahorra,La Rioja,La Rioja
26037,camprovin,la-rioja,la-rioja,Camprovín,La Rioja,La Rioja
26038,canales-de-la-sierra,la-rioja,la-rioja,Canales de la Sierra,La Rioja,La Rioja
26039,canillas-de-rio-tuerto,la-rioja,la-rioja,Canillas de Río Tuerto,La Rioja,La Rioja
26040,canas,la-rioja,la-rioja,Cañas,La Rioja,La Rioja
26041,cardenas,la-rioja,la-rioja,Cárdenas,La Rioja,La Rioja
26042,casalarreina,la-rioja,la-rioja,Casalarreina,La Rioja,La Rioja
26043,castanares-de-rioja,la-rioja,la-rioja,Castañares de Rioja,La Rioja,La Rioja
26044,castroviejo,la-rioja,la-rioja,Castroviejo,La Rioja,La Rioja
26045,cellorigo,la-rioja,la-rioja,Cellorigo,La Rioja,La Rioja
26046,cenicero,la-rioja,la-rioja,Cenicero,La Rioja,La Rioja
26047,cervera-del-rio-alhama,la-rioja,la-rioja,Cervera del Río Alhama,La Rioja,La Rioja
26048,cidamon,la-rioja,la-rioja,Cidamón,La Rioja,La Rioja
26049,cihuri,la-rioja,la-rioja,Cihuri,La Rioja,La Rioja
26050,ciruena,la-rioja,la-rioja,Cirueña,La Rioja,La Rioja
26051,clavijo,la-rioja,la-rioja,Clavijo,La Rioja,La Rioja
26052,cordovin,la-rioja,la-rioja,Cordovín,La Rioja,La Rioja
26053,corera,la-rioja,la-rioja,Corera,La Rioja,La Rioja
26054,cornago,la-rioja,la-rioja,Cornago,La Rioja,La Rioja
26055,corporales,la-rioja,la-rioja,Corporales,La Rioja,La Rioja
26056,cuzcurrita-de-rio-tiron,la-rioja,la-rioja,Cuzcurrita de Río Tirón,La Rioja,La Rioja
26057,daroca-de-rioja,la-rioja,la-rioja,Daroca de Rioja,La Rioja,La Rioja
26058,enciso,la-rioja,la-rioja,Enciso,La Rioja,La Rioja
26059,entrena,la-rioja,la-rioja,Entrena,La Rioja,La Rioja
26060,estollo,la-rioja,la-rioja,Estollo,La Rioja,La Rioja
26061,ezcaray,la-rioja,la-rioja,Ezcaray,La Rioja,La Rioja
26062,foncea,la-rioja,la-rioja,Foncea,La Rioja,La Rioja
26063,fonzaleche,la-rioja,la-rioja,Fonzaleche,La Rioja,La Rioja
26064,fuenmayor,la-rioja,la-rioja,Fuenmayor,La Rioja,La Rioja
26065,galbarruli,la-rioja,la-rioja,Galbárruli,La Rioja,La Rioja
26066,galilea,la-rioja,la-rioja,Galilea,La Rioja,La Rioja
26067,gallinero-de-cameros,la-rioja,la-rioja,Gallinero de Cameros,La Rioja,La Rioja
26068,gimileo,la-rioja,la-rioja,Gimileo,La Rioja,La Rioja
26069,granon,la-rioja,la-rioja,Grañón,La Rioja,La Rioja
26070,gravalos,la-rioja,la-rioja,Grávalos,La Rioja,La Rioja
26071,haro,la-rioja,la-rioja,Haro,La Rioja,La Rioja
26072,herce,la-rioja,la-rioja,Herce,La Rioja,La Rioja
26073,herramelluri,la-rioja,la-rioja,Herramélluri,La Rioja,La Rioja
26074,hervias,la-rioja,la-rioja,Hervías,La Rioja,La Rioja
26075,hormilla,la-rioja,la-rioja,Hormilla,La Rioja,La Rioja
26076,hormilleja,la-rioja,la-rioja,Hormilleja,La Rioja,La Rioja
26077,hornillos-de-cameros,la-rioja,la-rioja,Hornillos de Cameros,La Rioja,La Rioja
26078,hornos-de-moncalvillo,la-rioja,la-rioja,Hornos de Moncalvillo,La Rioja,La Rioja
26079,huercanos,la-rioja,la-rioja,Huércanos,La Rioja,La Rioja
26080,igea,la-rioja,la-rioja,Igea,La Rioja,La Rioja
26081,jalon-de-cameros,la-rioja,la-rioja,Jalón de Cameros,La Rioja,La Rioja
26082,laguna-de-cameros,la-rioja,la-rioja,Laguna de Cameros,La Rioja,La Rioja
26083,lagunilla-del-jubera,la-rioja,la-rioja,Lagunilla del Jubera,La Rioja,La Rioja
26084,lardero,la-rioja,la-rioja,Lardero,La Rioja,La Rioja
26086,ledesma-de-la-cogolla,la-rioja,la-rioja,Ledesma de la Cogolla,La Rioja,La Rioja
26087,leiva,la-rioja,la-rioja,Leiva,La Rioja,La Rioja
26088,leza-de-rio-leza,la-rioja,la-rioja,Leza de Río Leza,La Rioja,La Rioja
26089,logrono,la-rioja,la-rioja,Logroño,La Rioja,La Rioja
26091,lumbreras,la-rioja,la-rioja,Lumbreras,La Rioja,La Rioja
26092,manjarres,la-rioja,la-rioja,Manjarrés,La Rioja,La Rioja
26093,mansilla-de-la-sierra,la-rioja,la-rioja,Mansilla de la Sierra,La Rioja,La Rioja
26094,manzanares-de-rioja,la-rioja,la-rioja,Manzanares de Rioja,La Rioja,La Rioja
26095,matute,la-rioja,la-rioja,Matute,La Rioja,La Rioja
26096,medrano,la-rioja,la-rioja,Medrano,La Rioja,La Rioja
26098,munilla,la-rioja,la-rioja,Munilla,La Rioja,La Rioja
26099,murillo-de-rio-leza,la-rioja,la-rioja,Murillo de Río Leza,La Rioja,La Rioja
26100,muro-de-aguas,la-rioja,la-rioja,Muro de Aguas,La Rioja,La Rioja
26101,muro-en-cameros,la-rioja,la-rioja,Muro en Cameros,La Rioja,La Rioja
26102,najera,la-rioja,la-rioja,Nájera,La Rioja,La Rioja
26103,nalda,la-rioja,la-rioja,Nalda,La Rioja,La Rioja
26104,navajun,la-rioja,la-rioja,Navajún,La Rioja,La Rioja
26105,navarrete,la-rioja,la-rioja,Navarrete,La Rioja,La Rioja
26106,nestares,la-rioja,la-rioja,Nestares,La Rioja,La Rioja
26107,nieva-de-cameros,la-rioja,la-rioja,Nieva de Cameros,La Rioja,La Rioja
26109,ochanduri,la-rioja,la-rioja,Ochánduri,La Rioja,La Rioja
26108,ocon,la-rioja,la-rioja,Ocón,La Rioja,La Rioja
26110,ojacastro,la-rioja,la-rioja,Ojacastro,La Rioja,La Rioja
26111,ollauri,la-rioja,la-rioja,Ollauri,La Rioja,La Rioja
26112,ortigosa-de-cameros,la-rioja,la-rioja,Ortigosa de Cameros,La Rioja,La Rioja
26113,pazuengos,la-rioja,la-rioja,Pazuengos,La Rioja,La Rioja
26114,pedroso,la-rioja,la-rioja,Pedroso,La Rioja,La Rioja
26115,pinillos,la-rioja,la-rioja,Pinillos,La Rioja,La Rioja
26117,pradejon,la-rioja,la-rioja,Pradejón,La Rioja,La Rioja
26118,pradillo,la-rioja,la-rioja,Pradillo,La Rioja,La Rioja
26119,prejano,la-rioja,la-rioja,Préjano,La Rioja,La Rioja
26120,quel,la-rioja,la-rioja,Quel,La Rioja,La Rioja
26121,rabanera,la-rioja,la-rioja,Rabanera,La Rioja,La Rioja
26122,el-rasillo-de-cameros,la-rioja,la-rioja,El Rasillo de Cameros,La Rioja,La Rioja
26123,el-redal,la-rioja,la-rioja,El Redal,La Rioja,La Rioja
26124,ribafrecha,la-rioja,la-rioja,Ribafrecha,La Rioja,La Rioja
26125,rincon-de-soto,la-rioja,la-rioja,Rincón de Soto,La Rioja,La Rioja
26126,robres-del-castillo,la-rioja,la-rioja,Robres del Castillo,La Rioja,La Rioja
26127,rodezno,la-rioja,la-rioja,Rodezno,La Rioja,La Rioja
26128,sajazarra,la-rioja,la-rioja,Sajazarra,La Rioja,La Rioja
26129,san-asensio,la-rioja,la-rioja,San Asensio,La Rioja,La Rioja
26130,san-millan-de-la-cogolla,la-rioja,la-rioja,San Millán de la Cogolla,La Rioja,La Rioja
26131,san-millan-de-yecora,la-rioja,la-rioja,San Millán de Yécora,La Rioja,La Rioja
26132,san-roman-de-cameros,la-rioja,la-rioja,San Román de Cameros,La Rioja,La Rioja
26139,san-torcuato,la-rioja,la-rioja,San Torcuato,La Rioja,La Rioja
26142,san-vicente-de-la-sonsierra,la-rioja,la-rioja,San Vicente de la Sonsierra,La Rioja,La Rioja
26134,santa-coloma,la-rioja,la-rioja,Santa Coloma,La Rioja,La Rioja
26135,santa-engracia-del-jubera,la-rioja,la-rioja,Santa Engracia del Jubera,La Rioja,La Rioja
26136,santa-eulalia-bajera,la-rioja,la-rioja,Santa Eulalia Bajera,La Rioja,La Rioja
26138,santo-domingo-de-la-calzada,la-rioja,la-rioja,Santo Domingo de la Calzada,La Rioja,La Rioja
26140,santurde-de-rioja,la-rioja,la-rioja,Santurde de Rioja,La Rioja,La Rioja
26141,santurdejo,la-rioja,la-rioja,Santurdejo,La Rioja,La Rioja
26143,sojuela,la-rioja,la-rioja,Sojuela,La Rioja,La Rioja
26144,sorzano,la-rioja,la-rioja,Sorzano,La Rioja,La Rioja
26145,sotes,la-rioja,la-rioja,Sotés,La Rioja,La Rioja
26146,soto-en-cameros,la-rioja,la-rioja,Soto en Cameros,La Rioja,La Rioja
26147,terroba,la-rioja,la-rioja,Terroba,La Rioja,La Rioja
26148,tirgo,la-rioja,la-rioja,Tirgo,La Rioja,La Rioja
26149,tobia,la-rioja,la-rioja,Tobía,La Rioja,La Rioja
26150,tormantos,la-rioja,la-rioja,Tormantos,La Rioja,La Rioja
26153,torre-en-cameros,la-rioja,la-rioja,Torre en Cameros,La Rioja,La Rioja
26151,torrecilla-en-cameros,la-rioja,la-rioja,Torrecilla en Cameros,La Rioja,La Rioja
26152,torrecilla-sobre-alesanco,la-rioja,la-rioja,Torrecilla sobre Alesanco,La Rioja,La Rioja
26154,torremontalbo,la-rioja,la-rioja,Torremontalbo,La Rioja,La Rioja
26155,treviana,la-rioja,la-rioja,Treviana,La Rioja,La Rioja
26157,tricio,la-rioja,la-rioja,Tricio,La Rioja,La Rioja
26158,tudelilla,la-rioja,la-rioja,Tudelilla,La Rioja,La Rioja
26160,urunuela,la-rioja,la-rioja,Uruñuela,La Rioja,La Rioja
26161,valdemadera,la-rioja,la-rioja,Valdemadera,La Rioja,La Rioja
26162,valganon,la-rioja,la-rioja,Valgañón,La Rioja,La Rioja
26163,ventosa,la-rioja,la-rioja,Ventosa,La Rioja,La Rioja
26164,ventrosa,la-rioja,la-rioja,Ventrosa,La Rioja,La Rioja
26165,viguera,la-rioja,la-rioja,Viguera,La Rioja,La Rioja
26166,villalba-de-rioja,la-rioja,la-rioja,Villalba de Rioja,La Rioja,La Rioja
26167,villalobar-de-rioja,la-rioja,la-rioja,Villalobar de Rioja,La Rioja,La Rioja
26168,villamediana-de-iregua,la-rioja,la-rioja,Villamediana de Iregua,La Rioja,La Rioja
26169,villanueva-de-cameros,la-rioja,la-rioja,Villanueva de Cameros,La Rioja,La Rioja
26170,el-villar-de-arnedo,la-rioja,la-rioja,El Villar de Arnedo,La Rioja,La Rioja
26171,villar-de-torre,la-rioja,la-rioja,Villar de Torre,La Rioja,La Rioja
26172,villarejo,la-rioja,la-rioja,Villarejo,La Rioja,La Rioja
26173,villarroya,la-rioja,la-rioja,Villarroya,La Rioja,La Rioja
26174,villarta-quintana,la-rioja,la-rioja,Villarta-Quintana,La Rioja,La Rioja
26175,villavelayo,la-rioja,la-rioja,Villavelayo,La Rioja,La Rioja
26176,villaverde-de-rioja,la-rioja,la-rioja,Villaverde de Rioja,La Rioja,La Rioja
26177,villoslada-de-cameros,la-rioja,la-rioja,Villoslada de Cameros,La Rioja,La Rioja
26178,viniegra-de-abajo,la-rioja,la-rioja,Viniegra de Abajo,La Rioja,La Rioja
26179,viniegra-de-arriba,la-rioja,la-rioja,Viniegra de Arriba,La Rioja,La Rioja
26180,zarraton,la-rioja,la-rioja,Zarratón,La Rioja,La Rioja
26181,zarzosa,la-rioja,la-rioja,Zarzosa,La Rioja,La Rioja
26183,zorraquin,la-rioja,la-rioja,Zorraquín,La Rioja,La Rioja
35001,agaete,las-palmas,canarias,Agaete,Las Palmas,Canarias
35002,aguimes,las-palmas,canarias,Agüimes,Las Palmas,Canarias
35020,la-aldea-de-san-nicolas,las-palmas,canarias,La Aldea de San Nicolás,Las Palmas,Canarias
35003,antigua,las-palmas,canarias,Antigua,Las Palmas,Canarias
35004,arrecife,las-palmas,canarias,Arrecife,Las Palmas,Canarias
35005,artenara,las-palmas,canarias,Artenara,Las Palmas,Canarias
35006,arucas,las-palmas,canarias,Arucas,Las Palmas,Canarias
35007,betancuria,las-palmas,canarias,Betancuria,Las Palmas,Canarias
35008,firgas,las-palmas,canarias,Firgas,Las Palmas,Canarias
35009,galdar,las-palmas,canarias,Gáldar,Las Palmas,Canarias
35010,haria,las-palmas,canarias,Haría,Las Palmas,Canarias
