cod_ine,mun_norm,prov_norm,ccaa_norm,municipio,provincia,ccaa
09137,fuentelcesped,burgos,castilla-y-leon,Fuentelcésped,Burgos,Castilla y León
09138,fuentelisendo,burgos,castilla-y-leon,Fuentelisendo,Burgos,Castilla y León
09139,fuentemolinos,burgos,castilla-y-leon,Fuentemolinos,Burgos,Castilla y León
09140,fuentenebro,burgos,castilla-y-leon,Fuentenebro,Burgos,Castilla y León
09141,fuentespina,burgos,castilla-y-leon,Fuentespina,Burgos,Castilla y León
09143,galbarros,burgos,castilla-y-leon,Galbarros,Burgos,Castilla y León
09144,la-gallega,burgos,castilla-y-leon,La Gallega,Burgos,Castilla y León
09148,grijalba,burgos,castilla-y-leon,Grijalba,Burgos,Castilla y León
09149,grisalena,burgos,castilla-y-leon,Grisaleña,Burgos,Castilla y León
09151,gumiel-de-izan,burgos,castilla-y-leon,Gumiel de Izán,Burgos,Castilla y León
09152,gumiel-de-mercado,burgos,castilla-y-leon,Gumiel de Mercado,Burgos,Castilla y León
09154,hacinas,burgos,castilla-y-leon,Hacinas,Burgos,Castilla y León
09155,haza,burgos,castilla-y-leon,Haza,Burgos,Castilla y León
09159,hontanas,burgos,castilla-y-leon,Hontanas,Burgos,Castilla y León
09160,hontangas,burgos,castilla-y-leon,Hontangas,Burgos,Castilla y León
09162,hontoria-de-la-cantera,burgos,castilla-y-leon,Hontoria de la Cantera,Burgos,Castilla y León
09164,hontoria-de-valdearados,burgos,castilla-y-leon,Hontoria de Valdearados,Burgos,Castilla y León
09163,hontoria-del-pinar,burgos,castilla-y-leon,Hontoria del Pinar,Burgos,Castilla y León
09166,las-hormazas,burgos,castilla-y-leon,Las Hormazas,Burgos,Castilla y León
09167,hornillos-del-camino,burgos,castilla-y-leon,Hornillos del Camino,Burgos,Castilla y León
09168,la-horra,burgos,castilla-y-leon,La Horra,Burgos,Castilla y León
09169,hortiguela,burgos,castilla-y-leon,Hortigüela,Burgos,Castilla y León
09170,hoyales-de-roa,burgos,castilla-y-leon,Hoyales de Roa,Burgos,Castilla y León
09172,huermeces,burgos,castilla-y-leon,Huérmeces,Burgos,Castilla y León
09173,huerta-de-arriba,burgos,castilla-y-leon,Huerta de Arriba,Burgos,Castilla y León
09174,huerta-de-rey,burgos,castilla-y-leon,Huerta de Rey,Burgos,Castilla y León
09175,humada,burgos,castilla-y-leon,Humada,Burgos,Castilla y León
09176,hurones,burgos,castilla-y-leon,Hurones,Burgos,Castilla y León
09177,ibeas-de-juarros,burgos,castilla-y-leon,Ibeas de Juarros,Burgos,Castilla y León
09178,ibrillos,burgos,castilla-y-leon,Ibrillos,Burgos,Castilla y León
09179,iglesiarrubia,burgos,castilla-y-leon,Iglesiarrubia,Burgos,Castilla y León
09180,iglesias,burgos,castilla-y-leon,Iglesias,Burgos,Castilla y León
09181,isar,burgos,castilla-y-leon,Isar,Burgos,Castilla y León
09182,itero-del-castillo,burgos,castilla-y-leon,Itero del Castillo,Burgos,Castilla y León
09183,jaramillo-de-la-fuente,burgos,castilla-y-leon,Jaramillo de la Fuente,Burgos,Castilla y León
09184,jaramillo-quemado,burgos,castilla-y-leon,Jaramillo Quemado,Burgos,Castilla y León
09189,junta-de-traslaloma,burgos,castilla-y-leon,Junta de Traslaloma,Burgos,Castilla y León
09190,junta-de-villalba-de-losa,burgos,castilla-y-leon,Junta de Villalba de Losa,Burgos,Castilla y León
09191,jurisdiccion-de-lara,burgos,castilla-y-leon,Jurisdicción de Lara,Burgos,Castilla y León
09192,jurisdiccion-de-san-zadornil,burgos,castilla-y-leon,Jurisdicción de San Zadornil,Burgos,Castilla y León
09194,lerma,burgos,castilla-y-leon,Lerma,Burgos,Castilla y León
09195,llano-de-bureba,burgos,castilla-y-leon,Llano de Bureba,Burgos,Castilla y León
09196,madrigal-del-monte,burgos,castilla-y-leon,Madrigal del Monte,Burgos,Castilla y León
09197,madrigalejo-del-monte,burgos,castilla-y-leon,Madrigalejo del Monte,Burgos,Castilla y León
09198,mahamud,burgos,castilla-y-leon,Mahamud,Burgos,Castilla y León
09199,mambrilla-de-castrejon,burgos,castilla-y-leon,Mambrilla de Castrejón,Burgos,Castilla y León
09200,mambrillas-de-lara,burgos,castilla-y-leon,Mambrillas de Lara,Burgos,Castilla y León
09201,mamolar,burgos,castilla-y-leon,Mamolar,Burgos,Castilla y León
09202,manciles,burgos,castilla-y-leon,Manciles,Burgos,Castilla y León
09206,mazuela,burgos,castilla-y-leon,Mazuela,Burgos,Castilla y León
09208,mecerreyes,burgos,castilla-y-leon,Mecerreyes,Burgos,Castilla y León
09209,medina-de-pomar,burgos,castilla-y-leon,Medina de Pomar,Burgos,Castilla y León
09211,melgar-de-fernamental,burgos,castilla-y-leon,Melgar de Fernamental,Burgos,Castilla y León
09213,merindad-de-cuesta-urria,burgos,castilla-y-leon,Merindad de Cuesta-Urria,Burgos,Castilla y León
09214,merindad-de-montija,burgos,castilla-y-leon,Merindad de Montija,Burgos,Castilla y León
09906,merindad-de-rio-ubierna,burgos,castilla-y-leon,Merindad de Río Ubierna,Burgos,Castilla y León
09215,merindad-de-sotoscueva,burgos,castilla-y-leon,Merindad de Sotoscueva,Burgos,Castilla y León
09216,merindad-de-valdeporres,burgos,castilla-y-leon,Merindad de Valdeporres,Burgos,Castilla y León
09217,merindad-de-valdivielso,burgos,castilla-y-leon,Merindad de Valdivielso,Burgos,Castilla y León
09218,milagros,burgos,castilla-y-leon,Milagros,Burgos,Castilla y León
09219,miranda-de-ebro,burgos,castilla-y-leon,Miranda de Ebro,Burgos,Castilla y León
09220,miraveche,burgos,castilla-y-leon,Miraveche,Burgos,Castilla y León
09221,modubar-de-la-emparedada,burgos,castilla-y-leon,Modúbar de la Emparedada,Burgos,Castilla y León
09223,monasterio-de-la-sierra,burgos,castilla-y-leon,Monasterio de la Sierra,Burgos,Castilla y León
09224,monasterio-de-rodilla,burgos,castilla-y-leon,Monasterio de Rodilla,Burgos,Castilla y León
09225,moncalvillo,burgos,castilla-y-leon,Moncalvillo,Burgos,Castilla y León
09226,monterrubio-de-la-demanda,burgos,castilla-y-leon,Monterrubio de la Demanda,Burgos,Castilla y León
09227,montorio,burgos,castilla-y-leon,Montorio,Burgos,Castilla y León
09228,moradillo-de-roa,burgos,castilla-y-leon,Moradillo de Roa,Burgos,Castilla y León
09229,nava-de-roa,burgos,castilla-y-leon,Nava de Roa,Burgos,Castilla y León
09230,navas-de-bureba,burgos,castilla-y-leon,Navas de Bureba,Burgos,Castilla y León
09231,nebreda,burgos,castilla-y-leon,Nebreda,Burgos,Castilla y León
09232,neila,burgos,castilla-y-leon,Neila,Burgos,Castilla y León
09235,olmedillo-de-roa,burgos,castilla-y-leon,Olmedillo de Roa,Burgos,Castilla y León
09236,olmillos-de-muno,burgos,castilla-y-leon,Olmillos de Muñó,Burgos,Castilla y León
09238,ona,burgos,castilla-y-leon,Oña,Burgos,Castilla y León
09239,oquillas,burgos,castilla-y-leon,Oquillas,Burgos,Castilla y León
09241,orbaneja-riopico,burgos,castilla-y-leon,Orbaneja Riopico,Burgos,Castilla y León
09242,padilla-de-abajo,burgos,castilla-y-leon,Padilla de Abajo,Burgos,Castilla y León
09243,padilla-de-arriba,burgos,castilla-y-leon,Padilla de Arriba,Burgos,Castilla y León
09244,padrones-de-bureba,burgos,castilla-y-leon,Padrones de Bureba,Burgos,Castilla y León
09246,palacios-de-la-sierra,burgos,castilla-y-leon,Palacios de la Sierra,Burgos,Castilla y León
09247,palacios-de-riopisuerga,burgos,castilla-y-leon,Palacios de Riopisuerga,Burgos,Castilla y León
09248,palazuelos-de-la-sierra,burgos,castilla-y-leon,Palazuelos de la Sierra,Burgos,Castilla y León
09249,palazuelos-de-muno,burgos,castilla-y-leon,Palazuelos de Muñó,Burgos,Castilla y León
09250,pampliega,burgos,castilla-y-leon,Pampliega,Burgos,Castilla y León
09251,pancorbo,burgos,castilla-y-leon,Pancorbo,Burgos,Castilla y León
09253,pardilla,burgos,castilla-y-leon,Pardilla,Burgos,Castilla y León
09255,partido-de-la-sierra-en-tobalina,burgos,castilla-y-leon,Partido de la Sierra en Tobalina,Burgos,Castilla y León
09256,pedrosa-de-duero,burgos,castilla-y-leon,Pedrosa de Duero,Burgos,Castilla y León
09259,pedrosa-de-rio-urbel,burgos,castilla-y-leon,Pedrosa de Río Úrbel,Burgos,Castilla y León
09257,pedrosa-del-paramo,burgos,castilla-y-leon,Pedrosa del Páramo,Burgos,Castilla y León
09258,pedrosa-del-principe,burgos,castilla-y-leon,Pedrosa del Príncipe,Burgos,Castilla y León
09261,penaranda-de-duero,burgos,castilla-y-leon,Peñaranda de Duero,Burgos,Castilla y León
09262,peral-de-arlanza,burgos,castilla-y-leon,Peral de Arlanza,Burgos,Castilla y León
09265,piernigas,burgos,castilla-y-leon,Piérnigas,Burgos,Castilla y León
09266,pineda-de-la-sierra,burgos,castilla-y-leon,Pineda de la Sierra,Burgos,Castilla y León
09267,pineda-trasmonte,burgos,castilla-y-leon,Pineda Trasmonte,Burgos,Castilla y León
09268,pinilla-de-los-barruecos,burgos,castilla-y-leon,Pinilla de los Barruecos,Burgos,Castilla y León
09269,pinilla-de-los-moros,burgos,castilla-y-leon,Pinilla de los Moros,Burgos,Castilla y León
09270,pinilla-trasmonte,burgos,castilla-y-leon,Pinilla Trasmonte,Burgos,Castilla y León
09272,poza-de-la-sal,burgos,castilla-y-leon,Poza de la Sal,Burgos,Castilla y León
09273,pradanos-de-bureba,burgos,castilla-y-leon,Prádanos de Bureba,Burgos,Castilla y León
09274,pradoluengo,burgos,castilla-y-leon,Pradoluengo,Burgos,Castilla y León
09275,presencio,burgos,castilla-y-leon,Presencio,Burgos,Castilla y León
09276,la-puebla-de-arganzon,burgos,castilla-y-leon,La Puebla de Arganzón,Burgos,Castilla y León
09277,puentedura,burgos,castilla-y-leon,Puentedura,Burgos,Castilla y León
09279,quemada,burgos,castilla-y-leon,Quemada,Burgos,Castilla y León
09281,quintana-del-pidio,burgos,castilla-y-leon,Quintana del Pidio,Burgos,Castilla y León
09280,quintanabureba,burgos,castilla-y-leon,Quintanabureba,Burgos,Castilla y León
09283,quintanaelez,burgos,castilla-y-leon,Quintanaélez,Burgos,Castilla y León
09287,quintanaortuno,burgos,castilla-y-leon,Quintanaortuño,Burgos,Castilla y León
09288,quintanapalla,burgos,castilla-y-leon,Quintanapalla,Burgos,Castilla y León
09289,quintanar-de-la-sierra,burgos,castilla-y-leon,Quintanar de la Sierra,Burgos,Castilla y León
09292,quintanavides,burgos,castilla-y-leon,Quintanavides,Burgos,Castilla y León
09294,quintanilla-de-la-mata,burgos,castilla-y-leon,Quintanilla de la Mata,Burgos,Castilla y León
09901,quintanilla-del-agua-y-tordueles,burgos,castilla-y-leon,Quintanilla del Agua y Tordueles,Burgos,Castilla y León
09295,quintanilla-del-coco,burgos,castilla-y-leon,Quintanilla del Coco,Burgos,Castilla y León
09298,quintanilla-san-garcia,burgos,castilla-y-leon,Quintanilla San García,Burgos,Castilla y León
09301,quintanilla-vivar,burgos,castilla-y-leon,Quintanilla Vivar,Burgos,Castilla y León
09297,las-quintanillas,burgos,castilla-y-leon,Las Quintanillas,Burgos,Castilla y León
09302,rabanera-del-pinar,burgos,castilla-y-leon,Rabanera del Pinar,Burgos,Castilla y León
09303,rabanos,burgos,castilla-y-leon,Rábanos,Burgos,Castilla y León
09304,rabe-de-las-calzadas,burgos,castilla-y-leon,Rabé de las Calzadas,Burgos,Castilla y León
09306,rebolledo-de-la-torre,burgos,castilla-y-leon,Rebolledo de la Torre,Burgos,Castilla y León
09307,redecilla-del-camino,burgos,castilla-y-leon,Redecilla del Camino,Burgos,Castilla y León
09308,redecilla-del-campo,burgos,castilla-y-leon,Redecilla del Campo,Burgos,Castilla y León
09309,regumiel-de-la-sierra,burgos,castilla-y-leon,Regumiel de la Sierra,Burgos,Castilla y León
09310,reinoso,burgos,castilla-y-leon,Reinoso,Burgos,Castilla y León
09311,retuerta,burgos,castilla-y-leon,Retuerta,Burgos,Castilla y León
09314,revilla-del-campo,burgos,castilla-y-leon,Revilla del Campo,Burgos,Castilla y León
09316,revilla-vallejera,burgos,castilla-y-leon,Revilla Vallejera,Burgos,Castilla y León
09312,la-revilla-y-ahedo,burgos,castilla-y-leon,La Revilla y Ahedo,Burgos,Castilla y León
09315,revillarruz,burgos,castilla-y-leon,Revillarruz,Burgos,Castilla y León
09317,rezmondo,burgos,castilla-y-leon,Rezmondo,Burgos,Castilla y León
09318,riocavado-de-la-sierra,burgos,castilla-y-leon,Riocavado de la Sierra,Burgos,Castilla y León
09321,roa,burgos,castilla-y-leon,Roa,Burgos,Castilla y León
09323,rojas,burgos,castilla-y-leon,Rojas,Burgos,Castilla y León
09325,royuela-de-rio-franco,burgos,castilla-y-leon,Royuela de Río Franco,Burgos,Castilla y León
09326,rubena,burgos,castilla-y-leon,Rubena,Burgos,Castilla y León
09327,rublacedo-de-abajo,burgos,castilla-y-leon,Rublacedo de Abajo,Burgos,Castilla y León
09328,rucandio,burgos,castilla-y-leon,Rucandio,Burgos,Castilla y León
09329,salas-de-bureba,burgos,castilla-y-leon,Salas de Bureba,Burgos,Castilla y León
09330,salas-de-los-infantes,burgos,castilla-y-leon,Salas de los Infantes,Burgos,Castilla y León
09332,saldana-de-burgos,burgos,castilla-y-leon,Saldaña de Burgos,Burgos,Castilla y León
09334,salinillas-de-bureba,burgos,castilla-y-leon,Salinillas de Bureba,Burgos,Castilla y León
09335,san-adrian-de-juarros,burgos,castilla-y-leon,San Adrián de Juarros,Burgos,Castilla y León
09337,san-juan-del-monte,burgos,castilla-y-leon,San Juan del Monte,Burgos,Castilla y León
09338,san-mames-de-burgos,burgos,castilla-y-leon,San Mamés de Burgos,Burgos,Castilla y León
09339,san-martin-de-rubiales,burgos,castilla-y-leon,San Martín de Rubiales,Burgos,Castilla y León
09340,san-millan-de-lara,burgos,castilla-y-leon,San Millán de Lara,Burgos,Castilla y León
09360,san-vicente-del-valle,burgos,castilla-y-leon,San Vicente del Valle,Burgos,Castilla y León
09343,santa-cecilia,burgos,castilla-y-leon,Santa Cecilia,Burgos,Castilla y León
09345,santa-cruz-de-la-salceda,burgos,castilla-y-leon,Santa Cruz de la Salceda,Burgos,Castilla y León
09346,santa-cruz-del-valle-urbion,burgos,castilla-y-leon,Santa Cruz del Valle Urbión,Burgos,Castilla y León
09347,santa-gadea-del-cid,burgos,castilla-y-leon,Santa Gadea del Cid,Burgos,Castilla y León
09348,santa-ines,burgos,castilla-y-leon,Santa Inés,Burgos,Castilla y León
09350,santa-maria-del-campo,burgos,castilla-y-leon,Santa María del Campo,Burgos,Castilla y León
09351,santa-maria-del-invierno,burgos,castilla-y-leon,Santa María del Invierno,Burgos,Castilla y León
09352,santa-maria-del-mercadillo,burgos,castilla-y-leon,Santa María del Mercadillo,Burgos,Castilla y León
09353,santa-maria-rivarredonda,burgos,castilla-y-leon,Santa María Rivarredonda,Burgos,Castilla y León
09354,santa-olalla-de-bureba,burgos,castilla-y-leon,Santa Olalla de Bureba,Burgos,Castilla y León
09355,santibanez-de-esgueva,burgos,castilla-y-leon,Santibáñez de Esgueva,Burgos,Castilla y León
09356,santibanez-del-val,burgos,castilla-y-leon,Santibáñez del Val,Burgos,Castilla y León
09358,santo-domingo-de-silos,burgos,castilla-y-leon,Santo Domingo de Silos,Burgos,Castilla y León
09361,sargentes-de-la-lora,burgos,castilla-y-leon,Sargentes de la Lora,Burgos,Castilla y León
09362,sarracin,burgos,castilla-y-leon,Sarracín,Burgos,Castilla y León
09363,sasamon,burgos,castilla-y-leon,Sasamón,Burgos,Castilla y León
09365,la-sequera-de-haza,burgos,castilla-y-leon,La Sequera de Haza,Burgos,Castilla y León
09366,solarana,burgos,castilla-y-leon,Solarana,Burgos,Castilla y León
09368,sordillos,burgos,castilla-y-leon,Sordillos,Burgos,Castilla y León
09369,sotillo-de-la-ribera,burgos,castilla-y-leon,Sotillo de la Ribera,Burgos,Castilla y León
09372,sotragero,burgos,castilla-y-leon,Sotragero,Burgos,Castilla y León
09373,sotresgudo,burgos,castilla-y-leon,Sotresgudo,Burgos,Castilla y León
09374,susinos-del-paramo,burgos,castilla-y-leon,Susinos del Páramo,Burgos,Castilla y León
09375,tamaron,burgos,castilla-y-leon,Tamarón,Burgos,Castilla y León
09377,tardajos,burgos,castilla-y-leon,Tardajos,Burgos,Castilla y León
09378,tejada,burgos,castilla-y-leon,Tejada,Burgos,Castilla y León
09380,terradillos-de-esgueva,burgos,castilla-y-leon,Terradillos de Esgueva,Burgos,Castilla y León
09381,tinieblas-de-la-sierra,burgos,castilla-y-leon,Tinieblas de la Sierra,Burgos,Castilla y León
09382,tobar,burgos,castilla-y-leon,Tobar,Burgos,Castilla y León
09384,tordomar,burgos,castilla-y-leon,Tordómar,Burgos,Castilla y León
09386,torrecilla-del-monte,burgos,castilla-y-leon,Torrecilla del Monte,Burgos,Castilla y León
09387,torregalindo,burgos,castilla-y-leon,Torregalindo,Burgos,Castilla y León
09388,torrelara,burgos,castilla-y-leon,Torrelara,Burgos,Castilla y León
09389,torrepadre,burgos,castilla-y-leon,Torrepadre,Burgos,Castilla y León
09390,torresandino,burgos,castilla-y-leon,Torresandino,Burgos,Castilla y León
09391,tortoles-de-esgueva,burgos,castilla-y-leon,Tórtoles de Esgueva,Burgos,Castilla y León
09392,tosantos,burgos,castilla-y-leon,Tosantos,Burgos,Castilla y León
09394,trespaderne,burgos,castilla-y-leon,Trespaderne,Burgos,Castilla y León
09395,tubilla-del-agua,burgos,castilla-y-leon,Tubilla del Agua,Burgos,Castilla y León
09396,tubilla-del-lago,burgos,castilla-y-leon,Tubilla del Lago,Burgos,Castilla y León
09398,urbel-del-castillo,burgos,castilla-y-leon,Úrbel del Castillo,Burgos,Castilla y León
09400,vadocondes,burgos,castilla-y-leon,Vadocondes,Burgos,Castilla y León
09403,valdeande,burgos,castilla-y-leon,Valdeande,Burgos,Castilla y León
09405,valdezate,burgos,castilla-y-leon,Valdezate,Burgos,Castilla y León
09406,valdorros,burgos,castilla-y-leon,Valdorros,Burgos,Castilla y León
09408,vallarta-de-bureba,burgos,castilla-y-leon,Vallarta de Bureba,Burgos,Castilla y León
09904,valle-de-las-navas,burgos,castilla-y-leon,Valle de las Navas,Burgos,Castilla y León
09908,valle-de-losa,burgos,castilla-y-leon,Valle de Losa,Burgos,Castilla y León
09409,valle-de-manzanedo,burgos,castilla-y-leon,Valle de Manzanedo,Burgos,Castilla y León
09410,valle-de-mena,burgos,castilla-y-leon,Valle de Mena,Burgos,Castilla y León
09411,valle-de-oca,burgos,castilla-y-leon,Valle de Oca,Burgos,Castilla y León
09902,valle-de-santibanez,burgos,castilla-y-leon,Valle de Santibáñez,Burgos,Castilla y León
09905,valle-de-sedano,burgos,castilla-y-leon,Valle de Sedano,Burgos,Castilla y León
09412,valle-de-tobalina,burgos,castilla-y-leon,Valle de Tobalina,Burgos,Castilla y León
09413,valle-de-valdebezana,burgos,castilla-y-leon,Valle de Valdebezana,Burgos,Castilla y León
09414,valle-de-valdelaguna,burgos,castilla-y-leon,Valle de Valdelaguna,Burgos,Castilla y León
09415,valle-de-valdelucio,burgos,castilla-y-leon,Valle de Valdelucio,Burgos,Castilla y León
09416,valle-de-zamanzas,burgos,castilla-y-leon,Valle de Zamanzas,Burgos,Castilla y León
09417,vallejera,burgos,castilla-y-leon,Vallejera,Burgos,Castilla y León
09418,valles-de-palenzuela,burgos,castilla-y-leon,Valles de Palenzuela,Burgos,Castilla y León
09419,valluercanes,burgos,castilla-y-leon,Valluércanes,Burgos,Castilla y León
09407,valmala,burgos,castilla-y-leon,Valmala,Burgos,Castilla y León
09422,la-vid-de-bureba,burgos,castilla-y-leon,La Vid de Bureba,Burgos,Castilla y León
09421,la-vid-y-barrios,burgos,castilla-y-leon,La Vid y Barrios,Burgos,Castilla y León
09423,vilena,burgos,castilla-y-leon,Vileña,Burgos,Castilla y León
09427,villadiego,burgos,castilla-y-leon,Villadiego,Burgos,Castilla y León
09428,villaescusa-de-roa,burgos,castilla-y-leon,Villaescusa de Roa,Burgos,Castilla y León
09429,villaescusa-la-sombria,burgos,castilla-y-leon,Villaescusa la Sombría,Burgos,Castilla y León
09430,villaespasa,burgos,castilla-y-leon,Villaespasa,Burgos,Castilla y León
09431,villafranca-montes-de-oca,burgos,castilla-y-leon,Villafranca Montes de Oca,Burgos,Castilla y León
09432,villafruela,burgos,castilla-y-leon,Villafruela,Burgos,Castilla y León
09433,villagalijo,burgos,castilla-y-leon,Villagalijo,Burgos,Castilla y León
09434,villagonzalo-pedernales,burgos,castilla-y-leon,Villagonzalo Pedernales,Burgos,Castilla y León
09437,villahoz,burgos,castilla-y-leon,Villahoz,Burgos,Castilla y León
09438,villalba-de-duero,burgos,castilla-y-leon,Villalba de Duero,Burgos,Castilla y León
09439,villalbilla-de-burgos,burgos,castilla-y-leon,Villalbilla de Burgos,Burgos,Castilla y León
09440,villalbilla-de-gumiel,burgos,castilla-y-leon,Villalbilla de Gumiel,Burgos,Castilla y León
09441,villaldemiro,burgos,castilla-y-leon,Villaldemiro,Burgos,Castilla y León
09442,villalmanzo,burgos,castilla-y-leon,Villalmanzo,Burgos,Castilla y León
09443,villamayor-de-los-montes,burgos,castilla-y-leon,Villamayor de los Montes,Burgos,Castilla y León
09444,villamayor-de-trevino,burgos,castilla-y-leon,Villamayor de Treviño,Burgos,Castilla y León
09445,villambistia,burgos,castilla-y-leon,Villambistia,Burgos,Castilla y León
09446,villamedianilla,burgos,castilla-y-leon,Villamedianilla,Burgos,Castilla y León
09447,villamiel-de-la-sierra,burgos,castilla-y-leon,Villamiel de la Sierra,Burgos,Castilla y León
09448,villangomez,burgos,castilla-y-leon,Villangómez,Burgos,Castilla y León
09449,villanueva-de-argano,burgos,castilla-y-leon,Villanueva de Argaño,Burgos,Castilla y León
09450,villanueva-de-carazo,burgos,castilla-y-leon,Villanueva de Carazo,Burgos,Castilla y León
09451,villanueva-de-gumiel,burgos,castilla-y-leon,Villanueva de Gumiel,Burgos,Castilla y León
09454,villanueva-de-teba,burgos,castilla-y-leon,Villanueva de Teba,Burgos,Castilla y León
09455,villaquiran-de-la-puebla,burgos,castilla-y-leon,Villaquirán de la Puebla,Burgos,Castilla y León
09456,villaquiran-de-los-infantes,burgos,castilla-y-leon,Villaquirán de los Infantes,Burgos,Castilla y León
09903,villarcayo-de-merindad-de-castilla-la-vieja,burgos,castilla-y-leon,Villarcayo de Merindad de Castilla la Vieja,Burgos,Castilla y León
09458,villariezo,burgos,castilla-y-leon,Villariezo,Burgos,Castilla y León
09460,villasandino,burgos,castilla-y-leon,Villasandino,Burgos,Castilla y León
09463,villasur-de-herreros,burgos,castilla-y-leon,Villasur de Herreros,Burgos,Castilla y León
09464,villatuelda,burgos,castilla-y-leon,Villatuelda,Burgos,Castilla y León
09466,villaverde-del-monte,burgos,castilla-y-leon,Villaverde del Monte,Burgos,Castilla y León
09467,villaverde-mogina,burgos,castilla-y-leon,Villaverde-Mogina,Burgos,Castilla y León
09471,villayerno-morquillas,burgos,castilla-y-leon,Villayerno Morquillas,Burgos,Castilla y León
09472,villazopeque,burgos,castilla-y-leon,Villazopeque,Burgos,Castilla y León
09473,villegas,burgos,castilla-y-leon,Villegas,Burgos,Castilla y León
09476,villoruebo,burgos,castilla-y-leon,Villoruebo,Burgos,Castilla y León
09424,viloria-de-rioja,burgos,castilla-y-leon,Viloria de Rioja,Burgos,Castilla y León
09425,vilviestre-del-pinar,burgos,castilla-y-leon,Vilviestre del Pinar,Burgos,Castilla y León
09478,vizcainos,burgos,castilla-y-leon,Vizcaínos,Burgos,Castilla y León
09480,zael,burgos,castilla-y-leon,Zael,Burgos,Castilla y León
09482,zarzosa-de-rio-pisuerga,burgos,castilla-y-leon,Zarzosa de Río Pisuerga,Burgos,Castilla y León
09483,zazuar,burgos,castilla-y-leon,Zazuar,Burgos,Castilla y León
09485,zuneda,burgos,castilla-y-leon,Zuñeda,Burgos,Castilla y León
10001,abadia,caceres,extremadura,Abadía,Cáceres,Extremadura
10002,abertura,caceres,extremadura,Abertura,Cáceres,Extremadura
10003,acebo,caceres,extremadura,Acebo,Cáceres,Extremadura
10004,acehuche,caceres,extremadura,Acehúche,Cáceres,Extremadura
10005,aceituna,caceres,extremadura,Aceituna,Cáceres,Extremadura
10006,ahigal,caceres,extremadura,Ahigal,Cáceres,Extremadura
10903,alagon-del-rio,caceres,extremadura,Alagón del Río,Cáceres,Extremadura
10007,albala,caceres,extremadura,Albalá,Cáceres,Extremadura
10008,alcantara,caceres,extremadura,Alcántara,Cáceres,Extremadura
10009,alcollarin,caceres,extremadura,Alcollarín,Cáceres,Extremadura
10010,alcuescar,caceres,extremadura,Alcuéscar,Cáceres,Extremadura
10012,aldea-del-cano,caceres,extremadura,Aldea del Cano,Cáceres,Extremadura
10013,la-aldea-del-obispo,caceres,extremadura,La Aldea del Obispo,Cáceres,Extremadura
10011,aldeacentenera,caceres,extremadura,Aldeacentenera,Cáceres,Extremadura
10014,aldeanueva-de-la-vera,caceres,extremadura,Aldeanueva de la Vera,Cáceres,Extremadura
10015,aldeanueva-del-camino,caceres,extremadura,Aldeanueva del Camino,Cáceres,Extremadura
10016,aldehuela-de-jerte,caceres,extremadura,Aldehuela de Jerte,Cáceres,Extremadura
10017,alia,caceres,extremadura,Alía,Cáceres,Extremadura
10018,aliseda,caceres,extremadura,Aliseda,Cáceres,Extremadura
10019,almaraz,caceres,extremadura,Almaraz,Cáceres,Extremadura
10020,almoharin,caceres,extremadura,Almoharín,Cáceres,Extremadura
10021,arroyo-de-la-luz,caceres,extremadura,Arroyo de la Luz,Cáceres,Extremadura
10023,arroyomolinos,caceres,extremadura,Arroyomolinos,Cáceres,Extremadura
10022,arroyomolinos-de-la-vera,caceres,extremadura,Arroyomolinos de la Vera,Cáceres,Extremadura
10024,banos-de-montemayor,caceres,extremadura,Baños de Montemayor,Cáceres,Extremadura
10025,barrado,caceres,extremadura,Barrado,Cáceres,Extremadura
10026,belvis-de-monroy,caceres,extremadura,Belvís de Monroy,Cáceres,Extremadura
10027,benquerencia,caceres,extremadura,Benquerencia,Cáceres,Extremadura
10028,berrocalejo,caceres,extremadura,Berrocalejo,Cáceres,Extremadura
10029,berzocana,caceres,extremadura,Berzocana,Cáceres,Extremadura
10030,bohonal-de-ibor,caceres,extremadura,Bohonal de Ibor,Cáceres,Extremadura
10031,botija,caceres,extremadura,Botija,Cáceres,Extremadura
10032,brozas,caceres,extremadura,Brozas,Cáceres,Extremadura
10033,cabanas-del-castillo,caceres,extremadura,Cabañas del Castillo,Cáceres,Extremadura
10034,cabezabellosa,caceres,extremadura,Cabezabellosa,Cáceres,Extremadura
10035,cabezuela-del-valle,caceres,extremadura,Cabezuela del Valle,Cáceres,Extremadura
10036,cabrero,caceres,extremadura,Cabrero,Cáceres,Extremadura
10037,caceres,caceres,extremadura,Cáceres,Cáceres,Extremadura
10038,cachorrilla,caceres,extremadura,Cachorrilla,Cáceres,Extremadura
10039,cadalso,caceres,extremadura,Cadalso,Cáceres,Extremadura
10040,calzadilla,caceres,extremadura,Calzadilla,Cáceres,Extremadura
10041,caminomorisco,caceres,extremadura,Caminomorisco,Cáceres,Extremadura
10042,campillo-de-deleitosa,caceres,extremadura,Campillo de Deleitosa,Cáceres,Extremadura
10043,campo-lugar,caceres,extremadura,Campo Lugar,Cáceres,Extremadura
10044,canamero,caceres,extremadura,Cañamero,Cáceres,Extremadura
10045,canaveral,caceres,extremadura,Cañaveral,Cáceres,Extremadura
10046,carbajo,caceres,extremadura,Carbajo,Cáceres,Extremadura
10047,carcaboso,caceres,extremadura,Carcaboso,Cáceres,Extremadura
