recuento,fecuencia_supera,tipo,temp,date,indicativo,inicio_serie
27,7.1,Máximas,21.6,02-04,5612B,2009-02-13
107,28.2,Minimas,6.7,02-04,5612B,2009-02-13
51,14.4,Máximas,18,02-04,3094B,2009-08-01
125,35.2,Minimas,4.2,02-04,3094B,2009-08-01
139,19.6,Máximas,17.2,02-04,9394X,1993-04-01
541,76.2,Minimas,-1.8,02-04,9394X,1993-04-01
106,12.6,Máximas,18.7,02-04,B434X,1993-01-01
179,21.2,Minimas,10.3,02-04,B434X,1993-01-01
197,23.8,Máximas,22,02-04,8293X,1990-04-02
518,62.7,Minimas,3.9,02-04,8293X,1990-04-02
79,8.5,Máximas,16.8,02-04,2755X,1988-12-17
426,46,Minimas,0.6,02-04,2755X,1988-12-17
119,12.3,Máximas,13.9,02-04,2400E,1988-12-03
220,22.8,Minimas,2,02-04,2400E,1988-12-03
275,20.3,Máximas,19.2,02-04,8500A,1976-01-01
664,49,Minimas,6.9,02-04,8500A,1976-01-01
235,15.2,Máximas,22.6,02-04,C249I,1967-01-01
104,6.7,Minimas,17.3,02-04,C249I,1967-01-01
35,1.6,Máximas,13.7,02-04,2462,1946-01-01
28,1.3,Minimas,5.1,02-04,2462,1946-01-01
9,1.8,Máximas,18.1,02-04,9001D,2005-02-21
366,73.5,Minimas,-3.3,02-04,9001D,2005-02-21
44,7.8,Máximas,20.9,02-04,5047E,2000-01-01
520,91.9,Minimas,-3.7,02-04,5047E,2000-01-01
17,2.2,Máximas,17.1,02-04,9563X,1991-11-20
37,4.7,Minimas,7.2,02-04,9563X,1991-11-20
232,27.5,Máximas,15.9,02-04,9573X,1990-01-01
710,84.1,Minimas,-1.1,02-04,9573X,1990-01-01
133,14.6,Máximas,19.1,02-04,4358X,1989-03-01
464,50.9,Minimas,4.3,02-04,4358X,1989-03-01
271,18.8,Máximas,16.1,02-04,1387E,1971-12-01
768,53.4,Minimas,5.1,02-04,1387E,1971-12-01
539,34.9,Máximas,14.4,02-04,1212E,1968-08-01
765,49.5,Minimas,6,02-04,1212E,1968-08-01
154,7.7,Máximas,19.9,02-04,0016A,1945-02-01
1175,59,Minimas,4.1,02-04,0016A,1945-02-01
137,5.9,Máximas,21.5,02-04,C447A,1941-08-01
181,8,Minimas,12.4,02-04,C447A,1941-08-01
1230,59.7,Máximas,12.3,02-04,9434,1941-01-01
1260,61.1,Minimas,2.1,02-04,9434,1941-01-01
33,1.3,Máximas,26.4,02-04,C449C,1931-01-01
128,4.9,Minimas,17.4,02-04,C449C,1931-01-01
126,42.9,Máximas,17.5,02-04,6293X,2009-07-19
213,72.4,Minimas,5.6,02-04,6293X,2009-07-19
168,24.6,Máximas,19.4,02-04,8050X,1997-03-14
575,84.3,Minimas,2.8,02-04,8050X,1997-03-14
62,8.7,Máximas,19.9,02-04,5972X,1997-03-01
124,17.5,Minimas,12.6,02-04,5972X,1997-03-01
20,2.3,Máximas,18.1,02-04,2235U,1986-06-01
97,11,Minimas,3.1,02-04,2235U,1986-06-01
129,10.9,Máximas,18.9,02-04,3260B,1982-02-01
827,69.7,Minimas,0.9,02-04,3260B,1982-02-01
73,10.4,Máximas,17.3,02-04,9051,1949-09-01
443,63,Minimas,-0.6,02-04,9051,1949-09-01
5,0.3,Máximas,24.3,02-04,0367,1973-01-01
591,41.3,Minimas,2.6,02-04,0367,1973-01-01
98,5.5,Máximas,18.9,02-04,3175,1961-01-01
1213,68.2,Minimas,-0.4,02-04,3175,1961-01-01
504,24,Máximas,17,02-04,6001,1945-05-01
114,5.4,Minimas,14.2,02-04,6001,1945-05-01
340,11.7,Máximas,20.7,02-04,9981A,1920-01-01
1214,41.7,Minimas,6.8,02-04,9981A,1920-01-01
95,38,Máximas,15.6,02-04,1331A,2014-11-20
159,63.6,Minimas,5.1,02-04,1331A,2014-11-20
20,6.8,Máximas,17.4,02-04,8489X,2009-01-25
74,25.2,Minimas,1.7,02-04,8489X,2009-01-25
196,29.4,Máximas,15.2,02-04,1183X,1997-04-02
283,42.5,Minimas,7.8,02-04,1183X,1997-04-02
261,23.7,Máximas,21.6,02-04,7178I,1984-04-01
860,78.1,Minimas,3.9,02-04,7178I,1984-04-01
1124,97.1,Máximas,6.4,02-04,9771C,1983-02-01
282,24.4,Minimas,4.1,02-04,9771C,1983-02-01
106,7.2,Máximas,18.1,02-04,4067,1945-06-01
1169,78.9,Minimas,-1.5,02-04,4067,1945-06-01
249,11.9,Máximas,17.5,02-04,3365A,1920-01-01
1084,51.4,Minimas,1.8,02-04,3365A,1920-01-01
15,3.4,Máximas,19,02-04,9784P,2006-01-29
55,12.3,Minimas,1.9,02-04,9784P,2006-01-29
3,0.7,Máximas,22.6,02-04,0149X,2005-01-14
206,48.9,Minimas,1.3,02-04,0149X,2005-01-14
74,11.7,Máximas,21.4,02-04,5641X,2001-01-01
335,53.1,Minimas,4.6,02-04,5641X,2001-01-01
296,46.5,Máximas,18.2,02-04,6156X,2001-01-01
404,63.5,Minimas,8.5,02-04,6156X,2001-01-01
24,3.5,Máximas,25.1,02-04,C459Z,1996-06-12
58,8.3,Minimas,17.3,02-04,C459Z,1996-06-12
12,1.5,Máximas,20.3,02-04,9019B,1993-01-01
636,81,Minimas,-3.7,02-04,9019B,1993-01-01
139,19.1,Máximas,18.2,02-04,5995B,1997-03-01
230,31.6,Minimas,11.1,02-04,5995B,1997-03-01
135,17.6,Máximas,19.7,02-04,7096B,1987-08-01
535,69.8,Minimas,3.1,02-04,7096B,1987-08-01
15,1.9,Máximas,20.8,02-04,0252D,1981-01-01
259,32.3,Minimas,6.8,02-04,0252D,1981-01-01
104,45.2,Máximas,14.5,02-04,1083L,2014-04-29
57,24.8,Minimas,9.1,02-04,1083L,2014-04-29
204,32.9,Máximas,15.2,02-04,1208H,2001-03-06
315,50.7,Minimas,7.4,02-04,1208H,2001-03-06
103,15.8,Máximas,18.5,02-04,5427X,2000-02-19
214,32.9,Minimas,7.8,02-04,5427X,2000-02-19
91,13.3,Máximas,14.8,02-04,1631E,1994-01-01
258,37.8,Minimas,2.2,02-04,1631E,1994-01-01
57,6.9,Máximas,20.7,02-04,1700X,1994-01-01
422,51.1,Minimas,1.5,02-04,1700X,1994-01-01
169,21.5,Máximas,16.1,02-04,9569A,1990-04-01
384,48.9,Minimas,3.7,02-04,9569A,1990-04-01
229,15.9,Máximas,23.4,02-04,C029O,1972-11-01
162,11.3,Minimas,16.3,02-04,C029O,1972-11-01
14,3.5,Máximas,18.4,02-04,2298,1934-02-01
197,49.7,Minimas,-1.9,02-04,2298,1934-02-01
155,7.5,Máximas,20.4,02-04,5514,1937-12-01
1375,66.9,Minimas,0.9,02-04,5514,1937-12-01
177,6,Máximas,18.5,02-04,9390,1920-01-01
2003,68.2,Minimas,-2.1,02-04,9390,1920-01-01
23,5.3,Máximas,21.5,02-04,4220X,2006-11-10
305,70.3,Minimas,-0.4,02-04,4220X,2006-11-10
87,20.8,Máximas,18.7,02-04,7119B,2009-01-30
299,71.9,Minimas,1.2,02-04,7119B,2009-01-30
17,7.5,Máximas,19.6,02-04,5192,1985-12-01
42,18.5,Minimas,6.3,02-04,5192,1985-12-01
13,2,Máximas,14,02-04,1221D,1997-03-01
43,6.6,Minimas,4.1,02-04,1221D,1997-03-01
375,45.8,Máximas,13.5,02-04,1111,1946-06-01
261,31.9,Minimas,9.4,02-04,1111,1946-06-01
829,52.8,Máximas,17.6,02-04,6325O,1968-01-01
1054,67.1,Minimas,8,02-04,6325O,1968-01-01
1080,56.2,Máximas,12.9,02-04,1014,1955-08-18
168,8.7,Minimas,10.3,02-04,1014,1955-08-18
156,56.1,Máximas,13.1,02-04,1002Y,2009-03-16
132,47.5,Minimas,1.8,02-04,1002Y,2009-03-16
2,0.6,Máximas,15.9,02-04,3111D,2005-07-03
21,6.1,Minimas,3.4,02-04,3111D,2005-07-03
291,59.5,Máximas,17.5,02-04,6058I,2001-01-01
80,16.4,Minimas,12.8,02-04,6058I,2001-01-01
13,1.6,Máximas,20.4,02-04,0324A,1987-09-01
298,37,Minimas,-0.4,02-04,0324A,1987-09-01
291,34.6,Máximas,17.8,02-04,8325X,1991-02-01
700,83.3,Minimas,3.4,02-04,8325X,1991-02-01
65,15,Máximas,17.1,02-04,4148,1964-01-01
273,62.9,Minimas,1.2,02-04,4148,1964-01-01
244,29.6,Máximas,14.5,02-04,1159,1961-01-01
365,44.3,Minimas,6.3,02-04,1159,1961-01-01
311,20.8,Máximas,18.9,02-04,6000A,1965-01-01
539,36.1,Minimas,11.7,02-04,6000A,1965-01-01
280,14.4,Máximas,19.1,02-04,4452,1955-01-01
1254,64.3,Minimas,3.4,02-04,4452,1955-01-01
47,8.2,Máximas,26,02-04,C629X,2003-02-07
122,21.4,Minimas,16.4,02-04,C629X,2003-02-07
200,37.2,Máximas,14.2,02-04,1283U,1997-04-01
329,61.2,Minimas,6,02-04,1283U,1997-04-01
49,8.6,Máximas,19.7,02-04,4244X,2001-01-24
332,58.1,Minimas,2.1,02-04,4244X,2001-01-24
5,0.6,Máximas,16.4,02-04,2630X,1991-10-04
293,35.3,Minimas,-1.3,02-04,2630X,1991-10-04
81,9.3,Máximas,20.8,02-04,4410X,1989-06-04
519,59.3,Minimas,3.7,02-04,4410X,1989-06-04
144,10.4,Máximas,16.7,02-04,9263D,1975-01-01
1050,75.9,Minimas,-0.8,02-04,9263D,1975-01-01
87,6.2,Máximas,20.9,02-04,1690A,1972-08-01
726,51.4,Minimas,3.3,02-04,1690A,1972-08-01
1339,60,Máximas,10.7,02-04,9898,1943-03-01
771,34.6,Minimas,3.6,02-04,9898,1943-03-01
147,47.4,Máximas,13.5,02-04,1111X,2012-03-01
105,33.9,Minimas,9.3,02-04,1111X,2012-03-01
9,1.8,Máximas,19.9,02-04,9208E,2006-02-01
25,5.1,Minimas,5.9,02-04,9208E,2006-02-01
124,17.3,Máximas,17.1,02-04,3576X,1996-08-01
355,49.5,Minimas,4.1,02-04,3576X,1996-08-01
59,6.2,Máximas,18.7,02-04,2946X,1988-12-29
421,44.2,Minimas,0.9,02-04,2946X,1988-12-29
475,48.5,Máximas,16.9,02-04,7012C,1988-09-01
886,91.1,Minimas,6.4,02-04,7012C,1988-09-01
171,17.3,Máximas,17.9,02-04,5270B,1983-04-02
631,63.9,Minimas,5.7,02-04,5270B,1983-04-02
274,24.9,Máximas,19.8,02-04,4642E,1984-06-01
733,66.6,Minimas,5.7,02-04,4642E,1984-06-01
32,2.2,Máximas,25.9,02-04,C139E,1970-04-01
120,8.1,Minimas,17.3,02-04,C139E,1970-04-01
121,5.7,Máximas,18.2,02-04,9170,1948-11-01
1126,53.2,Minimas,2.4,02-04,9170,1948-11-01
715,33.3,Máximas,16.1,02-04,1082,1947-03-01
437,20.4,Minimas,8.3,02-04,1082,1947-03-01
43,12.7,Máximas,18,02-04,3168D,2011-08-01
200,59,Minimas,1.1,02-04,3168D,2011-08-01
62,16.4,Máximas,19.3,02-04,4560Y,2009-06-05
160,42.2,Minimas,7.2,02-04,4560Y,2009-06-05
48,13.3,Máximas,18.3,02-04,4103X,2006-11-10
284,78.9,Minimas,-1.6,02-04,4103X,2006-11-10
30,7.2,Máximas,20.7,02-04,7275C,2009-01-16
336,81.8,Minimas,-0.9,02-04,7275C,2009-01-16
27,6.5,Máximas,18.3,02-04,9698U,2002-01-01
60,14.4,Minimas,4.2,02-04,9698U,2002-01-01
427,45.8,Máximas,12.9,02-04,1351,1961-01-01
183,19.7,Minimas,10.1,02-04,1351,1961-01-01
200,12.2,Máximas,21.4,02-04,8414A,1965-01-01
1239,75.7,Minimas,3.4,02-04,8414A,1965-01-01
85,4.1,Máximas,19,02-04,3200,1951-01-01
991,48.1,Minimas,2.5,02-04,3200,1951-01-01
1400,63.6,Máximas,15.5,02-04,7031,1944-08-01
1831,83.2,Minimas,3,02-04,7031,1944-08-01
199,64.2,Máximas,13.2,02-04,9434P,2012-10-01
254,81.9,Minimas,1.6,02-04,9434P,2012-10-01
226,66.9,Máximas,12.5,02-04,1014A,2011-11-01
37,10.9,Minimas,10.1,02-04,1014A,2011-11-01
68,20.9,Máximas,19.2,02-04,B691Y,2011-04-19
204,62.6,Minimas,3.6,02-04,B691Y,2011-04-19
84,15.4,Máximas,19.8,02-04,4549Y,2003-03-01
409,75.2,Minimas,5.8,02-04,4549Y,2003-03-01
95,18.1,Máximas,17.4,02-04,4267X,2000-03-01
271,51.7,Minimas,2.3,02-04,4267X,2000-03-01
12,1.4,Máximas,18.2,02-04,9111,1989-04-18
166,19.2,Minimas,3.1,02-04,9111,1989-04-18
83,6.8,Máximas,25.8,02-04,C429I,1980-07-01
35,2.9,Minimas,18.5,02-04,C429I,1980-07-01
10,1.2,Máximas,22.4,02-04,3391,1954-03-01
389,50.3,Minimas,3.7,02-04,3391,1954-03-01
103,4.3,Máximas,16.3,02-04,2539,1936-11-01
1106,46.1,Minimas,0,02-04,2539,1936-11-01
50,14.8,Máximas,16.4,02-04,9091R,2011-09-30
179,53.1,Minimas,0.1,02-04,9091R,2011-09-30
182,38.6,Máximas,14.2,02-04,1059X,2005-02-09
80,16.9,Minimas,9.4,02-04,1059X,2005-02-09
46,7.8,Máximas,21.5,02-04,5181D,2001-01-02
317,53.5,Minimas,3.3,02-04,5181D,2001-01-02
152,25.9,Máximas,18.1,02-04,6302A,2001-01-01
391,66.3,Minimas,3.4,02-04,6302A,2001-01-01
233,32.3,Máximas,18.5,02-04,5860E,1997-01-11
353,48.9,Minimas,7,02-04,5860E,1997-01-11
79,9.6,Máximas,18.3,02-04,B013X,1993-04-15
548,66.3,Minimas,0.2,02-04,B013X,1993-04-15
82,7.6,Máximas,18.8,02-04,1484C,1985-10-01
252,23.5,Minimas,8.9,02-04,1484C,1985-10-01
151,6.4,Máximas,18.9,02-04,8175,1939-12-01
1723,73.1,Minimas,-1.8,02-04,8175,1939-12-01
108,4.4,Máximas,16.2,02-04,2661,1938-01-01
892,36.7,Minimas,0.8,02-04,2661,1938-01-01
240,8.2,Máximas,16.6,02-04,3195,1920-01-01
1003,34.3,Minimas,4.6,02-04,3195,1920-01-01
32,10.4,Máximas,16.5,02-04,9263X,2010-03-19
166,53.9,Minimas,1.2,02-04,9263X,2010-03-19
45,13.5,Máximas,24.3,02-04,C229J,1993-02-01
15,4.5,Minimas,19.5,02-04,C229J,1993-02-01
127,25.1,Máximas,19.8,02-04,8416Y,1994-07-02
340,67.3,Minimas,7,02-04,8416Y,1994-07-02
51,8.3,Máximas,18.8,02-04,5390Y,2000-01-01
96,15.7,Minimas,7.3,02-04,5390Y,2000-01-01
39,4.8,Máximas,18.4,02-04,2916A,1991-10-23
208,25.6,Minimas,2.9,02-04,2916A,1991-10-23
29,3.3,Máximas,18.1,02-04,2775X,1988-12-17
376,42.3,Minimas,-0.9,02-04,2775X,1988-12-17
57,6.2,Máximas,16.9,02-04,2374X,1988-12-03
528,57.4,Minimas,-2,02-04,2374X,1988-12-03
98,5.3,Máximas,18.1,02-04,3013,1949-09-01
1251,68.2,Minimas,-5,02-04,3013,1949-09-01
320,12.3,Máximas,16.6,02-04,1387,1930-10-01
788,30.3,Minimas,9.1,02-04,1387,1930-10-01
63,22.5,Minimas,4.5,02-04,0372C,2013-03-08
25,4.5,Máximas,18.4,02-04,1735X,2001-02-22
394,70.4,Minimas,-2,02-04,1735X,2001-02-22
102,16.9,Máximas,18,02-04,3434X,2001-09-22
279,46.3,Minimas,3.5,02-04,3434X,2001-09-22
30,4.3,Máximas,20.7,02-04,1473A,1994-01-01
435,62.7,Minimas,3.3,02-04,1473A,1994-01-01
149,19.9,Máximas,14.5,02-04,9244X,1992-02-04
370,49.5,Minimas,1.7,02-04,9244X,1992-02-04
267,20.6,Máximas,17.9,02-04,B228,1978-01-01
437,33.6,Minimas,9.6,02-04,B228,1978-01-01
142,10.8,Máximas,16,02-04,9091O,1976-01-01
684,52.1,Minimas,0.7,02-04,9091O,1976-01-01
216,11.7,Máximas,19.2,02-04,5973,1935-11-01
427,23.1,Minimas,12.8,02-04,5973,1935-11-01
56,2.5,Máximas,19.4,02-04,3196,1945-05-01
853,38.7,Minimas,3.5,02-04,3196,1945-05-01
852,38,Máximas,18.2,02-04,6155A,1942-05-01
1046,46.7,Minimas,8.8,02-04,6155A,1942-05-01
41,7.8,Máximas,20.7,02-04,7247X,2004-01-14
431,81.8,Minimas,-0.8,02-04,7247X,2004-01-14
329,46.3,Máximas,13.8,02-04,1041A,1997-04-01
81,11.4,Minimas,10.7,02-04,1041A,1997-04-01
23,2.8,Máximas,20.9,02-04,1475X,1994-01-01
345,42.5,Minimas,5.9,02-04,1475X,1994-01-01
25,2.7,Máximas,19.3,02-04,3130C,1984-10-01
669,71.3,Minimas,-4.5,02-04,3130C,1984-10-01
59,5.2,Máximas,16.5,02-04,3191E,1978-01-01
49,4.3,Minimas,7.5,02-04,3191E,1978-01-01
478,34.5,Máximas,16.7,02-04,B278,1972-08-01
801,57.9,Minimas,3.2,02-04,B278,1972-08-01
196,11.8,Máximas,21.3,02-04,5402,1959-04-01
1324,79.9,Minimas,1.9,02-04,5402,1959-04-01
48,3.5,Máximas,20.9,02-04,9619,1928-09-01
853,54.6,Minimas,-2.2,02-04,9619,1928-09-01
136,7.7,Máximas,17.8,02-04,1495,1956-05-01
471,26.5,Minimas,7.7,02-04,1495,1956-05-01
339,17.9,Máximas,20.1,02-04,5796,1946-02-01
1297,68.4,Minimas,3.5,02-04,5796,1946-02-01
544,23.2,Máximas,21,02-04,7228,1940-01-01
1874,80,Minimas,2,02-04,7228,1940-01-01
51,14,Máximas,20,02-04,4511C,2007-07-09
235,64.6,Minimas,3.1,02-04,4511C,2007-07-09
61,12.6,Máximas,24.7,02-04,C659H,2002-05-01
292,60.3,Minimas,15.9,02-04,C659H,2002-05-01
111,21.3,Máximas,17.5,02-04,6106X,2001-01-01
111,21.4,Minimas,7.8,02-04,6106X,2001-01-01
125,18.3,Máximas,16.7,02-04,1078I,1997-04-01
47,6.9,Minimas,9.1,02-04,1078I,1997-04-01
83,10,Máximas,19.2,02-04,3526X,1989-02-01
377,45.3,Minimas,4.6,02-04,3526X,1989-02-01
107,10.8,Máximas,20.6,02-04,5910,1988-09-01
575,58.2,Minimas,6.7,02-04,5910,1988-09-01
369,23.4,Máximas,16.2,02-04,B893,1965-01-01
1450,91.9,Minimas,3.5,02-04,B893,1965-01-01
406,17.4,Máximas,16.9,02-04,0076,1924-03-01
419,17.9,Minimas,8.1,02-04,0076,1924-03-01
1008,37.6,Máximas,12.5,02-04,1024E,1928-01-01
437,16.1,Minimas,9.2,02-04,1024E,1928-01-01
213,51.2,Máximas,17.5,02-04,7002Y,2009-01-11
319,77.2,Minimas,7.3,02-04,7002Y,2009-01-11
164,37.2,Máximas,11.9,02-04,1037Y,2007-12-19
74,16.8,Minimas,5.8,02-04,1037Y,2007-12-19
68,12.3,Máximas,15.6,02-04,9990X,2002-01-01
72,13,Minimas,1.3,02-04,9990X,2002-01-01
46,7.9,Máximas,18,02-04,3338,1997-01-04
298,51.3,Minimas,2.1,02-04,3338,1997-01-04
27,2.4,Máximas,13.3,02-04,2150H,1977-01-01
62,5.6,Minimas,3.7,02-04,2150H,1977-01-01
71,6.8,Máximas,19.8,02-04,8368U,1986-04-01
613,58.7,Minimas,-2.2,02-04,8368U,1986-04-01
431,22.7,Máximas,20.1,02-04,7209,1955-01-01
1417,74.7,Minimas,2.4,02-04,7209,1955-01-01
778,44.4,Máximas,14.2,02-04,1109,1953-09-12
608,34.7,Minimas,7.4,02-04,1109,1953-09-12
106,26.1,Máximas,16.6,02-04,4147X,2006-11-09
287,70.7,Minimas,0.2,02-04,4147X,2006-11-09
153,27.5,Máximas,14.2,02-04,1210X,1997-06-01
225,40.5,Minimas,8.6,02-04,1210X,1997-06-01
84,8.5,Máximas,16.5,02-04,2465,1988-10-01
290,29.4,Minimas,3.2,02-04,2465,1988-10-01
115,11.4,Máximas,18.8,02-04,3100B,1976-04-01
729,72.4,Minimas,-1.4,02-04,3100B,1976-04-01
95,7.1,Máximas,17.6,02-04,2870,1970-01-01
518,38.5,Minimas,1.8,02-04,2870,1970-01-01
46,3.3,Máximas,24.6,02-04,C929I,1973-12-01
571,40.4,Minimas,16.8,02-04,C929I,1973-12-01
190,9.5,Máximas,23.5,02-04,C649I,1951-01-01
228,11.4,Minimas,16.7,02-04,C649I,1951-01-01
65,2.9,Máximas,16.9,02-04,2331,1943-08-01
1613,71.7,Minimas,-2.7,02-04,2331,1943-08-01
11,0.4,Minimas,12.4,02-04,0200E,1920-01-01
32,11.6,Máximas,18.3,02-04,4090Y,2008-09-14
170,61.4,Minimas,-0.3,02-04,4090Y,2008-09-14
85,27.4,Máximas,15.7,02-04,1249X,2012-03-01
197,63.5,Minimas,4,02-04,1249X,2012-03-01
153,27.5,Máximas,20.2,02-04,5298X,2001-01-01
442,79.4,Minimas,0.1,02-04,5298X,2001-01-01
17,2.9,Máximas,12.9,02-04,3266A,1997-01-01
9,1.5,Minimas,4.7,02-04,3266A,1997-01-01
113,17.1,Máximas,16.4,02-04,5911A,2000-02-01
397,60,Minimas,3,02-04,5911A,2000-02-01
11,1.7,Máximas,18.4,02-04,3110C,1997-01-01
381,59.6,Minimas,-1.5,02-04,3110C,1997-01-01
57,7.7,Máximas,20,02-04,5704B,1997-01-29
596,81,Minimas,0.5,02-04,5704B,1997-01-29
73,9.6,Máximas,18.2,02-04,9381I,1992-08-01
462,60.6,Minimas,-2.6,02-04,9381I,1992-08-01
117,10.1,Máximas,19.3,02-04,8178D,1983-01-01
823,71.1,Minimas,0,02-04,8178D,1983-01-01
78,3.5,Máximas,19,02-04,1428,1943-11-01
1198,53.7,Minimas,3.5,02-04,1428,1943-11-01
40,9.5,Máximas,18.6,02-04,4386B,2007-06-01
100,23.9,Minimas,7.2,02-04,4386B,2007-06-01
76,13.3,Máximas,15.8,02-04,2117D,2002-04-16
295,51.6,Minimas,-1.8,02-04,2117D,2002-04-16
55,8.9,Máximas,19.2,02-04,3519X,1999-03-24
149,24.1,Minimas,7.5,02-04,3519X,1999-03-24
76,10.9,Máximas,17.9,02-04,0201D,1994-04-21
277,39.9,Minimas,9.2,02-04,0201D,1994-04-21
90,10.1,Máximas,19.2,02-04,8309X,1991-01-10
531,59.7,Minimas,-0.7,02-04,8309X,1991-01-10
23,2.9,Máximas,16.5,02-04,B248,1971-04-01
45,5.6,Minimas,9.2,02-04,B248,1971-04-01
167,19.9,Máximas,14.1,02-04,1400,1951-01-01
81,9.6,Minimas,10.7,02-04,1400,1951-01-01
359,18,Máximas,20.4,02-04,5960,1946-02-01
1671,83.8,Minimas,2.7,02-04,5960,1946-02-01
254,9.8,Máximas,15.6,02-04,2614,1920-02-01
1595,61.6,Minimas,-0.1,02-04,2614,1920-02-01
39,13.3,Máximas,16.4,02-04,3298X,2006-11-03
45,15.4,Minimas,6.5,02-04,3298X,2006-11-03
50,10.3,Máximas,10.3,02-04,2491C,2001-12-17
32,6.6,Minimas,2.6,02-04,2491C,2001-12-17
79,50.3,Máximas,13,02-04,1057B,1997-04-01
45,28.7,Minimas,10,02-04,1057B,1997-04-01
41,4.7,Máximas,20.7,02-04,B569X,1989-01-01
181,20.7,Minimas,11.9,02-04,B569X,1989-01-01
254,41.6,Máximas,18.2,02-04,6367B,1988-04-07
512,83.8,Minimas,2.7,02-04,6367B,1988-04-07
58,4.1,Máximas,17.4,02-04,2422,1973-10-01
643,45.5,Minimas,1.1,02-04,2422,1973-10-01
136,9.6,Máximas,20.9,02-04,5530E,1972-07-01
1075,75.7,Minimas,-0.9,02-04,5530E,1972-07-01
549,36.2,Máximas,16.7,02-04,B954,1944-01-01
995,65.7,Minimas,6.8,02-04,B954,1944-01-01
185,8.3,Máximas,16.3,02-04,2867,1945-01-01
1562,70,Minimas,-2.2,02-04,2867,1945-01-01
28,1.2,Máximas,19.5,02-04,2030,1943-11-01
1078,47.7,Minimas,-0.8,02-04,2030,1943-11-01
747,31.3,Máximas,19.1,02-04,8025,1938-09-01
1881,78.7,Minimas,4.4,02-04,8025,1938-09-01
226,61.6,Máximas,16.9,02-04,7031X,2011-01-01
312,85.5,Minimas,3.6,02-04,7031X,2011-01-01
156,28.4,Máximas,16.2,02-04,1207U,1979-01-01
377,68.7,Minimas,2.6,02-04,1207U,1979-01-01
255,35.9,Máximas,14.4,02-04,1050J,1997-04-01
62,8.7,Minimas,9.5,02-04,1050J,1997-04-01
109,17.2,Máximas,14.7,02-04,1393,1994-01-01
157,24.8,Minimas,9.8,02-04,1393,1994-01-01
127,17.5,Máximas,21.2,02-04,7145D,1997-02-19
589,81.9,Minimas,2,02-04,7145D,1997-02-19
239,30.5,Máximas,15.3,02-04,9294E,1993-07-24
640,81.6,Minimas,-0.2,02-04,9294E,1993-07-24
31,2.7,Máximas,17.4,02-04,2444,1983-01-01
667,58.3,Minimas,-1.2,02-04,2444,1983-01-01
377,25.2,Máximas,16.2,02-04,4121,1970-11-01
940,62.8,Minimas,1.2,02-04,4121,1970-11-01
18,1.1,Máximas,15.1,02-04,9585,1927-04-01
15,0.9,Minimas,3.7,02-04,9585,1927-04-01
108,5.8,Máximas,18.6,02-04,3129,1945-01-01
1206,64.7,Minimas,-0.3,02-04,3129,1945-01-01
492,20.3,Máximas,20,02-04,8416,1937-11-01
1323,54.5,Minimas,7,02-04,8416,1937-11-01
236,42.8,Máximas,16.6,02-04,5000C,2003-06-01
15,2.7,Minimas,14.6,02-04,5000C,2003-06-01
26,5.7,Máximas,21,02-04,5582A,2001-01-01
260,56.6,Minimas,3.6,02-04,5582A,2001-01-01
113,10.8,Máximas,17.4,02-04,1505,1951-01-01
568,54.4,Minimas,1.1,02-04,1505,1951-01-01
496,30.8,Máximas,18.8,02-04,8019,1967-01-01
1296,80.6,Minimas,4.6,02-04,8019,1967-01-01
118,5.7,Máximas,17.7,02-04,1549,1951-01-01
1306,63.3,Minimas,0.6,02-04,1549,1951-01-01
32,1.8,Máximas,20.7,02-04,8096,1951-01-01
921,51.8,Minimas,0.1,02-04,8096,1951-01-01
440,21.4,Máximas,20.1,02-04,5783,1951-01-01
1368,66.5,Minimas,5.4,02-04,5783,1951-01-01
1126,38.7,Máximas,9.5,02-04,C430E,1920-01-01
969,33.3,Minimas,2.7,02-04,C430E,1920-01-01
11,3.3,Máximas,20.2,02-04,4061X,2006-10-31
198,60.2,Minimas,1.5,02-04,4061X,2006-10-31
12,2.6,Máximas,14.7,02-04,1542,1997-03-01
47,10.2,Minimas,2.9,02-04,1542,1997-03-01
180,15.5,Máximas,17.3,02-04,3469A,1982-12-01
585,50.5,Minimas,4.8,02-04,3469A,1982-12-01
35,12.6,Máximas,23,02-04,C659M,2013-09-21
43,15.5,Minimas,17.9,02-04,C659M,2013-09-21
19,6.7,Máximas,24.9,02-05,C439J,2014-01-01
99,35.1,Minimas,13.7,02-05,C439J,2014-01-01
16,4.2,Máximas,22.6,02-05,5612B,2009-02-13
166,43.7,Minimas,5.1,02-05,5612B,2009-02-13
54,15.2,Máximas,17.9,02-05,3094B,2009-08-01
70,19.7,Minimas,5.3,02-05,3094B,2009-08-01
187,26.3,Máximas,16.2,02-05,9394X,1993-04-01
487,68.6,Minimas,-1,02-05,9394X,1993-04-01
90,10.7,Máximas,19,02-05,B434X,1993-01-01
167,19.8,Minimas,10.5,02-05,B434X,1993-01-01
159,19.2,Máximas,22.7,02-05,8293X,1990-04-02
620,75.1,Minimas,2.8,02-05,8293X,1990-04-02
291,31.4,Máximas,13.6,02-05,2755X,1988-12-17
400,43.2,Minimas,0.8,02-05,2755X,1988-12-17
232,24,Máximas,12.4,02-05,2400E,1988-12-03
164,17,Minimas,2.8,02-05,2400E,1988-12-03
275,20.3,Máximas,19.2,02-05,8500A,1976-01-01
