cod_ine,cod_region_iso,nom_region_iso,indicativo,nom_mun,prov_isla,tmed,tmax,calor,anomalia_tmax,tmin,frio,anomalia_tmin,fecha,hora,nombre_clean
43905,694303,Litoral norte de Tarragona,0016A,Salou,Tarragona,12.35,17.8,hace mucho calor,"+1,4",6.9,el frío es normal,"-0,1",2024-03-05,20:30:00,Reus Aeropuerto
43906,694304,Litoral sur de Tarragona,9987P,"Ampolla, L'",Tarragona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43907,694303,Litoral norte de Tarragona,0016A,"Canonja, La",Tarragona,12.35,17.8,hace mucho calor,"+1,4",6.9,el frío es normal,"-0,1",2024-03-05,20:30:00,Reus Aeropuerto
44001,624401,Albarracín y Jiloca,8368U,Ababuj,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44002,624402,Gúdar y Maestrazgo,8309X,Abejuela,Teruel,7.75,14.8,el calor es normal,"+0,7",0.7,hace mucho frío,"-1,4",2024-03-05,20:30:00,Utiel
44003,624401,Albarracín y Jiloca,9381,Aguatón,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44004,624403,Bajo Aragón de Teruel,9569A,Aguaviva,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44005,624401,Albarracín y Jiloca,8368U,Aguilar del Alfambra,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44006,624403,Bajo Aragón de Teruel,9569A,Alacón,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44007,624401,Albarracín y Jiloca,9381,Alba,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44008,624403,Bajo Aragón de Teruel,9569A,Albalate del Arzobispo,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44009,624401,Albarracín y Jiloca,8368U,Albarracín,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44010,624402,Gúdar y Maestrazgo,8368U,Albentosa,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44011,624402,Gúdar y Maestrazgo,9569A,Alcaine,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44012,624402,Gúdar y Maestrazgo,8368U,Alcalá de la Selva,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44013,624403,Bajo Aragón de Teruel,9573X,Alcañiz,Teruel,9.1,15.2,el calor es normal,0,3,hace frío,"-0,7",2024-03-05,20:30:00,Alcañiz
44014,624403,Bajo Aragón de Teruel,9569A,Alcorisa,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44016,624401,Albarracín y Jiloca,8368U,Alfambra,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44017,624402,Gúdar y Maestrazgo,8489X,Aliaga,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44018,624401,Albarracín y Jiloca,9381,Almohaja,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44019,624401,Albarracín y Jiloca,8368U,Alobras,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44020,624401,Albarracín y Jiloca,9381,Alpeñés,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44021,624402,Gúdar y Maestrazgo,8489X,Allepuz,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44022,624403,Bajo Aragón de Teruel,9569A,Alloza,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44023,624401,Albarracín y Jiloca,9381I,Allueva,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44024,624402,Gúdar y Maestrazgo,9381I,Anadón,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44025,624403,Bajo Aragón de Teruel,9569A,Andorra,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44026,624402,Gúdar y Maestrazgo,8368U,Arcos de las Salinas,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44027,624403,Bajo Aragón de Teruel,9573X,Arens de Lledó,Teruel,9.1,15.2,el calor es normal,0,3,hace frío,"-0,7",2024-03-05,20:30:00,Alcañiz
44028,624401,Albarracín y Jiloca,9381,Argente,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44029,624403,Bajo Aragón de Teruel,9569A,Ariño,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44031,624403,Bajo Aragón de Teruel,9573X,Azaila,Teruel,9.1,15.2,el calor es normal,0,3,hace frío,"-0,7",2024-03-05,20:30:00,Alcañiz
44032,624401,Albarracín y Jiloca,9381I,Bádenas,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44033,624401,Albarracín y Jiloca,9381I,Báguena,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44034,624401,Albarracín y Jiloca,9381,Bañón,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44035,624401,Albarracín y Jiloca,9381I,Barrachina,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44036,624401,Albarracín y Jiloca,9381I,Bea,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44037,624403,Bajo Aragón de Teruel,9573X,Beceite,Teruel,9.1,15.2,el calor es normal,0,3,hace frío,"-0,7",2024-03-05,20:30:00,Alcañiz
44038,624403,Bajo Aragón de Teruel,9569A,Belmonte de San José,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44039,624401,Albarracín y Jiloca,9381I,Bello,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44040,624403,Bajo Aragón de Teruel,9569A,Berge,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44041,624401,Albarracín y Jiloca,8368U,Bezas,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44042,624401,Albarracín y Jiloca,9381,Blancas,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44043,624402,Gúdar y Maestrazgo,9381I,Blesa,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44044,624402,Gúdar y Maestrazgo,9563X,Bordón,Teruel,5.05,8.6,el calor es normal,"-0,4",1.5,hace frío,"-0,8",2024-03-05,20:30:00,Castellfort
44045,624401,Albarracín y Jiloca,8368U,Bronchales,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44046,624401,Albarracín y Jiloca,9381,Bueña,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44047,624401,Albarracín y Jiloca,9381I,Burbáguena,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44048,624402,Gúdar y Maestrazgo,8368U,Cabra de Mora,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44049,624403,Bajo Aragón de Teruel,9573X,Calaceite,Teruel,9.1,15.2,el calor es normal,0,3,hace frío,"-0,7",2024-03-05,20:30:00,Alcañiz
44050,624401,Albarracín y Jiloca,9381I,Calamocha,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44051,624403,Bajo Aragón de Teruel,9569A,Calanda,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44052,624401,Albarracín y Jiloca,8368U,Calomarde,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44053,624401,Albarracín y Jiloca,8368U,Camañas,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44054,624402,Gúdar y Maestrazgo,8368U,Camarena de la Sierra,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44055,624401,Albarracín y Jiloca,8368U,Camarillas,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44056,624401,Albarracín y Jiloca,9381,Caminreal,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44059,624402,Gúdar y Maestrazgo,8489X,Cantavieja,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44060,624402,Gúdar y Maestrazgo,8489X,Cañada de Benatanduz,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44061,624403,Bajo Aragón de Teruel,9569A,"Cañada de Verich, La",Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44062,624401,Albarracín y Jiloca,9381,Cañada Vellida,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44063,624402,Gúdar y Maestrazgo,9569A,Cañizar del Olivar,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44064,624401,Albarracín y Jiloca,8368U,Cascante del Río,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44065,624401,Albarracín y Jiloca,9381I,Castejón de Tornos,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44066,624402,Gúdar y Maestrazgo,9569A,Castel de Cabra,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44067,624403,Bajo Aragón de Teruel,9573X,Castelnou,Teruel,9.1,15.2,el calor es normal,0,3,hace frío,"-0,7",2024-03-05,20:30:00,Alcañiz
44068,624403,Bajo Aragón de Teruel,9569A,Castelserás,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44070,624402,Gúdar y Maestrazgo,8368U,"Castellar, El",Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44071,624402,Gúdar y Maestrazgo,9569A,Castellote,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44074,624401,Albarracín y Jiloca,8368U,Cedrillas,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44075,624401,Albarracín y Jiloca,8368U,Celadas,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44076,624401,Albarracín y Jiloca,8368U,Cella,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44077,624403,Bajo Aragón de Teruel,9569A,"Cerollera, La",Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44080,624403,Bajo Aragón de Teruel,9569A,"Codoñera, La",Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44082,624401,Albarracín y Jiloca,8368U,Corbalán,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44084,624402,Gúdar y Maestrazgo,9381I,Cortes de Aragón,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44085,624401,Albarracín y Jiloca,9381,Cosa,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44086,624403,Bajo Aragón de Teruel,9573X,Cretas,Teruel,9.1,15.2,el calor es normal,0,3,hace frío,"-0,7",2024-03-05,20:30:00,Alcañiz
44087,624403,Bajo Aragón de Teruel,9569A,Crivillén,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44088,624402,Gúdar y Maestrazgo,9563X,"Cuba, La",Teruel,5.05,8.6,el calor es normal,"-0,4",1.5,hace frío,"-0,8",2024-03-05,20:30:00,Castellfort
44089,624401,Albarracín y Jiloca,8368U,Cubla,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44090,624401,Albarracín y Jiloca,9381I,Cucalón,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44092,624401,Albarracín y Jiloca,8368U,"Cuervo, El",Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44093,624402,Gúdar y Maestrazgo,9381,Cuevas de Almudén,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44094,624401,Albarracín y Jiloca,8368U,Cuevas Labradas,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44096,624403,Bajo Aragón de Teruel,9569A,Ejulve,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44097,624401,Albarracín y Jiloca,8368U,Escorihuela,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44099,624402,Gúdar y Maestrazgo,9381,Escucha,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44100,624403,Bajo Aragón de Teruel,9569A,Estercuel,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44101,624401,Albarracín y Jiloca,9381I,Ferreruela de Huerva,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44102,624401,Albarracín y Jiloca,9381I,Fonfría,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44103,624402,Gúdar y Maestrazgo,8368U,Formiche Alto,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44105,624403,Bajo Aragón de Teruel,9569A,Fórnoles,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44106,624402,Gúdar y Maestrazgo,8489X,Fortanete,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44107,624403,Bajo Aragón de Teruel,9569A,Foz-Calanda,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44108,624403,Bajo Aragón de Teruel,9573X,"Fresneda, La",Teruel,9.1,15.2,el calor es normal,0,3,hace frío,"-0,7",2024-03-05,20:30:00,Alcañiz
44109,624401,Albarracín y Jiloca,8368U,Frías de Albarracín,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44110,624402,Gúdar y Maestrazgo,9381I,Fuenferrada,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44111,624401,Albarracín y Jiloca,9381,Fuentes Calientes,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44112,624401,Albarracín y Jiloca,9381,Fuentes Claras,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44113,624402,Gúdar y Maestrazgo,8489X,Fuentes de Rubielos,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44114,624403,Bajo Aragón de Teruel,9569A,Fuentespalda,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44115,624401,Albarracín y Jiloca,8368U,Galve,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44116,624403,Bajo Aragón de Teruel,9569A,Gargallo,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44117,624401,Albarracín y Jiloca,8368U,Gea de Albarracín,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44118,624403,Bajo Aragón de Teruel,9569A,"Ginebrosa, La",Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44119,624401,Albarracín y Jiloca,8368U,Griegos,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44120,624401,Albarracín y Jiloca,8368U,Guadalaviar,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44121,624402,Gúdar y Maestrazgo,8368U,Gúdar,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44122,624403,Bajo Aragón de Teruel,9573X,Híjar,Teruel,9.1,15.2,el calor es normal,0,3,hace frío,"-0,7",2024-03-05,20:30:00,Alcañiz
44123,624402,Gúdar y Maestrazgo,8368U,Hinojosa de Jarque,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44124,624402,Gúdar y Maestrazgo,9381I,"Hoz de la Vieja, La",Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44125,624402,Gúdar y Maestrazgo,9381I,Huesa del Común,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44126,624402,Gúdar y Maestrazgo,8489X,"Iglesuela del Cid, La",Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44127,624401,Albarracín y Jiloca,8368U,Jabaloyas,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44128,624402,Gúdar y Maestrazgo,9381,Jarque de la Val,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44129,624403,Bajo Aragón de Teruel,9573X,Jatiel,Teruel,9.1,15.2,el calor es normal,0,3,hace frío,"-0,7",2024-03-05,20:30:00,Alcañiz
44130,624401,Albarracín y Jiloca,8368U,Jorcas,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44131,624402,Gúdar y Maestrazgo,9381I,Josa,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44132,624401,Albarracín y Jiloca,9381I,Lagueruela,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44133,624401,Albarracín y Jiloca,9381I,Lanzuela,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44135,624401,Albarracín y Jiloca,8368U,Libros,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44136,624401,Albarracín y Jiloca,9381,Lidón,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44137,624402,Gúdar y Maestrazgo,8489X,Linares de Mora,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44138,624401,Albarracín y Jiloca,9381I,Loscos,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44141,624403,Bajo Aragón de Teruel,9573X,Lledó,Teruel,9.1,15.2,el calor es normal,0,3,hace frío,"-0,7",2024-03-05,20:30:00,Alcañiz
44142,624402,Gúdar y Maestrazgo,9381I,Maicas,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44143,624402,Gúdar y Maestrazgo,8368U,Manzanera,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44144,624402,Gúdar y Maestrazgo,9381,Martín del Río,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44145,624403,Bajo Aragón de Teruel,9569A,Mas de las Matas,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44146,624403,Bajo Aragón de Teruel,9569A,"Mata de los Olmos, La",Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44147,624403,Bajo Aragón de Teruel,9573X,Mazaleón,Teruel,9.1,15.2,el calor es normal,0,3,hace frío,"-0,7",2024-03-05,20:30:00,Alcañiz
44148,624402,Gúdar y Maestrazgo,9381,Mezquita de Jarque,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44149,624402,Gúdar y Maestrazgo,9563X,Mirambel,Teruel,5.05,8.6,el calor es normal,"-0,4",1.5,hace frío,"-0,8",2024-03-05,20:30:00,Castellfort
44150,624402,Gúdar y Maestrazgo,8489X,Miravete de la Sierra,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44151,624402,Gúdar y Maestrazgo,9569A,Molinos,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44152,624401,Albarracín y Jiloca,9381I,Monforte de Moyuela,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44153,624401,Albarracín y Jiloca,9381,Monreal del Campo,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44154,624403,Bajo Aragón de Teruel,9569A,Monroyo,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44155,624402,Gúdar y Maestrazgo,9381I,Montalbán,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44156,624401,Albarracín y Jiloca,8368U,Monteagudo del Castillo,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44157,624401,Albarracín y Jiloca,8368U,Monterde de Albarracín,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44158,624402,Gúdar y Maestrazgo,8368U,Mora de Rubielos,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44159,624401,Albarracín y Jiloca,8368U,Moscardón,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44160,624402,Gúdar y Maestrazgo,8489X,Mosqueruela,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44161,624402,Gúdar y Maestrazgo,9569A,Muniesa,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44163,624401,Albarracín y Jiloca,8368U,Noguera de Albarracín,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44164,624401,Albarracín y Jiloca,9381I,Nogueras,Teruel,6.15,11.4,no hace calor,"-0,8",0.9,el frío es normal,"+0,2",2024-03-05,20:30:00,Calamocha
44165,624402,Gúdar y Maestrazgo,8489X,Nogueruelas,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44167,624402,Gúdar y Maestrazgo,9569A,Obón,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44168,624401,Albarracín y Jiloca,9381,Odón,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44169,624401,Albarracín y Jiloca,9381,Ojos Negros,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44171,624402,Gúdar y Maestrazgo,8489X,Olba,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44172,624403,Bajo Aragón de Teruel,9569A,Oliete,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44173,624403,Bajo Aragón de Teruel,9569A,"Olmos, Los",Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44174,624401,Albarracín y Jiloca,9381,Orihuela del Tremedal,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44175,624401,Albarracín y Jiloca,8368U,Orrios,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
44176,624402,Gúdar y Maestrazgo,9569A,Palomar de Arroyos,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44177,624401,Albarracín y Jiloca,9381,Pancrudo,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44178,624403,Bajo Aragón de Teruel,9569A,"Parras de Castellote, Las",Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44179,624403,Bajo Aragón de Teruel,9569A,Peñarroya de Tastavins,Teruel,9.85,14.3,no hace calor,"-1,6",5.4,el frío es normal,"-0,6",2024-03-05,20:30:00,Calanda
44180,624401,Albarracín y Jiloca,9381,Peracense,Teruel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44181,624401,Albarracín y Jiloca,8368U,Peralejos,Teruel,5.3,12.5,el calor es normal,"-0,3",-1.9,hace mucho frío,"-2,7",2024-03-05,20:30:00,Teruel
