cod_ine,cod_region_iso,nom_region_iso,indicativo,nom_mun,prov_isla,tmed,tmax,calor,anomalia_tmax,tmin,frio,anomalia_tmin,fecha,hora,nombre_clean
01001,750102,Llanada alavesa,9087,Alegría-Dulantzi,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01002,750101,Cuenca del Nervión,1078I,Amurrio,Araba/ Álava,10.15,15.6,hace calor,"+1,4",4.7,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Güeñes
01003,750101,Cuenca del Nervión,9091O,Aramaio,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01004,750101,Cuenca del Nervión,1078I,Artziniega,Araba/ Álava,10.15,15.6,hace calor,"+1,4",4.7,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Güeñes
01006,750102,Llanada alavesa,9091R,Armiñón,Araba/ Álava,6.45,13.1,hace calor,"+0,6",-0.2,el frío es extremo,"-2,8",2024-03-05,20:30:00,Vitoria-Gasteiz Aeropuerto
01008,750102,Llanada alavesa,9087,Arratzua-Ubarrundia,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01009,750102,Llanada alavesa,9087,Asparrena,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01010,750101,Cuenca del Nervión,1078I,Ayala/Aiara,Araba/ Álava,10.15,15.6,hace calor,"+1,4",4.7,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Güeñes
01011,750103,Rioja alavesa,9170,Baños de Ebro/Mañueta,Araba/ Álava,8.9,14.6,hace calor,"+0,6",3.2,hace frío,-1,2024-03-05,20:30:00,"Logroño, Aeropuerto"
01013,750102,Llanada alavesa,9087,Barrundia,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01014,750102,Llanada alavesa,9091R,Berantevilla,Araba/ Álava,6.45,13.1,hace calor,"+0,6",-0.2,el frío es extremo,"-2,8",2024-03-05,20:30:00,Vitoria-Gasteiz Aeropuerto
01016,750102,Llanada alavesa,9087,Bernedo,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01017,750102,Llanada alavesa,9087,Campezo/Kanpezu,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01018,750101,Cuenca del Nervión,9091O,Zigoitia,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01019,750103,Rioja alavesa,9170,Kripan,Araba/ Álava,8.9,14.6,hace calor,"+0,6",3.2,hace frío,-1,2024-03-05,20:30:00,"Logroño, Aeropuerto"
01020,750102,Llanada alavesa,9091O,Kuartango,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01021,750102,Llanada alavesa,9087,Elburgo/Burgelu,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01022,750103,Rioja alavesa,9170,Elciego,Araba/ Álava,8.9,14.6,hace calor,"+0,6",3.2,hace frío,-1,2024-03-05,20:30:00,"Logroño, Aeropuerto"
01023,750103,Rioja alavesa,9170,Elvillar/Bilar,Araba/ Álava,8.9,14.6,hace calor,"+0,6",3.2,hace frío,-1,2024-03-05,20:30:00,"Logroño, Aeropuerto"
01027,750102,Llanada alavesa,9087,Iruraiz-Gauna,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01028,750103,Rioja alavesa,9087,Labastida/Bastida,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01030,750103,Rioja alavesa,9087,Lagrán,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01031,750103,Rioja alavesa,9170,Laguardia,Araba/ Álava,8.9,14.6,hace calor,"+0,6",3.2,hace frío,-1,2024-03-05,20:30:00,"Logroño, Aeropuerto"
01032,750103,Rioja alavesa,9170,Lanciego/Lantziego,Araba/ Álava,8.9,14.6,hace calor,"+0,6",3.2,hace frío,-1,2024-03-05,20:30:00,"Logroño, Aeropuerto"
01033,750103,Rioja alavesa,9170,Lapuebla de Labarca,Araba/ Álava,8.9,14.6,hace calor,"+0,6",3.2,hace frío,-1,2024-03-05,20:30:00,"Logroño, Aeropuerto"
01034,750103,Rioja alavesa,9170,Leza,Araba/ Álava,8.9,14.6,hace calor,"+0,6",3.2,hace frío,-1,2024-03-05,20:30:00,"Logroño, Aeropuerto"
01036,750101,Cuenca del Nervión,1078I,Laudio/Llodio,Araba/ Álava,10.15,15.6,hace calor,"+1,4",4.7,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Güeñes
01037,750102,Llanada alavesa,9087,Arraia-Maeztu,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01039,750103,Rioja alavesa,9170,Moreda de Álava/Moreda Araba,Araba/ Álava,8.9,14.6,hace calor,"+0,6",3.2,hace frío,-1,2024-03-05,20:30:00,"Logroño, Aeropuerto"
01041,750103,Rioja alavesa,9170,Navaridas,Araba/ Álava,8.9,14.6,hace calor,"+0,6",3.2,hace frío,-1,2024-03-05,20:30:00,"Logroño, Aeropuerto"
01042,750101,Cuenca del Nervión,1078I,Okondo,Araba/ Álava,10.15,15.6,hace calor,"+1,4",4.7,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Güeñes
01043,750103,Rioja alavesa,9170,Oyón-Oion,Araba/ Álava,8.9,14.6,hace calor,"+0,6",3.2,hace frío,-1,2024-03-05,20:30:00,"Logroño, Aeropuerto"
01044,750103,Rioja alavesa,9087,Peñacerrada-Urizaharra,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01046,750102,Llanada alavesa,9091R,Erriberagoitia/Ribera Alta,Araba/ Álava,6.45,13.1,hace calor,"+0,6",-0.2,el frío es extremo,"-2,8",2024-03-05,20:30:00,Vitoria-Gasteiz Aeropuerto
01047,750102,Llanada alavesa,9091R,Ribera Baja/Erribera Beitia,Araba/ Álava,6.45,13.1,hace calor,"+0,6",-0.2,el frío es extremo,"-2,8",2024-03-05,20:30:00,Vitoria-Gasteiz Aeropuerto
01049,750102,Llanada alavesa,9091R,Añana,Araba/ Álava,6.45,13.1,hace calor,"+0,6",-0.2,el frío es extremo,"-2,8",2024-03-05,20:30:00,Vitoria-Gasteiz Aeropuerto
01051,750102,Llanada alavesa,9087,Agurain/Salvatierra,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01052,750103,Rioja alavesa,9170,Samaniego,Araba/ Álava,8.9,14.6,hace calor,"+0,6",3.2,hace frío,-1,2024-03-05,20:30:00,"Logroño, Aeropuerto"
01053,750102,Llanada alavesa,9087,San Millán/Donemiliaga,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01054,750101,Cuenca del Nervión,9091O,Urkabustaiz,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01055,750102,Llanada alavesa,9091O,Valdegovía/Gaubea,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01056,750102,Llanada alavesa,9087,Harana/Valle de Arana,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01057,750103,Rioja alavesa,9170,Villabuena de Álava/Eskuernaga,Araba/ Álava,8.9,14.6,hace calor,"+0,6",3.2,hace frío,-1,2024-03-05,20:30:00,"Logroño, Aeropuerto"
01058,750101,Cuenca del Nervión,9091O,Legutio,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01059,750102,Llanada alavesa,9087,Vitoria-Gasteiz,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01060,750103,Rioja alavesa,9170,Yécora/Iekora,Araba/ Álava,8.9,14.6,hace calor,"+0,6",3.2,hace frío,-1,2024-03-05,20:30:00,"Logroño, Aeropuerto"
01061,750102,Llanada alavesa,9087,Zalduondo,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01062,750102,Llanada alavesa,9091R,Zambrana,Araba/ Álava,6.45,13.1,hace calor,"+0,6",-0.2,el frío es extremo,"-2,8",2024-03-05,20:30:00,Vitoria-Gasteiz Aeropuerto
01063,750101,Cuenca del Nervión,9091O,Zuia,Araba/ Álava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01901,750102,Llanada alavesa,9091R,Iruña Oka/Iruña de Oca,Araba/ Álava,6.45,13.1,hace calor,"+0,6",-0.2,el frío es extremo,"-2,8",2024-03-05,20:30:00,Vitoria-Gasteiz Aeropuerto
01902,750102,Llanada alavesa,9091R,Lantarón,Araba/ Álava,6.45,13.1,hace calor,"+0,6",-0.2,el frío es extremo,"-2,8",2024-03-05,20:30:00,Vitoria-Gasteiz Aeropuerto
02001,680201,La Mancha albaceteña,8177A,Abengibre,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02002,680201,La Mancha albaceteña,8177A,Alatoz,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02003,680201,La Mancha albaceteña,8175,Albacete,Albacete,8,14.3,el calor es normal,"+0,1",1.7,hace frío,"-1,9",2024-03-05,20:30:00,Albacete Base Aérea
02004,680203,Hellín y Almansa,7096B,Albatana,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02005,680201,La Mancha albaceteña,8177A,Alborea,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02006,680202,Alcaraz y Segura,7096B,Alcadozo,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02007,680201,La Mancha albaceteña,8177A,Alcalá del Júcar,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02008,680202,Alcaraz y Segura,5192,Alcaraz,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02009,680203,Hellín y Almansa,7096B,Almansa,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02010,680203,Hellín y Almansa,7096B,Alpera,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02011,680202,Alcaraz y Segura,7096B,Ayna,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02012,680201,La Mancha albaceteña,8175,Balazote,Albacete,8,14.3,el calor es normal,"+0,1",1.7,hace frío,"-1,9",2024-03-05,20:30:00,Albacete Base Aérea
02013,680201,La Mancha albaceteña,8177A,Balsa de Ves,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02014,680201,La Mancha albaceteña,8175,"Ballestero, El",Albacete,8,14.3,el calor es normal,"+0,1",1.7,hace frío,"-1,9",2024-03-05,20:30:00,Albacete Base Aérea
02015,680201,La Mancha albaceteña,8178D,Barrax,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02016,680202,Alcaraz y Segura,5192,Bienservida,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02017,680202,Alcaraz y Segura,5192,Bogarra,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02018,680203,Hellín y Almansa,7096B,Bonete,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02019,680201,La Mancha albaceteña,8178D,"Bonillo, El",Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02020,680201,La Mancha albaceteña,8177A,Carcelén,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02021,680201,La Mancha albaceteña,8177A,Casas de Juan Núñez,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02022,680201,La Mancha albaceteña,8175,Casas de Lázaro,Albacete,8,14.3,el calor es normal,"+0,1",1.7,hace frío,"-1,9",2024-03-05,20:30:00,Albacete Base Aérea
02023,680201,La Mancha albaceteña,8177A,Casas de Ves,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02024,680201,La Mancha albaceteña,8177A,Casas-Ibáñez,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02025,680203,Hellín y Almansa,7096B,Caudete,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02026,680201,La Mancha albaceteña,8178D,Cenizate,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02027,680203,Hellín y Almansa,7096B,Corral-Rubio,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02028,680202,Alcaraz y Segura,5192,Cotillas,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02029,680201,La Mancha albaceteña,8177A,Chinchilla de Monte-Aragón,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02030,680202,Alcaraz y Segura,7096B,Elche de la Sierra,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02031,680202,Alcaraz y Segura,7096B,Férez,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02032,680201,La Mancha albaceteña,8178D,Fuensanta,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02033,680203,Hellín y Almansa,7096B,Fuente-Álamo,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02034,680201,La Mancha albaceteña,8177A,Fuentealbilla,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02035,680201,La Mancha albaceteña,8178D,"Gineta, La",Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02036,680201,La Mancha albaceteña,8178D,Golosalvo,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02037,680203,Hellín y Almansa,7096B,Hellín,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02038,680201,La Mancha albaceteña,8175,"Herrera, La",Albacete,8,14.3,el calor es normal,"+0,1",1.7,hace frío,"-1,9",2024-03-05,20:30:00,Albacete Base Aérea
02039,680203,Hellín y Almansa,7096B,Higueruela,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02040,680201,La Mancha albaceteña,8177A,Hoya-Gonzalo,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02041,680201,La Mancha albaceteña,8177A,Jorquera,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02042,680202,Alcaraz y Segura,7119B,Letur,Albacete,11.25,18.7,hace mucho calor,"+3,5",3.8,hace mucho frío,"-0,6",2024-03-05,20:30:00,Caravaca de la Cruz
02043,680201,La Mancha albaceteña,8178D,Lezuza,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02044,680202,Alcaraz y Segura,7096B,Liétor,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02045,680201,La Mancha albaceteña,8178D,Madrigueras,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02046,680201,La Mancha albaceteña,8178D,Mahora,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02047,680202,Alcaraz y Segura,5192,Masegoso,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02048,680201,La Mancha albaceteña,8178D,Minaya,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02049,680202,Alcaraz y Segura,5192,Molinicos,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02050,680201,La Mancha albaceteña,8178D,Montalvos,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02051,680203,Hellín y Almansa,7096B,Montealegre del Castillo,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02052,680201,La Mancha albaceteña,8178D,Motilleja,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02053,680201,La Mancha albaceteña,8178D,Munera,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02054,680201,La Mancha albaceteña,8178D,Navas de Jorquera,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02055,680202,Alcaraz y Segura,5051X,Nerpio,Albacete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02056,680203,Hellín y Almansa,7096B,Ontur,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02057,680201,La Mancha albaceteña,8178D,Ossa de Montiel,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02058,680202,Alcaraz y Segura,5192,Paterna del Madera,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02059,680202,Alcaraz y Segura,5192,Peñascosa,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02060,680202,Alcaraz y Segura,8175,Peñas de San Pedro,Albacete,8,14.3,el calor es normal,"+0,1",1.7,hace frío,"-1,9",2024-03-05,20:30:00,Albacete Base Aérea
02061,680203,Hellín y Almansa,7096B,Pétrola,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02062,680202,Alcaraz y Segura,5192,Povedilla,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02063,680203,Hellín y Almansa,7096B,Pozohondo,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02064,680201,La Mancha albaceteña,8177A,Pozo-Lorente,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02065,680201,La Mancha albaceteña,8175,Pozuelo,Albacete,8,14.3,el calor es normal,"+0,1",1.7,hace frío,"-1,9",2024-03-05,20:30:00,Albacete Base Aérea
02066,680201,La Mancha albaceteña,8177A,"Recueja, La",Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02067,680202,Alcaraz y Segura,5192,Riópar,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02068,680201,La Mancha albaceteña,8175,Robledo,Albacete,8,14.3,el calor es normal,"+0,1",1.7,hace frío,"-1,9",2024-03-05,20:30:00,Albacete Base Aérea
02069,680201,La Mancha albaceteña,8178D,"Roda, La",Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02070,680202,Alcaraz y Segura,5192,Salobre,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02071,680201,La Mancha albaceteña,8175,San Pedro,Albacete,8,14.3,el calor es normal,"+0,1",1.7,hace frío,"-1,9",2024-03-05,20:30:00,Albacete Base Aérea
02072,680202,Alcaraz y Segura,7119B,Socovos,Albacete,11.25,18.7,hace mucho calor,"+3,5",3.8,hace mucho frío,"-0,6",2024-03-05,20:30:00,Caravaca de la Cruz
02073,680201,La Mancha albaceteña,8178D,Tarazona de la Mancha,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02074,680203,Hellín y Almansa,7096B,Tobarra,Albacete,11.25,15.6,el calor es normal,"-0,3",6.9,más cálida de lo normal,"+0,9",2024-03-05,20:30:00,Hellín
02075,680201,La Mancha albaceteña,8177A,Valdeganga,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02076,680202,Alcaraz y Segura,5192,Vianos,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02077,680201,La Mancha albaceteña,8177A,Villa de Ves,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02078,680201,La Mancha albaceteña,8178D,Villalgordo del Júcar,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02079,680201,La Mancha albaceteña,8178D,Villamalea,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02080,680202,Alcaraz y Segura,5192,Villapalacios,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02081,680201,La Mancha albaceteña,8178D,Villarrobledo,Albacete,8.7,14.1,el calor es normal,"-0,8",3.3,hace frío,"-0,5",2024-03-05,20:30:00,Albacete
02082,680201,La Mancha albaceteña,8177A,Villatoya,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02083,680201,La Mancha albaceteña,8177A,Villavaliente,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
02084,680202,Alcaraz y Segura,5192,Villaverde de Guadalimar,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02085,680201,La Mancha albaceteña,8175,Viveros,Albacete,8,14.3,el calor es normal,"+0,1",1.7,hace frío,"-1,9",2024-03-05,20:30:00,Albacete Base Aérea
02086,680202,Alcaraz y Segura,5192,Yeste,Albacete,9.4,14.6,el calor es normal,"+0,3",4.2,hace frío,-1,2024-03-05,20:30:00,Villarrodrigo
02901,680201,La Mancha albaceteña,8177A,Pozo Cañada,Albacete,7.75,12.2,hace calor,"+3,5",3.3,más cálida de lo normal,+3,2024-03-05,20:30:00,Chinchilla
03001,770301,Litoral norte de Alicante,8050X,"Atzúbia, l'",Alacant/ Alicante,15.05,19.8,hace calor,"+1,2",10.3,más cálida de lo normal,"+2,2",2024-03-05,20:30:00,Jávea/Xàbia
03002,770303,Litoral sur de Alicante,8025,Agost,Alacant/ Alicante,16.7,20.9,hace calor,"+2,1",12.5,anormalmente cálida,"+3,3",2024-03-05,20:30:00,Alacant/Alicante
03003,770301,Litoral norte de Alicante,8050X,Agres,Alacant/ Alicante,15.05,19.8,hace calor,"+1,2",10.3,más cálida de lo normal,"+2,2",2024-03-05,20:30:00,Jávea/Xàbia
03004,770303,Litoral sur de Alicante,8025,Aigües,Alacant/ Alicante,16.7,20.9,hace calor,"+2,1",12.5,anormalmente cálida,"+3,3",2024-03-05,20:30:00,Alacant/Alicante
03005,770303,Litoral sur de Alicante,8019,Albatera,Alacant/ Alicante,15.55,20.4,hace calor,"+2,2",10.7,más cálida de lo normal,"+2,1",2024-03-05,20:30:00,Alicante-Elche Aeropuerto
03006,770301,Litoral norte de Alicante,8050X,Alcalalí,Alacant/ Alicante,15.05,19.8,hace calor,"+1,2",10.3,más cálida de lo normal,"+2,2",2024-03-05,20:30:00,Jávea/Xàbia
03007,770301,Litoral norte de Alicante,8050X,Alcocer de Planes,Alacant/ Alicante,15.05,19.8,hace calor,"+1,2",10.3,más cálida de lo normal,"+2,2",2024-03-05,20:30:00,Jávea/Xàbia
03008,770301,Litoral norte de Alicante,8050X,Alcoleja,Alacant/ Alicante,15.05,19.8,hace calor,"+1,2",10.3,más cálida de lo normal,"+2,2",2024-03-05,20:30:00,Jávea/Xàbia
03009,770302,Interior de Alicante,7247X,Alcoy/Alcoi,Alacant/ Alicante,13,17.7,hace calor,"+2,5",8.3,anormalmente cálida,"+2,9",2024-03-05,20:30:00,El Pinós/Pinoso
03010,770301,Litoral norte de Alicante,8050X,Alfafara,Alacant/ Alicante,15.05,19.8,hace calor,"+1,2",10.3,más cálida de lo normal,"+2,2",2024-03-05,20:30:00,Jávea/Xàbia
03011,770303,Litoral sur de Alicante,8025,"Alfàs del Pi, l'",Alacant/ Alicante,16.7,20.9,hace calor,"+2,1",12.5,anormalmente cálida,"+3,3",2024-03-05,20:30:00,Alacant/Alicante
03012,770303,Litoral sur de Alicante,8019,Algorfa,Alacant/ Alicante,15.55,20.4,hace calor,"+2,2",10.7,más cálida de lo normal,"+2,1",2024-03-05,20:30:00,Alicante-Elche Aeropuerto
03013,770302,Interior de Alicante,7247X,Algueña,Alacant/ Alicante,13,17.7,hace calor,"+2,5",8.3,anormalmente cálida,"+2,9",2024-03-05,20:30:00,El Pinós/Pinoso
03014,770303,Litoral sur de Alicante,8025,Alicante/Alacant,Alacant/ Alicante,16.7,20.9,hace calor,"+2,1",12.5,anormalmente cálida,"+3,3",2024-03-05,20:30:00,Alacant/Alicante
03015,770303,Litoral sur de Alicante,8019,Almoradí,Alacant/ Alicante,15.55,20.4,hace calor,"+2,2",10.7,más cálida de lo normal,"+2,1",2024-03-05,20:30:00,Alicante-Elche Aeropuerto
03016,770301,Litoral norte de Alicante,8050X,Almudaina,Alacant/ Alicante,15.05,19.8,hace calor,"+1,2",10.3,más cálida de lo normal,"+2,2",2024-03-05,20:30:00,Jávea/Xàbia
03017,770301,Litoral norte de Alicante,8050X,"Alqueria d'Asnar, l'",Alacant/ Alicante,15.05,19.8,hace calor,"+1,2",10.3,más cálida de lo normal,"+2,2",2024-03-05,20:30:00,Jávea/Xàbia
03018,770301,Litoral norte de Alicante,8050X,Altea,Alacant/ Alicante,15.05,19.8,hace calor,"+1,2",10.3,más cálida de lo normal,"+2,2",2024-03-05,20:30:00,Jávea/Xàbia
