fecha,indicativo,nombre_clean,provincia_clean,tmax,calor
2024-01-31,C429I,Tenerife Sur Aeropuerto,Sta. Cruz de Tenerife,26.5,el calor es extremo
2024-01-31,1059X,Punta Galea,Bizkaia,18.3,hace mucho calor
2024-01-31,5181D,Arroyo del Ojanco,Jaén,18.3,hace mucho calor
2024-01-31,5860E,"Moguer, El Arenosillo",Huelva,21.2,el calor es extremo
2024-01-31,B013X,"Escorca, Lluc",Baleares,15,hace calor
2024-01-31,1484C,Pontevedra,Pontevedra,20.6,el calor es extremo
2024-01-31,8175,Albacete Base Aérea,Albacete,12,no hace calor
2024-01-31,2661,"León, Virgen del Camino",León,16.7,el calor es extremo
2024-01-31,3195,"Madrid, Retiro",Madrid,10.5,no hace calor
2024-01-31,9263X,"Aranguren, Ilundain",Navarra,14,hace calor
2024-01-31,C229J,Pájara,Las Palmas,25.3,el calor es extremo
2024-01-31,8416Y,"València, Viveros",Valencia,14.9,no hace calor
2024-01-31,5390Y,Villanueva de Córdoba,Córdoba,16.4,hace mucho calor
2024-01-31,2916A,Vitigudino,Salamanca,16.9,el calor es extremo
2024-01-31,2775X,Villardeciervos,Zamora,18.6,el calor es extremo
2024-01-31,2374X,Carrión de los Condes,Palencia,15,hace mucho calor
2024-01-31,3013,Molina de Aragón,Guadalajara,12.7,hace mucho calor
2024-01-31,1387,A Coruña,A Coruña,18.4,el calor es extremo
2024-01-31,0372C,Porqueres,Girona,17.2,hace mucho calor
2024-01-31,1735X,Xinzo de Limia,Ourense,19.1,el calor es extremo
2024-01-31,3434X,Navalmoral de la Mata,Cáceres,15.7,hace calor
2024-01-31,1473A,Padrón,A Coruña,18.6,el calor es extremo
2024-01-31,9244X,Sos del Rey Católico,Zaragoza,12.4,hace mucho calor
2024-01-31,B228,"Palma, Puerto",Baleares,17.7,hace mucho calor
2024-01-31,5973,Cádiz,Cádiz,19.3,el calor es extremo
2024-01-31,6155A,Málaga Aeropuerto,Málaga,17.3,hace calor
2024-01-31,7247X,El Pinós/Pinoso,Alicante,15.5,hace calor
2024-01-31,1041A,Zumaia,Gipuzkoa,16.8,hace mucho calor
2024-01-31,3130C,Sigüenza,Guadalajara,15.6,hace mucho calor
2024-01-31,3191E,Colmenar Viejo,Madrid,11.2,hace calor
2024-01-31,B278,"Palma de Mallorca, Aeropuerto",Baleares,16.9,hace mucho calor
2024-01-31,5402,Córdoba Aeropuerto,Córdoba,18.5,hace mucho calor
2024-01-31,1495,Vigo Aeropuerto,Pontevedra,20.9,el calor es extremo
2024-01-31,5796,Morón de la Frontera,Sevilla,21,el calor es extremo
2024-01-31,4511C,Jerez de los Caballeros,Badajoz,17.8,el calor es extremo
2024-01-31,6106X,Antequera,Málaga,15.2,hace calor
2024-01-31,1078I,Güeñes,Bizkaia,18.9,el calor es extremo
2024-01-31,3526X,Coria,Cáceres,17.2,el calor es extremo
2024-01-31,5910,"Rota, Base Naval",Cádiz,20.9,el calor es extremo
2024-01-31,B893,"Menorca, Aeropuerto",Baleares,15,el calor es normal
2024-01-31,0076,Barcelona Aeropuerto,Barcelona,15.1,hace calor
2024-01-31,7002Y,Águilas,Murcia,17.9,no hace calor
2024-01-31,1037Y,Zumarraga,Gipuzkoa,17.8,el calor es extremo
2024-01-31,9990X,"Naut Aran, Arties",Lleida,15.1,el calor es extremo
2024-01-31,C129Z,Tazacorte,Sta. Cruz de Tenerife,23.2,hace mucho calor
2024-01-31,C689E,Maspalomas,Las Palmas,NA,NA
2024-01-31,2150H,"La Pinilla, Estación de Esquí",Segovia,12,el calor es extremo
2024-01-31,8368U,Teruel,Teruel,10.6,el calor es normal
2024-01-31,7209,Lorca,Murcia,16.1,no hace calor
2024-01-31,1109,Santander Aeropuerto,Cantabria,17.7,hace mucho calor
2024-01-31,4147X,Valdepeñas,Ciudad Real,12.9,el calor es normal
2024-01-31,2465,Segovia,Segovia,14.2,hace mucho calor
2024-01-31,3100B,Aranjuez,Madrid,13.6,hace calor
2024-01-31,2870,Salamanca,Salamanca,14.6,hace mucho calor
2024-01-31,C929I,Hierro Aeropuerto,Sta. Cruz de Tenerife,22.9,hace mucho calor
2024-01-31,C649I,Gran Canaria Aeropuerto,Las Palmas,24.7,hace mucho calor
2024-01-31,2331,Burgos Aeropuerto,Burgos,15.9,el calor es extremo
2024-01-31,4090Y,San Clemente,Cuenca,11.2,no hace calor
2024-01-31,1249X,Oviedo,Asturias,18.8,hace mucho calor
2024-01-31,5298X,Andújar,Jaén,18.2,hace calor
2024-01-31,3266A,Puerto Alto del León,Madrid,11.5,el calor es extremo
2024-01-31,5911A,Grazalema,Cádiz,15.5,hace mucho calor
2024-01-31,3110C,Buitrago del Lozoya,Madrid,14.1,el calor es extremo
2024-01-31,5704B,Cazalla de la Sierra,Sevilla,17.5,hace mucho calor
2024-01-31,9381I,Calamocha,Teruel,10.8,el calor es normal
2024-01-31,1428,Santiago de Compostela Aeropuerto,A Coruña,18.6,el calor es extremo
2024-01-31,4386B,Llerena,Badajoz,15.5,hace mucho calor
2024-01-31,2117D,Aranda de Duero,Burgos,10.6,hace calor
2024-01-31,3519X,Plasencia,Cáceres,16.8,hace mucho calor
2024-01-31,0201D,Barcelona,Barcelona,15.3,hace calor
2024-01-31,8309X,Utiel,Valencia,10.2,no hace calor
2024-01-31,1400,Fisterra,A Coruña,18.3,el calor es extremo
2024-01-31,5960,Jerez de la Frontera Aeropuerto,Cádiz,21.8,el calor es extremo
2024-01-31,3298X,San Pablo de los Montes,Toledo,13.8,hace mucho calor
2024-01-31,6367B,Huércal-Overa,Almería,17.3,el calor es normal
2024-01-31,2422,Valladolid,Valladolid,11.6,hace calor
2024-01-31,5530E,Granada Aeropuerto,Granada,17.7,hace mucho calor
2024-01-31,B954,"Ibiza, Aeropuerto",Baleares,15.9,no hace calor
2024-01-31,2867,Salamanca Aeropuerto,Salamanca,12.7,hace calor
2024-01-31,2030,Soria,Soria,16.4,el calor es extremo
2024-01-31,8025,Alacant/Alicante,Alicante,16,no hace calor
2024-01-31,7031X,San Javier Aeropuerto,Murcia,16.3,no hace calor
2024-01-31,1207U,"Gijón, Campus",Asturias,NA,NA
2024-01-31,1050J,Elgoibar,Gipuzkoa,18.9,hace mucho calor
2024-01-31,1393,Cabo Vilán,A Coruña,17,el calor es extremo
2024-01-31,7145D,Cieza,Murcia,16.1,el calor es normal
2024-01-31,9294E,"Bardenas Reales, Base Aérea",Navarra,14.2,hace calor
2024-01-31,2444,Ávila,Ávila,15.1,el calor es extremo
2024-01-31,4121,Ciudad Real,Ciudad Real,13.4,el calor es normal
2024-01-31,9585,La Molina,Girona,13.9,el calor es extremo
2024-01-31,3129,Madrid Aeropuerto,Madrid,10.3,no hace calor
2024-01-31,5000C,Ceuta,Ceuta,16.3,hace calor
2024-01-31,C329Z,San Sebastián de la Gomera,Sta. Cruz de Tenerife,NA,NA
2024-01-31,1505,Lugo Aeropuerto,Lugo,19,el calor es extremo
2024-01-31,8019,Alicante-Elche Aeropuerto,Alicante,15.7,no hace calor
2024-01-31,1549,Ponferrada,León,15.7,el calor es extremo
2024-01-31,8096,Cuenca,Cuenca,13.8,hace calor
2024-01-31,5783,Sevilla Aeropuerto,Sevilla,19.2,hace mucho calor
2024-01-31,C430E,Izaña,Sta. Cruz de Tenerife,10.2,hace calor
2024-01-31,4061X,Quintanar de la Orden,Toledo,14.2,el calor es normal
2024-01-31,1542,Puerto de Leitariegos,Asturias,14,el calor es extremo
2024-01-31,3469A,Cáceres,Cáceres,15.8,hace mucho calor
2024-01-31,7031,San Javier Aeropuerto,Murcia,15.5,no hace calor
2024-01-31,C659M,"Las Palmas de Gran Canaria, Pl. de la Feria",Las Palmas,23.8,el calor es extremo
2024-02-01,5612B,La Roda de Andalucía,Sevilla,18.8,hace mucho calor
2024-02-01,3094B,Tarancón,Cuenca,17.7,el calor es extremo
2024-02-01,9394X,Calatayud,Zaragoza,16.7,hace mucho calor
2024-02-01,B434X,Portocolom,Baleares,17.7,hace mucho calor
2024-02-01,8293X,Xàtiva,Valencia,19.7,hace calor
2024-02-01,2755X,Benavente,Zamora,17.1,el calor es extremo
2024-02-01,2400E,Autilla del Pino,Palencia,15,el calor es extremo
2024-02-01,8500A,Castelló - Almassora,Castellón,18.6,hace mucho calor
2024-02-01,C249I,Fuerteventura Aeropuerto,Las Palmas,22.2,hace mucho calor
2024-02-01,2462,Puerto de Navacerrada,Madrid,10.9,hace mucho calor
2024-02-01,9563X,Castellfort,Castellón,12,hace calor
2024-02-01,9573X,Alcañiz,Teruel,16.4,hace mucho calor
2024-02-01,4358X,Don Benito,Badajoz,17.8,el calor es extremo
2024-02-01,1387E,A Coruña Aeropuerto,A Coruña,14.7,hace calor
2024-02-01,1212E,Asturias Aeropuerto,Asturias,12.8,el calor es normal
2024-02-01,0016A,Reus Aeropuerto,Tarragona,19,hace mucho calor
2024-02-01,C447A,Tenerife Norte Aeropuerto,Sta. Cruz de Tenerife,21.2,hace mucho calor
2024-02-01,9434,"Zaragoza, Aeropuerto",Zaragoza,17.2,hace mucho calor
2024-02-01,C449C,Sta. Cruz de Tenerife,Sta. Cruz de Tenerife,24.7,hace mucho calor
2024-02-01,6293X,Roquetas de Mar,Almería,18.1,hace mucho calor
2024-02-01,8050X,Jávea/Xàbia,Alicante,17.9,el calor es normal
2024-02-01,5972X,San Fernando,Cádiz,19.7,hace mucho calor
2024-02-01,2235U,Cervera de Pisuerga,Palencia,18,el calor es extremo
2024-02-01,3260B,Toledo,Toledo,18.2,el calor es extremo
2024-02-01,0367,Girona Aeropuerto,Girona,19.3,hace mucho calor
2024-02-01,6001,Tarifa,Cádiz,17.1,el calor es extremo
2024-02-01,9981A,Estación de Tortosa (Roquetes),Tarragona,20.7,hace mucho calor
2024-02-01,1331A,Castropol,Asturias,13.3,el calor es normal
2024-02-01,6084X,Fuengirola,Málaga,NA,NA
2024-02-01,1183X,Llanes,Asturias,13.9,hace calor
2024-02-01,7178I,Murcia,Murcia,19.5,hace calor
2024-02-01,9771C,Lleida,Lleida,8.2,no hace calor
2024-02-01,4067,Madridejos,Toledo,16.6,hace mucho calor
2024-02-01,3365A,Talavera de la Reina,Toledo,16.4,hace mucho calor
2024-02-01,9784P,Bielsa,Huesca,15.9,hace mucho calor
2024-02-01,0149X,Manresa,Barcelona,14.7,hace calor
2024-02-01,5641X,Écija,Sevilla,19.7,hace mucho calor
2024-02-01,6156X,"Málaga, Centro Meteorológico",Málaga,17.1,no hace calor
2024-02-01,C459Z,Puerto de la Cruz,Sta. Cruz de Tenerife,26.1,el calor es extremo
2024-02-01,5995B,Vejer de La Frontera,Cádiz,18.5,hace mucho calor
2024-02-01,7096B,Hellín,Albacete,18.2,hace calor
2024-02-01,0252D,Arenys de Mar,Barcelona,18.5,hace mucho calor
2024-02-01,1083L,Castro Urdiales,Cantabria,14.2,no hace calor
2024-02-01,6277B,Adra,Almería,NA,NA
2024-02-01,1631E,A Pobra de Trives,Ourense,15.8,el calor es extremo
2024-02-01,1700X,O Carballiño,Ourense,19.7,el calor es extremo
2024-02-01,9569A,Calanda,Teruel,16.6,hace mucho calor
2024-02-01,C029O,Lanzarote Aeropuerto,Las Palmas,23.3,hace mucho calor
2024-02-01,2298,Palacios de la Sierra,Burgos,17.2,el calor es extremo
2024-02-01,5514,Granada Base Aérea,Granada,17.7,hace mucho calor
2024-02-01,9390,Daroca,Zaragoza,16,hace mucho calor
2024-02-01,4220X,Puebla de Don Rodrigo,Ciudad Real,20,el calor es extremo
2024-02-01,7119B,Caravaca de la Cruz,Murcia,16.9,hace calor
2024-02-01,5192,Villarrodrigo,Jaén,19.9,el calor es extremo
2024-02-01,1221D,Pajares-Valgrande,Asturias,10.7,el calor es extremo
2024-02-01,1111,Santander,Cantabria,13,hace calor
2024-02-01,6325O,Almería Aeropuerto,Almería,18.1,hace calor
2024-02-01,1002Y,"Baztan, Irurita",Navarra,8.1,no hace calor
2024-02-01,3111D,Somosierra,Madrid,11.9,hace mucho calor
2024-02-01,6058I,Estepona,Málaga,17.4,no hace calor
2024-02-01,8325X,Polinyà de Xúquer,Valencia,17.1,el calor es normal
2024-02-01,4148,Viso del Marqués,Ciudad Real,14.4,hace mucho calor
2024-02-01,1159,San Vicente de la Barquera,Cantabria,13.8,hace calor
2024-02-01,6000A,Melilla,Melilla,17.1,el calor es normal
2024-02-01,4452,Badajoz Aeropuerto,Badajoz,19,el calor es extremo
2024-02-01,C629X,"Mogán, Puerto",Las Palmas,25.8,el calor es extremo
2024-02-01,4244X,Herrera del Duque,Badajoz,20.4,el calor es extremo
2024-02-01,2630X,Puerto de San Isidro,León,13.2,el calor es extremo
2024-02-01,4410X,Mérida,Badajoz,20.3,el calor es extremo
2024-02-01,9263D,"Pamplona, Aeropuerto",Navarra,13.6,hace calor
2024-02-01,1690A,Ourense,Ourense,19.7,el calor es extremo
2024-02-01,9898,"Huesca, Aeropuerto",Huesca,13.2,hace calor
2024-02-01,1111X,Santander,Cantabria,12.8,no hace calor
2024-02-01,9208E,Aragüés del Puerto,Huesca,16.1,hace mucho calor
2024-02-01,3576X,Valencia de Alcántara,Cáceres,17.2,el calor es extremo
2024-02-01,2946X,Saelices El Chico,Salamanca,17.1,el calor es extremo
2024-02-01,7012C,Cartagena,Murcia,17.1,el calor es normal
2024-02-01,5270B,Jaén,Jaén,15.3,hace calor
2024-02-01,C139E,La Palma Aeropuerto,Sta. Cruz de Tenerife,28.2,el calor es extremo
2024-02-01,9170,"Logroño, Aeropuerto",La Rioja,16.1,hace mucho calor
2024-02-01,1082,Bilbao Aeropuerto,Bizkaia,13.6,el calor es normal
2024-02-01,3168D,Guadalajara,Guadalajara,18.7,el calor es extremo
2024-02-01,4103X,Tomelloso,Ciudad Real,15.9,hace calor
2024-02-01,7275C,Yecla,Murcia,18.1,hace mucho calor
2024-02-01,9698U,Talarn,Lleida,13.4,hace calor
2024-02-01,1351,Estaca de Bares,A Coruña,12.8,hace calor
2024-02-01,8414A,Valencia Aeropuerto,Valencia,19.6,hace calor
2024-02-01,7031,San Javier Aeropuerto,Murcia,15.9,no hace calor
2024-02-01,9434P,"Zaragoza, Valdespartera",Zaragoza,17,hace calor
2024-02-01,B691Y,Sa Pobla,Baleares,18.8,hace calor
2024-02-01,4549Y,Ayamonte,Huelva,19.9,hace mucho calor
2024-02-01,4267X,Hinojosa del Duque,Córdoba,16.4,hace mucho calor
2024-02-01,2737E,Lagunas de Somoza,León,NA,NA
2024-02-01,C429I,Tenerife Sur Aeropuerto,Sta. Cruz de Tenerife,25.7,hace mucho calor
2024-02-01,1059X,Punta Galea,Bizkaia,13.4,hace calor
2024-02-01,5181D,Arroyo del Ojanco,Jaén,20.1,hace mucho calor
2024-02-01,5860E,"Moguer, El Arenosillo",Huelva,20.4,hace mucho calor
2024-02-01,B013X,"Escorca, Lluc",Baleares,16.5,hace calor
2024-02-01,1484C,Pontevedra,Pontevedra,19.7,el calor es extremo
2024-02-01,8175,Albacete Base Aérea,Albacete,16.8,hace mucho calor
2024-02-01,2661,"León, Virgen del Camino",León,17.3,el calor es extremo
2024-02-01,3195,"Madrid, Retiro",Madrid,16.8,el calor es extremo
2024-02-01,9263X,"Aranguren, Ilundain",Navarra,12.7,el calor es normal
2024-02-01,C229J,Pájara,Las Palmas,24.1,el calor es extremo
2024-02-01,8416Y,"València, Viveros",Valencia,19.2,el calor es normal
2024-02-01,5390Y,Villanueva de Córdoba,Córdoba,16.3,hace mucho calor
2024-02-01,2916A,Vitigudino,Salamanca,17.5,el calor es extremo
2024-02-01,2775X,Villardeciervos,Zamora,18.3,el calor es extremo
2024-02-01,2374X,Carrión de los Condes,Palencia,16.2,el calor es extremo
2024-02-01,3013,Molina de Aragón,Guadalajara,15.2,hace mucho calor
2024-02-01,1387,A Coruña,A Coruña,14,hace calor
2024-02-01,0372C,Porqueres,Girona,19,hace mucho calor
2024-02-01,1735X,Xinzo de Limia,Ourense,19.7,el calor es extremo
2024-02-01,3434X,Navalmoral de la Mata,Cáceres,17.4,hace mucho calor
2024-02-01,1473A,Padrón,A Coruña,18.7,el calor es extremo
2024-02-01,9244X,Sos del Rey Católico,Zaragoza,14.8,hace mucho calor
2024-02-01,B228,"Palma, Puerto",Baleares,18.3,hace mucho calor
2024-02-01,5973,Cádiz,Cádiz,19.5,hace mucho calor
2024-02-01,6155A,Málaga Aeropuerto,Málaga,17.1,no hace calor
2024-02-01,7247X,El Pinós/Pinoso,Alicante,18.3,hace mucho calor
2024-02-01,1041A,Zumaia,Gipuzkoa,14.1,hace calor
2024-02-01,3130C,Sigüenza,Guadalajara,16,el calor es extremo
2024-02-01,3191E,Colmenar Viejo,Madrid,16.1,el calor es extremo
2024-02-01,B278,"Palma de Mallorca, Aeropuerto",Baleares,17.2,hace mucho calor
2024-02-01,5402,Córdoba Aeropuerto,Córdoba,18.9,hace mucho calor
2024-02-01,1495,Vigo Aeropuerto,Pontevedra,20.7,el calor es extremo
2024-02-01,5796,Morón de la Frontera,Sevilla,20.5,hace mucho calor
2024-02-01,4511C,Jerez de los Caballeros,Badajoz,17.5,hace mucho calor
2024-02-01,6106X,Antequera,Málaga,15,hace calor
2024-02-01,1078I,Güeñes,Bizkaia,13,hace calor
2024-02-01,3526X,Coria,Cáceres,19.4,el calor es extremo
2024-02-01,5910,"Rota, Base Naval",Cádiz,20.6,hace mucho calor
2024-02-01,B893,"Menorca, Aeropuerto",Baleares,16.4,hace mucho calor
2024-02-01,0076,Barcelona Aeropuerto,Barcelona,15.7,hace mucho calor
2024-02-01,7002Y,Águilas,Murcia,17,el calor es normal
2024-02-01,1037Y,Zumarraga,Gipuzkoa,10.9,hace calor
2024-02-01,9990X,"Naut Aran, Arties",Lleida,12.6,hace calor
2024-02-01,C129Z,Tazacorte,Sta. Cruz de Tenerife,26.1,el calor es extremo
2024-02-01,C689E,Maspalomas,Las Palmas,NA,NA
2024-02-01,2150H,"La Pinilla, Estación de Esquí",Segovia,10.9,hace mucho calor
2024-02-01,8368U,Teruel,Teruel,15.6,hace mucho calor
2024-02-01,7209,Lorca,Murcia,17.8,el calor es normal
2024-02-01,1109,Santander Aeropuerto,Cantabria,13.9,el calor es normal
2024-02-01,4147X,Valdepeñas,Ciudad Real,15.9,hace mucho calor
2024-02-01,2465,Segovia,Segovia,14,hace mucho calor
2024-02-01,3100B,Aranjuez,Madrid,17.1,hace mucho calor
2024-02-01,2870,Salamanca,Salamanca,16.2,hace mucho calor
2024-02-01,C929I,Hierro Aeropuerto,Sta. Cruz de Tenerife,24.9,hace mucho calor
2024-02-01,C649I,Gran Canaria Aeropuerto,Las Palmas,23.1,hace mucho calor
2024-02-01,2331,Burgos Aeropuerto,Burgos,15.1,el calor es extremo
2024-02-01,4090Y,San Clemente,Cuenca,17.1,el calor es extremo
2024-02-01,1249X,Oviedo,Asturias,12.5,no hace calor
2024-02-01,5298X,Andújar,Jaén,19.1,hace mucho calor
2024-02-01,3266A,Puerto Alto del León,Madrid,10.3,el calor es extremo
2024-02-01,5911A,Grazalema,Cádiz,15.4,hace mucho calor
2024-02-01,3110C,Buitrago del Lozoya,Madrid,18,el calor es extremo
2024-02-01,5704B,Cazalla de la Sierra,Sevilla,17.7,hace mucho calor
2024-02-01,9381I,Calamocha,Teruel,15.2,hace calor
2024-02-01,1428,Santiago de Compostela Aeropuerto,A Coruña,18.3,el calor es extremo
2024-02-01,4386B,Llerena,Badajoz,16.1,hace mucho calor
2024-02-01,2117D,Aranda de Duero,Burgos,15,el calor es extremo
2024-02-01,3519X,Plasencia,Cáceres,19.7,el calor es extremo
2024-02-01,0201D,Barcelona,Barcelona,17,hace mucho calor
2024-02-01,8309X,Utiel,Valencia,16.3,hace mucho calor
2024-02-01,1400,Fisterra,A Coruña,15.9,el calor es extremo
2024-02-01,5960,Jerez de la Frontera Aeropuerto,Cádiz,20.7,hace mucho calor
2024-02-01,3298X,San Pablo de los Montes,Toledo,15.3,el calor es extremo
2024-02-01,6367B,Huércal-Overa,Almería,19.1,hace calor
2024-02-01,2422,Valladolid,Valladolid,14,el calor es extremo
2024-02-01,5530E,Granada Aeropuerto,Granada,18.6,hace mucho calor
2024-02-01,B954,"Ibiza, Aeropuerto",Baleares,15.6,no hace calor
2024-02-01,2867,Salamanca Aeropuerto,Salamanca,14.9,hace mucho calor
2024-02-01,2030,Soria,Soria,16.8,el calor es extremo
2024-02-01,8025,Alacant/Alicante,Alicante,17.4,el calor es normal
2024-02-01,7031X,San Javier Aeropuerto,Murcia,16.8,no hace calor
2024-02-01,1207U,"Gijón, Campus",Asturias,NA,NA
2024-02-01,1050J,Elgoibar,Gipuzkoa,12.7,hace calor
2024-02-01,1393,Cabo Vilán,A Coruña,13,el calor es normal
2024-02-01,7145D,Cieza,Murcia,19.1,hace calor
2024-02-01,9294E,"Bardenas Reales, Base Aérea",Navarra,16.1,hace mucho calor
2024-02-01,2444,Ávila,Ávila,13.7,hace mucho calor
2024-02-01,4121,Ciudad Real,Ciudad Real,15.8,hace mucho calor
2024-02-01,9585,La Molina,Girona,9.5,hace mucho calor
2024-02-01,3129,Madrid Aeropuerto,Madrid,18.2,el calor es extremo
2024-02-01,5000C,Ceuta,Ceuta,16.7,hace calor
2024-02-01,C329Z,San Sebastián de la Gomera,Sta. Cruz de Tenerife,NA,NA
2024-02-01,1505,Lugo Aeropuerto,Lugo,15,hace mucho calor
2024-02-01,8019,Alicante-Elche Aeropuerto,Alicante,17.6,hace calor
2024-02-01,1549,Ponferrada,León,16,el calor es extremo
2024-02-01,8096,Cuenca,Cuenca,18.9,el calor es extremo
2024-02-01,5783,Sevilla Aeropuerto,Sevilla,18.1,hace calor
2024-02-01,C430E,Izaña,Sta. Cruz de Tenerife,9.7,hace calor
2024-02-01,4061X,Quintanar de la Orden,Toledo,19.2,el calor es extremo
2024-02-01,1542,Puerto de Leitariegos,Asturias,12.2,el calor es extremo
2024-02-01,3469A,Cáceres,Cáceres,17.7,el calor es extremo
2024-02-01,C659M,"Las Palmas de Gran Canaria, Pl. de la Feria",Las Palmas,23.3,hace mucho calor
2024-02-02,5612B,La Roda de Andalucía,Sevilla,22.7,el calor es extremo
2024-02-02,3094B,Tarancón,Cuenca,17.8,el calor es extremo
2024-02-02,9394X,Calatayud,Zaragoza,15.9,hace mucho calor
2024-02-02,B434X,Portocolom,Baleares,16.4,hace calor
2024-02-02,8293X,Xàtiva,Valencia,17.8,hace calor
2024-02-02,2755X,Benavente,Zamora,14.7,el calor es extremo
2024-02-02,2400E,Autilla del Pino,Palencia,12,hace mucho calor
2024-02-02,8500A,Castelló - Almassora,Castellón,19,hace mucho calor
2024-02-02,C249I,Fuerteventura Aeropuerto,Las Palmas,22.5,hace mucho calor
2024-02-02,2462,Puerto de Navacerrada,Madrid,13.2,el calor es extremo
2024-02-02,9563X,Castellfort,Castellón,10.9,hace mucho calor
2024-02-02,9573X,Alcañiz,Teruel,17,hace mucho calor
2024-02-02,4358X,Don Benito,Badajoz,19.4,el calor es extremo
2024-02-02,1387E,A Coruña Aeropuerto,A Coruña,17.1,hace mucho calor
2024-02-02,1212E,Asturias Aeropuerto,Asturias,14.7,hace calor
2024-02-02,0016A,Reus Aeropuerto,Tarragona,19.3,hace mucho calor
2024-02-02,C447A,Tenerife Norte Aeropuerto,Sta. Cruz de Tenerife,18.3,hace calor
2024-02-02,9434,"Zaragoza, Aeropuerto",Zaragoza,16.9,hace mucho calor
2024-02-02,C449C,Sta. Cruz de Tenerife,Sta. Cruz de Tenerife,23.3,hace mucho calor
2024-02-02,6293X,Roquetas de Mar,Almería,17.4,hace calor
2024-02-02,8050X,Jávea/Xàbia,Alicante,17,hace calor
2024-02-02,5972X,San Fernando,Cádiz,21.4,el calor es extremo
2024-02-02,2235U,Cervera de Pisuerga,Palencia,17.8,el calor es extremo
2024-02-02,3260B,Toledo,Toledo,17.2,el calor es extremo
2024-02-02,0367,Girona Aeropuerto,Girona,20.7,el calor es extremo
2024-02-02,6001,Tarifa,Cádiz,16.9,hace mucho calor
2024-02-02,9981A,Estación de Tortosa (Roquetes),Tarragona,20.5,hace mucho calor
2024-02-02,1331A,Castropol,Asturias,16.3,hace calor
2024-02-02,6084X,Fuengirola,Málaga,NA,NA
2024-02-02,1183X,Llanes,Asturias,16.1,hace mucho calor
2024-02-02,7178I,Murcia,Murcia,19,hace calor
2024-02-02,9771C,Lleida,Lleida,11.7,el calor es normal
2024-02-02,4067,Madridejos,Toledo,14.8,hace mucho calor
2024-02-02,3365A,Talavera de la Reina,Toledo,17.5,el calor es extremo
2024-02-02,9784P,Bielsa,Huesca,19,el calor es extremo
2024-02-02,0149X,Manresa,Barcelona,14.1,hace mucho calor
2024-02-02,5641X,Écija,Sevilla,21.8,hace mucho calor
2024-02-02,6156X,"Málaga, Centro Meteorológico",Málaga,18.6,hace mucho calor
2024-02-02,C459Z,Puerto de la Cruz,Sta. Cruz de Tenerife,24.1,el calor es extremo
2024-02-02,5995B,Vejer de La Frontera,Cádiz,19.5,hace mucho calor
2024-02-02,7096B,Hellín,Albacete,17.2,hace calor
2024-02-02,0252D,Arenys de Mar,Barcelona,19.2,el calor es extremo
2024-02-02,1083L,Castro Urdiales,Cantabria,14,el calor es normal
2024-02-02,6277B,Adra,Almería,NA,NA
2024-02-02,1631E,A Pobra de Trives,Ourense,16.8,el calor es extremo
2024-02-02,1700X,O Carballiño,Ourense,20.1,el calor es extremo
2024-02-02,9569A,Calanda,Teruel,15.6,hace mucho calor
2024-02-02,C029O,Lanzarote Aeropuerto,Las Palmas,22.9,hace mucho calor
2024-02-02,2298,Palacios de la Sierra,Burgos,17.3,el calor es extremo
2024-02-02,5514,Granada Base Aérea,Granada,20.7,el calor es extremo
2024-02-02,9390,Daroca,Zaragoza,14.4,hace mucho calor
2024-02-02,4220X,Puebla de Don Rodrigo,Ciudad Real,21.3,el calor es extremo
2024-02-02,7119B,Caravaca de la Cruz,Murcia,16.9,hace mucho calor
2024-02-02,5192,Villarrodrigo,Jaén,19.9,el calor es extremo
2024-02-02,1221D,Pajares-Valgrande,Asturias,10.9,el calor es extremo
2024-02-02,1111,Santander,Cantabria,13.7,hace calor
2024-02-02,6325O,Almería Aeropuerto,Almería,17.8,hace calor
2024-02-02,1002Y,"Baztan, Irurita",Navarra,15.4,hace mucho calor
2024-02-02,3111D,Somosierra,Madrid,12.8,hace mucho calor
2024-02-02,6058I,Estepona,Málaga,17.3,el calor es normal
2024-02-02,8325X,Polinyà de Xúquer,Valencia,15.8,el calor es normal
2024-02-02,4148,Viso del Marqués,Ciudad Real,16.2,hace mucho calor
2024-02-02,1159,San Vicente de la Barquera,Cantabria,15.4,hace mucho calor
2024-02-02,6000A,Melilla,Melilla,18.4,hace mucho calor
2024-02-02,4452,Badajoz Aeropuerto,Badajoz,19.6,hace mucho calor
2024-02-02,C629X,"Mogán, Puerto",Las Palmas,25,hace mucho calor
2024-02-02,4244X,Herrera del Duque,Badajoz,20.4,el calor es extremo
2024-02-02,2630X,Puerto de San Isidro,León,14,el calor es extremo
2024-02-02,4410X,Mérida,Badajoz,20,el calor es extremo
2024-02-02,9263D,"Pamplona, Aeropuerto",Navarra,14,hace mucho calor
2024-02-02,1690A,Ourense,Ourense,NA,NA
2024-02-02,9898,"Huesca, Aeropuerto",Huesca,11.6,hace calor
2024-02-02,1111X,Santander,Cantabria,13.4,hace calor
2024-02-02,9208E,Aragüés del Puerto,Huesca,16.4,el calor es extremo
2024-02-02,3576X,Valencia de Alcántara,Cáceres,17.7,el calor es extremo
2024-02-02,2946X,Saelices El Chico,Salamanca,15.4,hace mucho calor
2024-02-02,7012C,Cartagena,Murcia,17.9,hace calor
2024-02-02,5270B,Jaén,Jaén,18.6,el calor es extremo
