fecha,indicativo,nombre_completo,provincia_clean,tmax,tmax_median,anomalia,anomalia_positiva,anomalia_negativa,texto_anomalia,texto_fecha,tipo_anomalia,color_anomalia
2024-03-16,2400E,Autilla del Pino (Palencia),Palencia,15.3,15.3,0,15.3,15.3,0,16 mar.,▼,#2171b5
2024-03-17,2235U,Cervera de Pisuerga (Palencia),Palencia,17,13.3,3.7,17,13.3,"+3,7",17 mar.,▲,#cb181d
2024-03-17,2374X,Carrión de los Condes (Palencia),Palencia,18.9,14.9,4,18.9,14.9,+4,17 mar.,▲,#cb181d
2024-03-17,2400E,Autilla del Pino (Palencia),Palencia,17.9,14,3.9,17.9,14,"+3,9",17 mar.,▲,#cb181d
2024-03-18,2235U,Cervera de Pisuerga (Palencia),Palencia,19.8,14.2,5.6,19.8,14.2,"+5,6",18 mar.,▲,#cb181d
2024-03-18,2374X,Carrión de los Condes (Palencia),Palencia,21.2,16.4,4.8,21.2,16.4,"+4,8",18 mar.,▲,#cb181d
2024-03-18,2400E,Autilla del Pino (Palencia),Palencia,20.5,14.5,6,20.5,14.5,+6,18 mar.,▲,#cb181d
2024-03-19,2235U,Cervera de Pisuerga (Palencia),Palencia,13.7,13.3,0.4,13.7,13.3,"+0,4",19 mar.,▲,#cb181d
2024-03-19,2374X,Carrión de los Condes (Palencia),Palencia,13.1,14.7,-1.6,14.7,13.1,"-1,6",19 mar.,▼,#2171b5
2024-03-19,2400E,Autilla del Pino (Palencia),Palencia,14.3,14,0.3,14.3,14,"+0,3",19 mar.,▲,#cb181d
2024-02-19,1484C,Pontevedra (Pontevedra),Pontevedra,23.4,14.7,8.7,23.4,14.7,"+8,7",19 feb.,▲,#cb181d
2024-02-19,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,21.7,14.9,6.8,21.7,14.9,"+6,8",19 feb.,▲,#cb181d
2024-02-20,1484C,Pontevedra (Pontevedra),Pontevedra,22.4,14,8.4,22.4,14,"+8,4",20 feb.,▲,#cb181d
2024-02-20,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,19.8,13.9,5.9,19.8,13.9,"+5,9",20 feb.,▲,#cb181d
2024-02-21,1484C,Pontevedra (Pontevedra),Pontevedra,16.9,14.5,2.4,16.9,14.5,"+2,4",21 feb.,▲,#cb181d
2024-02-21,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,14.8,14.2,0.6,14.8,14.2,"+0,6",21 feb.,▲,#cb181d
2024-02-22,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,13.8,14.1,-0.3,14.1,13.8,"-0,3",22 feb.,▼,#2171b5
2024-02-22,1484C,Pontevedra (Pontevedra),Pontevedra,14.3,14.6,-0.3,14.6,14.3,"-0,3",22 feb.,▼,#2171b5
2024-02-23,1484C,Pontevedra (Pontevedra),Pontevedra,11.3,15,-3.7,15,11.3,"-3,7",23 feb.,▼,#2171b5
2024-02-23,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,10.8,14.6,-3.8,14.6,10.8,"-3,8",23 feb.,▼,#2171b5
2024-02-24,1484C,Pontevedra (Pontevedra),Pontevedra,12.9,14.4,-1.5,14.4,12.9,"-1,5",24 feb.,▼,#2171b5
2024-02-24,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,12.2,13.8,-1.6,13.8,12.2,"-1,6",24 feb.,▼,#2171b5
2024-02-25,1484C,Pontevedra (Pontevedra),Pontevedra,13.7,14.2,-0.5,14.2,13.7,"-0,5",25 feb.,▼,#2171b5
2024-02-25,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,13.2,13.8,-0.6,13.8,13.2,"-0,6",25 feb.,▼,#2171b5
2024-02-26,1484C,Pontevedra (Pontevedra),Pontevedra,11.3,13.6,-2.3,13.6,11.3,"-2,3",26 feb.,▼,#2171b5
2024-02-26,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,10.8,12.9,-2.1,12.9,10.8,"-2,1",26 feb.,▼,#2171b5
2024-03-01,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,11.4,13,-1.6,13,11.4,"-1,6", 1 mar.,▼,#2171b5
2024-03-01,1484C,Pontevedra (Pontevedra),Pontevedra,12.5,13.4,-0.9,13.4,12.5,"-0,9", 1 mar.,▼,#2171b5
2024-03-02,1484C,Pontevedra (Pontevedra),Pontevedra,11.1,14,-2.9,14,11.1,"-2,9", 2 mar.,▼,#2171b5
2024-03-02,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,10.5,13.1,-2.6,13.1,10.5,"-2,6", 2 mar.,▼,#2171b5
2024-03-03,1484C,Pontevedra (Pontevedra),Pontevedra,13,14.4,-1.4,14.4,13,"-1,4", 3 mar.,▼,#2171b5
2024-03-03,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,11.3,14,-2.7,14,11.3,"-2,7", 3 mar.,▼,#2171b5
2024-03-04,1484C,Pontevedra (Pontevedra),Pontevedra,14,14.4,-0.4,14.4,14,"-0,4", 4 mar.,▼,#2171b5
2024-03-04,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,12.5,14.6,-2.1,14.6,12.5,"-2,1", 4 mar.,▼,#2171b5
2024-03-05,1484C,Pontevedra (Pontevedra),Pontevedra,14.7,14.4,0.3,14.7,14.4,"+0,3", 5 mar.,▲,#cb181d
2024-03-05,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,12.7,13.6,-0.9,13.6,12.7,"-0,9", 5 mar.,▼,#2171b5
2024-03-06,1484C,Pontevedra (Pontevedra),Pontevedra,18,15.3,2.7,18,15.3,"+2,7", 6 mar.,▲,#cb181d
2024-03-06,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,15.1,15.2,-0.1,15.2,15.1,"-0,1", 6 mar.,▼,#2171b5
2024-03-07,1484C,Pontevedra (Pontevedra),Pontevedra,12.3,15.4,-3.1,15.4,12.3,"-3,1", 7 mar.,▼,#2171b5
2024-03-07,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,10.7,14.7,-4,14.7,10.7,-4, 7 mar.,▼,#2171b5
2024-03-08,1484C,Pontevedra (Pontevedra),Pontevedra,12.7,15,-2.3,15,12.7,"-2,3", 8 mar.,▼,#2171b5
2024-03-08,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,12,14.2,-2.2,14.2,12,"-2,2", 8 mar.,▼,#2171b5
2024-03-09,1484C,Pontevedra (Pontevedra),Pontevedra,12.2,16.4,-4.2,16.4,12.2,"-4,2", 9 mar.,▼,#2171b5
2024-03-09,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,NA,14.9,NA,NA,NA,NA, 9 mar.,NA,NA
2024-03-10,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,13.1,16,-2.9,16,13.1,"-2,9",10 mar.,▼,#2171b5
2024-03-10,1484C,Pontevedra (Pontevedra),Pontevedra,12.6,16.4,-3.8,16.4,12.6,"-3,8",10 mar.,▼,#2171b5
2024-03-11,1484C,Pontevedra (Pontevedra),Pontevedra,14.9,16.4,-1.5,16.4,14.9,"-1,5",11 mar.,▼,#2171b5
2024-03-11,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,12.8,16.2,-3.4,16.2,12.8,"-3,4",11 mar.,▼,#2171b5
2024-03-12,1484C,Pontevedra (Pontevedra),Pontevedra,18.8,16.1,2.7,18.8,16.1,"+2,7",12 mar.,▲,#cb181d
2024-03-12,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,18.5,15.4,3.1,18.5,15.4,"+3,1",12 mar.,▲,#cb181d
2024-03-13,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,20.4,15.9,4.5,20.4,15.9,"+4,5",13 mar.,▲,#cb181d
2024-03-13,1484C,Pontevedra (Pontevedra),Pontevedra,22,16.2,5.8,22,16.2,"+5,8",13 mar.,▲,#cb181d
2024-03-14,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,13.6,16.7,-3.1,16.7,13.6,"-3,1",14 mar.,▼,#2171b5
2024-03-14,1484C,Pontevedra (Pontevedra),Pontevedra,15.4,17.4,-2,17.4,15.4,-2,14 mar.,▼,#2171b5
2024-03-15,1484C,Pontevedra (Pontevedra),Pontevedra,17.4,18,-0.6,18,17.4,"-0,6",15 mar.,▼,#2171b5
2024-03-15,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,15.9,16.8,-0.9,16.8,15.9,"-0,9",15 mar.,▼,#2171b5
2024-03-16,1484C,Pontevedra (Pontevedra),Pontevedra,18.2,18.1,0.1,18.2,18.1,"+0,1",16 mar.,▲,#cb181d
2024-03-16,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,16.2,18.9,-2.7,18.9,16.2,"-2,7",16 mar.,▼,#2171b5
2024-03-17,1484C,Pontevedra (Pontevedra),Pontevedra,17.8,18.5,-0.7,18.5,17.8,"-0,7",17 mar.,▼,#2171b5
2024-03-17,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,18.3,18,0.3,18.3,18,"+0,3",17 mar.,▲,#cb181d
2024-03-18,1484C,Pontevedra (Pontevedra),Pontevedra,21.3,16.8,4.5,21.3,16.8,"+4,5",18 mar.,▲,#cb181d
2024-03-18,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,19.3,16.1,3.2,19.3,16.1,"+3,2",18 mar.,▲,#cb181d
2024-03-19,1484C,Pontevedra (Pontevedra),Pontevedra,12.6,18,-5.4,18,12.6,"-5,4",19 mar.,▼,#2171b5
2024-03-19,1495,Vigo Aeropuerto (Pontevedra),Pontevedra,12.1,18.2,-6.1,18.2,12.1,"-6,1",19 mar.,▼,#2171b5
2024-02-19,2946X,Saelices El Chico (Salamanca),Salamanca,17.9,12.7,5.2,17.9,12.7,"+5,2",19 feb.,▲,#cb181d
2024-02-19,2916A,Vitigudino (Salamanca),Salamanca,18.2,11.4,6.8,18.2,11.4,"+6,8",19 feb.,▲,#cb181d
2024-02-19,2870,Salamanca (Salamanca),Salamanca,17.6,12.8,4.8,17.6,12.8,"+4,8",19 feb.,▲,#cb181d
2024-02-19,2867,Salamanca Aeropuerto (Salamanca),Salamanca,16.8,12.1,4.7,16.8,12.1,"+4,7",19 feb.,▲,#cb181d
2024-02-19,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,8.1,2.9,5.2,8.1,2.9,"+5,2",19 feb.,▲,#cb181d
2024-02-20,2946X,Saelices El Chico (Salamanca),Salamanca,19.7,12.9,6.8,19.7,12.9,"+6,8",20 feb.,▲,#cb181d
2024-02-20,2916A,Vitigudino (Salamanca),Salamanca,17.7,11.6,6.1,17.7,11.6,"+6,1",20 feb.,▲,#cb181d
2024-02-20,2870,Salamanca (Salamanca),Salamanca,18.4,13.1,5.3,18.4,13.1,"+5,3",20 feb.,▲,#cb181d
2024-02-20,2867,Salamanca Aeropuerto (Salamanca),Salamanca,17.5,12.5,5,17.5,12.5,+5,20 feb.,▲,#cb181d
2024-02-20,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,13.6,4.5,9.1,13.6,4.5,"+9,1",20 feb.,▲,#cb181d
2024-02-21,2946X,Saelices El Chico (Salamanca),Salamanca,18,13.1,4.9,18,13.1,"+4,9",21 feb.,▲,#cb181d
2024-02-21,2916A,Vitigudino (Salamanca),Salamanca,17.2,11.7,5.5,17.2,11.7,"+5,5",21 feb.,▲,#cb181d
2024-02-21,2870,Salamanca (Salamanca),Salamanca,16.2,13.4,2.8,16.2,13.4,"+2,8",21 feb.,▲,#cb181d
2024-02-21,2867,Salamanca Aeropuerto (Salamanca),Salamanca,16.2,12.2,4,16.2,12.2,+4,21 feb.,▲,#cb181d
2024-02-21,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,10.2,2.5,7.7,10.2,2.5,"+7,7",21 feb.,▲,#cb181d
2024-02-22,2946X,Saelices El Chico (Salamanca),Salamanca,14.1,13.4,0.7,14.1,13.4,"+0,7",22 feb.,▲,#cb181d
2024-02-22,2916A,Vitigudino (Salamanca),Salamanca,13.3,12.3,1,13.3,12.3,+1,22 feb.,▲,#cb181d
2024-02-22,2870,Salamanca (Salamanca),Salamanca,14.9,13.6,1.3,14.9,13.6,"+1,3",22 feb.,▲,#cb181d
2024-02-22,2867,Salamanca Aeropuerto (Salamanca),Salamanca,14.4,13.2,1.2,14.4,13.2,"+1,2",22 feb.,▲,#cb181d
2024-02-22,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,9.9,3.9,6,9.9,3.9,+6,22 feb.,▲,#cb181d
2024-02-23,2946X,Saelices El Chico (Salamanca),Salamanca,9.9,13.8,-3.9,13.8,9.9,"-3,9",23 feb.,▼,#2171b5
2024-02-23,2916A,Vitigudino (Salamanca),Salamanca,9.8,12.5,-2.7,12.5,9.8,"-2,7",23 feb.,▼,#2171b5
2024-02-23,2870,Salamanca (Salamanca),Salamanca,9.6,14.1,-4.5,14.1,9.6,"-4,5",23 feb.,▼,#2171b5
2024-02-23,2867,Salamanca Aeropuerto (Salamanca),Salamanca,9.4,14,-4.6,14,9.4,"-4,6",23 feb.,▼,#2171b5
2024-02-23,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,-2.8,7.2,-10,7.2,-2.8,-10,23 feb.,▼,#2171b5
2024-02-24,2946X,Saelices El Chico (Salamanca),Salamanca,9.3,12.3,-3,12.3,9.3,-3,24 feb.,▼,#2171b5
2024-02-24,2916A,Vitigudino (Salamanca),Salamanca,10,11.3,-1.3,11.3,10,"-1,3",24 feb.,▼,#2171b5
2024-02-24,2870,Salamanca (Salamanca),Salamanca,9.8,12,-2.2,12,9.8,"-2,2",24 feb.,▼,#2171b5
2024-02-24,2867,Salamanca Aeropuerto (Salamanca),Salamanca,9.8,12.2,-2.4,12.2,9.8,"-2,4",24 feb.,▼,#2171b5
2024-02-24,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,-0.4,5.4,-5.8,5.4,-0.4,"-5,8",24 feb.,▼,#2171b5
2024-02-25,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,3.1,6,-2.9,6,3.1,"-2,9",25 feb.,▼,#2171b5
2024-02-25,2867,Salamanca Aeropuerto (Salamanca),Salamanca,13.1,13.3,-0.2,13.3,13.1,"-0,2",25 feb.,▼,#2171b5
2024-02-25,2870,Salamanca (Salamanca),Salamanca,13,13.1,-0.1,13.1,13,"-0,1",25 feb.,▼,#2171b5
2024-02-25,2916A,Vitigudino (Salamanca),Salamanca,11.6,12.2,-0.6,12.2,11.6,"-0,6",25 feb.,▼,#2171b5
2024-02-25,2946X,Saelices El Chico (Salamanca),Salamanca,14.4,13.7,0.7,14.4,13.7,"+0,7",25 feb.,▲,#cb181d
2024-02-26,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,-0.3,6.8,-7.1,6.8,-0.3,"-7,1",26 feb.,▼,#2171b5
2024-02-26,2867,Salamanca Aeropuerto (Salamanca),Salamanca,8,13.2,-5.2,13.2,8,"-5,2",26 feb.,▼,#2171b5
2024-02-26,2870,Salamanca (Salamanca),Salamanca,8.6,13,-4.4,13,8.6,"-4,4",26 feb.,▼,#2171b5
2024-02-26,2916A,Vitigudino (Salamanca),Salamanca,9.6,12.6,-3,12.6,9.6,-3,26 feb.,▼,#2171b5
2024-02-26,2946X,Saelices El Chico (Salamanca),Salamanca,9.3,13,-3.7,13,9.3,"-3,7",26 feb.,▼,#2171b5
2024-03-01,2946X,Saelices El Chico (Salamanca),Salamanca,10.7,12.7,-2,12.7,10.7,-2, 1 mar.,▼,#2171b5
2024-03-01,2916A,Vitigudino (Salamanca),Salamanca,9.2,11.5,-2.3,11.5,9.2,"-2,3", 1 mar.,▼,#2171b5
2024-03-01,2870,Salamanca (Salamanca),Salamanca,10.3,12.1,-1.8,12.1,10.3,"-1,8", 1 mar.,▼,#2171b5
2024-03-01,2867,Salamanca Aeropuerto (Salamanca),Salamanca,9.7,12.6,-2.9,12.6,9.7,"-2,9", 1 mar.,▼,#2171b5
2024-03-01,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,0,5.5,-5.5,5.5,0,"-5,5", 1 mar.,▼,#2171b5
2024-03-02,2946X,Saelices El Chico (Salamanca),Salamanca,8.7,13.4,-4.7,13.4,8.7,"-4,7", 2 mar.,▼,#2171b5
2024-03-02,2916A,Vitigudino (Salamanca),Salamanca,7.6,12.2,-4.6,12.2,7.6,"-4,6", 2 mar.,▼,#2171b5
2024-03-02,2870,Salamanca (Salamanca),Salamanca,8.7,12.7,-4,12.7,8.7,-4, 2 mar.,▼,#2171b5
2024-03-02,2867,Salamanca Aeropuerto (Salamanca),Salamanca,9.3,12.5,-3.2,12.5,9.3,"-3,2", 2 mar.,▼,#2171b5
2024-03-02,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,0,3.5,-3.5,3.5,0,"-3,5", 2 mar.,▼,#2171b5
2024-03-03,2946X,Saelices El Chico (Salamanca),Salamanca,10.1,13.6,-3.5,13.6,10.1,"-3,5", 3 mar.,▼,#2171b5
2024-03-03,2916A,Vitigudino (Salamanca),Salamanca,10,13.4,-3.4,13.4,10,"-3,4", 3 mar.,▼,#2171b5
2024-03-03,2870,Salamanca (Salamanca),Salamanca,10.3,14.3,-4,14.3,10.3,-4, 3 mar.,▼,#2171b5
2024-03-03,2867,Salamanca Aeropuerto (Salamanca),Salamanca,8.9,14,-5.1,14,8.9,"-5,1", 3 mar.,▼,#2171b5
2024-03-03,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,-0.1,5.3,-5.4,5.3,-0.1,"-5,4", 3 mar.,▼,#2171b5
2024-03-04,2946X,Saelices El Chico (Salamanca),Salamanca,12.7,12.7,0,12.7,12.7,0, 4 mar.,▼,#2171b5
2024-03-04,2916A,Vitigudino (Salamanca),Salamanca,12.1,10.9,1.2,12.1,10.9,"+1,2", 4 mar.,▲,#cb181d
2024-03-04,2870,Salamanca (Salamanca),Salamanca,12.6,12.4,0.2,12.6,12.4,"+0,2", 4 mar.,▲,#cb181d
2024-03-04,2867,Salamanca Aeropuerto (Salamanca),Salamanca,11.8,12.6,-0.8,12.6,11.8,"-0,8", 4 mar.,▼,#2171b5
2024-03-04,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,1,3,-2,3,1,-2, 4 mar.,▼,#2171b5
2024-03-05,2946X,Saelices El Chico (Salamanca),Salamanca,13.1,11.9,1.2,13.1,11.9,"+1,2", 5 mar.,▲,#cb181d
2024-03-05,2916A,Vitigudino (Salamanca),Salamanca,12.8,12,0.8,12.8,12,"+0,8", 5 mar.,▲,#cb181d
2024-03-05,2867,Salamanca Aeropuerto (Salamanca),Salamanca,11.1,12.5,-1.4,12.5,11.1,"-1,4", 5 mar.,▼,#2171b5
2024-03-05,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,1.3,3.8,-2.5,3.8,1.3,"-2,5", 5 mar.,▼,#2171b5
2024-03-05,2870,Salamanca (Salamanca),Salamanca,12.4,12.9,-0.5,12.9,12.4,"-0,5", 5 mar.,▼,#2171b5
2024-03-06,2946X,Saelices El Chico (Salamanca),Salamanca,14.8,13.8,1,14.8,13.8,+1, 6 mar.,▲,#cb181d
2024-03-06,2916A,Vitigudino (Salamanca),Salamanca,14.6,13.1,1.5,14.6,13.1,"+1,5", 6 mar.,▲,#cb181d
2024-03-06,2867,Salamanca Aeropuerto (Salamanca),Salamanca,14.7,13.2,1.5,14.7,13.2,"+1,5", 6 mar.,▲,#cb181d
2024-03-06,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,5.5,2.8,2.7,5.5,2.8,"+2,7", 6 mar.,▲,#cb181d
2024-03-06,2870,Salamanca (Salamanca),Salamanca,15.5,13.8,1.7,15.5,13.8,"+1,7", 6 mar.,▲,#cb181d
2024-03-07,2946X,Saelices El Chico (Salamanca),Salamanca,10,14.5,-4.5,14.5,10,"-4,5", 7 mar.,▼,#2171b5
2024-03-07,2916A,Vitigudino (Salamanca),Salamanca,8.6,15.1,-6.5,15.1,8.6,"-6,5", 7 mar.,▼,#2171b5
2024-03-07,2867,Salamanca Aeropuerto (Salamanca),Salamanca,12,14.3,-2.3,14.3,12,"-2,3", 7 mar.,▼,#2171b5
2024-03-07,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,0.3,4.2,-3.9,4.2,0.3,"-3,9", 7 mar.,▼,#2171b5
2024-03-07,2870,Salamanca (Salamanca),Salamanca,10.8,15.3,-4.5,15.3,10.8,"-4,5", 7 mar.,▼,#2171b5
2024-03-08,2946X,Saelices El Chico (Salamanca),Salamanca,10.7,15.3,-4.6,15.3,10.7,"-4,6", 8 mar.,▼,#2171b5
2024-03-08,2916A,Vitigudino (Salamanca),Salamanca,9.4,14.7,-5.3,14.7,9.4,"-5,3", 8 mar.,▼,#2171b5
2024-03-08,2867,Salamanca Aeropuerto (Salamanca),Salamanca,10.6,14.8,-4.2,14.8,10.6,"-4,2", 8 mar.,▼,#2171b5
2024-03-08,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,0.2,5,-4.8,5,0.2,"-4,8", 8 mar.,▼,#2171b5
2024-03-08,2870,Salamanca (Salamanca),Salamanca,11,15,-4,15,11,-4, 8 mar.,▼,#2171b5
2024-03-09,2946X,Saelices El Chico (Salamanca),Salamanca,8.1,15.8,-7.7,15.8,8.1,"-7,7", 9 mar.,▼,#2171b5
2024-03-09,2916A,Vitigudino (Salamanca),Salamanca,7.6,16,-8.4,16,7.6,"-8,4", 9 mar.,▼,#2171b5
2024-03-09,2867,Salamanca Aeropuerto (Salamanca),Salamanca,8.5,15.8,-7.3,15.8,8.5,"-7,3", 9 mar.,▼,#2171b5
2024-03-09,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,-0.7,8.4,-9.1,8.4,-0.7,"-9,1", 9 mar.,▼,#2171b5
2024-03-09,2870,Salamanca (Salamanca),Salamanca,9.3,15.8,-6.5,15.8,9.3,"-6,5", 9 mar.,▼,#2171b5
2024-03-10,2946X,Saelices El Chico (Salamanca),Salamanca,10.4,16.8,-6.4,16.8,10.4,"-6,4",10 mar.,▼,#2171b5
2024-03-10,2916A,Vitigudino (Salamanca),Salamanca,11,16.2,-5.2,16.2,11,"-5,2",10 mar.,▼,#2171b5
2024-03-10,2867,Salamanca Aeropuerto (Salamanca),Salamanca,10.8,16.6,-5.8,16.6,10.8,"-5,8",10 mar.,▼,#2171b5
2024-03-10,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,-0.8,7.4,-8.2,7.4,-0.8,"-8,2",10 mar.,▼,#2171b5
2024-03-10,2870,Salamanca (Salamanca),Salamanca,10.9,17.1,-6.2,17.1,10.9,"-6,2",10 mar.,▼,#2171b5
2024-03-11,2946X,Saelices El Chico (Salamanca),Salamanca,13.1,17.1,-4,17.1,13.1,-4,11 mar.,▼,#2171b5
2024-03-11,2916A,Vitigudino (Salamanca),Salamanca,12.7,15.9,-3.2,15.9,12.7,"-3,2",11 mar.,▼,#2171b5
2024-03-11,2870,Salamanca (Salamanca),Salamanca,13,16.5,-3.5,16.5,13,"-3,5",11 mar.,▼,#2171b5
2024-03-11,2867,Salamanca Aeropuerto (Salamanca),Salamanca,12.6,16,-3.4,16,12.6,"-3,4",11 mar.,▼,#2171b5
2024-03-11,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,0,7.9,-7.9,7.9,0,"-7,9",11 mar.,▼,#2171b5
2024-03-12,2946X,Saelices El Chico (Salamanca),Salamanca,17.7,15.5,2.2,17.7,15.5,"+2,2",12 mar.,▲,#cb181d
2024-03-12,2916A,Vitigudino (Salamanca),Salamanca,17,14.7,2.3,17,14.7,"+2,3",12 mar.,▲,#cb181d
2024-03-12,2870,Salamanca (Salamanca),Salamanca,17.5,16.1,1.4,17.5,16.1,"+1,4",12 mar.,▲,#cb181d
2024-03-12,2867,Salamanca Aeropuerto (Salamanca),Salamanca,16.3,14.8,1.5,16.3,14.8,"+1,5",12 mar.,▲,#cb181d
2024-03-12,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,7.4,6.8,0.6,7.4,6.8,"+0,6",12 mar.,▲,#cb181d
2024-03-13,2946X,Saelices El Chico (Salamanca),Salamanca,19.9,15.3,4.6,19.9,15.3,"+4,6",13 mar.,▲,#cb181d
2024-03-13,2916A,Vitigudino (Salamanca),Salamanca,20,15.1,4.9,20,15.1,"+4,9",13 mar.,▲,#cb181d
2024-03-13,2870,Salamanca (Salamanca),Salamanca,21,15.2,5.8,21,15.2,"+5,8",13 mar.,▲,#cb181d
2024-03-13,2867,Salamanca Aeropuerto (Salamanca),Salamanca,19.7,14.2,5.5,19.7,14.2,"+5,5",13 mar.,▲,#cb181d
2024-03-13,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,9.3,4.3,5,9.3,4.3,+5,13 mar.,▲,#cb181d
2024-03-14,2946X,Saelices El Chico (Salamanca),Salamanca,16.1,16.4,-0.3,16.4,16.1,"-0,3",14 mar.,▼,#2171b5
2024-03-14,2916A,Vitigudino (Salamanca),Salamanca,15.4,16.4,-1,16.4,15.4,-1,14 mar.,▼,#2171b5
2024-03-14,2870,Salamanca (Salamanca),Salamanca,16,16.1,-0.1,16.1,16,"-0,1",14 mar.,▼,#2171b5
2024-03-14,2867,Salamanca Aeropuerto (Salamanca),Salamanca,15.8,15.6,0.2,15.8,15.6,"+0,2",14 mar.,▲,#cb181d
2024-03-14,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,6.9,5.2,1.7,6.9,5.2,"+1,7",14 mar.,▲,#cb181d
2024-03-15,2946X,Saelices El Chico (Salamanca),Salamanca,19,17.9,1.1,19,17.9,"+1,1",15 mar.,▲,#cb181d
2024-03-15,2916A,Vitigudino (Salamanca),Salamanca,18.3,17.9,0.4,18.3,17.9,"+0,4",15 mar.,▲,#cb181d
2024-03-15,2870,Salamanca (Salamanca),Salamanca,17.5,16.9,0.6,17.5,16.9,"+0,6",15 mar.,▲,#cb181d
2024-03-15,2867,Salamanca Aeropuerto (Salamanca),Salamanca,17.1,17.1,0,17.1,17.1,0,15 mar.,▼,#2171b5
2024-03-15,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,6.9,6.8,0.1,6.9,6.8,"+0,1",15 mar.,▲,#cb181d
2024-03-16,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,13.4,7.2,6.2,13.4,7.2,"+6,2",16 mar.,▲,#cb181d
2024-03-16,2867,Salamanca Aeropuerto (Salamanca),Salamanca,19.5,18,1.5,19.5,18,"+1,5",16 mar.,▲,#cb181d
2024-03-16,2870,Salamanca (Salamanca),Salamanca,20,17.8,2.2,20,17.8,"+2,2",16 mar.,▲,#cb181d
2024-03-16,2916A,Vitigudino (Salamanca),Salamanca,18,16.9,1.1,18,16.9,"+1,1",16 mar.,▲,#cb181d
2024-03-16,2946X,Saelices El Chico (Salamanca),Salamanca,18.8,17.9,0.9,18.8,17.9,"+0,9",16 mar.,▲,#cb181d
2024-03-17,2491C,"La Covatilla, Estación de Esquí (Salamanca)",Salamanca,13,5.8,7.2,13,5.8,"+7,2",17 mar.,▲,#cb181d
2024-03-17,2867,Salamanca Aeropuerto (Salamanca),Salamanca,21.3,15.9,5.4,21.3,15.9,"+5,4",17 mar.,▲,#cb181d
2024-03-17,2870,Salamanca (Salamanca),Salamanca,21.6,16.4,5.2,21.6,16.4,"+5,2",17 mar.,▲,#cb181d
2024-03-17,2916A,Vitigudino (Salamanca),Salamanca,21,16.9,4.1,21,16.9,"+4,1",17 mar.,▲,#cb181d
2024-03-17,2946X,Saelices El Chico (Salamanca),Salamanca,22.3,16.9,5.4,22.3,16.9,"+5,4",17 mar.,▲,#cb181d
