fecha,indicativo,nombre_completo,provincia_clean,tmax,tmax_median,anomalia,anomalia_positiva,anomalia_negativa,texto_anomalia,texto_fecha,tipo_anomalia,color_anomalia
2024-02-19,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,17.7,13.5,4.2,17.7,13.5,"+4,2",19 feb.,▲,#cb181d
2024-02-19,1351,Estaca de Bares (A Coruña),A Coruña,13.4,13.6,-0.2,13.6,13.4,"-0,2",19 feb.,▼,#2171b5
2024-02-19,1387,A Coruña (A Coruña),A Coruña,16.3,13.9,2.4,16.3,13.9,"+2,4",19 feb.,▲,#cb181d
2024-02-19,1473A,Padrón (A Coruña),A Coruña,21.9,13.5,8.4,21.9,13.5,"+8,4",19 feb.,▲,#cb181d
2024-02-19,1475X,Santiago de Compostela (A Coruña),A Coruña,20.8,13,7.8,20.8,13,"+7,8",19 feb.,▲,#cb181d
2024-02-19,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,19.6,12.5,7.1,19.6,12.5,"+7,1",19 feb.,▲,#cb181d
2024-02-19,1400,Fisterra (A Coruña),A Coruña,15.7,11.6,4.1,15.7,11.6,"+4,1",19 feb.,▲,#cb181d
2024-02-19,1393,Cabo Vilán (A Coruña),A Coruña,13.9,12.2,1.7,13.9,12.2,"+1,7",19 feb.,▲,#cb181d
2024-02-20,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,21.9,14.4,7.5,21.9,14.4,"+7,5",20 feb.,▲,#cb181d
2024-02-20,1351,Estaca de Bares (A Coruña),A Coruña,16.2,13.1,3.1,16.2,13.1,"+3,1",20 feb.,▲,#cb181d
2024-02-20,1387,A Coruña (A Coruña),A Coruña,22.6,14.3,8.3,22.6,14.3,"+8,3",20 feb.,▲,#cb181d
2024-02-20,1473A,Padrón (A Coruña),A Coruña,22.2,14.9,7.3,22.2,14.9,"+7,3",20 feb.,▲,#cb181d
2024-02-20,1475X,Santiago de Compostela (A Coruña),A Coruña,21.6,13.8,7.8,21.6,13.8,"+7,8",20 feb.,▲,#cb181d
2024-02-20,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,20.3,13.6,6.7,20.3,13.6,"+6,7",20 feb.,▲,#cb181d
2024-02-20,1400,Fisterra (A Coruña),A Coruña,18.5,12.6,5.9,18.5,12.6,"+5,9",20 feb.,▲,#cb181d
2024-02-20,1393,Cabo Vilán (A Coruña),A Coruña,18.1,12.7,5.4,18.1,12.7,"+5,4",20 feb.,▲,#cb181d
2024-02-21,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,15.5,14.5,1,15.5,14.5,+1,21 feb.,▲,#cb181d
2024-02-21,1351,Estaca de Bares (A Coruña),A Coruña,16,12.8,3.2,16,12.8,"+3,2",21 feb.,▲,#cb181d
2024-02-21,1387,A Coruña (A Coruña),A Coruña,16.5,13.8,2.7,16.5,13.8,"+2,7",21 feb.,▲,#cb181d
2024-02-21,1473A,Padrón (A Coruña),A Coruña,14.2,14.8,-0.6,14.8,14.2,"-0,6",21 feb.,▼,#2171b5
2024-02-21,1475X,Santiago de Compostela (A Coruña),A Coruña,14,13.3,0.7,14,13.3,"+0,7",21 feb.,▲,#cb181d
2024-02-21,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,12.6,12,0.6,12.6,12,"+0,6",21 feb.,▲,#cb181d
2024-02-21,1400,Fisterra (A Coruña),A Coruña,13.6,12,1.6,13.6,12,"+1,6",21 feb.,▲,#cb181d
2024-02-21,1393,Cabo Vilán (A Coruña),A Coruña,14.2,12.8,1.4,14.2,12.8,"+1,4",21 feb.,▲,#cb181d
2024-02-22,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,15.6,14.3,1.3,15.6,14.3,"+1,3",22 feb.,▲,#cb181d
2024-02-22,1351,Estaca de Bares (A Coruña),A Coruña,15.7,13.3,2.4,15.7,13.3,"+2,4",22 feb.,▲,#cb181d
2024-02-22,1387,A Coruña (A Coruña),A Coruña,16.1,14,2.1,16.1,14,"+2,1",22 feb.,▲,#cb181d
2024-02-22,1473A,Padrón (A Coruña),A Coruña,13.5,13.8,-0.3,13.8,13.5,"-0,3",22 feb.,▼,#2171b5
2024-02-22,1475X,Santiago de Compostela (A Coruña),A Coruña,13.8,12.9,0.9,13.8,12.9,"+0,9",22 feb.,▲,#cb181d
2024-02-22,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,12.9,12.3,0.6,12.9,12.3,"+0,6",22 feb.,▲,#cb181d
2024-02-22,1400,Fisterra (A Coruña),A Coruña,13.4,11.1,2.3,13.4,11.1,"+2,3",22 feb.,▲,#cb181d
2024-02-22,1393,Cabo Vilán (A Coruña),A Coruña,14.3,12.4,1.9,14.3,12.4,"+1,9",22 feb.,▲,#cb181d
2024-02-23,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,11.8,14.3,-2.5,14.3,11.8,"-2,5",23 feb.,▼,#2171b5
2024-02-23,1351,Estaca de Bares (A Coruña),A Coruña,10.9,12.7,-1.8,12.7,10.9,"-1,8",23 feb.,▼,#2171b5
2024-02-23,1473A,Padrón (A Coruña),A Coruña,11,15.9,-4.9,15.9,11,"-4,9",23 feb.,▼,#2171b5
2024-02-23,1387,A Coruña (A Coruña),A Coruña,12.1,15,-2.9,15,12.1,"-2,9",23 feb.,▼,#2171b5
2024-02-23,1475X,Santiago de Compostela (A Coruña),A Coruña,10.6,14.4,-3.8,14.4,10.6,"-3,8",23 feb.,▼,#2171b5
2024-02-23,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,8.8,13.3,-4.5,13.3,8.8,"-4,5",23 feb.,▼,#2171b5
2024-02-23,1400,Fisterra (A Coruña),A Coruña,10.6,11.9,-1.3,11.9,10.6,"-1,3",23 feb.,▼,#2171b5
2024-02-23,1393,Cabo Vilán (A Coruña),A Coruña,11.6,12.3,-0.7,12.3,11.6,"-0,7",23 feb.,▼,#2171b5
2024-02-24,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,14.2,14.7,-0.5,14.7,14.2,"-0,5",24 feb.,▼,#2171b5
2024-02-24,1351,Estaca de Bares (A Coruña),A Coruña,13.5,13.1,0.4,13.5,13.1,"+0,4",24 feb.,▲,#cb181d
2024-02-24,1387,A Coruña (A Coruña),A Coruña,14.1,14.6,-0.5,14.6,14.1,"-0,5",24 feb.,▼,#2171b5
2024-02-24,1473A,Padrón (A Coruña),A Coruña,12.1,14.4,-2.3,14.4,12.1,"-2,3",24 feb.,▼,#2171b5
2024-02-24,1475X,Santiago de Compostela (A Coruña),A Coruña,12.5,12.6,-0.1,12.6,12.5,"-0,1",24 feb.,▼,#2171b5
2024-02-24,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,11.6,12.6,-1,12.6,11.6,-1,24 feb.,▼,#2171b5
2024-02-24,1400,Fisterra (A Coruña),A Coruña,12.4,11.9,0.5,12.4,11.9,"+0,5",24 feb.,▲,#cb181d
2024-02-24,1393,Cabo Vilán (A Coruña),A Coruña,13.2,12.7,0.5,13.2,12.7,"+0,5",24 feb.,▲,#cb181d
2024-02-25,1351,Estaca de Bares (A Coruña),A Coruña,14.3,13,1.3,14.3,13,"+1,3",25 feb.,▲,#cb181d
2024-02-25,1387,A Coruña (A Coruña),A Coruña,14.7,14.8,-0.1,14.8,14.7,"-0,1",25 feb.,▼,#2171b5
2024-02-25,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,14.7,14,0.7,14.7,14,"+0,7",25 feb.,▲,#cb181d
2024-02-25,1393,Cabo Vilán (A Coruña),A Coruña,13.6,13.2,0.4,13.6,13.2,"+0,4",25 feb.,▲,#cb181d
2024-02-25,1400,Fisterra (A Coruña),A Coruña,13,11.8,1.2,13,11.8,"+1,2",25 feb.,▲,#cb181d
2024-02-25,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,12.8,12,0.8,12.8,12,"+0,8",25 feb.,▲,#cb181d
2024-02-25,1473A,Padrón (A Coruña),A Coruña,13.1,14.1,-1,14.1,13.1,-1,25 feb.,▼,#2171b5
2024-02-25,1475X,Santiago de Compostela (A Coruña),A Coruña,13.6,13.2,0.4,13.6,13.2,"+0,4",25 feb.,▲,#cb181d
2024-02-26,1351,Estaca de Bares (A Coruña),A Coruña,12,12.9,-0.9,12.9,12,"-0,9",26 feb.,▼,#2171b5
2024-02-26,1387,A Coruña (A Coruña),A Coruña,12,14,-2,14,12,-2,26 feb.,▼,#2171b5
2024-02-26,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,11.5,13.9,-2.4,13.9,11.5,"-2,4",26 feb.,▼,#2171b5
2024-02-26,1393,Cabo Vilán (A Coruña),A Coruña,11.9,12.9,-1,12.9,11.9,-1,26 feb.,▼,#2171b5
2024-02-26,1400,Fisterra (A Coruña),A Coruña,10.8,11.8,-1,11.8,10.8,-1,26 feb.,▼,#2171b5
2024-02-26,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,9.3,11.7,-2.4,11.7,9.3,"-2,4",26 feb.,▼,#2171b5
2024-02-26,1473A,Padrón (A Coruña),A Coruña,11.1,14,-2.9,14,11.1,"-2,9",26 feb.,▼,#2171b5
2024-02-26,1475X,Santiago de Compostela (A Coruña),A Coruña,10.9,12.7,-1.8,12.7,10.9,"-1,8",26 feb.,▼,#2171b5
2024-03-01,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,13.7,13.5,0.2,13.7,13.5,"+0,2", 1 mar.,▲,#cb181d
2024-03-01,1351,Estaca de Bares (A Coruña),A Coruña,12.9,13.6,-0.7,13.6,12.9,"-0,7", 1 mar.,▼,#2171b5
2024-03-01,1387,A Coruña (A Coruña),A Coruña,13.7,13.6,0.1,13.7,13.6,"+0,1", 1 mar.,▲,#cb181d
2024-03-01,1473A,Padrón (A Coruña),A Coruña,11.7,14.2,-2.5,14.2,11.7,"-2,5", 1 mar.,▼,#2171b5
2024-03-01,1475X,Santiago de Compostela (A Coruña),A Coruña,12.1,12.9,-0.8,12.9,12.1,"-0,8", 1 mar.,▼,#2171b5
2024-03-01,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,10.7,11.8,-1.1,11.8,10.7,"-1,1", 1 mar.,▼,#2171b5
2024-03-01,1400,Fisterra (A Coruña),A Coruña,12.1,11.5,0.6,12.1,11.5,"+0,6", 1 mar.,▲,#cb181d
2024-03-01,1393,Cabo Vilán (A Coruña),A Coruña,13.2,12.1,1.1,13.2,12.1,"+1,1", 1 mar.,▲,#cb181d
2024-03-02,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,10.7,14,-3.3,14,10.7,"-3,3", 2 mar.,▼,#2171b5
2024-03-02,1351,Estaca de Bares (A Coruña),A Coruña,11.5,12.7,-1.2,12.7,11.5,"-1,2", 2 mar.,▼,#2171b5
2024-03-02,1387,A Coruña (A Coruña),A Coruña,11.1,14,-2.9,14,11.1,"-2,9", 2 mar.,▼,#2171b5
2024-03-02,1473A,Padrón (A Coruña),A Coruña,11,13.7,-2.7,13.7,11,"-2,7", 2 mar.,▼,#2171b5
2024-03-02,1475X,Santiago de Compostela (A Coruña),A Coruña,10,13.1,-3.1,13.1,10,"-3,1", 2 mar.,▼,#2171b5
2024-03-02,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,8.8,12.5,-3.7,12.5,8.8,"-3,7", 2 mar.,▼,#2171b5
2024-03-02,1400,Fisterra (A Coruña),A Coruña,10.7,11.7,-1,11.7,10.7,-1, 2 mar.,▼,#2171b5
2024-03-02,1393,Cabo Vilán (A Coruña),A Coruña,11.4,12.5,-1.1,12.5,11.4,"-1,1", 2 mar.,▼,#2171b5
2024-03-03,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,11.9,13.4,-1.5,13.4,11.9,"-1,5", 3 mar.,▼,#2171b5
2024-03-03,1351,Estaca de Bares (A Coruña),A Coruña,11.9,13.6,-1.7,13.6,11.9,"-1,7", 3 mar.,▼,#2171b5
2024-03-03,1387,A Coruña (A Coruña),A Coruña,12.8,14,-1.2,14,12.8,"-1,2", 3 mar.,▼,#2171b5
2024-03-03,1473A,Padrón (A Coruña),A Coruña,12.8,13.6,-0.8,13.6,12.8,"-0,8", 3 mar.,▼,#2171b5
2024-03-03,1475X,Santiago de Compostela (A Coruña),A Coruña,11.1,12.3,-1.2,12.3,11.1,"-1,2", 3 mar.,▼,#2171b5
2024-03-03,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,10.1,12,-1.9,12,10.1,"-1,9", 3 mar.,▼,#2171b5
2024-03-03,1400,Fisterra (A Coruña),A Coruña,11.9,11.3,0.6,11.9,11.3,"+0,6", 3 mar.,▲,#cb181d
2024-03-03,1393,Cabo Vilán (A Coruña),A Coruña,12.8,11.8,1,12.8,11.8,+1, 3 mar.,▲,#cb181d
2024-03-04,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,13.2,13.9,-0.7,13.9,13.2,"-0,7", 4 mar.,▼,#2171b5
2024-03-04,1351,Estaca de Bares (A Coruña),A Coruña,13.1,13.1,0,13.1,13.1,0, 4 mar.,▼,#2171b5
2024-03-04,1387,A Coruña (A Coruña),A Coruña,14.7,14,0.7,14.7,14,"+0,7", 4 mar.,▲,#cb181d
2024-03-04,1473A,Padrón (A Coruña),A Coruña,13.4,14.2,-0.8,14.2,13.4,"-0,8", 4 mar.,▼,#2171b5
2024-03-04,1475X,Santiago de Compostela (A Coruña),A Coruña,13.1,12.4,0.7,13.1,12.4,"+0,7", 4 mar.,▲,#cb181d
2024-03-04,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,10.7,12.6,-1.9,12.6,10.7,"-1,9", 4 mar.,▼,#2171b5
2024-03-04,1400,Fisterra (A Coruña),A Coruña,11.8,12,-0.2,12,11.8,"-0,2", 4 mar.,▼,#2171b5
2024-03-04,1393,Cabo Vilán (A Coruña),A Coruña,12.8,12.2,0.6,12.8,12.2,"+0,6", 4 mar.,▲,#cb181d
2024-03-05,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,15,13.8,1.2,15,13.8,"+1,2", 5 mar.,▲,#cb181d
2024-03-05,1351,Estaca de Bares (A Coruña),A Coruña,14.4,12.1,2.3,14.4,12.1,"+2,3", 5 mar.,▲,#cb181d
2024-03-05,1387,A Coruña (A Coruña),A Coruña,15.2,14.3,0.9,15.2,14.3,"+0,9", 5 mar.,▲,#cb181d
2024-03-05,1473A,Padrón (A Coruña),A Coruña,14.9,13.8,1.1,14.9,13.8,"+1,1", 5 mar.,▲,#cb181d
2024-03-05,1475X,Santiago de Compostela (A Coruña),A Coruña,13.8,13.5,0.3,13.8,13.5,"+0,3", 5 mar.,▲,#cb181d
2024-03-05,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,11.4,12.9,-1.5,12.9,11.4,"-1,5", 5 mar.,▼,#2171b5
2024-03-05,1400,Fisterra (A Coruña),A Coruña,14.7,12.3,2.4,14.7,12.3,"+2,4", 5 mar.,▲,#cb181d
2024-03-05,1393,Cabo Vilán (A Coruña),A Coruña,14,12.8,1.2,14,12.8,"+1,2", 5 mar.,▲,#cb181d
2024-03-06,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,16.4,14.9,1.5,16.4,14.9,"+1,5", 6 mar.,▲,#cb181d
2024-03-06,1351,Estaca de Bares (A Coruña),A Coruña,16,12.3,3.7,16,12.3,"+3,7", 6 mar.,▲,#cb181d
2024-03-06,1387,A Coruña (A Coruña),A Coruña,17.1,14.4,2.7,17.1,14.4,"+2,7", 6 mar.,▲,#cb181d
2024-03-06,1473A,Padrón (A Coruña),A Coruña,17,15.7,1.3,17,15.7,"+1,3", 6 mar.,▲,#cb181d
2024-03-06,1475X,Santiago de Compostela (A Coruña),A Coruña,15.9,15.3,0.6,15.9,15.3,"+0,6", 6 mar.,▲,#cb181d
2024-03-06,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,14.1,14.2,-0.1,14.2,14.1,"-0,1", 6 mar.,▼,#2171b5
2024-03-06,1400,Fisterra (A Coruña),A Coruña,12.6,12.3,0.3,12.6,12.3,"+0,3", 6 mar.,▲,#cb181d
2024-03-06,1393,Cabo Vilán (A Coruña),A Coruña,13.5,13.4,0.1,13.5,13.4,"+0,1", 6 mar.,▲,#cb181d
2024-03-07,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,13.7,14.6,-0.9,14.6,13.7,"-0,9", 7 mar.,▼,#2171b5
2024-03-07,1351,Estaca de Bares (A Coruña),A Coruña,14.9,13.5,1.4,14.9,13.5,"+1,4", 7 mar.,▲,#cb181d
2024-03-07,1473A,Padrón (A Coruña),A Coruña,11.8,14.7,-2.9,14.7,11.8,"-2,9", 7 mar.,▼,#2171b5
2024-03-07,1387,A Coruña (A Coruña),A Coruña,15,14.9,0.1,15,14.9,"+0,1", 7 mar.,▲,#cb181d
2024-03-07,1475X,Santiago de Compostela (A Coruña),A Coruña,11.2,14.3,-3.1,14.3,11.2,"-3,1", 7 mar.,▼,#2171b5
2024-03-07,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,9.8,13.4,-3.6,13.4,9.8,"-3,6", 7 mar.,▼,#2171b5
2024-03-07,1400,Fisterra (A Coruña),A Coruña,10.5,13,-2.5,13,10.5,"-2,5", 7 mar.,▼,#2171b5
2024-03-07,1393,Cabo Vilán (A Coruña),A Coruña,12,13.6,-1.6,13.6,12,"-1,6", 7 mar.,▼,#2171b5
2024-03-08,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,12.8,15.5,-2.7,15.5,12.8,"-2,7", 8 mar.,▼,#2171b5
2024-03-08,1351,Estaca de Bares (A Coruña),A Coruña,11.9,14,-2.1,14,11.9,"-2,1", 8 mar.,▼,#2171b5
2024-03-08,1387,A Coruña (A Coruña),A Coruña,13.1,15.8,-2.7,15.8,13.1,"-2,7", 8 mar.,▼,#2171b5
2024-03-08,1473A,Padrón (A Coruña),A Coruña,11,16.6,-5.6,16.6,11,"-5,6", 8 mar.,▼,#2171b5
2024-03-08,1475X,Santiago de Compostela (A Coruña),A Coruña,11.6,15.4,-3.8,15.4,11.6,"-3,8", 8 mar.,▼,#2171b5
2024-03-08,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,10.1,14.4,-4.3,14.4,10.1,"-4,3", 8 mar.,▼,#2171b5
2024-03-08,1400,Fisterra (A Coruña),A Coruña,11.8,13,-1.2,13,11.8,"-1,2", 8 mar.,▼,#2171b5
2024-03-08,1393,Cabo Vilán (A Coruña),A Coruña,11.8,13.6,-1.8,13.6,11.8,"-1,8", 8 mar.,▼,#2171b5
2024-03-09,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,11,15.1,-4.1,15.1,11,"-4,1", 9 mar.,▼,#2171b5
2024-03-09,1351,Estaca de Bares (A Coruña),A Coruña,11.2,14.1,-2.9,14.1,11.2,"-2,9", 9 mar.,▼,#2171b5
2024-03-09,1387,A Coruña (A Coruña),A Coruña,11.5,15.4,-3.9,15.4,11.5,"-3,9", 9 mar.,▼,#2171b5
2024-03-09,1473A,Padrón (A Coruña),A Coruña,10.6,16.4,-5.8,16.4,10.6,"-5,8", 9 mar.,▼,#2171b5
2024-03-09,1475X,Santiago de Compostela (A Coruña),A Coruña,10.7,15.7,-5,15.7,10.7,-5, 9 mar.,▼,#2171b5
2024-03-09,1400,Fisterra (A Coruña),A Coruña,10.3,13.1,-2.8,13.1,10.3,"-2,8", 9 mar.,▼,#2171b5
2024-03-09,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,8.7,14.5,-5.8,14.5,8.7,"-5,8", 9 mar.,▼,#2171b5
2024-03-09,1393,Cabo Vilán (A Coruña),A Coruña,11.3,14.1,-2.8,14.1,11.3,"-2,8", 9 mar.,▼,#2171b5
2024-03-10,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,12.9,16.4,-3.5,16.4,12.9,"-3,5",10 mar.,▼,#2171b5
2024-03-10,1351,Estaca de Bares (A Coruña),A Coruña,12.3,13.9,-1.6,13.9,12.3,"-1,6",10 mar.,▼,#2171b5
2024-03-10,1473A,Padrón (A Coruña),A Coruña,14.3,17,-2.7,17,14.3,"-2,7",10 mar.,▼,#2171b5
2024-03-10,1387,A Coruña (A Coruña),A Coruña,13.8,16.6,-2.8,16.6,13.8,"-2,8",10 mar.,▼,#2171b5
2024-03-10,1475X,Santiago de Compostela (A Coruña),A Coruña,13,16.1,-3.1,16.1,13,"-3,1",10 mar.,▼,#2171b5
2024-03-10,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,12.2,16.2,-4,16.2,12.2,-4,10 mar.,▼,#2171b5
2024-03-10,1400,Fisterra (A Coruña),A Coruña,12.1,13.1,-1,13.1,12.1,-1,10 mar.,▼,#2171b5
2024-03-10,1393,Cabo Vilán (A Coruña),A Coruña,13.5,14.5,-1,14.5,13.5,-1,10 mar.,▼,#2171b5
2024-03-11,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,15.3,16.3,-1,16.3,15.3,-1,11 mar.,▼,#2171b5
2024-03-11,1351,Estaca de Bares (A Coruña),A Coruña,13.8,13.2,0.6,13.8,13.2,"+0,6",11 mar.,▲,#cb181d
2024-03-11,1387,A Coruña (A Coruña),A Coruña,15.6,16.4,-0.8,16.4,15.6,"-0,8",11 mar.,▼,#2171b5
2024-03-11,1473A,Padrón (A Coruña),A Coruña,14.2,17.4,-3.2,17.4,14.2,"-3,2",11 mar.,▼,#2171b5
2024-03-11,1475X,Santiago de Compostela (A Coruña),A Coruña,13.7,16.9,-3.2,16.9,13.7,"-3,2",11 mar.,▼,#2171b5
2024-03-11,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,11.9,15.2,-3.3,15.2,11.9,"-3,3",11 mar.,▼,#2171b5
2024-03-11,1400,Fisterra (A Coruña),A Coruña,14.2,13.2,1,14.2,13.2,+1,11 mar.,▲,#cb181d
2024-03-11,1393,Cabo Vilán (A Coruña),A Coruña,14.2,14.4,-0.2,14.4,14.2,"-0,2",11 mar.,▼,#2171b5
2024-03-12,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,18.6,15.6,3,18.6,15.6,+3,12 mar.,▲,#cb181d
2024-03-12,1351,Estaca de Bares (A Coruña),A Coruña,15.1,13.1,2,15.1,13.1,+2,12 mar.,▲,#cb181d
2024-03-12,1387,A Coruña (A Coruña),A Coruña,18.6,15.9,2.7,18.6,15.9,"+2,7",12 mar.,▲,#cb181d
2024-03-12,1473A,Padrón (A Coruña),A Coruña,19.3,15.6,3.7,19.3,15.6,"+3,7",12 mar.,▲,#cb181d
2024-03-12,1475X,Santiago de Compostela (A Coruña),A Coruña,18.6,14,4.6,18.6,14,"+4,6",12 mar.,▲,#cb181d
2024-03-12,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,17.6,14.2,3.4,17.6,14.2,"+3,4",12 mar.,▲,#cb181d
2024-03-12,1400,Fisterra (A Coruña),A Coruña,14.6,12.4,2.2,14.6,12.4,"+2,2",12 mar.,▲,#cb181d
2024-03-12,1393,Cabo Vilán (A Coruña),A Coruña,17.1,14.1,3,17.1,14.1,+3,12 mar.,▲,#cb181d
2024-03-13,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,21.8,15.4,6.4,21.8,15.4,"+6,4",13 mar.,▲,#cb181d
2024-03-13,1351,Estaca de Bares (A Coruña),A Coruña,16.5,12.9,3.6,16.5,12.9,"+3,6",13 mar.,▲,#cb181d
2024-03-13,1387,A Coruña (A Coruña),A Coruña,22.4,15.2,7.2,22.4,15.2,"+7,2",13 mar.,▲,#cb181d
2024-03-13,1473A,Padrón (A Coruña),A Coruña,21.8,16.2,5.6,21.8,16.2,"+5,6",13 mar.,▲,#cb181d
2024-03-13,1475X,Santiago de Compostela (A Coruña),A Coruña,20.7,14.9,5.8,20.7,14.9,"+5,8",13 mar.,▲,#cb181d
2024-03-13,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,19.3,14.3,5,19.3,14.3,+5,13 mar.,▲,#cb181d
2024-03-13,1400,Fisterra (A Coruña),A Coruña,17.6,12.2,5.4,17.6,12.2,"+5,4",13 mar.,▲,#cb181d
2024-03-13,1393,Cabo Vilán (A Coruña),A Coruña,19.5,13.2,6.3,19.5,13.2,"+6,3",13 mar.,▲,#cb181d
2024-03-14,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,17.9,15.2,2.7,17.9,15.2,"+2,7",14 mar.,▲,#cb181d
2024-03-14,1351,Estaca de Bares (A Coruña),A Coruña,19.1,12.9,6.2,19.1,12.9,"+6,2",14 mar.,▲,#cb181d
2024-03-14,1387,A Coruña (A Coruña),A Coruña,18.9,14.8,4.1,18.9,14.8,"+4,1",14 mar.,▲,#cb181d
2024-03-14,1473A,Padrón (A Coruña),A Coruña,15.8,18.7,-2.9,18.7,15.8,"-2,9",14 mar.,▼,#2171b5
2024-03-14,1475X,Santiago de Compostela (A Coruña),A Coruña,14.5,17.8,-3.3,17.8,14.5,"-3,3",14 mar.,▼,#2171b5
2024-03-14,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,13.1,16.8,-3.7,16.8,13.1,"-3,7",14 mar.,▼,#2171b5
2024-03-14,1400,Fisterra (A Coruña),A Coruña,14.9,13.7,1.2,14.9,13.7,"+1,2",14 mar.,▲,#cb181d
2024-03-14,1393,Cabo Vilán (A Coruña),A Coruña,15.6,13.5,2.1,15.6,13.5,"+2,1",14 mar.,▲,#cb181d
2024-03-15,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,18.8,16.8,2,18.8,16.8,+2,15 mar.,▲,#cb181d
2024-03-15,1351,Estaca de Bares (A Coruña),A Coruña,17.3,13.1,4.2,17.3,13.1,"+4,2",15 mar.,▲,#cb181d
2024-03-15,1387,A Coruña (A Coruña),A Coruña,18.6,16.4,2.2,18.6,16.4,"+2,2",15 mar.,▲,#cb181d
2024-03-15,1473A,Padrón (A Coruña),A Coruña,16.9,18.8,-1.9,18.8,16.9,"-1,9",15 mar.,▼,#2171b5
2024-03-15,1475X,Santiago de Compostela (A Coruña),A Coruña,16.7,18.3,-1.6,18.3,16.7,"-1,6",15 mar.,▼,#2171b5
2024-03-15,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,15.8,17.5,-1.7,17.5,15.8,"-1,7",15 mar.,▼,#2171b5
2024-03-15,1400,Fisterra (A Coruña),A Coruña,13.4,14.9,-1.5,14.9,13.4,"-1,5",15 mar.,▼,#2171b5
2024-03-15,1393,Cabo Vilán (A Coruña),A Coruña,16.4,13.1,3.3,16.4,13.1,"+3,3",15 mar.,▲,#cb181d
2024-03-16,1351,Estaca de Bares (A Coruña),A Coruña,17.7,13,4.7,17.7,13,"+4,7",16 mar.,▲,#cb181d
2024-03-16,1387,A Coruña (A Coruña),A Coruña,18.9,15.4,3.5,18.9,15.4,"+3,5",16 mar.,▲,#cb181d
2024-03-16,1387E,A Coruña Aeropuerto (A Coruña),A Coruña,18.1,16.7,1.4,18.1,16.7,"+1,4",16 mar.,▲,#cb181d
2024-03-16,1393,Cabo Vilán (A Coruña),A Coruña,15.3,13.4,1.9,15.3,13.4,"+1,9",16 mar.,▲,#cb181d
2024-03-16,1400,Fisterra (A Coruña),A Coruña,13.5,14.8,-1.3,14.8,13.5,"-1,3",16 mar.,▼,#2171b5
2024-03-16,1428,Santiago de Compostela Aeropuerto (A Coruña),A Coruña,15.1,16.8,-1.7,16.8,15.1,"-1,7",16 mar.,▼,#2171b5
2024-03-16,1473A,Padrón (A Coruña),A Coruña,15.6,19,-3.4,19,15.6,"-3,4",16 mar.,▼,#2171b5
2024-03-16,1475X,Santiago de Compostela (A Coruña),A Coruña,15.4,17.1,-1.7,17.1,15.4,"-1,7",16 mar.,▼,#2171b5
